analyte_id	analyte_submitter_id	case_id	case_submitter_id	project_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	ribosomal_rna_28s_16s_ratio	analyte_volume	well_number	analyte_type	analyte_quantity	normal_tumor_genotype_snp_match	state	a260_a280_ratio	amount	spectrophotometer_method	analyte_type_id	concentration
751c7148-f5b4-426d-82e5-04c5964a7c46	TCGA-FK-A3SH-01A-11W	e48a8fa7-4e2b-44a0-95f5-e2925c60bad3	TCGA-FK-A3SH	TCGA-THCA	7effb8c1-cdf1-4609-b9ae-0e12ec5066eb	TCGA-FK-A3SH-01A	432ed3b4-9db9-498f-8c48-157a0b528759	TCGA-FK-A3SH-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
aa2c4db7-e0e4-4aea-9c71-990ab1db8d5f	TCGA-FK-A3SH-01A-11D	e48a8fa7-4e2b-44a0-95f5-e2925c60bad3	TCGA-FK-A3SH	TCGA-THCA	7effb8c1-cdf1-4609-b9ae-0e12ec5066eb	TCGA-FK-A3SH-01A	432ed3b4-9db9-498f-8c48-157a0b528759	TCGA-FK-A3SH-01A-11	--	released	DNA	--	--	0.15	PicoGreen	D	--	--	--	--
60778725-f778-4a90-b86d-7e84feb39888	TCGA-FK-A3SH-01A-11R	e48a8fa7-4e2b-44a0-95f5-e2925c60bad3	TCGA-FK-A3SH	TCGA-THCA	7effb8c1-cdf1-4609-b9ae-0e12ec5066eb	TCGA-FK-A3SH-01A	432ed3b4-9db9-498f-8c48-157a0b528759	TCGA-FK-A3SH-01A-11	--	released	RNA	--	1.37	0.15	UV Spec	R	--	--	--	--
9d957fa2-8bd3-4635-b691-a08c1ec3989d	TCGA-FK-A3SH-10A-01W	e48a8fa7-4e2b-44a0-95f5-e2925c60bad3	TCGA-FK-A3SH	TCGA-THCA	e4181a6f-eda8-4582-9e02-ff666a7e40d0	TCGA-FK-A3SH-10A	e95b0fc6-0206-481f-bcf9-c358b46d7d2e	TCGA-FK-A3SH-10A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
e6ffb926-6921-4b7b-9640-f3395b185f84	TCGA-FK-A3SH-10A-01D	e48a8fa7-4e2b-44a0-95f5-e2925c60bad3	TCGA-FK-A3SH	TCGA-THCA	e4181a6f-eda8-4582-9e02-ff666a7e40d0	TCGA-FK-A3SH-10A	e95b0fc6-0206-481f-bcf9-c358b46d7d2e	TCGA-FK-A3SH-10A-01	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
663a9659-2aa4-442b-b61b-5f895b552d01	TCGA-FE-A238-10A-01W	dffc4f7a-c67a-4ac5-a338-717dffde686d	TCGA-FE-A238	TCGA-THCA	526e831b-6e71-4816-b132-36b525a351b1	TCGA-FE-A238-10A	92096871-cebb-4011-94ad-a03b68da033c	TCGA-FE-A238-10A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
a04b0b3e-ce61-49d6-bd25-c726df1346cf	TCGA-FE-A238-10A-01D	dffc4f7a-c67a-4ac5-a338-717dffde686d	TCGA-FE-A238	TCGA-THCA	526e831b-6e71-4816-b132-36b525a351b1	TCGA-FE-A238-10A	92096871-cebb-4011-94ad-a03b68da033c	TCGA-FE-A238-10A-01	--	released	DNA	--	2.14	0.16	UV Spec	D	--	--	--	--
156b5a07-215f-4563-a28b-9200ed01c16b	TCGA-FE-A238-01A-11D	dffc4f7a-c67a-4ac5-a338-717dffde686d	TCGA-FE-A238	TCGA-THCA	d68c3b99-cb82-48bd-a1f8-bee0a9a9e8c3	TCGA-FE-A238-01A	59699466-093e-4a6d-8f4c-e48f8bac19e3	TCGA-FE-A238-01A-11	--	released	DNA	--	1.88	0.16	UV Spec	D	--	--	--	--
11bd597d-77db-4b0f-9f1e-ffbb5d1a19f5	TCGA-FE-A238-01A-11W	dffc4f7a-c67a-4ac5-a338-717dffde686d	TCGA-FE-A238	TCGA-THCA	d68c3b99-cb82-48bd-a1f8-bee0a9a9e8c3	TCGA-FE-A238-01A	59699466-093e-4a6d-8f4c-e48f8bac19e3	TCGA-FE-A238-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
4f7864cf-2b13-4693-b389-1842720153dc	TCGA-FE-A238-01A-11R	dffc4f7a-c67a-4ac5-a338-717dffde686d	TCGA-FE-A238	TCGA-THCA	d68c3b99-cb82-48bd-a1f8-bee0a9a9e8c3	TCGA-FE-A238-01A	59699466-093e-4a6d-8f4c-e48f8bac19e3	TCGA-FE-A238-01A-11	--	released	RNA	--	2.0	0.15	UV Spec	R	--	--	--	--
3022535d-044c-4771-9e84-8fa24ef8c8dd	TCGA-L6-A4ET-10A-01W	e1ff7694-64e1-47ed-b0d8-34acfb4ffef1	TCGA-L6-A4ET	TCGA-THCA	702d6dd2-8f98-48f1-8f34-de812d5b717a	TCGA-L6-A4ET-10A	2f00da21-9636-48cb-9337-1c8780ae94d5	TCGA-L6-A4ET-10A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
b80b75dc-d2ce-4851-b5e1-3fd796f3c773	TCGA-L6-A4ET-10A-01D	e1ff7694-64e1-47ed-b0d8-34acfb4ffef1	TCGA-L6-A4ET	TCGA-THCA	702d6dd2-8f98-48f1-8f34-de812d5b717a	TCGA-L6-A4ET-10A	2f00da21-9636-48cb-9337-1c8780ae94d5	TCGA-L6-A4ET-10A-01	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
6d429f37-02d9-4b55-ab1e-2f9a00ec2e6d	TCGA-L6-A4ET-01A-11W	e1ff7694-64e1-47ed-b0d8-34acfb4ffef1	TCGA-L6-A4ET	TCGA-THCA	d6183bca-9a4d-41ac-940d-0eaa23decf56	TCGA-L6-A4ET-01A	03da14a8-30aa-4cb7-bb03-046895387056	TCGA-L6-A4ET-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
e03e1812-a1e2-4d3f-94d1-cd08449f1782	TCGA-L6-A4ET-01A-11D	e1ff7694-64e1-47ed-b0d8-34acfb4ffef1	TCGA-L6-A4ET	TCGA-THCA	d6183bca-9a4d-41ac-940d-0eaa23decf56	TCGA-L6-A4ET-01A	03da14a8-30aa-4cb7-bb03-046895387056	TCGA-L6-A4ET-01A-11	--	released	DNA	--	--	0.15	PicoGreen	D	--	--	--	--
2eb6b06b-0401-452e-9da2-994d688303ab	TCGA-L6-A4ET-01A-11R	e1ff7694-64e1-47ed-b0d8-34acfb4ffef1	TCGA-L6-A4ET	TCGA-THCA	d6183bca-9a4d-41ac-940d-0eaa23decf56	TCGA-L6-A4ET-01A	03da14a8-30aa-4cb7-bb03-046895387056	TCGA-L6-A4ET-01A-11	--	released	RNA	--	1.82	0.16	UV Spec	R	--	--	--	--
1a87a72e-e893-4595-982c-b6e153ccef17	TCGA-EM-A1YC-01A-11D	0ad2a2b3-c1bb-4597-b28e-a6385f93d09c	TCGA-EM-A1YC	TCGA-THCA	17610b7b-f2ec-4b55-808c-1c2219a0d1ba	TCGA-EM-A1YC-01A	c0c7f70f-17dd-47c8-8d5c-565c7f490df1	TCGA-EM-A1YC-01A-11	--	released	DNA	--	1.93	0.17	UV Spec	D	--	--	--	--
f4a88c5b-3b57-41e8-b7ba-21605e60a35a	TCGA-EM-A1YC-01A-11R	0ad2a2b3-c1bb-4597-b28e-a6385f93d09c	TCGA-EM-A1YC	TCGA-THCA	17610b7b-f2ec-4b55-808c-1c2219a0d1ba	TCGA-EM-A1YC-01A	c0c7f70f-17dd-47c8-8d5c-565c7f490df1	TCGA-EM-A1YC-01A-11	--	released	RNA	--	1.88	0.17	UV Spec	R	--	--	--	--
7e15b8da-d32f-4d85-aecf-e30622084e7f	TCGA-EM-A1YC-01A-11W	0ad2a2b3-c1bb-4597-b28e-a6385f93d09c	TCGA-EM-A1YC	TCGA-THCA	17610b7b-f2ec-4b55-808c-1c2219a0d1ba	TCGA-EM-A1YC-01A	c0c7f70f-17dd-47c8-8d5c-565c7f490df1	TCGA-EM-A1YC-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
3e39e301-7897-41b6-a920-ef22781cee2b	TCGA-EM-A1YC-11A-11W	0ad2a2b3-c1bb-4597-b28e-a6385f93d09c	TCGA-EM-A1YC	TCGA-THCA	1780d814-e472-4bd0-98db-8dbcf68718d7	TCGA-EM-A1YC-11A	fb81a2fc-a4de-49d2-8519-2e1ee424abb5	TCGA-EM-A1YC-11A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
db230748-445d-447f-af69-888a8e7cf229	TCGA-EM-A1YC-11A-11D	0ad2a2b3-c1bb-4597-b28e-a6385f93d09c	TCGA-EM-A1YC	TCGA-THCA	1780d814-e472-4bd0-98db-8dbcf68718d7	TCGA-EM-A1YC-11A	fb81a2fc-a4de-49d2-8519-2e1ee424abb5	TCGA-EM-A1YC-11A-11	--	released	DNA	--	1.72	0.16	UV Spec	D	--	--	--	--
9c6c9ae5-5fb5-4233-9c5e-68042abe1067	TCGA-EM-A1YC-11A-11R	0ad2a2b3-c1bb-4597-b28e-a6385f93d09c	TCGA-EM-A1YC	TCGA-THCA	1780d814-e472-4bd0-98db-8dbcf68718d7	TCGA-EM-A1YC-11A	fb81a2fc-a4de-49d2-8519-2e1ee424abb5	TCGA-EM-A1YC-11A-11	--	released	RNA	--	1.9	0.16	UV Spec	R	--	--	--	--
36da90b9-a076-4493-848f-513660644977	TCGA-ET-A39J-01A-11D	1757c89f-8795-4c3b-bbad-1e6f617f2472	TCGA-ET-A39J	TCGA-THCA	f1a60ca8-a19e-4802-bca8-d7286a3f4a77	TCGA-ET-A39J-01A	d4c61fe8-965c-4bb2-bfe0-7f5b984c1397	TCGA-ET-A39J-01A-11	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
0aa2eb29-2505-4831-bf6e-d42c39bde301	TCGA-ET-A39J-01A-11R	1757c89f-8795-4c3b-bbad-1e6f617f2472	TCGA-ET-A39J	TCGA-THCA	f1a60ca8-a19e-4802-bca8-d7286a3f4a77	TCGA-ET-A39J-01A	d4c61fe8-965c-4bb2-bfe0-7f5b984c1397	TCGA-ET-A39J-01A-11	--	released	RNA	--	1.75	0.18	UV Spec	R	--	--	--	--
d22bbae4-438c-423f-bd8b-31965b86b158	TCGA-ET-A39J-01A-11W	1757c89f-8795-4c3b-bbad-1e6f617f2472	TCGA-ET-A39J	TCGA-THCA	f1a60ca8-a19e-4802-bca8-d7286a3f4a77	TCGA-ET-A39J-01A	d4c61fe8-965c-4bb2-bfe0-7f5b984c1397	TCGA-ET-A39J-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
716e2695-ecd0-4398-9bfa-2ff142f1f687	TCGA-ET-A39J-10A-01D	1757c89f-8795-4c3b-bbad-1e6f617f2472	TCGA-ET-A39J	TCGA-THCA	77634ed0-0679-4ea9-bdce-71459bd641b6	TCGA-ET-A39J-10A	12b9f267-a9d5-4d6a-ba7b-49b2fde22d48	TCGA-ET-A39J-10A-01	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
e8cd763a-be1a-4438-9d27-3f20c9926a57	TCGA-ET-A39J-10A-01W	1757c89f-8795-4c3b-bbad-1e6f617f2472	TCGA-ET-A39J	TCGA-THCA	77634ed0-0679-4ea9-bdce-71459bd641b6	TCGA-ET-A39J-10A	12b9f267-a9d5-4d6a-ba7b-49b2fde22d48	TCGA-ET-A39J-10A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
6a7c793c-e3fd-4bad-b716-0ddfab1f6e98	TCGA-EL-A3CZ-10A-01W	c951b786-7de3-4195-85b9-c4c19e95f546	TCGA-EL-A3CZ	TCGA-THCA	d6965d91-544d-458f-ba32-2a9310623191	TCGA-EL-A3CZ-10A	fcb00dd7-9834-4733-9329-e750b90f3f80	TCGA-EL-A3CZ-10A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
b4002c89-2050-4542-9ef3-ad077e8c19b5	TCGA-EL-A3CZ-10A-01D	c951b786-7de3-4195-85b9-c4c19e95f546	TCGA-EL-A3CZ	TCGA-THCA	d6965d91-544d-458f-ba32-2a9310623191	TCGA-EL-A3CZ-10A	fcb00dd7-9834-4733-9329-e750b90f3f80	TCGA-EL-A3CZ-10A-01	--	released	DNA	--	--	0.15	PicoGreen	D	--	--	--	--
6ec9ad0d-32bc-4ce7-bac6-921c65e5b70a	TCGA-EL-A3CZ-01A-11R	c951b786-7de3-4195-85b9-c4c19e95f546	TCGA-EL-A3CZ	TCGA-THCA	f5446cf5-5fee-4abc-8cc5-b68a25185b66	TCGA-EL-A3CZ-01A	1ee5acca-efb4-4dc6-b951-23d3d1201ce4	TCGA-EL-A3CZ-01A-11	--	released	RNA	--	1.86	0.16	UV Spec	R	--	--	--	--
71d12b44-633c-4cb5-88cd-ba7346c38a20	TCGA-EL-A3CZ-01A-11D	c951b786-7de3-4195-85b9-c4c19e95f546	TCGA-EL-A3CZ	TCGA-THCA	f5446cf5-5fee-4abc-8cc5-b68a25185b66	TCGA-EL-A3CZ-01A	1ee5acca-efb4-4dc6-b951-23d3d1201ce4	TCGA-EL-A3CZ-01A-11	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
3fd1a64b-266f-4488-8464-4f95b2566ba3	TCGA-EL-A3CZ-01A-11W	c951b786-7de3-4195-85b9-c4c19e95f546	TCGA-EL-A3CZ	TCGA-THCA	f5446cf5-5fee-4abc-8cc5-b68a25185b66	TCGA-EL-A3CZ-01A	1ee5acca-efb4-4dc6-b951-23d3d1201ce4	TCGA-EL-A3CZ-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
116c87ce-7a3c-4b0c-beaa-a97e81e2e000	TCGA-CE-A485-10A-01W	9b1dbd0d-be6d-4a88-881a-faf57ceba81c	TCGA-CE-A485	TCGA-THCA	e5c41b6a-8463-4e22-8e79-4e38c72a6730	TCGA-CE-A485-10A	6b80ef65-24a2-4465-9489-defa724ea5eb	TCGA-CE-A485-10A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
9fad4ec8-544f-4443-b0b5-65e729a4d851	TCGA-CE-A485-10A-01D	9b1dbd0d-be6d-4a88-881a-faf57ceba81c	TCGA-CE-A485	TCGA-THCA	e5c41b6a-8463-4e22-8e79-4e38c72a6730	TCGA-CE-A485-10A	6b80ef65-24a2-4465-9489-defa724ea5eb	TCGA-CE-A485-10A-01	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
cafe2ac4-92ea-4c7a-88ca-8745ad0ba381	TCGA-CE-A485-01A-11W	9b1dbd0d-be6d-4a88-881a-faf57ceba81c	TCGA-CE-A485	TCGA-THCA	b582505d-7828-4be4-ae6f-c0a00de8adb3	TCGA-CE-A485-01A	36651f3d-f816-4ea3-b4eb-fc890d259de1	TCGA-CE-A485-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
18b01847-cdf9-4c56-b790-2a2428cb61c2	TCGA-CE-A485-01A-11R	9b1dbd0d-be6d-4a88-881a-faf57ceba81c	TCGA-CE-A485	TCGA-THCA	b582505d-7828-4be4-ae6f-c0a00de8adb3	TCGA-CE-A485-01A	36651f3d-f816-4ea3-b4eb-fc890d259de1	TCGA-CE-A485-01A-11	--	released	RNA	--	2.05	0.15	UV Spec	R	--	--	--	--
47990ec2-723b-42e6-b290-88d66e96e4b0	TCGA-CE-A485-01A-11D	9b1dbd0d-be6d-4a88-881a-faf57ceba81c	TCGA-CE-A485	TCGA-THCA	b582505d-7828-4be4-ae6f-c0a00de8adb3	TCGA-CE-A485-01A	36651f3d-f816-4ea3-b4eb-fc890d259de1	TCGA-CE-A485-01A-11	--	released	DNA	--	--	0.16	PicoGreen	D	--	--	--	--
ace874d9-164d-4a67-bcb3-8ad06f9c8fe3	TCGA-ET-A25N-01A-11D	ebccfb5f-c0a8-4263-aaff-b5dd83585191	TCGA-ET-A25N	TCGA-THCA	0cd93b1f-1cbb-4c1e-a4f6-940f95c41683	TCGA-ET-A25N-01A	7a177c32-27ec-4823-8852-3c216f218605	TCGA-ET-A25N-01A-11	--	released	DNA	--	1.71	0.15	UV Spec	D	--	--	--	--
8952e353-ee05-4dc2-9c33-cc7bf311cf07	TCGA-ET-A25N-01A-11R	ebccfb5f-c0a8-4263-aaff-b5dd83585191	TCGA-ET-A25N	TCGA-THCA	0cd93b1f-1cbb-4c1e-a4f6-940f95c41683	TCGA-ET-A25N-01A	7a177c32-27ec-4823-8852-3c216f218605	TCGA-ET-A25N-01A-11	--	released	RNA	--	1.81	0.16	UV Spec	R	--	--	--	--
ccb0a587-09b1-4d04-b1b1-94cfe9ad0f4a	TCGA-ET-A25N-01A-11W	ebccfb5f-c0a8-4263-aaff-b5dd83585191	TCGA-ET-A25N	TCGA-THCA	0cd93b1f-1cbb-4c1e-a4f6-940f95c41683	TCGA-ET-A25N-01A	7a177c32-27ec-4823-8852-3c216f218605	TCGA-ET-A25N-01A-11	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
7c16f5d3-fe92-4a7d-bf41-4aad81ba9111	TCGA-ET-A25N-11A-01W	ebccfb5f-c0a8-4263-aaff-b5dd83585191	TCGA-ET-A25N	TCGA-THCA	57db2f77-c805-4328-8b19-a1bf2c996c1d	TCGA-ET-A25N-11A	3ee2713c-1976-4a8e-8332-f833da2b61f3	TCGA-ET-A25N-11A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
2332e261-523f-4e02-8ac7-20d5c9518475	TCGA-ET-A25N-11A-01D	ebccfb5f-c0a8-4263-aaff-b5dd83585191	TCGA-ET-A25N	TCGA-THCA	57db2f77-c805-4328-8b19-a1bf2c996c1d	TCGA-ET-A25N-11A	3ee2713c-1976-4a8e-8332-f833da2b61f3	TCGA-ET-A25N-11A-01	--	released	DNA	--	1.91	0.16	UV Spec	D	--	--	--	--
f1517095-26a6-4943-9844-b270c3a1bdb0	TCGA-FK-A3SE-10A-01W	afb00cd4-e5da-4251-86fb-532c3f65324c	TCGA-FK-A3SE	TCGA-THCA	825c57b2-2516-45dc-a87a-815559620f1e	TCGA-FK-A3SE-10A	8b1b7f96-d7f9-4397-9dc9-536ef784d090	TCGA-FK-A3SE-10A-01	--	released	Repli-G (Qiagen) DNA	--	--	--	--	W	--	--	--	--
e2aae59c-0185-4452-91fb-e2de39c7bea9	TCGA-FK-A3SE-10A-01D	afb00cd4-e5da-4251-86fb-532c3f65324c	TCGA-FK-A3SE	TCGA-THCA	825c57b2-2516-45dc-a87a-815559620f1e	TCGA-FK-A3SE-10A	8b1b7f96-d7f9-4397-9dc9-536ef784d090	TCGA-FK-A3SE-10A-01	--	released	DNA	--	--	0.15	PicoGreen	D	--	--	--	--
