bcr_sample_barcode	bcr_portion_barcode	bcr_portion_uuid	LCE	date_of_creation	is_ffpe	portion_number	weight
TCGA-34-5234-10A	TCGA-34-5234-10A-01	4f4947e6-f283-4a69-85c6-98b35d72a60c	[Not Available]	2010-12-01	NO	01	[Not Available]
TCGA-37-5819-01A	TCGA-37-5819-01A-01	d7d93e62-d952-417e-ac9d-e279715cdeac	[Not Available]	2011-01-19	NO	01	59.00
TCGA-37-5819-10A	TCGA-37-5819-10A-01	c8b343e6-1ae3-42e6-b11d-e4ace5e1418a	[Not Available]	2011-02-07	NO	01	[Not Available]
TCGA-43-5668-01A	TCGA-43-5668-01A-01	bfc549e7-283e-4d22-99ae-57bc9294fbb7	[Not Available]	2011-01-10	NO	01	60.00
TCGA-43-5668-10A	TCGA-43-5668-10A-01	b6ca9950-6139-4e8d-a737-38c683382a11	[Not Available]	2011-01-18	NO	01	[Not Available]
TCGA-43-5668-11A	TCGA-43-5668-11A-01	eb660bf1-797d-4e8c-96d4-ce977f320919	[Not Available]	2011-01-10	NO	01	61.00
TCGA-56-5897-01A	TCGA-56-5897-01A-11	2d04f48b-0f79-4f4f-8262-5e7af026c598	[Not Available]	2011-02-15	NO	11	30.00
TCGA-56-5897-10A	TCGA-56-5897-10A-01	b6823bf6-06bf-4dcb-addd-2d48fc0b746f	[Not Available]	2011-02-08	NO	01	[Not Available]
TCGA-56-5898-01A	TCGA-56-5898-01A-11	ec0a080f-a764-4a52-8cd8-710cea23956f	[Not Available]	2011-02-15	NO	11	31.00
TCGA-56-5898-10A	TCGA-56-5898-10A-01	bda8b3e1-970c-42a0-84e4-9c5e90f230f3	[Not Available]	2011-02-08	NO	01	[Not Available]
TCGA-22-4593-01A	TCGA-22-4593-01A-21	af91f78d-cf94-4009-aa13-bbf0addb0d63	[Not Available]	2011-04-12	NO	21	31.00
TCGA-22-4593-11A	TCGA-22-4593-11A-01	25a95327-3f7e-4aa4-a3cb-2bff88cc40b2	[Not Available]	2010-07-06	NO	01	78.00
TCGA-22-5483-01A	TCGA-22-5483-01A-01	70c66f33-81a7-4f61-b1f6-b3c732ce6ee6	[Not Available]	2010-12-06	NO	01	60.00
TCGA-22-5483-11A	TCGA-22-5483-11A-11	320f892b-f0b6-43d1-acdb-81b27ca19a10	[Not Available]	2011-02-15	NO	11	26.00
TCGA-33-6737-01A	TCGA-33-6737-01A-11	e205ddae-37d3-4a6a-b389-d622431ffc00	[Not Available]	2011-05-06	NO	11	37.00
TCGA-33-6737-11A	TCGA-33-6737-11A-01	274944cb-3d46-4a08-97cb-ff102f551988	[Not Available]	2011-05-06	NO	01	65.00
TCGA-34-5231-01A	TCGA-34-5231-01A-21	a6dd1777-fdd9-4f50-b8a6-78cc4651ce09	[Not Available]	2011-04-12	NO	21	27.00
TCGA-34-5231-10A	TCGA-34-5231-10A-01	701a5d0e-9b94-4bf5-a6ee-3df5d4dbe72b	[Not Available]	2010-10-06	NO	01	[Not Available]
TCGA-34-5232-01A	TCGA-34-5232-01A-21	117d6aa0-7719-44b2-9bc9-455dfa51262a	[Not Available]	2011-04-12	NO	21	36.00
TCGA-34-5232-10A	TCGA-34-5232-10A-01	26c48063-9fdd-4952-99cd-9a8d1950ecb6	[Not Available]	2010-10-06	NO	01	[Not Available]
TCGA-34-5236-01A	TCGA-34-5236-01A-21	6f5b3bec-2b61-441f-b07f-a8d4ba9c5ec1	[Not Available]	2011-04-12	NO	21	40.00
TCGA-34-5236-10A	TCGA-34-5236-10A-01	3b4afbd9-4066-4f5f-aaea-f7492a56d1c7	[Not Available]	2010-10-06	NO	01	[Not Available]
TCGA-34-5239-01A	TCGA-34-5239-01A-21	bcbc2993-11ea-422f-83eb-96fd8d9baaad	[Not Available]	2011-04-12	NO	21	39.00
TCGA-34-5239-10A	TCGA-34-5239-10A-01	d1499890-0f12-49a4-bae6-583ecc31d651	[Not Available]	2010-10-06	NO	01	[Not Available]
TCGA-34-5927-01A	TCGA-34-5927-01A-11	4a4b7f81-a2c2-4e1e-95e4-1ba3c12f1064	[Not Available]	2011-02-17	NO	11	30.00
TCGA-34-5927-10A	TCGA-34-5927-10A-01	d9f3167b-e3be-41ff-93cf-d39f6b8557bb	[Not Available]	2011-02-24	NO	01	[Not Available]
TCGA-34-5928-01A	TCGA-34-5928-01A-11	e6409f81-e994-4837-a255-646c0d267c39	[Not Available]	2011-02-17	NO	11	27.00
TCGA-34-5928-10A	TCGA-34-5928-10A-01	7e6435ac-dfa6-46aa-9f6c-94733c76d33a	[Not Available]	2011-02-24	NO	01	[Not Available]
TCGA-34-5929-01A	TCGA-34-5929-01A-11	a66a67c1-d05b-44d0-8f2a-c5285df4137e	[Not Available]	2011-02-17	NO	11	34.00
TCGA-34-5929-11A	TCGA-34-5929-11A-01	aad13df1-56fc-47ac-a04d-08facf3f1aaf	[Not Available]	2011-02-17	NO	01	38.00
TCGA-39-5019-01A	TCGA-39-5019-01A-01	ddebe690-d61f-4fc2-b612-1ac116daa52c	[Not Available]	2010-08-30	NO	01	124.00
TCGA-39-5019-11A	TCGA-39-5019-11A-01	f63d5f7b-f0ce-495f-8de0-1af54e7f042a	[Not Available]	2010-08-31	NO	01	120.00
TCGA-39-5022-01A	TCGA-39-5022-01A-21	899fc3e1-9901-4c84-ac68-75b2adc397d2	[Not Available]	2011-04-04	NO	21	25.00
TCGA-39-5022-11A	TCGA-39-5022-11A-01	aec1855b-0ea9-4170-a4d2-938903052b60	[Not Available]	2010-08-31	NO	01	118.00
TCGA-39-5024-01A	TCGA-39-5024-01A-21	47428378-119b-478a-8505-2ab486a8886a	[Not Available]	2011-04-04	NO	21	37.00
TCGA-39-5024-11A	TCGA-39-5024-11A-01	e35cda1f-063c-4007-883e-c2981558e548	[Not Available]	2010-08-31	NO	01	115.00
TCGA-39-5027-01A	TCGA-39-5027-01A-21	19757797-8c55-4936-ac5f-a95665fb5bc2	[Not Available]	2011-04-04	NO	21	30.00
TCGA-39-5027-11A	TCGA-39-5027-11A-01	b740c596-a615-4cf3-9e3a-682334a7c9d2	[Not Available]	2010-08-31	NO	01	117.00
TCGA-43-6143-01A	TCGA-43-6143-01A-11	bec34a16-db01-4c7f-ba1f-8cea7b689584	[Not Available]	2011-03-04	NO	11	36.00
TCGA-43-6143-10A	TCGA-43-6143-10A-01	af603721-ee00-40c8-b51a-7a04abd9c5e0	[Not Available]	2011-04-21	NO	01	[Not Available]
TCGA-43-6143-11A	TCGA-43-6143-11A-01	e8dc854f-e2ae-4353-9e64-0407cf34f003	[Not Available]	2011-03-04	NO	01	35.00
TCGA-43-6647-01A	TCGA-43-6647-01A-11	43498b37-0582-4c73-99f1-e03b364dd5f7	[Not Available]	2011-04-20	NO	11	32.00
TCGA-43-6647-10A	TCGA-43-6647-10A-01	c51a4706-227d-4f63-9229-eb8da69a245e	[Not Available]	2011-04-26	NO	01	[Not Available]
TCGA-43-6647-11A	TCGA-43-6647-11A-01	fde7a43f-5535-4a36-8ae5-da629f57cfcf	[Not Available]	2011-04-20	NO	01	29.00
TCGA-43-6770-01A	TCGA-43-6770-01A-11	bfa1d755-a241-4c8b-8aff-435351a48ddc	[Not Available]	2011-05-19	NO	11	28.00
TCGA-43-6770-10A	TCGA-43-6770-10A-01	c691242e-fc02-4aff-a3a8-1797a9dcd7ea	[Not Available]	2011-05-26	NO	01	[Not Available]
TCGA-43-6770-11A	TCGA-43-6770-11A-01	b37de3d4-9260-49c0-b34e-b9f165cfb378	[Not Available]	2011-05-19	NO	01	54.00
TCGA-43-6771-01A	TCGA-43-6771-01A-11	8151c81f-f9c0-478f-8cbd-30c7494b7d17	[Not Available]	2011-05-19	NO	11	44.00
TCGA-43-6771-10A	TCGA-43-6771-10A-01	e21b40a6-4e6e-498e-9f65-0cdbdfdcf151	[Not Available]	2011-05-26	NO	01	[Not Available]
TCGA-43-6771-11A	TCGA-43-6771-11A-01	f32bafb2-74bc-42c1-ba92-bb880f4c20e4	[Not Available]	2011-05-19	NO	01	63.00
TCGA-46-6025-01A	TCGA-46-6025-01A-11	69c153a2-2363-4471-ae35-2241b931c6f4	[Not Available]	2011-03-10	NO	11	26.00
TCGA-46-6025-10A	TCGA-46-6025-10A-01	03459b45-8b79-41f3-978e-d15705957b05	[Not Available]	2011-03-24	NO	01	[Not Available]
TCGA-46-6026-01A	TCGA-46-6026-01A-11	474bd697-8aa2-4271-a60b-8bbdd4a3e1fd	[Not Available]	2011-03-10	NO	11	34.00
TCGA-46-6026-10A	TCGA-46-6026-10A-01	75be7075-bf71-421a-a5ef-0490b0d8c0f5	[Not Available]	2011-03-24	NO	01	[Not Available]
TCGA-56-6545-01A	TCGA-56-6545-01A-11	f6ce3135-71b8-402d-9297-9fb2c5f6620d	[Not Available]	2011-04-06	NO	11	29.00
TCGA-56-6545-10A	TCGA-56-6545-10A-01	69d37ae7-d2b9-439b-bfe9-715ea928a880	[Not Available]	2011-04-13	NO	01	[Not Available]
TCGA-56-6546-01A	TCGA-56-6546-01A-11	12b9a897-8a18-48d8-badb-66be21cd3168	[Not Available]	2011-04-06	NO	11	25.00
TCGA-56-6546-10A	TCGA-56-6546-10A-01	f5f934b4-87e5-42ba-b851-262591b290d5	[Not Available]	2011-04-13	NO	01	[Not Available]
TCGA-60-2709-01A	TCGA-60-2709-01A-21	af1e2fc1-0fc7-4bd7-be74-71bf9c3822d4	[Not Available]	2011-04-12	NO	21	25.00
TCGA-60-2709-11A	TCGA-60-2709-11A-01	ee452ccd-22ad-42e3-989b-56ac30e9c279	[Not Available]	2009-12-29	NO	01	132.00
TCGA-63-6202-01A	TCGA-63-6202-01A-11	8b687f13-bdef-419f-b8d6-13174c3c9cd7	[Not Available]	2011-03-10	NO	11	25.00
TCGA-63-6202-10A	TCGA-63-6202-10A-01	9a1acc23-4d07-4831-a4a2-e25392afa357	[Not Available]	2011-04-21	NO	01	[Not Available]
TCGA-70-6722-01A	TCGA-70-6722-01A-11	a96338f8-0766-438e-9b54-a4b3ec92496f	[Not Available]	2011-05-03	NO	11	36.00
TCGA-70-6722-10A	TCGA-70-6722-10A-01	f690bc08-23b6-4af5-a1b6-787f892016d5	[Not Available]	2011-05-10	NO	01	[Not Available]
TCGA-70-6723-01A	TCGA-70-6723-01A-11	badd41fc-b7f0-46a6-91ff-b9daded44dab	[Not Available]	2011-05-03	NO	11	32.00
TCGA-70-6723-10A	TCGA-70-6723-10A-01	4ca7cffe-de70-4002-8067-67e77c1fb708	[Not Available]	2011-05-10	NO	01	[Not Available]
TCGA-85-6175-01A	TCGA-85-6175-01A-11	a22c7d6a-60f6-439c-9350-c7960c117db2	[Not Available]	2011-03-04	NO	11	33.00
TCGA-85-6175-10A	TCGA-85-6175-10A-01	687de0f7-5f26-4130-b122-840113021f09	[Not Available]	2011-03-11	NO	01	[Not Available]
TCGA-85-6560-01A	TCGA-85-6560-01A-11	3cbc4b5c-f5c2-4f12-8b1d-408aa31c24d6	[Not Available]	2011-04-06	NO	11	37.00
TCGA-85-6560-10A	TCGA-85-6560-10A-01	9aebc0a1-c8d7-4f36-acc8-7ce548f0d0f5	[Not Available]	2011-04-13	NO	01	[Not Available]
TCGA-85-6561-01A	TCGA-85-6561-01A-11	d8fc1154-951f-4524-b4c7-398ef2afd241	[Not Available]	2011-04-06	NO	11	40.00
TCGA-85-6561-10A	TCGA-85-6561-10A-01	58780c02-e06a-41d0-bede-0a38e86d56c4	[Not Available]	2011-04-13	NO	01	[Not Available]
TCGA-22-5479-01A	TCGA-22-5479-01A-31	7da4094d-e8cd-480b-93f3-4be8226dbea0	[Not Available]	2011-06-06	NO	31	52.00
TCGA-22-5479-11A	TCGA-22-5479-11A-01	df6cf165-6b90-40ad-ac52-78b7c2a6f007	[Not Available]	2010-12-07	NO	01	61.00
TCGA-22-5481-01A	TCGA-22-5481-01A-31	44e92fb7-e816-40c2-b247-a0141dcb123d	[Not Available]	2011-06-06	NO	31	11.00
TCGA-22-5481-11A	TCGA-22-5481-11A-01	a806ead7-542e-4d74-a69e-6c2efe4f9dda	[Not Available]	2010-12-07	NO	01	65.00
TCGA-33-6738-01A	TCGA-33-6738-01A-11	070207a1-89ec-4bca-b9d7-22281757137f	[Not Available]	2011-05-06	NO	11	28.00
TCGA-33-6738-11A	TCGA-33-6738-11A-02	3e38fc95-d2b8-4142-965b-32e69ed5e10c	[Not Available]	2011-06-02	NO	02	55.00
TCGA-34-7107-01A	TCGA-34-7107-01A-11	76077fbd-d204-46c9-a920-dd7069add2af	[Not Available]	2011-07-25	NO	11	24.00
TCGA-34-7107-10A	TCGA-34-7107-10A-01	8d23d7e0-c577-4812-9dec-d7b13a8940b7	[Not Available]	2011-07-29	NO	01	[Not Available]
TCGA-34-7107-11A	TCGA-34-7107-11A-01	c5ba758a-06e1-425a-a3f2-983403c989d5	[Not Available]	2011-07-25	NO	01	70.00
TCGA-43-6773-01A	TCGA-43-6773-01A-41	60228463-5727-4b3d-a262-de67534b0b7d	[Not Available]	2011-06-23	NO	41	15.00
TCGA-43-6773-10A	TCGA-43-6773-10A-01	82e76b3c-97f2-4547-90ed-bbf2f1360849	[Not Available]	2011-07-05	NO	01	[Not Available]
TCGA-43-6773-11A	TCGA-43-6773-11A-01	93155946-ef7e-46d6-b20e-fae7360b71f4	[Not Available]	2011-05-19	NO	01	62.00
TCGA-63-7020-01A	TCGA-63-7020-01A-11	32245d8b-c495-44eb-a644-45fff1e35904	[Not Available]	2011-07-12	NO	11	28.00
TCGA-63-7020-10A	TCGA-63-7020-10A-01	cfd72450-b1a5-4a6a-899d-e9dab7403945	[Not Available]	2011-07-14	NO	01	[Not Available]
TCGA-63-7021-01A	TCGA-63-7021-01A-11	346dc6cb-1431-4572-9d20-2d0bc1a2603d	[Not Available]	2011-07-12	NO	11	39.00
TCGA-63-7021-10A	TCGA-63-7021-10A-01	e7ec2d64-0e6b-4a40-bc82-e1412473f3ed	[Not Available]	2011-07-14	NO	01	[Not Available]
TCGA-63-7022-01A	TCGA-63-7022-01A-11	ef135716-ac03-4be0-a3f0-5bcf2bf6c7f8	[Not Available]	2011-07-12	NO	11	32.00
TCGA-63-7022-10A	TCGA-63-7022-10A-01	eeb36236-54ad-4b72-94e7-d4cedd29b64c	[Not Available]	2011-07-14	NO	01	[Not Available]
TCGA-63-7023-01A	TCGA-63-7023-01A-11	74e7cac3-2a70-4bce-b089-5ece58697a55	[Not Available]	2011-07-12	NO	11	32.00
TCGA-63-7023-10A	TCGA-63-7023-10A-01	b7af43e4-d7cd-4826-9905-43e84deab15b	[Not Available]	2011-07-14	NO	01	[Not Available]
TCGA-77-6842-01A	TCGA-77-6842-01A-11	ae9e2fa6-117c-4a3d-abd9-891472ffdb31	[Not Available]	2011-06-01	NO	11	29.00
TCGA-77-6842-10A	TCGA-77-6842-10A-01	4724257d-547b-46ee-8911-1ccbb03648c2	[Not Available]	2011-05-26	NO	01	[Not Available]
TCGA-77-6842-11A	TCGA-77-6842-11A-01	bdb3821d-9878-4dcb-8ff3-2e6f47fac7d2	[Not Available]	2011-06-01	NO	01	63.00
TCGA-77-6843-01A	TCGA-77-6843-01A-11	5d4c9612-c581-4e63-9f2a-a5665a9826dc	[Not Available]	2011-06-01	NO	11	30.00
TCGA-77-6843-10A	TCGA-77-6843-10A-01	71f5db8c-4e30-44c8-ae42-26e6d40ab803	[Not Available]	2011-05-26	NO	01	[Not Available]
TCGA-77-6843-11A	TCGA-77-6843-11A-01	66ac8921-dd10-4a47-8161-d517501f505f	[Not Available]	2011-06-01	NO	01	65.00
TCGA-77-6844-01A	TCGA-77-6844-01A-11	99c23312-53c4-46e6-955c-6f5446f73964	[Not Available]	2011-06-01	NO	11	34.00
TCGA-77-6844-10A	TCGA-77-6844-10A-01	4c7943ec-a70a-4883-9328-55f02cfe1acc	[Not Available]	2011-05-26	NO	01	[Not Available]
TCGA-77-6844-11A	TCGA-77-6844-11A-01	78d82f8c-0cc5-4cac-b425-dc8a427c6002	[Not Available]	2011-06-01	NO	01	70.00
TCGA-77-6845-01A	TCGA-77-6845-01A-11	5dbf9348-5f70-4b91-86c6-61bea6ef4968	[Not Available]	2011-06-01	NO	11	39.00
TCGA-77-6845-10A	TCGA-77-6845-10A-01	c793ffba-6810-4e0d-82ff-012ee23c0a9f	[Not Available]	2011-05-26	NO	01	[Not Available]
TCGA-77-6845-11A	TCGA-77-6845-11A-01	23468df1-ba3c-465b-882a-51aee3a1c263	[Not Available]	2011-06-01	NO	01	62.00
TCGA-79-5596-01A	TCGA-79-5596-01A-31	c1c59d06-4b4a-4328-a0ac-992322a82995	[Not Available]	2011-06-06	NO	31	25.00
TCGA-79-5596-10A	TCGA-79-5596-10A-01	d1e4b006-0107-49c8-874c-efa9d3177d52	[Not Available]	2011-07-05	NO	01	[Not Available]
TCGA-85-6798-01A	TCGA-85-6798-01A-11	38f97485-9b04-40af-accb-cfbd85491234	[Not Available]	2011-06-01	NO	11	37.00
TCGA-85-6798-10A	TCGA-85-6798-10A-01	bb916892-568d-40bc-8e7f-1d02fb5cfc90	[Not Available]	2011-06-06	NO	01	[Not Available]
TCGA-90-6837-01A	TCGA-90-6837-01A-11	733bc519-bf4a-4cc4-9a6a-27d6c58ab419	[Not Available]	2011-05-25	NO	11	31.00
TCGA-90-6837-10A	TCGA-90-6837-10A-01	ec6f56f8-3346-4042-8055-c05cae2418f4	[Not Available]	2011-06-06	NO	01	[Not Available]
TCGA-90-6837-11A	TCGA-90-6837-11A-01	8c632582-871f-4f76-8a68-2a53338bc46d	[Not Available]	2011-06-01	NO	01	[Not Available]
TCGA-94-7033-01A	TCGA-94-7033-01A-11	86df7fa6-326e-46ec-80cf-6f0178d81800	[Not Available]	2011-07-12	NO	11	35.00
TCGA-94-7033-10A	TCGA-94-7033-10A-01	8a17a763-6033-438e-95ab-49d66d462dda	[Not Available]	2011-07-14	NO	01	[Not Available]
TCGA-51-6867-01A	TCGA-51-6867-01A-11	da45b7de-fc02-4e0e-bf0c-884f4748a6dd	[Not Available]	2011-06-08	NO	11	28.00
TCGA-51-6867-11A	TCGA-51-6867-11A-01	a4772c70-4da9-48f8-9f97-1dbd00222c49	[Not Available]	2011-06-08	NO	01	30.00
TCGA-56-7221-01A	TCGA-56-7221-01A-11	cef22f00-a7cb-4248-8f24-eedb350ec049	[Not Available]	2011-08-29	NO	11	31.00
TCGA-56-7221-10A	TCGA-56-7221-10A-01	3f9910e3-df0a-4ddf-b99c-502588ef4169	[Not Available]	2011-09-02	NO	01	[Not Available]
TCGA-56-7222-01A	TCGA-56-7222-01A-11	f9a31f53-c52b-453b-a019-c6ca29bf84fb	LCE	2011-08-29	NO	11	37.00
TCGA-56-7222-10A	TCGA-56-7222-10A-01	ca6a1f42-d44c-456f-bde4-e1da0ac00a84	[Not Available]	2011-09-02	NO	01	[Not Available]
TCGA-56-7222-11A	TCGA-56-7222-11A-01	d461bb46-2e8b-405c-9288-c6c0d54a49af	[Not Available]	2011-08-29	NO	01	65.00
TCGA-56-7223-01A	TCGA-56-7223-01A-11	7bc01da3-964b-4263-af35-beff55590c29	LCE	2011-08-29	NO	11	16.00
TCGA-56-7223-10A	TCGA-56-7223-10A-01	8b88ec49-6f23-4de7-ab76-818af8f6f336	[Not Available]	2011-09-02	NO	01	[Not Available]
TCGA-56-7579-01A	TCGA-56-7579-01A-11	af2604c3-792e-4fc4-aa8b-8e656812ce7c	[Not Available]	2011-10-14	NO	11	23.00
TCGA-56-7579-10A	TCGA-56-7579-10A-01	29037f9b-2c72-4c50-914c-2adcf77d5797	[Not Available]	2011-10-18	NO	01	[Not Available]
TCGA-56-7579-11A	TCGA-56-7579-11A-01	30500478-13bc-4ffc-9dbd-d421ecd7cfb2	[Not Available]	2011-10-14	NO	01	64.00
TCGA-56-7580-01A	TCGA-56-7580-01A-11	710c89a2-6f7e-445c-9482-52581d26a965	[Not Available]	2011-10-14	NO	11	6.00
TCGA-56-7580-10A	TCGA-56-7580-10A-01	76d15024-7866-4f09-aa6e-a7870d1dc623	[Not Available]	2011-10-18	NO	01	[Not Available]
TCGA-56-7580-11A	TCGA-56-7580-11A-01	63a21265-b040-499a-b361-3c7fcb8dfb1c	[Not Available]	2011-10-14	NO	01	61.00
TCGA-56-7582-01A	TCGA-56-7582-01A-11	99a82712-fecb-4b26-afaf-4bb41c6bfcb3	[Not Available]	2011-10-14	NO	11	32.00
TCGA-56-7582-10A	TCGA-56-7582-10A-01	8141fd94-554b-4f4c-a1fe-66e8b4316605	[Not Available]	2011-10-18	NO	01	[Not Available]
TCGA-56-7582-11A	TCGA-56-7582-11A-01	b82b991c-3e01-48f2-92a2-54291dd26f63	[Not Available]	2011-10-14	NO	01	60.00
TCGA-60-2703-01A	TCGA-60-2703-01A-11	7bfc9898-7f26-45d0-9c7b-bddc87f86910	[Not Available]	2011-10-21	NO	11	42.00
TCGA-60-2703-11A	TCGA-60-2703-11A-01	9b0aaf6f-1d31-4279-ac56-012e24ef5efd	[Not Available]	2009-12-29	NO	01	152.00
TCGA-60-2704-01A	TCGA-60-2704-01A-11	3cbc80cd-02ef-466b-8bec-cca7808551fd	[Not Available]	2011-10-21	NO	11	40.00
TCGA-60-2704-11A	TCGA-60-2704-11A-01	9f2f1cf1-2623-4ae6-8011-f3c1951fddaf	[Not Available]	2009-12-29	NO	01	159.00
TCGA-77-7138-01A	TCGA-77-7138-01A-41	7253528b-5d56-4f50-929d-3bb4965649e4	LCE	2011-08-15	NO	41	17.00
TCGA-77-7138-10A	TCGA-77-7138-10A-01	53167b31-4fab-4cae-93d8-ab8b9a47d76b	[Not Available]	2011-07-26	NO	01	[Not Available]
TCGA-77-7138-11A	TCGA-77-7138-11A-01	e1600430-192a-46e6-a2ef-08e77d790561	[Not Available]	2011-07-29	NO	01	64.00
