BN190015	0.593	NA	0.593	0.662	0.584	0.494	0.556	0.679	0.5	0.667	0.667	0.543	0.42	0.457	0.654	N
BN190017	0.315	NA	0.268	0.302	0.363	0.352	0.33	0.358	0.302	0.447	0.408	0.274	0.197	0.179	0.609	N
BN190018	0.622	NA	0.596	0.606	0.505	0.556	0.576	0.606	0.505	0.646	0.596	0.531	0.265	0.212	0.636	T
BN190019	0.627	NA	0.59	0.655	0.573	0.592	0.604	0.59	0.504	0.69	0.646	0.572	0.485	0.52	0.548	T
BN190023	0.603	NA	0.546	0.613	0.531	0.51	0.598	0.562	0.497	0.649	0.624	0.526	0.438	0.392	0.603	N
BN190024	0.584	NA	0.366	0.65	0.446	0.634	0.475	0.485	0.238	0.64	0.525	0.15	0.099	0.129	0.673	T
BN190026	0.354	NA	0.318	0.41	0.266	0.31	0.338	0.352	0.224	0.425	0.404	0.265	0.165	0.149	0.59	N
BN190028	0.722	NA	0.641	0.754	0.655	0.662	0.64	0.694	0.635	0.761	0.748	0.648	0.571	0.585	0.542	T
BN190029	0.681	NA	0.623	0.676	0.594	0.667	0.652	0.696	0.638	0.71	0.725	0.681	0.507	0.551	0.574	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	0.6	NA	0.5	0.6	0.7	0.6	0.8	0.7	0.6	0.8	0.9	0.7	0.5	0.4	0.5	T
BN190032	0.212	NA	0.14	0.165	0.281	0.248	0.215	0.273	0.207	0.38	0.331	0.165	0.091	0.091	0.645	N
BN190033	0.336	NA	0.318	0.355	0.282	0.227	0.264	0.264	0.245	0.373	0.382	0.248	0.165	0.155	0.591	T
BN190034	0.302	NA	0.34	0.421	0.556	0.46	0.508	0.526	0.457	0.611	0.592	0.447	0.406	0.38	0.613	T
BN190036	0.441	NA	0.392	0.444	0.5	0.458	0.464	0.484	0.346	0.588	0.582	0.451	0.275	0.281	0.621	T
BN190037	0.447	NA	0.413	0.48	0.411	0.362	0.437	0.447	0.34	0.542	0.498	0.344	0.245	0.255	0.583	N
BN190038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190039	0.786	NA	0.736	0.758	0.685	0.66	0.694	0.733	0.651	0.736	0.748	0.554	0.299	0.374	0.639	T
BN190040	0.609	NA	0.518	0.588	0.464	0.457	0.468	0.532	0.381	0.599	0.579	0.425	0.281	0.286	0.604	N
BN190041	0.27	NA	0.231	0.23	0.298	0.235	0.238	0.27	0.171	0.355	0.292	0.174	0.145	0.164	0.582	T
BN190042	0.64	NA	0.63	0.706	0.548	0.574	0.654	0.625	0.544	0.713	0.706	0.603	0.426	0.419	0.593	N
BN190044	0.364	NA	0.818	0.636	0.909	0.864	0.909	0.909	0.905	0.818	0.909	0.682	0.591	0.364	0.682	T
BN190046	0.57	NA	0.54	0.605	0.561	0.613	0.59	0.593	0.553	0.62	0.635	0.475	0.39	0.18	0.59	T
BN190047	0.635	NA	0.566	0.615	0.55	0.517	0.555	0.579	0.476	0.674	0.667	0.519	0.416	0.375	0.639	N
BN190048	0.331	NA	0.358	0.397	0.475	0.463	0.403	0.545	0.325	0.678	0.554	0.413	0.233	0.264	0.492	T
BN190049	0.906	NA	0.925	0.881	0.872	0.912	0.931	0.95	0.918	0.95	0.943	0.918	0.868	0.887	0.591	T
BN190050	0.445	NA	0.462	0.506	0.449	0.41	0.445	0.387	0.323	0.516	0.506	0.365	0.244	0.263	0.577	N
BN190051	0.278	NA	0.365	0.408	0.443	0.451	0.433	0.472	0.22	0.402	0.333	0.224	0.171	0.146	0.63	T
BN190052	0.457	NA	0.415	0.47	0.487	0.471	0.508	0.518	0.378	0.513	0.476	0.323	0.216	0.249	0.607	N
BN190054	0.355	NA	0.194	0.312	0.43	0.641	0.602	0.645	0.538	0.424	0.452	0.237	0.065	0.301	0.613	T
BN190055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190056	0.591	NA	0.483	0.596	0.552	0.526	0.593	0.587	0.471	0.686	0.645	0.547	0.419	0.372	0.541	N
BN190057	0.462	NA	0.463	0.449	0.448	0.438	0.497	0.505	0.421	0.53	0.507	0.42	0.318	0.316	0.583	T
BN190059	0.748	NA	0.69	0.78	0.706	0.693	0.717	0.709	0.648	0.756	0.756	0.611	0.441	0.551	0.614	N
BN190062	0.26	NA	0.228	0.31	0.254	0.22	0.307	0.323	0.22	0.339	0.317	0.236	0.094	0.142	0.595	N
BN190068	0.418	NA	0.415	0.455	0.353	0.326	0.42	0.431	0.316	0.431	0.451	0.321	0.204	0.222	0.578	N
BN190071	0.793	NA	0.7	0.734	0.703	0.597	0.736	0.707	0.586	0.743	0.736	0.65	0.429	0.479	0.593	N
BN190072	0.55	NA	0.48	0.56	0.52	0.49	0.525	0.6	0.45	0.63	0.65	0.44	0.384	0.333	0.63	N
BN190073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190075	0.804	NA	0.743	0.773	0.714	0.674	0.758	0.737	0.66	0.809	0.768	0.671	0.511	0.536	0.555	N
BN190077	0.765	NA	0.683	0.723	0.679	0.666	0.674	0.667	0.643	0.722	0.712	0.66	0.608	0.606	0.585	T
BN190080	0.558	NA	0.426	0.507	0.365	0.318	0.473	0.466	0.297	0.547	0.527	0.351	0.216	0.196	0.622	N
BN190083	0.526	NA	0.517	0.578	0.548	0.552	0.578	0.569	0.509	0.655	0.643	0.513	0.388	0.388	0.672	T
BN190085	0.705	NA	0.613	0.717	0.698	0.67	0.726	0.726	0.566	0.755	0.726	0.623	0.481	0.519	0.623	N
BN190087	0.283	NA	0.239	0.239	0.356	0.304	0.304	0.326	0.261	0.413	0.391	0.261	0.217	0.196	0.522	T
BN190089	0.645	NA	0.539	0.6	0.566	0.539	0.605	0.605	0.539	0.684	0.658	0.526	0.421	0.487	0.592	N
BN190090	0.778	NA	0.567	0.773	0.767	0.778	0.8	0.764	0.73	0.811	0.844	0.689	0.433	0.389	0.711	T
BN190092	0.538	NA	0.479	0.556	0.528	0.549	0.583	0.597	0.486	0.653	0.66	0.451	0.259	0.181	0.66	N
BN190094	0.644	NA	0.644	0.756	0.682	0.6	0.578	0.756	0.182	0.6	0.711	0.356	0.489	0.178	0.578	T
BN190096	0.404	NA	0.269	0.404	0.288	0.212	0.308	0.327	0.192	0.442	0.25	0.346	0.135	0.173	0.635	N
BN190098	0.483	NA	0.425	0.453	0.416	0.452	0.412	0.444	0.388	0.536	0.517	0.393	0.296	0.256	0.609	N
BN190099	0.338	NA	0.215	0.262	0.246	0.246	0.277	0.354	0.215	0.354	0.385	0.231	0.108	0.092	0.615	T
BN190101	0.529	NA	0.5	0.5	0.404	0.404	0.423	0.423	0.365	0.5	0.538	0.365	0.154	0.115	0.635	N
BN190106	0.692	NA	0.667	0.59	0.579	0.462	0.641	0.615	0.385	0.769	0.615	0.385	0.231	0.385	0.59	T
BN190109	0.596	NA	0.5	0.615	0.442	0.327	0.519	0.538	0.327	0.635	0.577	0.423	0.308	0.288	0.577	N
BN190111	0.9	NA	0.802	0.874	0.802	0.777	0.876	0.876	0.773	0.917	0.901	0.767	0.579	0.669	0.595	T
BN190114	0.533	NA	0.527	0.507	0.611	0.56	0.547	0.587	0.52	0.64	0.613	0.547	0.467	0.4	0.467	T
BN190117	0.656	NA	0.492	0.557	0.683	0.607	0.689	0.557	0.617	0.607	0.623	0.475	0.361	0.41	0.492	N
BN190119	0.241	NA	0.467	0.5	0.724	0.833	0.833	0.833	0.833	0.767	0.733	0.2	0.167	0.1	0.7	T
BN190120	0.265	NA	0.224	0.327	0.347	0.367	0.245	0.306	0.245	0.388	0.429	0.265	0.167	0.163	0.612	N
BN190121	0.426	NA	0.309	0.309	0.328	0.356	0.347	0.356	0.25	0.423	0.394	0.271	0.208	0.165	0.627	T
BN190122	0.521	NA	0.302	0.432	0.354	0.406	0.365	0.438	0.26	0.438	0.417	0.271	0.198	0.156	0.677	N
BN190125	0.667	NA	0.556	0.624	0.556	0.496	0.595	0.624	0.513	0.684	0.661	0.547	0.393	0.444	0.564	T
BN190128	0.569	NA	0.523	0.462	0.477	0.323	0.492	0.477	0.308	0.523	0.508	0.354	0.277	0.246	0.631	N
BN190131	0.743	NA	0.627	0.733	0.667	0.64	0.72	0.787	0.547	0.747	0.72	0.667	0.467	0.507	0.733	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.517	NA	0.567	0.533	0.586	0.6	0.567	0.6	0.576	0.633	0.583	0.55	0.35	0.4	0.583	T
BN190137	0.462	NA	0.43	0.429	0.405	0.354	0.38	0.418	0.312	0.481	0.456	0.291	0.241	0.304	0.57	N
BN190141	0.491	NA	0.402	0.438	0.357	0.411	0.348	0.411	0.348	0.473	0.384	0.259	0.188	0.214	0.589	T
BN190142	0.701	NA	0.618	0.574	0.588	0.618	0.588	0.618	0.559	0.603	0.559	0.441	0.353	0.412	0.574	N
BN190147	0.534	NA	0.483	0.466	0.345	0.517	0.483	0.552	0.397	0.431	0.397	0.31	0.31	0.357	0.672	T
BN190149	0.512	NA	0.39	0.463	0.415	0.341	0.4	0.366	0.415	0.39	0.463	0.341	0.22	0.293	0.561	N
BN190150	0.412	NA	0.279	0.368	0.456	0.5	0.358	0.397	0.309	0.471	0.456	0.294	0.206	0.176	0.618	T
BN190151	0.412	NA	0.323	0.374	0.404	0.384	0.313	0.313	0.202	0.374	0.337	0.245	0.182	0.121	0.545	T
BN190155	0.633	NA	0.567	0.558	0.571	0.533	0.555	0.625	0.417	0.639	0.625	0.525	0.367	0.375	0.608	N
BN190158	0.362	NA	0.559	0.58	0.594	0.493	0.515	0.551	0.435	0.667	0.609	0.368	0.275	0.232	0.681	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190164	0.424	NA	0.758	0.909	0.848	0.788	0.879	0.848	0.848	0.848	0.848	0.697	0.485	0.606	0.697	T
BN190166	0.204	NA	0.329	0.432	0.634	0.614	0.595	0.604	0.599	0.627	0.649	0.461	0.404	0.228	0.61	N
BN190168	0.73	NA	0.61	0.596	0.51	0.53	0.56	0.64	0.47	0.63	0.64	0.57	0.43	0.46	0.6	T
BN190170	0.667	NA	0.619	0.683	0.587	0.603	0.698	0.698	0.508	0.794	0.667	0.508	0.397	0.413	0.667	T
BN190171	0.5	NA	0.537	0.611	0.37	0.426	0.556	0.537	0.444	0.574	0.537	0.426	0.241	0.222	0.556	N
BN190172	0.873	NA	0.855	0.895	0.823	0.812	0.842	0.848	0.776	0.842	0.848	0.667	0.558	0.733	0.618	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.678	NA	0.348	0.417	0.443	0.478	0.557	0.539	0.421	0.461	0.504	0.339	0.174	0.096	0.661	T
BN190180	0.581	NA	0.573	0.607	0.419	0.491	0.483	0.573	0.371	0.607	0.59	0.385	0.333	0.291	0.607	N
BN190181	0.941	NA	0.879	0.941	0.848	0.865	0.924	0.942	0.847	0.941	0.951	0.821	0.596	0.628	0.52	T
BN190184	0.606	NA	0.561	0.636	0.606	0.446	0.621	0.621	0.348	0.652	0.621	0.485	0.379	0.424	0.606	N
BN190186	0.588	NA	0.562	0.562	0.55	0.588	0.6	0.662	0.481	0.646	0.75	0.475	0.412	0.388	0.662	T
BN190189	0.82	NA	0.689	0.787	0.664	0.607	0.785	0.721	0.467	0.803	0.73	0.615	0.41	0.492	0.631	N
BN190191	0.874	NA	0.806	0.863	0.853	0.845	0.883	0.864	0.873	0.903	0.864	0.845	0.835	0.825	0.627	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.449	NA	0.408	0.51	0.347	0.388	0.49	0.469	0.265	0.429	0.449	0.347	0.163	0.224	0.673	T
BN190195	0.444	NA	0.472	0.472	0.333	0.472	0.528	0.5	0.444	0.556	0.556	0.361	0.278	0.278	0.5	N
BN190198	0.696	NA	0.573	0.716	0.71	0.638	0.696	0.684	0.534	0.716	0.724	0.431	0.333	0.36	0.603	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.152	NA	0.104	0.191	0.167	0.149	0.146	0.104	0.106	0.191	0.167	0.083	0.083	0.062	0.562	T
BN190201	0.598	NA	0.533	0.579	0.585	0.561	0.542	0.575	0.528	0.542	0.57	0.477	0.393	0.358	0.551	N
BN190202	0.566	NA	0.503	0.642	0.613	0.582	0.686	0.653	0.356	0.699	0.666	0.341	0.283	0.241	0.617	T
BN190203	0.473	NA	0.376	0.415	0.468	0.404	0.383	0.394	0.415	0.521	0.543	0.351	0.255	0.255	0.574	T
BN190206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190209	0.831	NA	0.678	0.831	0.707	0.627	0.695	0.797	0.627	0.814	0.828	0.644	0.559	0.475	0.678	N
BN190210	0.49	NA	0.735	0.733	0.703	0.725	0.735	0.745	0.604	0.824	0.804	0.549	0.441	0.451	0.637	T
BN190211	0.874	NA	0.811	0.895	0.811	0.821	0.874	0.874	0.8	0.842	0.863	0.789	0.674	0.653	0.621	T
BN190213	0.47	NA	0.464	0.476	0.369	0.39	0.458	0.429	0.321	0.5	0.512	0.357	0.238	0.298	0.607	N
BN190215	0.621	NA	0.561	0.585	0.636	0.561	0.585	0.606	0.561	0.636	0.576	0.5	0.348	0.394	0.667	T
BN190218	0.545	NA	0.455	0.545	0.636	0.545	0.545	0.636	0.636	0.636	0.455	0.545	0.455	0.455	0.545	N
BN190219	0.459	NA	0.216	0.378	0.514	0.568	0.459	0.405	0.378	0.486	0.514	0.351	0.216	0.056	0.667	T
BN190221	0.446	NA	0.434	0.47	0.41	0.349	0.518	0.494	0.361	0.488	0.451	0.28	0.181	0.256	0.614	N
BN190223	0.296	NA	0.321	0.367	0.42	0.391	0.367	0.4	0.35	0.453	0.439	0.241	0.197	0.202	0.572	T
BN190225	0.82	NA	0.68	0.727	0.61	0.51	0.7	0.72	0.54	0.74	0.697	0.48	0.28	0.31	0.66	N
BN190227	0.632	NA	0.491	0.614	0.554	0.526	0.439	0.509	0.526	0.696	0.632	0.439	0.404	0.333	0.561	T
BN190229	0.5	NA	0.473	0.473	0.457	0.404	0.415	0.447	0.404	0.532	0.553	0.351	0.301	0.266	0.645	N
BN190231	0.525	NA	0.492	0.567	0.574	0.59	0.623	0.607	0.475	0.689	0.672	0.459	0.41	0.41	0.525	T
BN190233	0.767	NA	0.721	0.744	0.558	0.535	0.698	0.767	0.465	0.744	0.814	0.512	0.395	0.349	0.512	N
BN190235	0.655	NA	0.621	0.655	0.714	0.621	0.724	0.759	0.586	0.793	0.862	0.621	0.517	0.414	0.621	T
BN190238	0.663	NA	0.611	0.644	0.6	0.578	0.622	0.7	0.556	0.667	0.656	0.544	0.422	0.433	0.633	N
BN190240	0.235	NA	0.255	0.235	0.333	0.314	0.333	0.294	0.255	0.314	0.294	0.275	0.235	0.216	0.667	T
BN190241	0.672	NA	0.57	0.648	0.562	0.508	0.639	0.672	0.516	0.678	0.639	0.549	0.393	0.385	0.475	N
BN190242	0.678	NA	0.593	0.638	0.5	0.542	0.69	0.712	0.458	0.746	0.729	0.407	0.254	0.254	0.661	T
BN190244	0.523	NA	0.6	0.6	0.591	0.511	0.533	0.533	0.489	0.578	0.467	0.477	0.422	0.378	0.556	T
BN190245	0.784	NA	0.68	0.72	0.632	0.592	0.697	0.697	0.566	0.789	0.789	0.622	0.487	0.487	0.618	N
BN190247	0.55	NA	0.55	0.6	0.4	0.45	0.6	0.6	0.5	0.65	0.7	0.55	0.5	0.35	0.55	T
BN190248	0.363	NA	0.842	0.863	0.832	0.878	0.874	0.888	0.849	0.899	0.895	0.705	0.712	0.448	0.572	T
BN190249	0.772	NA	0.545	0.725	0.686	0.696	0.703	0.682	0.677	0.737	0.727	0.676	0.546	0.37	0.571	T
BN190251	0.408	NA	0.33	0.38	0.427	0.381	0.361	0.382	0.294	0.478	0.474	0.342	0.233	0.216	0.615	T
BN190252	0.55	NA	0.645	0.62	0.585	0.591	0.593	0.613	0.444	0.649	0.65	0.56	0.387	0.37	0.588	T
BN190255	0.622	NA	0.505	0.637	0.462	0.44	0.544	0.495	0.292	0.604	0.593	0.418	0.341	0.374	0.67	N
BN190256	0.82	NA	0.721	0.831	0.617	0.756	0.76	0.711	0.209	0.776	0.692	0.291	0.17	0.106	0.532	T
BN190257	0.682	NA	0.597	0.666	0.564	0.57	0.61	0.635	0.494	0.674	0.644	0.517	0.369	0.437	0.594	N
BN190258	0.489	NA	0.498	0.51	0.618	0.554	0.527	0.559	0.512	0.65	0.629	0.473	0.388	0.256	0.573	T
BN190260	0.274	NA	0.28	0.332	0.336	0.295	0.289	0.312	0.256	0.363	0.339	0.226	0.158	0.16	0.504	N
BN190262	0.635	NA	0.577	0.615	0.442	0.5	0.558	0.596	0.404	0.692	0.615	0.462	0.308	0.308	0.615	N
BN190264	0.552	NA	0.493	0.563	0.53	0.55	0.578	0.605	0.523	0.677	0.655	0.498	0.398	0.38	0.601	N
BN190265	0.764	NA	0.729	0.776	0.685	0.729	0.785	0.771	0.694	0.762	0.764	0.625	0.465	0.583	0.576	T
BN190266	0.54	NA	0.503	0.548	0.508	0.487	0.505	0.537	0.41	0.58	0.567	0.453	0.317	0.344	0.567	N
BN190267	0.577	NA	0.454	0.495	0.381	0.33	0.4	0.392	0.278	0.505	0.521	0.34	0.268	0.268	0.629	T
BN190269	0.562	NA	0.52	0.611	0.446	0.455	0.528	0.537	0.432	0.568	0.574	0.449	0.307	0.335	0.511	N
BN190270	0.756	NA	0.631	0.747	0.581	0.577	0.675	0.696	0.571	0.772	0.707	0.592	0.399	0.38	0.567	T
BN190271	0.512	NA	0.5	0.536	0.464	0.476	0.524	0.536	0.524	0.512	0.524	0.405	0.321	0.357	0.488	N
BN190274	0.356	NA	0.368	0.356	0.483	0.414	0.356	0.345	0.322	0.471	0.414	0.333	0.233	0.264	0.506	T
BN190278	0.919	NA	0.889	0.908	0.836	0.872	0.885	0.908	0.861	0.916	0.91	0.867	0.807	0.775	0.598	T
BN190279	0.496	NA	0.441	0.463	0.409	0.351	0.445	0.438	0.351	0.45	0.464	0.357	0.277	0.295	0.544	N
BN190280	0.134	NA	0.114	0.149	0.171	0.183	0.157	0.162	0.106	0.149	0.127	0.07	0.035	0.07	0.662	T
BN190283	0.5	NA	0.42	0.42	0.475	0.42	0.45	0.404	0.39	0.52	0.5	0.41	0.33	0.36	0.63	N
BN190284	0.577	NA	0.554	0.675	0.586	0.635	0.64	0.662	0.567	0.735	0.684	0.523	0.399	0.404	0.569	T
BN190285	0.721	NA	0.635	0.731	0.654	0.567	0.657	0.683	0.505	0.702	0.712	0.577	0.404	0.404	0.596	N
BN190286	0.382	NA	0.322	0.425	0.322	0.368	0.34	0.497	0.373	0.523	0.523	0.388	0.366	0.216	0.614	T
BN190287	0.476	NA	0.4	0.492	0.385	0.415	0.477	0.477	0.308	0.547	0.492	0.446	0.2	0.308	0.585	N
BN190288	0.578	NA	0.506	0.571	0.524	0.548	0.53	0.571	0.452	0.607	0.56	0.512	0.333	0.381	0.536	T
BN190290	0.669	NA	0.647	0.699	0.618	0.647	0.634	0.662	0.581	0.691	0.654	0.654	0.459	0.5	0.625	N
BN190292	0.584	NA	0.549	0.645	0.553	0.518	0.533	0.638	0.505	0.672	0.605	0.53	0.407	0.456	0.593	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.34	NA	0.283	0.226	0.472	0.34	0.226	0.264	0.231	0.528	0.547	0.264	0.321	0.17	0.528	T
BN190298	0.717	NA	0.708	0.717	0.658	0.592	0.7	0.667	0.555	0.75	0.725	0.65	0.433	0.462	0.6	N
BN190300	0.868	NA	0.855	0.882	0.853	0.855	0.824	0.867	0.813	0.855	0.842	0.776	0.566	0.618	0.566	T
BN190303	0.43	NA	0.422	0.471	0.525	0.426	0.471	0.52	0.431	0.598	0.588	0.412	0.275	0.245	0.594	N
BN190305	0.479	NA	0.33	0.371	0.379	0.33	0.32	0.381	0.33	0.515	0.505	0.33	0.247	0.196	0.639	T
BN190308	0.7	NA	0.6	0.633	0.633	0.567	0.6	0.633	0.5	0.7	0.6	0.6	0.4	0.4	0.6	N
BN190310	0.74	NA	0.66	0.7	0.58	0.59	0.65	0.64	0.535	0.79	0.72	0.566	0.35	0.4	0.55	N
BN190312	0.943	NA	0.829	0.941	0.882	0.857	0.943	0.914	0.829	0.971	0.886	0.829	0.647	0.8	0.6	T
BN190313	0.364	NA	0.291	0.327	0.6	0.4	0.364	0.309	0.273	0.436	0.418	0.418	0.109	0.127	0.545	T
BN190314	0.612	NA	0.493	0.598	0.511	0.537	0.54	0.604	0.453	0.647	0.641	0.518	0.355	0.329	0.608	N
BN190315	0.686	NA	0.62	0.671	0.583	0.526	0.624	0.644	0.505	0.668	0.648	0.564	0.429	0.416	0.545	N
BN190319	0.55	NA	0.482	0.511	0.534	0.511	0.505	0.531	0.46	0.599	0.603	0.469	0.392	0.404	0.591	T
BN190322	0.583	NA	0.536	0.517	0.552	0.555	0.548	0.564	0.507	0.641	0.649	0.526	0.4	0.408	0.652	T
BN190323	0.191	NA	0.191	0.176	0.191	0.132	0.132	0.147	0.147	0.324	0.191	0.088	0.132	0.103	0.691	T
position	95234529	95234530	95234557	95234566	95234614	95234628	95234630	95234634	95234640	95234657	95234659	95234674	95234677	95234686	95234713	
