BN190006	0.035	0.036	0.07	0.119	0.136	0.131	0.083	0.179	0.227	0.185	0.185	0.351	0.259	0.198	0.652	T
BN190007	0.012	0.02	0.025	0.034	0.048	0.043	0.039	0.042	0.067	0.051	0.041	0.098	0.089	0.062	0.642	N
BN190008	0.053	0.048	0.058	0.108	0.138	0.148	0.106	0.17	0.233	0.217	0.17	0.344	0.222	0.19	0.64	T
BN190010	0.103	0.115	0.162	0.224	0.219	0.228	0.164	0.249	0.299	0.273	0.261	0.421	0.341	0.249	0.653	N
BN190011	0.411	0.405	0.515	0.571	0.571	0.545	0.507	0.599	0.609	0.607	0.624	0.734	0.634	0.606	0.664	T
BN190012	0.021	0.022	0.025	0.051	0.047	0.044	0.038	0.051	0.072	0.057	0.059	0.112	0.075	0.063	0.637	N
BN190014	0.175	0.181	0.234	0.262	0.285	0.309	0.234	0.327	0.365	0.345	0.35	0.471	0.412	0.361	0.691	T
BN190015	0.024	0.021	0.035	0.057	0.063	0.08	0.032	0.103	0.106	0.112	0.106	0.189	0.115	0.068	0.678	N
BN190017	0.043	0.051	0.094	0.191	0.22	0.201	0.121	0.268	0.312	0.269	0.253	0.528	0.404	0.281	0.626	N
BN190018	0.179	0.182	0.2	0.232	0.266	0.258	0.213	0.303	0.305	0.286	0.279	0.377	0.307	0.277	0.643	T
BN190019	0.053	0.096	0.2	0.27	0.321	0.328	0.208	0.308	0.361	0.341	0.345	0.56	0.451	0.382	0.707	T
BN190023	0.065	0.073	0.082	0.108	0.11	0.105	0.088	0.106	0.141	0.119	0.109	0.163	0.136	0.121	0.698	N
BN190024	0.012	0.015	0.04	0.087	0.075	0.053	0.038	0.078	0.142	0.108	0.102	0.218	0.153	0.109	0.633	T
BN190026	0.015	0.017	0.055	0.086	0.078	0.092	0.044	0.091	0.157	0.131	0.11	0.227	0.159	0.105	0.653	N
BN190028	0.03	0.032	0.052	0.068	0.064	0.066	0.046	0.068	0.088	0.085	0.068	0.119	0.089	0.069	0.67	T
BN190029	0.083	0.021	0.083	0.065	0.104	0.125	0.083	0.104	0.083	0.062	0.13	0.146	0.125	0.128	0.708	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	0.022	0.033	0.066	0.067	0.066	0.066	0.044	0.099	0.132	0.111	0.066	0.187	0.11	0.099	0.637	T
BN190032	0.039	0.045	0.106	0.184	0.175	0.192	0.097	0.231	0.296	0.255	0.246	0.523	0.358	0.291	0.616	N
BN190033	0.074	0.085	0.163	0.237	0.26	0.28	0.167	0.274	0.375	0.359	0.331	0.505	0.446	0.318	0.611	T
BN190034	0.147	0.175	0.237	0.329	0.367	0.382	0.263	0.397	0.431	0.424	0.434	0.585	0.49	0.397	0.651	T
BN190036	0.057	0.062	0.115	0.204	0.207	0.204	0.116	0.234	0.304	0.267	0.234	0.424	0.304	0.243	0.67	T
BN190037	0.019	0.026	0.047	0.151	0.139	0.134	0.077	0.157	0.195	0.159	0.157	0.249	0.195	0.158	0.653	N
BN190038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190039	0.403	0.414	0.449	0.485	0.464	0.466	0.424	0.478	0.525	0.514	0.507	0.552	0.534	0.496	0.662	T
BN190040	0.107	0.117	0.153	0.186	0.164	0.171	0.148	0.185	0.245	0.214	0.219	0.341	0.283	0.201	0.653	N
BN190041	0.113	0.114	0.189	0.263	0.257	0.266	0.162	0.264	0.354	0.328	0.322	0.525	0.425	0.294	0.648	T
BN190042	0.027	0.023	0.038	0.054	0.069	0.082	0.053	0.078	0.096	0.088	0.081	0.159	0.125	0.08	0.677	N
BN190044	0.772	0.822	0.919	0.91	0.927	0.93	0.881	0.926	0.93	0.937	0.941	0.953	0.946	0.919	0.65	T
BN190046	0.023	0.035	0.047	0.088	0.118	0.12	0.068	0.134	0.155	0.143	0.127	0.339	0.237	0.143	0.63	T
BN190047	0.017	0.017	0.038	0.06	0.058	0.06	0.035	0.069	0.091	0.081	0.085	0.141	0.109	0.082	0.656	N
BN190048	0.227	0.268	0.338	0.384	0.385	0.393	0.319	0.402	0.441	0.446	0.422	0.544	0.457	0.412	0.637	T
BN190049	0.002	0.001	0.002	0.018	0.018	0.018	0.002	0.007	0.046	0.015	0.009	0.024	0.018	0.014	0.662	T
BN190050	0.032	0.032	0.082	0.112	0.105	0.107	0.08	0.119	0.157	0.138	0.13	0.242	0.188	0.12	0.653	N
BN190051	0.07	0.078	0.187	0.276	0.286	0.292	0.218	0.345	0.429	0.388	0.415	0.618	0.536	0.398	0.653	T
BN190052	0.05	0.047	0.133	0.223	0.204	0.215	0.144	0.259	0.33	0.339	0.313	0.471	0.4	0.317	0.636	N
BN190054	0.162	0.277	0.13	0.124	0.476	0.469	0.17	0.548	0.856	0.847	0.822	0.87	0.653	0.176	0.665	T
BN190055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190056	0.012	0.014	0.041	0.047	0.056	0.06	0.048	0.087	0.103	0.077	0.07	0.141	0.099	0.084	0.691	N
BN190057	0.021	0.022	0.05	0.09	0.089	0.085	0.054	0.092	0.138	0.124	0.126	0.218	0.165	0.112	0.668	T
BN190059	0.014	0.008	0.031	0.042	0.059	0.034	0.036	0.045	0.067	0.048	0.047	0.07	0.064	0.05	0.666	N
BN190062	0.018	0.016	0.056	0.076	0.072	0.099	0.049	0.074	0.135	0.088	0.077	0.194	0.154	0.07	0.644	N
BN190068	0.044	0.041	0.08	0.103	0.094	0.102	0.072	0.085	0.133	0.11	0.117	0.19	0.168	0.103	0.656	N
BN190071	0.026	0.04	0.073	0.125	0.114	0.106	0.097	0.125	0.163	0.141	0.134	0.242	0.192	0.179	0.674	N
BN190072	0.016	0.013	0.043	0.069	0.058	0.053	0.04	0.085	0.097	0.078	0.095	0.151	0.108	0.081	0.664	N
BN190073	0.048	0.032	0.058	0.101	0.079	0.069	0.037	0.126	0.232	0.189	0.158	0.368	0.289	0.147	0.558	T
BN190075	0.016	0.018	0.032	0.052	0.06	0.048	0.03	0.059	0.075	0.083	0.058	0.097	0.083	0.059	0.651	N
BN190077	0.417	0.432	0.469	0.517	0.51	0.506	0.476	0.538	0.567	0.563	0.541	0.633	0.575	0.528	0.66	T
BN190080	0.034	0.023	0.031	0.049	0.049	0.049	0.036	0.059	0.087	0.067	0.049	0.128	0.097	0.087	0.673	N
BN190083	0.18	0.195	0.285	0.355	0.375	0.39	0.277	0.389	0.402	0.431	0.402	0.559	0.485	0.403	0.649	T
BN190085	0.011	0.013	0.035	0.062	0.068	0.061	0.039	0.068	0.081	0.103	0.079	0.138	0.121	0.088	0.648	N
BN190087	0.147	0.147	0.207	0.247	0.224	0.255	0.18	0.258	0.31	0.29	0.283	0.419	0.356	0.296	0.627	T
BN190089	0.424	0.492	0.502	0.518	0.542	0.543	0.508	0.543	0.591	0.558	0.561	0.66	0.602	0.558	0.631	N
BN190090	0.008	0.013	0.035	0.073	0.041	0.04	0.031	0.067	0.116	0.082	0.071	0.189	0.142	0.097	0.648	T
BN190092	0.018	0.028	0.036	0.071	0.072	0.048	0.03	0.06	0.074	0.084	0.064	0.119	0.083	0.052	0.649	N
BN190094	0.032	0.013	0.034	0.063	0.062	0.088	0.059	0.088	0.148	0.108	0.137	0.237	0.154	0.103	0.647	T
BN190096	0.041	0.02	0.039	0.074	0.06	0.063	0.046	0.09	0.139	0.133	0.132	0.256	0.203	0.125	0.688	N
BN190098	0.051	0.05	0.101	0.144	0.171	0.181	0.104	0.172	0.23	0.2	0.18	0.374	0.292	0.216	0.662	N
BN190099	0.04	0.053	0.09	0.142	0.178	0.189	0.127	0.193	0.265	0.275	0.262	0.471	0.355	0.242	0.67	T
BN190101	0.036	0.042	0.063	0.083	0.095	0.105	0.059	0.129	0.184	0.128	0.131	0.224	0.181	0.108	0.64	N
BN190106	0.564	0.558	0.585	0.62	0.596	0.608	0.589	0.602	0.64	0.618	0.622	0.658	0.643	0.613	0.672	T
BN190109	0.093	0.093	0.109	0.139	0.119	0.131	0.119	0.137	0.195	0.141	0.14	0.217	0.173	0.154	0.695	N
BN190111	0.05	0.042	0.061	0.062	0.071	0.057	0.057	0.061	0.073	0.07	0.065	0.093	0.081	0.073	0.678	T
BN190114	0.176	0.183	0.253	0.303	0.304	0.345	0.278	0.33	0.42	0.375	0.325	0.552	0.43	0.355	0.662	T
BN190117	0.354	0.339	0.485	0.55	0.56	0.554	0.487	0.546	0.608	0.592	0.568	0.727	0.648	0.58	0.629	N
BN190119	0.825	0.848	0.912	0.912	0.905	0.917	0.862	0.915	0.935	0.925	0.929	0.949	0.926	0.913	0.662	T
BN190120	0.09	0.087	0.151	0.244	0.289	0.27	0.191	0.343	0.417	0.368	0.371	0.611	0.491	0.365	0.629	N
BN190121	0.124	0.153	0.205	0.281	0.3	0.294	0.203	0.291	0.36	0.354	0.34	0.565	0.45	0.339	0.683	T
BN190122	0.098	0.103	0.12	0.163	0.154	0.146	0.15	0.141	0.198	0.169	0.17	0.293	0.241	0.175	0.661	N
BN190125	0.01	0.013	0.036	0.079	0.059	0.057	0.041	0.068	0.12	0.091	0.074	0.192	0.122	0.103	0.629	T
BN190128	0.01	0.027	0.045	0.07	0.064	0.036	0.041	0.056	0.129	0.076	0.081	0.18	0.119	0.092	0.663	N
BN190131	0.028	0.029	0.058	0.106	0.144	0.116	0.07	0.109	0.179	0.143	0.141	0.319	0.241	0.151	0.669	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.167	0.171	0.228	0.298	0.336	0.359	0.217	0.364	0.404	0.385	0.37	0.562	0.47	0.399	0.647	T
BN190137	0.045	0.05	0.051	0.085	0.095	0.093	0.053	0.09	0.116	0.107	0.096	0.21	0.158	0.112	0.671	N
BN190141	0.076	0.068	0.143	0.192	0.232	0.23	0.165	0.283	0.352	0.347	0.314	0.524	0.421	0.285	0.672	T
BN190142	0.221	0.217	0.258	0.296	0.312	0.332	0.253	0.365	0.403	0.359	0.348	0.533	0.414	0.383	0.673	N
BN190147	0.014	0.026	0.036	0.091	0.09	0.089	0.061	0.107	0.165	0.153	0.167	0.309	0.242	0.122	0.657	T
BN190149	0.008	0.016	0.032	0.061	0.058	0.053	0.024	0.054	0.113	0.089	0.084	0.239	0.149	0.118	0.645	N
BN190150	0.065	0.053	0.1	0.264	0.263	0.256	0.166	0.255	0.314	0.255	0.255	0.541	0.43	0.27	0.653	T
BN190151	0.055	0.053	0.131	0.23	0.255	0.255	0.144	0.296	0.349	0.308	0.298	0.501	0.436	0.3	0.66	T
BN190155	0.035	0.032	0.07	0.171	0.154	0.141	0.09	0.185	0.239	0.207	0.182	0.363	0.272	0.201	0.616	N
BN190158	0.305	0.259	0.376	0.43	0.473	0.408	0.379	0.484	0.55	0.5	0.504	0.665	0.563	0.497	0.664	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.046	0.062	0.099	0.196	0.207	0.22	0.137	0.22	0.265	0.233	0.215	0.355	0.271	0.209	0.66	N
BN190164	0.215	0.175	0.384	0.765	0.777	0.769	0.741	0.793	0.821	0.808	0.812	0.854	0.806	0.788	0.687	T
BN190166	0.177	0.213	0.388	0.511	0.51	0.53	0.368	0.541	0.585	0.57	0.557	0.69	0.63	0.51	0.653	N
BN190168	0.092	0.094	0.15	0.175	0.211	0.22	0.159	0.213	0.25	0.256	0.25	0.34	0.291	0.239	0.645	T
BN190170	0.091	0.054	0.115	0.173	0.156	0.175	0.121	0.178	0.222	0.182	0.179	0.339	0.266	0.175	0.632	T
BN190171	0.014	0.018	0.039	0.037	0.038	0.04	0.033	0.05	0.068	0.032	0.036	0.103	0.055	0.045	0.668	N
BN190172	0.017	0.011	0.024	0.05	0.038	0.032	0.013	0.04	0.055	0.05	0.047	0.098	0.061	0.052	0.676	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.027	0.021	0.032	0.079	0.074	0.075	0.037	0.09	0.102	0.093	0.07	0.221	0.142	0.121	0.667	T
BN190180	0.06	0.067	0.078	0.109	0.096	0.096	0.073	0.114	0.156	0.131	0.113	0.207	0.137	0.114	0.643	N
BN190181	0.031	0.03	0.089	0.158	0.147	0.139	0.095	0.358	0.47	0.468	0.461	0.525	0.5	0.423	0.664	T
BN190184	0.017	0.024	0.04	0.082	0.063	0.065	0.054	0.086	0.1	0.101	0.095	0.187	0.137	0.109	0.63	N
BN190186	0.08	0.079	0.163	0.224	0.265	0.275	0.179	0.289	0.368	0.344	0.337	0.497	0.431	0.316	0.681	T
BN190189	0.029	0.02	0.048	0.07	0.068	0.078	0.046	0.079	0.112	0.084	0.076	0.145	0.108	0.086	0.647	N
BN190191	0.51	0.586	0.658	0.674	0.674	0.667	0.641	0.67	0.7	0.69	0.684	0.743	0.719	0.696	0.663	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.006	0.008	0.01	0.048	0.037	0.023	0.025	0.066	0.101	0.094	0.057	0.18	0.107	0.08	0.675	T
BN190195	0.008	0.022	0.067	0.098	0.085	0.07	0.038	0.086	0.131	0.122	0.102	0.186	0.141	0.096	0.64	N
BN190198	0.07	0.045	0.157	0.184	0.173	0.213	0.099	0.247	0.274	0.265	0.235	0.297	0.285	0.253	0.64	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.188	0.248	0.407	0.493	0.581	0.575	0.319	0.515	0.665	0.595	0.613	0.719	0.681	0.603	0.651	T
BN190201	0.021	0.012	0.045	0.065	0.091	0.087	0.056	0.11	0.16	0.133	0.126	0.238	0.197	0.126	0.672	N
BN190202	0.399	0.448	0.51	0.57	0.559	0.569	0.502	0.563	0.628	0.614	0.592	0.736	0.655	0.559	0.675	T
BN190203	0.055	0.056	0.121	0.237	0.268	0.283	0.168	0.317	0.376	0.377	0.341	0.611	0.479	0.352	0.663	T
BN190206	0.023	0.023	0.04	0.08	0.063	0.052	0.039	0.083	0.121	0.097	0.085	0.155	0.108	0.098	0.656	N
BN190209	0.035	0.045	0.053	0.074	0.076	0.069	0.059	0.069	0.105	0.088	0.081	0.138	0.102	0.088	0.665	N
BN190210	0.328	0.357	0.376	0.399	0.415	0.414	0.355	0.425	0.463	0.444	0.435	0.48	0.455	0.438	0.664	T
BN190211	0.453	0.451	0.568	0.607	0.569	0.584	0.546	0.633	0.668	0.639	0.661	0.715	0.692	0.641	0.667	T
BN190213	0.023	0.021	0.027	0.057	0.061	0.069	0.041	0.063	0.098	0.074	0.091	0.14	0.096	0.072	0.639	N
BN190215	0.29	0.331	0.416	0.467	0.486	0.47	0.429	0.475	0.516	0.488	0.481	0.582	0.561	0.49	0.662	T
BN190218	0.072	0.11	0.163	0.241	0.214	0.231	0.178	0.271	0.313	0.277	0.244	0.422	0.352	0.272	0.657	N
BN190219	0.077	0.092	0.141	0.241	0.302	0.317	0.217	0.334	0.364	0.376	0.371	0.624	0.495	0.345	0.674	T
BN190221	0.034	0.03	0.04	0.09	0.107	0.112	0.055	0.103	0.142	0.139	0.114	0.263	0.192	0.126	0.658	N
BN190223	0.139	0.158	0.215	0.285	0.309	0.34	0.244	0.321	0.402	0.361	0.337	0.571	0.482	0.328	0.642	T
BN190225	0.076	0.08	0.095	0.129	0.127	0.13	0.097	0.153	0.173	0.16	0.143	0.225	0.186	0.143	0.661	N
BN190227	0.041	0.046	0.13	0.194	0.196	0.22	0.134	0.225	0.278	0.275	0.255	0.455	0.373	0.273	0.654	T
BN190229	0.045	0.054	0.127	0.178	0.168	0.175	0.102	0.196	0.285	0.235	0.203	0.402	0.315	0.232	0.649	N
BN190231	0.207	0.2	0.248	0.326	0.324	0.356	0.281	0.336	0.398	0.407	0.37	0.566	0.468	0.358	0.643	T
BN190233	0.054	0.057	0.065	0.078	0.087	0.091	0.072	0.097	0.113	0.102	0.1	0.133	0.114	0.111	0.648	N
BN190235	0.099	0.101	0.135	0.184	0.204	0.213	0.149	0.208	0.247	0.235	0.22	0.368	0.274	0.242	0.655	T
BN190238	0.051	0.048	0.062	0.093	0.088	0.101	0.073	0.084	0.115	0.099	0.096	0.147	0.121	0.086	0.66	N
BN190240	0.044	0.048	0.137	0.215	0.246	0.279	0.176	0.299	0.342	0.328	0.318	0.544	0.428	0.28	0.671	T
BN190241	0.024	0.009	0.03	0.076	0.093	0.074	0.041	0.071	0.118	0.098	0.085	0.23	0.154	0.093	0.683	N
BN190242	0.533	0.531	0.577	0.617	0.612	0.622	0.571	0.619	0.679	0.651	0.654	0.726	0.682	0.626	0.653	T
BN190244	0.088	0.064	0.125	0.214	0.24	0.248	0.188	0.245	0.334	0.316	0.323	0.582	0.422	0.301	0.661	T
BN190245	0.062	0.05	0.068	0.097	0.125	0.099	0.069	0.11	0.131	0.141	0.134	0.186	0.154	0.113	0.657	N
BN190247	0.009	0.017	0.025	0.046	0.054	0.045	0.026	0.046	0.06	0.059	0.047	0.112	0.077	0.043	0.652	T
BN190248	0.606	0.638	0.746	0.776	0.754	0.78	0.73	0.774	0.802	0.791	0.789	0.834	0.792	0.765	0.657	T
BN190249	0.408	0.386	0.54	0.589	0.589	0.588	0.526	0.602	0.641	0.623	0.615	0.725	0.661	0.609	0.645	T
BN190251	0.05	0.051	0.111	0.155	0.17	0.184	0.105	0.187	0.266	0.246	0.225	0.452	0.34	0.237	0.657	T
BN190252	0.439	0.446	0.472	0.51	0.5	0.491	0.472	0.503	0.544	0.53	0.515	0.607	0.554	0.504	0.64	T
BN190255	0.019	0.024	0.034	0.063	0.063	0.064	0.037	0.068	0.104	0.094	0.08	0.173	0.114	0.086	0.626	N
BN190256	0.49	0.517	0.559	0.58	0.586	0.584	0.557	0.595	0.622	0.606	0.582	0.674	0.665	0.628	0.697	T
BN190257	0.025	0.017	0.026	0.052	0.051	0.052	0.036	0.057	0.083	0.076	0.06	0.116	0.095	0.06	0.656	N
BN190258	0.076	0.13	0.243	0.405	0.509	0.491	0.323	0.529	0.571	0.571	0.55	0.72	0.635	0.543	0.644	T
BN190260	0.044	0.045	0.088	0.126	0.146	0.146	0.075	0.159	0.181	0.175	0.16	0.281	0.214	0.149	0.651	N
BN190262	0.017	0.015	0.023	0.051	0.048	0.038	0.025	0.041	0.085	0.075	0.058	0.132	0.102	0.058	0.656	N
BN190264	0.025	0.032	0.042	0.066	0.075	0.069	0.048	0.08	0.101	0.088	0.084	0.133	0.121	0.082	0.65	N
BN190265	0.351	0.387	0.434	0.47	0.454	0.464	0.412	0.489	0.523	0.496	0.492	0.577	0.536	0.514	0.649	T
BN190266	0.035	0.037	0.061	0.097	0.104	0.099	0.068	0.093	0.136	0.115	0.11	0.249	0.183	0.121	0.69	N
BN190267	0.169	0.223	0.265	0.305	0.323	0.322	0.245	0.334	0.395	0.365	0.357	0.555	0.451	0.346	0.659	T
BN190269	0.032	0.027	0.06	0.075	0.099	0.101	0.07	0.093	0.136	0.14	0.116	0.206	0.155	0.129	0.655	N
BN190270	0.046	0.043	0.088	0.131	0.13	0.118	0.083	0.136	0.183	0.167	0.136	0.271	0.197	0.147	0.669	T
BN190271	0.074	0.097	0.127	0.145	0.127	0.127	0.093	0.152	0.198	0.149	0.161	0.253	0.222	0.178	0.664	N
BN190274	0.256	0.226	0.284	0.355	0.446	0.452	0.363	0.451	0.47	0.467	0.43	0.704	0.585	0.397	0.671	T
BN190278	0.549	0.584	0.612	0.634	0.634	0.62	0.613	0.638	0.656	0.652	0.651	0.684	0.666	0.645	0.645	T
BN190279	0.009	0.017	0.038	0.065	0.053	0.047	0.035	0.071	0.117	0.095	0.08	0.185	0.138	0.089	0.658	N
BN190280	0.006	0.008	0.04	0.086	0.122	0.069	0.039	0.089	0.165	0.153	0.114	0.253	0.181	0.094	0.653	T
BN190283	0.025	0.045	0.084	0.153	0.187	0.172	0.107	0.179	0.23	0.214	0.175	0.34	0.283	0.207	0.647	N
BN190284	0.178	0.229	0.361	0.417	0.446	0.431	0.376	0.406	0.48	0.474	0.476	0.603	0.528	0.46	0.672	T
BN190285	0.023	0.019	0.054	0.07	0.08	0.065	0.057	0.092	0.1	0.111	0.08	0.226	0.146	0.084	0.64	N
BN190286	0.148	0.189	0.234	0.261	0.264	0.259	0.223	0.268	0.285	0.295	0.286	0.392	0.32	0.306	0.66	T
BN190287	0.024	0.027	0.048	0.107	0.065	0.075	0.055	0.089	0.134	0.117	0.089	0.175	0.11	0.11	0.67	N
BN190288	0.128	0.142	0.2	0.244	0.222	0.239	0.186	0.285	0.333	0.305	0.287	0.431	0.355	0.251	0.66	T
BN190290	0.35	0.378	0.438	0.461	0.469	0.474	0.414	0.481	0.527	0.521	0.505	0.599	0.564	0.498	0.645	N
BN190292	0.089	0.091	0.104	0.151	0.13	0.136	0.133	0.17	0.201	0.219	0.159	0.259	0.216	0.183	0.688	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.17	0.173	0.248	0.342	0.356	0.367	0.225	0.428	0.479	0.453	0.424	0.662	0.526	0.424	0.631	T
BN190298	0.157	0.162	0.197	0.249	0.267	0.263	0.224	0.279	0.312	0.295	0.293	0.372	0.353	0.302	0.644	N
BN190300	0.562	0.555	0.64	0.721	0.704	0.727	0.574	0.732	0.746	0.762	0.778	0.825	0.771	0.736	0.667	T
BN190303	0.087	0.117	0.197	0.228	0.229	0.195	0.187	0.219	0.28	0.265	0.242	0.348	0.282	0.229	0.655	N
BN190305	0.066	0.046	0.107	0.162	0.183	0.195	0.118	0.216	0.291	0.24	0.217	0.451	0.331	0.211	0.675	T
BN190308	0.099	0.103	0.134	0.144	0.155	0.153	0.127	0.141	0.173	0.157	0.151	0.214	0.193	0.148	0.659	N
BN190310	0.033	0.022	0.027	0.068	0.06	0.062	0.035	0.087	0.118	0.092	0.098	0.161	0.104	0.096	0.651	N
BN190312	0.627	0.65	0.646	0.673	0.65	0.661	0.652	0.669	0.685	0.675	0.674	0.695	0.689	0.667	0.662	T
BN190313	0.027	0.03	0.053	0.123	0.149	0.16	0.101	0.16	0.187	0.176	0.16	0.305	0.214	0.163	0.646	T
BN190314	0.044	0.036	0.051	0.109	0.091	0.095	0.076	0.107	0.18	0.134	0.123	0.214	0.184	0.114	0.631	N
BN190315	0.058	0.067	0.091	0.123	0.12	0.129	0.091	0.144	0.173	0.15	0.128	0.25	0.198	0.14	0.636	N
BN190319	0.218	0.233	0.288	0.346	0.374	0.371	0.279	0.386	0.438	0.408	0.404	0.561	0.489	0.4	0.638	T
BN190322	0.132	0.136	0.208	0.288	0.301	0.325	0.231	0.326	0.393	0.37	0.342	0.555	0.442	0.344	0.668	T
BN190323	0.026	0.03	0.052	0.103	0.115	0.114	0.065	0.132	0.178	0.15	0.128	0.29	0.208	0.139	0.649	T
position	61550443	61550449	61550461	61550477	61550479	61550481	61550487	61550514	61550516	61550524	61550526	61550531	61550534	61550540	61550548	
