BN190034	0.547	0.72	0.687	0.637	0.497	0.551	NA	0.518	0.563	0.554	0.701	0.524	0.579	0.558	0.545	0.487	T
BN190036	0.447	0.584	0.512	0.484	0.31	0.322	NA	0.45	0.435	0.447	0.64	0.453	0.46	0.491	0.46	0.354	T
BN190037	0.477	0.7	0.693	0.651	0.318	0.324	NA	0.311	0.436	0.356	0.596	0.353	0.415	0.407	0.369	0.294	N
BN190038	0.667	0.608	0.725	0.647	0.408	0.208	NA	0.294	0.373	0.32	0.627	0.2	0.32	0.333	0.373	0.118	N
BN190039	0.717	0.802	0.818	0.81	0.671	0.595	0.167	0.598	0.629	0.622	0.785	0.648	0.64	0.632	0.622	0.57	T
BN190040	0.371	0.602	0.553	0.511	0.311	0.205	NA	0.262	0.341	0.386	0.519	0.368	0.389	0.371	0.286	0.208	N
BN190041	0.259	0.509	0.452	0.495	0.351	0.356	0.182	0.305	0.49	0.541	0.662	0.507	0.522	0.49	0.427	0.365	T
BN190042	0.415	0.628	0.546	0.494	0.242	0.197	NA	0.243	0.321	0.241	0.478	0.304	0.278	0.28	0.222	0.175	N
BN190044	0.878	0.878	0.905	0.919	0.944	0.868	NA	0.887	0.919	0.946	0.919	0.892	0.905	0.919	0.892	0.887	T
BN190046	0.596	0.688	0.706	0.632	0.542	0.515	0.077	0.503	0.527	0.592	0.734	0.596	0.628	0.614	0.596	0.512	T
BN190047	0.504	0.626	0.669	0.568	0.355	0.191	NA	0.341	0.358	0.326	0.59	0.36	0.36	0.377	0.295	0.115	N
BN190048	0.515	0.709	0.642	0.585	0.444	0.452	NA	0.436	0.545	0.607	0.665	0.564	0.567	0.539	0.388	0.372	T
BN190049	0.812	0.917	0.895	0.884	0.86	0.786	NA	0.84	0.781	0.8	0.885	0.812	0.833	0.833	0.842	0.811	T
BN190050	0.461	0.73	0.678	0.646	0.365	0.245	NA	0.322	0.36	0.368	0.609	0.348	0.409	0.391	0.357	0.263	N
BN190051	0.45	0.6	0.569	0.445	0.28	0.403	NA	0.415	0.417	0.459	0.654	0.445	0.51	0.559	0.384	0.413	T
BN190052	0.492	0.63	0.49	0.503	0.281	0.313	NA	0.33	0.385	0.394	0.605	0.427	0.455	0.497	0.39	0.359	N
BN190054	0.89	0.945	0.912	0.78	0.6	0.539	NA	0.722	0.681	0.756	0.945	0.879	0.725	0.703	0.835	0.622	T
BN190055	0.71	0.747	0.776	0.787	0.48	0.423	NA	0.484	0.612	0.571	0.732	0.514	0.541	0.574	0.519	0.414	T
BN190056	0.443	0.593	0.588	0.554	0.356	0.22	NA	0.318	0.381	0.328	0.52	0.311	0.33	0.305	0.243	0.155	N
BN190057	0.351	0.562	0.587	0.518	0.243	0.129	0	0.21	0.223	0.26	0.384	0.275	0.282	0.249	0.196	0.123	T
BN190059	0.394	0.652	0.712	0.712	0.231	0.19	NA	0.246	0.288	0.258	0.5	0.333	0.348	0.292	0.258	0.167	N
BN190062	0.376	0.586	0.607	0.552	0.198	0.208	NA	0.19	0.233	0.231	0.521	0.325	0.274	0.216	0.188	0.085	N
BN190068	0.381	0.646	0.578	0.564	0.247	0.237	NA	0.256	0.354	0.33	0.544	0.365	0.365	0.378	0.406	0.222	N
BN190071	0.38	0.639	0.668	0.644	0.343	0.285	NA	0.278	0.329	0.32	0.526	0.286	0.402	0.333	0.365	0.185	N
BN190072	0.48	0.66	0.605	0.523	0.31	0.199	NA	0.296	0.33	0.407	0.52	0.305	0.275	0.36	0.305	0.244	N
BN190073	0.639	0.77	0.753	0.667	0.597	0.539	NA	0.544	0.623	0.62	0.75	0.595	0.655	0.619	0.563	0.37	T
BN190075	0.457	0.641	0.616	0.636	0.277	0.22	0	0.291	0.411	0.288	0.512	0.277	0.296	0.272	0.207	0.125	N
BN190077	0.737	0.79	0.776	0.774	0.648	0.629	0.3	0.643	0.666	0.694	0.772	0.7	0.728	0.696	0.668	0.624	T
BN190080	0.349	0.616	0.686	0.605	0.128	0.062	NA	0.105	0.209	0.163	0.43	0.198	0.209	0.186	0.174	0.059	N
BN190083	0.549	0.746	0.671	0.634	0.352	0.426	NA	0.394	0.521	0.535	0.676	0.549	0.486	0.465	0.549	0.352	T
BN190085	0.3	0.8	0.6	0.7	0.5	NA	NA	0.3	0.3	0.3	0.8	0.1	0.2	0.1	0	0.3	N
BN190087	0.406	0.553	0.46	0.434	0.317	0.356	NA	0.333	0.371	0.384	0.556	0.369	0.449	0.417	0.387	0.278	T
BN190089	0.71	0.774	0.742	0.817	0.67	0.682	NA	0.645	0.581	0.685	0.796	0.677	0.699	0.624	0.634	0.584	N
BN190090	0.589	0.691	0.674	0.724	0.291	0.475	NA	0.312	0.491	0.517	0.566	0.486	0.537	0.531	0.217	0.471	T
BN190092	0.402	0.577	0.649	0.598	0.247	0.297	NA	0.289	0.351	0.32	0.557	0.33	0.433	0.302	0.113	0.223	N
BN190094	0.498	0.711	0.714	0.697	0.493	0.515	NA	0.486	0.509	0.472	0.642	0.596	0.578	0.56	0.569	0.46	T
BN190096	0.341	0.591	0.523	0.386	0.171	0.179	NA	0.182	0.273	0.256	0.477	0.432	0.25	0.227	0.205	0.302	N
BN190098	0.402	0.562	0.516	0.537	0.235	0.156	NA	0.217	0.26	0.292	0.507	0.311	0.292	0.276	0.247	0.206	N
BN190099	0.324	0.551	0.474	0.434	0.287	0.311	NA	0.299	0.328	0.407	0.577	0.365	0.467	0.445	0.343	0.324	T
BN190101	0.456	0.6	0.626	0.553	0.27	0.163	0	0.251	0.287	0.244	0.467	0.261	0.289	0.278	0.263	0.14	N
BN190106	0.534	0.685	0.698	0.785	0.404	0.504	NA	0.481	0.508	0.578	0.785	0.615	0.641	0.597	0.671	0.595	T
BN190109	0.29	0.515	0.499	0.469	0.244	0.19	0	0.193	0.233	0.17	0.403	0.229	0.257	0.203	0.219	0.129	N
BN190111	0.407	0.521	0.659	0.599	0.366	0.287	NA	0.329	0.347	0.241	0.473	0.377	0.281	0.265	0.168	0.114	T
BN190114	0.51	0.613	0.579	0.515	0.43	0.505	0.167	0.423	0.514	0.525	0.65	0.57	0.558	0.564	0.461	0.367	T
BN190117	0.569	0.663	0.553	0.654	0.505	0.54	NA	0.508	0.628	0.602	0.761	0.684	0.665	0.681	0.564	0.5	N
BN190119	0.879	0.94	0.94	0.915	0.913	0.9	NA	0.892	0.907	0.918	0.919	0.923	0.895	0.923	0.871	0.835	T
BN190120	0.438	0.586	0.486	0.483	0.198	0.384	NA	0.394	0.474	0.476	0.673	0.462	0.555	0.548	0.467	0.396	N
BN190121	0.438	0.609	0.52	0.481	0.353	0.369	0	0.371	0.397	0.505	0.662	0.509	0.528	0.511	0.435	0.376	T
BN190122	0.382	0.614	0.698	0.606	0.247	0.184	0.062	0.197	0.306	0.271	0.486	0.329	0.3	0.318	0.311	0.164	N
BN190125	0.4	0.578	0.586	0.54	0.287	0.191	0.067	0.217	0.291	0.268	0.527	0.261	0.273	0.245	0.221	0.128	T
BN190128	0.431	0.556	0.486	0.486	0.211	0.269	NA	0.225	0.31	0.268	0.458	0.292	0.319	0.222	0.319	0.127	N
BN190131	0.311	0.551	0.568	0.465	0.225	0.244	NA	0.316	0.316	0.307	0.514	0.284	0.32	0.253	0.202	0.199	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.52	0.641	0.62	0.574	0.437	0.446	0.273	0.452	0.497	0.525	0.638	0.52	0.565	0.528	0.455	0.369	T
BN190137	0.375	0.708	0.667	0.5	0.167	0.217	NA	0.217	0.25	0.208	0.333	0.292	0.292	0.167	0.167	0.042	N
BN190141	0.455	0.586	0.549	0.514	0.3	0.385	0	0.38	0.456	0.522	0.621	0.448	0.51	0.476	0.446	0.323	T
BN190142	0.656	0.748	0.713	0.721	0.469	0.413	0	0.428	0.508	0.494	0.679	0.532	0.575	0.581	0.468	0.42	N
BN190147	0.373	0.645	0.53	0.503	0.375	0.31	NA	0.317	0.361	0.408	0.586	0.408	0.503	0.479	0.355	0.263	T
BN190149	0.331	0.683	0.669	0.574	0.353	0.239	NA	0.27	0.359	0.282	0.5	0.317	0.326	0.338	0.296	0.204	N
BN190150	0.314	0.495	0.419	0.471	0.225	0.246	NA	0.262	0.389	0.4	0.571	0.429	0.424	0.471	0.351	0.286	T
BN190151	0.346	0.458	0.359	0.38	0.21	0.298	0.071	0.313	0.305	0.402	0.538	0.378	0.559	0.536	0.391	0.325	T
BN190155	0.565	0.652	0.652	0.565	0.304	0.19	NA	0.348	0.522	0.522	0.522	0.435	0.522	0.565	0.478	0.087	N
BN190158	0.57	0.715	0.626	0.5	0.44	0.432	0	0.436	0.426	0.582	0.659	0.424	0.607	0.561	0.548	0.515	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.566	0.741	0.761	0.679	0.531	0.537	NA	0.558	0.602	0.513	0.761	0.504	0.562	0.607	0.558	0.486	N
BN190164	0.819	0.873	0.886	0.822	0.751	0.808	NA	0.767	0.8	0.835	0.878	0.792	0.805	0.827	0.789	0.815	T
BN190166	0.68	0.819	0.777	0.725	0.575	0.63	NA	0.624	0.673	0.701	0.857	0.745	0.752	0.751	0.705	0.642	N
BN190168	0.475	0.661	0.622	0.619	0.408	0.266	0.4	0.381	0.406	0.382	0.57	0.39	0.363	0.356	0.342	0.168	T
BN190170	0.379	0.547	0.543	0.488	0.335	0.351	NA	0.305	0.422	0.412	0.583	0.352	0.41	0.355	0.316	0.285	T
BN190171	0.335	0.59	0.713	0.624	0.237	0.107	NA	0.211	0.236	0.251	0.456	0.221	0.268	0.212	0.256	0.146	N
BN190172	0.5	0.571	0.571	0.643	0.286	0.231	NA	0.286	0.429	0.286	0.214	0.5	0.357	0.429	0.143	0.083	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.673	0.82	0.759	0.769	0.606	0.643	0.154	0.592	0.694	0.698	0.792	0.695	0.68	0.727	0.677	0.635	T
BN190180	0.433	0.67	0.635	0.65	0.356	0.222	NA	0.243	0.355	0.296	0.463	0.355	0.381	0.394	0.389	0.183	N
BN190181	0.265	0.564	0.571	0.451	0.16	0.217	0	0.222	0.427	0.488	0.615	0.282	0.427	0.251	0.218	0.15	T
BN190184	0.345	0.548	0.569	0.498	0.195	0.183	NA	0.17	0.312	0.229	0.334	0.223	0.306	0.262	0.201	0.152	N
BN190186	0.513	0.704	0.546	0.576	0.331	0.417	NA	0.393	0.47	0.601	0.645	0.53	0.57	0.487	0.447	0.427	T
BN190189	0.451	0.608	0.608	0.588	0.38	0.133	NA	0.216	0.333	0.235	0.431	0.294	0.353	0.333	0.294	0.12	N
BN190191	0.819	0.871	0.865	0.854	0.747	0.705	NA	0.702	0.754	0.757	0.854	0.789	0.813	0.778	0.795	0.708	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.254	0.436	0.458	0.429	0.162	0.108	0.071	0.114	0.187	0.139	0.418	0.203	0.202	0.235	0.143	0.085	T
BN190195	0.378	0.635	0.691	0.596	0.263	0.128	0	0.135	0.281	0.178	0.43	0.283	0.213	0.2	0.174	0.061	N
BN190198	0.497	0.65	0.605	0.682	0.55	0.434	NA	0.404	0.465	0.436	0.592	0.408	0.487	0.465	0.248	0.436	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.103	0.184	0.179	0.165	0.122	0.108	0	0.097	0.147	0.483	0.57	0.66	0.601	0.726	0.606	0.636	T
BN190201	0.401	0.542	0.488	0.498	0.253	0.193	0.071	0.211	0.347	0.311	0.532	0.358	0.348	0.333	0.291	0.164	N
BN190202	0.641	0.735	0.693	0.699	0.607	0.508	0.167	0.526	0.566	0.574	0.693	0.605	0.607	0.581	0.594	0.49	T
BN190203	0.407	0.556	0.467	0.37	0.336	0.291	NA	0.315	0.435	0.528	0.556	0.454	0.463	0.435	0.38	0.362	T
BN190206	0.488	0.608	0.632	0.571	0.363	0.219	0	0.267	0.411	0.374	0.548	0.322	0.384	0.375	0.295	0.137	N
BN190209	0.518	0.627	0.582	0.618	0.431	0.317	NA	0.275	0.472	0.324	0.569	0.4	0.382	0.391	0.291	0.127	N
BN190210	0.707	0.856	0.851	0.835	0.616	0.452	NA	0.625	0.663	0.665	0.782	0.662	0.652	0.66	0.572	0.609	T
BN190211	0.832	0.918	0.877	0.869	0.804	0.744	0.357	0.848	0.84	0.83	0.885	0.851	0.823	0.838	0.822	0.774	T
BN190213	0.275	0.608	0.65	0.445	0.175	0.051	NA	0.05	0.16	0.108	0.292	0.133	0.167	0.183	0.15	0.092	N
BN190215	0.683	0.793	0.747	0.75	0.674	0.611	0.273	0.617	0.647	0.656	0.736	0.629	0.661	0.675	0.653	0.6	T
BN190218	0.447	0.626	0.585	0.562	0.441	0.418	0.091	0.511	0.517	0.53	0.683	0.558	0.527	0.473	0.487	0.418	N
BN190219	0.451	0.674	0.493	0.568	0.482	0.532	NA	0.564	0.559	0.614	0.676	0.592	0.598	0.611	0.486	0.567	T
BN190221	0.315	0.508	0.497	0.416	0.26	0.247	0.056	0.286	0.271	0.307	0.436	0.31	0.339	0.321	0.276	0.191	N
BN190223	0.435	0.578	0.503	0.489	0.359	0.411	NA	0.421	0.485	0.527	0.629	0.514	0.502	0.523	0.471	0.457	T
BN190225	0.326	0.545	0.577	0.535	0.286	0.158	0	0.201	0.266	0.225	0.363	0.24	0.233	0.258	0.162	0.154	N
BN190227	0.612	0.758	0.696	0.688	0.585	0.64	0.294	0.64	0.66	0.655	0.781	0.667	0.697	0.682	0.66	0.587	T
BN190229	0.499	0.673	0.613	0.609	0.421	0.395	0.167	0.418	0.477	0.5	0.671	0.46	0.534	0.456	0.46	0.395	N
BN190231	0.524	0.666	0.589	0.62	0.45	0.474	NA	0.466	0.505	0.506	0.656	0.502	0.528	0.552	0.511	0.408	T
BN190233	0.447	0.608	0.58	0.525	0.299	0.24	NA	0.287	0.365	0.386	0.498	0.329	0.341	0.361	0.384	0.26	N
BN190235	0.381	0.581	0.574	0.501	0.323	0.28	0	0.312	0.311	0.394	0.543	0.314	0.382	0.371	0.276	0.258	T
BN190238	0.412	0.628	0.613	0.634	0.304	0.124	0	0.196	0.25	0.259	0.463	0.301	0.285	0.269	0.22	0.145	N
BN190240	0.498	0.639	0.527	0.492	0.352	0.399	0.031	0.391	0.483	0.521	0.642	0.492	0.532	0.511	0.41	0.357	T
BN190241	0.547	0.655	0.639	0.63	0.411	0.303	0	0.382	0.387	0.413	0.598	0.468	0.442	0.414	0.375	0.319	N
BN190242	0.139	0.259	0.258	0.234	0.157	0.195	0	0.195	0.274	0.43	0.683	0.464	0.729	0.742	0.73	0.684	T
BN190244	0.394	0.568	0.492	0.481	0.324	0.351	0.091	0.421	0.444	0.519	0.646	0.442	0.537	0.452	0.409	0.357	T
BN190245	0.532	0.737	0.741	0.748	0.352	0.231	NA	0.301	0.385	0.316	0.575	0.346	0.383	0.36	0.308	0.195	N
BN190247	0.465	0.565	0.584	0.535	0.382	0.254	0	0.325	0.431	0.37	0.584	0.384	0.403	0.406	0.401	0.16	T
BN190248	0.902	0.917	0.936	0.929	0.901	0.873	NA	0.894	0.91	0.909	0.929	0.91	0.917	0.902	0.917	0.888	T
BN190249	0.776	0.818	0.818	0.851	0.718	0.714	NA	0.725	0.762	0.748	0.818	0.797	0.804	0.804	0.718	0.707	T
BN190251	0.385	0.534	0.41	0.455	0.284	0.302	0.214	0.315	0.381	0.419	0.619	0.394	0.463	0.442	0.37	0.277	T
BN190252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190255	0.301	0.474	0.518	0.445	0.218	0.161	0	0.2	0.27	0.199	0.419	0.22	0.272	0.219	0.182	0.121	N
BN190256	0.414	0.771	0.743	0.771	0.565	0.672	NA	0.679	0.357	0.655	0.636	0.636	0.614	0.707	0.721	0.292	T
BN190257	0.396	0.61	0.645	0.576	0.366	0.169	0.103	0.233	0.274	0.264	0.449	0.308	0.262	0.25	0.222	0.121	N
BN190258	0.544	0.756	0.686	0.69	0.446	0.581	NA	0.525	0.554	0.667	0.746	0.616	0.587	0.658	0.678	0.64	T
BN190260	0.298	0.451	0.444	0.35	0.189	0.209	NA	0.224	0.241	0.283	0.413	0.284	0.253	0.267	0.209	0.261	N
BN190262	0.391	0.626	0.583	0.544	0.184	0.104	NA	0.168	0.27	0.175	0.47	0.243	0.278	0.217	0.217	0.105	N
BN190264	0.341	0.58	0.566	0.522	0.251	0.282	NA	0.362	0.326	0.368	0.515	0.322	0.321	0.337	0.238	0.175	N
BN190265	0.46	0.548	0.611	0.532	0.512	0.544	NA	0.492	0.635	0.651	0.762	0.683	0.611	0.648	0.437	0.312	T
BN190266	0.361	0.618	0.588	0.565	0.271	0.181	NA	0.232	0.338	0.338	0.512	0.344	0.323	0.324	0.241	0.195	N
BN190267	0.496	0.66	0.616	0.628	0.425	0.412	NA	0.434	0.46	0.48	0.639	0.55	0.528	0.556	0.528	0.448	T
BN190269	0.487	0.643	0.636	0.623	0.302	0.231	NA	0.23	0.353	0.344	0.494	0.275	0.396	0.314	0.26	0.162	N
BN190270	0.298	0.483	0.483	0.474	0.155	0.179	NA	0.177	0.333	0.335	0.589	0.426	0.407	0.495	0.397	0.227	T
BN190271	0.467	0.619	0.721	0.562	0.238	0.184	NA	0.221	0.333	0.305	0.505	0.276	0.305	0.267	0.257	0.162	N
BN190274	0.433	0.615	0.636	0.534	0.455	0.415	NA	0.455	0.491	0.49	0.684	0.503	0.574	0.543	0.466	0.387	T
BN190278	0.799	0.861	0.889	0.87	0.794	0.767	NA	0.768	0.79	0.771	0.867	0.801	0.796	0.809	0.765	0.75	T
BN190279	0.413	0.682	0.639	0.561	0.298	0.257	NA	0.32	0.433	0.409	0.616	0.424	0.373	0.429	0.29	0.163	N
BN190280	0.374	0.689	0.488	0.588	0.529	0.646	NA	0.601	0.909	0.883	0.972	0.923	0.902	0.916	0.916	0.848	T
BN190283	0.372	0.513	0.536	0.504	0.216	0.2	NA	0.241	0.286	0.283	0.518	0.283	0.363	0.354	0.248	0.255	N
BN190284	0.633	0.783	0.747	0.731	0.612	0.564	0	0.569	0.588	0.626	0.773	0.658	0.669	0.668	0.619	0.477	T
BN190285	0.311	0.538	0.524	0.5	0.238	0.2	NA	0.2	0.274	0.248	0.419	0.33	0.283	0.217	0.264	0.104	N
BN190286	0.563	0.708	0.549	0.646	0.296	0.437	NA	0.354	0.277	0.519	0.601	0.519	0.54	0.527	0.477	0.375	T
BN190287	0.358	0.611	0.606	0.642	0.277	0.27	NA	0.351	0.4	0.362	0.516	0.295	0.368	0.319	0.319	0.194	N
BN190288	0.5	0.706	0.579	0.568	0.5	0.612	NA	0.561	0.587	0.603	0.728	0.611	0.619	0.587	0.627	0.529	T
BN190290	0.644	0.76	0.74	0.722	0.576	0.626	NA	0.559	0.628	0.652	0.785	0.656	0.665	0.62	0.603	0.512	N
BN190292	0.523	0.71	0.724	0.705	0.25	0.321	0	0.347	0.435	0.462	0.682	0.36	0.41	0.395	0.303	0.311	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.596	0.69	0.527	0.54	0.432	0.455	0.364	0.409	0.48	0.592	0.63	0.618	0.63	0.562	0.519	0.488	T
BN190298	0.585	0.738	0.665	0.648	0.472	0.386	NA	0.396	0.47	0.479	0.571	0.494	0.506	0.454	0.378	0.37	N
BN190300	0.854	0.902	0.917	0.917	0.842	0.832	NA	0.832	0.82	0.83	0.864	0.835	0.84	0.84	0.835	0.781	T
BN190303	0.446	0.593	0.585	0.529	0.33	0.275	0.133	0.307	0.339	0.339	0.543	0.34	0.307	0.344	0.274	0.274	N
BN190305	0.303	0.511	0.457	0.43	0.24	0.236	0.062	0.283	0.291	0.306	0.543	0.356	0.343	0.357	0.315	0.187	T
BN190308	0.516	0.646	0.676	0.665	0.361	0.251	0.071	0.279	0.414	0.336	0.53	0.359	0.389	0.381	0.318	0.167	N
BN190310	0.372	0.605	0.647	0.56	0.257	0.189	NA	0.17	0.256	0.272	0.485	0.278	0.305	0.237	0.331	0.11	N
BN190312	0.814	0.92	0.939	0.904	0.787	0.722	NA	0.731	0.776	0.751	0.851	0.795	0.764	0.768	0.745	0.712	T
BN190313	0.773	0.842	0.784	0.408	0.484	0.694	0.333	0.629	0.736	0.758	0.842	0.739	0.684	0.779	0.724	0.675	T
BN190314	0.504	0.758	0.62	0.661	0.403	0.224	NA	0.322	0.388	0.455	0.562	0.413	0.388	0.355	0.347	0.133	N
BN190315	0.585	0.756	0.732	0.585	0.45	0.359	NA	0.317	0.463	0.538	0.61	0.39	0.275	0.366	0.341	0.39	N
BN190319	0.4	0.655	0.565	0.671	0.424	0.321	NA	0.412	0.548	0.541	0.624	0.565	0.565	0.612	0.541	0.452	T
