BN190037	NA	0.111	0.401	0.11	0.127	0.095	0.229	0.183	0.193	0.171	0.189	0.193	N
BN190038	NA	0.2	NA	0.2	0.2	0.2	0.5	0.5	0.4	0.4	0.4	0.6	N
BN190039	NA	0.504	0.686	0.498	0.542	0.508	0.585	0.588	0.591	0.544	0.519	0.51	T
BN190040	NA	0.144	0.455	0.135	0.204	0.189	0.39	0.359	0.344	0.284	0.28	0.276	N
BN190041	NA	0.087	0.428	0.159	0.222	0.159	0.49	0.437	0.443	0.315	0.308	0.339	T
BN190042	NA	0.066	0.4	0.044	0.111	0.057	0.225	0.219	0.201	0.151	0.125	0.163	N
BN190044	NA	0.848	0.946	0.883	0.895	0.889	0.923	0.914	0.935	0.916	0.929	0.907	T
BN190046	NA	0.429	0.568	0.417	0.441	0.434	0.661	0.659	0.657	0.537	0.58	0.547	T
BN190047	NA	0.198	0.432	0.213	0.258	0.198	0.41	0.387	0.361	0.28	0.289	0.337	N
BN190048	NA	0.184	0.416	0.194	0.212	0.199	0.406	0.382	0.424	0.361	0.333	0.241	T
BN190049	NA	0.626	0.909	0.591	0.758	0.547	0.826	0.826	0.792	0.817	0.779	0.779	T
BN190050	NA	0.219	0.563	0.162	0.217	0.212	0.352	0.322	0.281	0.282	0.265	0.283	N
BN190051	NA	0.166	0.532	0.168	0.196	0.168	0.505	0.461	0.474	0.376	0.434	0.377	T
BN190052	NA	0.23	0.532	0.169	0.241	0.238	0.467	0.434	0.414	0.384	0.393	0.369	N
BN190054	NA	0.448	0.881	0.912	0.861	0.839	0.92	0.912	0.796	0.948	0.883	0.869	T
BN190055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190056	NA	0.07	0.369	0.079	0.119	0.084	0.218	0.21	0.155	0.109	0.196	0.173	N
BN190057	NA	0.062	0.358	0.067	0.109	0.098	0.241	0.238	0.214	0.122	0.195	0.218	T
BN190059	NA	0.018	0.319	0.018	0.044	0.018	0.142	0.142	0.097	0.035	0.097	0.08	N
BN190062	NA	0.043	0.437	0.044	0.053	0.049	0.21	0.15	0.137	0.085	0.116	0.161	N
BN190068	NA	0.077	0.434	0.065	0.086	0.078	0.227	0.182	0.159	0.104	0.137	0.21	N
BN190071	NA	0.053	0.287	0.071	0.132	0.147	0.281	0.278	0.214	0.201	0.208	0.225	N
BN190072	NA	0.174	0.546	0.093	0.231	0.148	0.408	0.424	0.35	0.295	0.345	0.372	N
BN190073	NA	0.283	0.7	0.22	0.26	0.204	0.58	0.5	0.592	0.571	0.469	0.531	T
BN190075	NA	0.021	0.376	0.043	0.07	0.075	0.18	0.194	0.16	0.105	0.121	0.147	N
BN190077	NA	0.553	0.763	0.57	0.582	0.584	0.666	0.664	0.635	0.615	0.648	0.64	T
BN190080	NA	0.039	0.353	0.065	0.073	0.051	0.129	0.146	0.171	0.064	0.087	0.157	N
BN190083	NA	0.166	0.451	0.168	0.221	0.213	0.527	0.49	0.469	0.354	0.412	0.34	T
BN190085	NA	0.082	0.514	0.119	0.167	0.106	0.33	0.288	0.235	0.159	0.173	0.258	N
BN190087	NA	0.163	0.416	0.223	0.25	0.223	0.507	0.455	0.466	0.354	0.401	0.394	T
BN190089	NA	0.448	0.668	0.445	0.439	0.437	0.606	0.587	0.557	0.512	0.528	0.551	N
BN190090	NA	0.332	0.689	0.263	0.552	0.202	0.628	0.625	0.64	0.624	0.646	0.615	T
BN190092	NA	0.15	0.569	0.132	0.265	0.101	0.377	0.351	0.364	0.315	0.353	0.349	N
BN190094	NA	0.561	0.79	0.414	0.486	0.268	0.618	0.614	0.604	0.587	0.571	0.585	T
BN190096	NA	0.188	0.486	0.12	0.201	0.143	0.349	0.319	0.32	0.261	0.314	0.315	N
BN190098	NA	0.074	0.442	0.056	0.086	0.072	0.253	0.212	0.275	0.152	0.21	0.213	N
BN190099	NA	0.063	0.374	0.077	0.101	0.092	0.435	0.367	0.384	0.233	0.283	0.243	T
BN190101	NA	0.039	0.409	0.041	0.057	0.057	0.23	0.192	0.189	0.102	0.185	0.202	N
BN190106	NA	0.496	0.707	0.508	0.53	0.488	0.567	0.563	0.55	0.537	0.57	0.577	T
BN190109	NA	0.139	0.395	0.153	0.174	0.175	0.25	0.257	0.222	0.225	0.264	0.287	N
BN190111	NA	0.038	0.397	0.036	0.102	0.063	0.209	0.186	0.196	0.107	0.147	0.174	T
BN190114	NA	0.214	0.473	0.173	0.265	0.211	0.49	0.468	0.484	0.424	0.441	0.382	T
BN190117	NA	0.422	0.674	0.442	0.487	0.485	0.68	0.614	0.68	0.6	0.615	0.558	N
BN190119	NA	0.793	0.901	0.561	0.592	0.563	0.784	0.858	0.828	0.874	0.87	0.858	T
BN190120	NA	0.155	0.379	0.159	0.199	0.247	0.54	0.442	0.41	0.329	0.374	0.283	N
BN190121	NA	0.146	0.465	0.135	0.22	0.16	0.44	0.404	0.406	0.318	0.351	0.261	T
BN190122	NA	0.152	0.498	0.153	0.193	0.163	0.302	0.247	0.243	0.223	0.237	0.263	N
BN190125	NA	0.041	0.36	0.03	0.083	0.072	0.192	0.16	0.169	0.094	0.132	0.189	T
BN190128	NA	0.04	0.397	0.029	0.064	0.032	0.141	0.157	0.159	0.063	0.091	0.177	N
BN190131	NA	0.059	0.373	0.011	0.11	0.033	0.264	0.198	0.167	0.244	0.22	0.236	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	NA	0.32	0.57	0.216	0.286	0.296	0.563	0.548	0.492	0.4	0.355	0.323	T
BN190137	NA	0.12	0.343	0.065	0.079	0.069	0.208	0.138	0.184	0.133	0.166	0.195	N
BN190141	NA	0.086	0.333	0.141	0.173	0.16	0.448	0.46	0.466	0.352	0.281	0.312	T
BN190142	NA	0.356	0.562	0.345	0.381	0.373	0.647	0.627	0.587	0.501	0.519	0.54	N
BN190147	NA	0.054	0.371	0.096	0.127	0.127	0.437	0.357	0.42	0.291	0.266	0.314	T
BN190149	NA	0.029	0.233	0.068	0.096	0.057	0.305	0.329	0.334	0.246	0.247	0.28	N
BN190150	NA	0.077	0.5	0.133	0.214	0.133	0.467	0.4	0.4	0.286	0.267	0.429	T
BN190151	NA	0.176	0.47	0.224	0.276	0.265	0.464	0.43	0.423	0.335	0.356	0.322	T
BN190155	NA	0.073	0.312	0.078	0.109	0.109	0.202	0.163	0.197	0.125	0.178	0.22	N
BN190158	NA	0.056	0.296	0.148	0.15	0.22	0.578	0.526	0.471	0.455	0.371	0.314	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	NA	0.138	0.491	0.174	0.22	0.158	0.362	0.337	0.309	0.3	0.328	0.301	N
BN190164	NA	0.495	0.764	0.639	0.631	0.579	0.831	0.785	0.749	0.745	0.76	0.729	T
BN190166	NA	0.507	0.729	0.432	0.513	0.363	0.719	0.677	0.636	0.609	0.617	0.523	N
BN190168	NA	0.079	0.44	0.101	0.137	0.13	0.346	0.325	0.336	0.243	0.316	0.244	T
BN190170	NA	0.109	0.411	0.125	0.198	0.15	0.39	0.33	0.354	0.27	0.282	0.269	T
BN190171	NA	0.032	0.286	0.057	0.042	0.057	0.171	0.113	0.113	0.1	0.134	0.141	N
BN190172	NA	0.282	0.523	0.09	0.287	0.538	0.627	0.65	0.611	0.411	0.558	0.572	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	NA	0.481	0.747	0.43	0.55	0.454	0.796	0.735	0.75	0.716	0.715	0.671	T
BN190180	NA	0.102	0.426	0.121	0.135	0.122	0.285	0.251	0.253	0.169	0.212	0.228	N
BN190181	NA	0.199	0.584	0.223	0.235	0.253	0.455	0.413	0.39	0.551	0.382	0.511	T
BN190184	NA	0.023	0.461	0.087	0.098	0.104	0.266	0.261	0.224	0.136	0.176	0.18	N
BN190186	NA	0.146	0.331	0.104	0.104	0.126	0.395	0.365	0.33	0.25	0.303	0.201	T
BN190189	NA	0.039	0.444	0.053	0.037	0.032	0.147	0.131	0.158	0.074	0.089	0.111	N
BN190191	NA	0.523	0.772	0.577	0.606	0.62	0.723	0.647	0.691	0.622	0.676	0.591	T
BN190192	NA	0.632	0.867	0.684	0.684	0.632	0.789	0.789	0.632	0.632	0.789	0.842	N
BN190193	NA	0.021	0.346	0.031	0.051	0.02	0.136	0.086	0.122	0.074	0.117	0.15	T
BN190195	NA	0.028	0.41	0.013	0.007	0.034	0.112	0.125	0.118	0.06	0.12	0.16	N
BN190198	NA	0.366	0.622	0.277	0.366	0.309	0.558	0.55	0.506	0.45	0.448	0.468	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	NA	0.385	0.571	0.317	0.415	0.268	0.512	0.561	0.659	0.525	0.463	0.512	T
BN190201	NA	0.026	0.285	0.037	0.08	0.072	0.16	0.15	0.161	0.109	0.128	0.093	N
BN190202	NA	0.267	0.586	0.328	0.353	0.314	0.621	0.633	0.636	0.531	0.469	0.502	T
BN190203	NA	0.088	0.375	0.102	0.144	0.134	0.448	0.373	0.435	0.274	0.306	0.236	T
BN190206	NA	0.079	0.384	0.041	0.119	0.076	0.213	0.229	0.175	0.139	0.164	0.184	N
BN190209	NA	0	0.2	0	0.024	0	0.268	0.171	0.22	0.075	0.049	0.171	N
BN190210	NA	0.534	0.797	0.291	0.596	0.219	0.629	0.603	0.633	0.604	0.613	0.603	T
BN190211	NA	0.719	0.869	0.679	0.751	0.636	0.834	0.817	0.828	0.793	0.775	0.766	T
BN190213	NA	0.025	0.361	0.048	0.065	0.041	0.145	0.138	0.113	0.041	0.089	0.073	N
BN190215	NA	0.452	0.663	0.464	0.503	0.433	0.638	0.628	0.612	0.564	0.546	0.508	T
BN190218	NA	0.161	0.431	0.148	0.18	0.168	0.374	0.354	0.303	0.245	0.303	0.243	N
BN190219	NA	0.061	0.377	0.067	0.109	0.085	0.422	0.444	0.383	0.197	0.295	0.198	T
BN190221	NA	0.05	0.298	0.047	0.077	0.064	0.366	0.265	0.276	0.159	0.197	0.193	N
BN190223	NA	0.252	0.457	0.239	0.284	0.272	0.44	0.407	0.466	0.365	0.375	0.345	T
BN190225	NA	0.075	0.364	0.078	0.146	0.088	0.243	0.228	0.185	0.127	0.177	0.148	N
BN190227	NA	0.034	0.4	0.085	0.1	0.102	0.35	0.367	0.31	0.283	0.233	0.22	T
BN190229	NA	0.113	0.397	0.058	0.048	0.038	0.24	0.26	0.317	0.154	0.221	0.284	N
BN190231	NA	0.258	0.493	0.247	0.296	0.257	0.441	0.426	0.407	0.374	0.409	0.424	T
BN190233	NA	0.091	0.333	0.043	0.043	0.043	0.13	0.217	0.182	0.13	0.174	0.05	N
BN190235	NA	0.106	0.388	0.099	0.172	0.122	0.365	0.373	0.346	0.273	0.27	0.311	T
BN190238	NA	0.115	0.453	0.081	0.121	0.105	0.316	0.253	0.316	0.16	0.264	0.275	N
BN190240	NA	0.156	0.5	0.153	0.226	0.208	0.567	0.581	0.541	0.399	0.433	0.344	T
BN190241	NA	0.139	0.489	0.134	0.169	0.148	0.39	0.353	0.368	0.296	0.301	0.32	N
BN190242	NA	0.718	0.837	0.707	0.714	0.719	0.824	0.806	0.788	0.774	0.758	0.746	T
BN190244	NA	0.075	0.36	0.109	0.156	0.132	0.457	0.372	0.434	0.354	0.352	0.22	T
BN190245	NA	0.134	0.282	0.158	0.136	0.153	0.261	0.261	0.234	0.164	0.217	0.222	N
BN190247	NA	0.049	0.338	0.041	0.046	0.057	0.172	0.101	0.096	0.056	0.117	0.081	T
BN190248	0	0.801	0.912	0.809	0.847	0.836	0.874	0.865	0.85	0.877	0.863	0.834	T
BN190249	NA	0.502	0.796	0.599	0.625	0.599	0.685	0.66	0.633	0.619	0.646	0.636	T
BN190251	NA	0.119	0.341	0.154	0.217	0.165	0.409	0.393	0.408	0.3	0.311	0.299	T
BN190252	NA	0.02	0.349	0.023	0.036	0.028	0.159	0.149	0.136	0.087	0.107	0.191	T
BN190255	NA	0.061	0.408	0.045	0.081	0.078	0.274	0.249	0.221	0.108	0.172	0.229	N
BN190256	NA	0.623	0.826	0.663	0.663	0.684	0.779	0.75	0.727	0.686	0.686	0.71	T
BN190257	NA	0.138	0.448	0.139	0.191	0.154	0.296	0.315	0.288	0.213	0.208	0.229	N
BN190258	NA	0.396	0.63	0.269	0.33	0.302	0.619	0.575	0.543	0.531	0.539	0.477	T
BN190260	NA	0.08	0.44	0.075	0.117	0.065	0.374	0.333	0.287	0.209	0.279	0.28	N
BN190262	NA	0.058	0.363	0.054	0.058	0.066	0.139	0.118	0.087	0.069	0.105	0.157	N
BN190264	NA	0.086	0.436	0.088	0.148	0.084	0.25	0.238	0.205	0.158	0.204	0.202	N
BN190265	NA	0.588	0.819	0.61	0.663	0.504	0.719	0.699	0.714	0.673	0.681	0.681	T
BN190266	NA	0.194	0.498	0.148	0.144	0.159	0.413	0.347	0.376	0.281	0.299	0.336	N
BN190267	NA	0.167	0.445	0.117	0.15	0.129	0.468	0.431	0.39	0.368	0.319	0.31	T
BN190269	NA	0.088	0.351	0.098	0.125	0.103	0.294	0.291	0.289	0.19	0.224	0.215	N
BN190270	NA	0.285	0.676	0.368	0.42	0.226	0.491	0.473	0.479	0.411	0.394	0.412	T
BN190271	NA	0.046	0.308	0.069	0.103	0.119	0.172	0.157	0.167	0.129	0.124	0.224	N
BN190274	NA	0.261	0.499	0.219	0.3	0.257	0.56	0.524	0.536	0.41	0.425	0.366	T
BN190278	NA	0.616	0.848	0.687	0.648	0.653	0.768	0.736	0.72	0.705	0.725	0.699	T
BN190279	NA	0.019	0.345	0.018	0.049	0.051	0.14	0.137	0.127	0.085	0.104	0.152	N
BN190280	NA	0.018	0.414	0.011	0.027	0.049	0.075	0.097	0.081	0.066	0.054	0.092	T
BN190283	NA	0.089	0.376	0.109	0.163	0.109	0.43	0.373	0.377	0.247	0.291	0.267	N
BN190284	NA	0.56	0.736	0.551	0.583	0.565	0.727	0.718	0.704	0.62	0.605	0.621	T
BN190285	NA	0.071	0.408	0.073	0.17	0.068	0.324	0.341	0.291	0.225	0.224	0.23	N
BN190286	NA	0.223	0.426	0.252	0.222	0.223	0.466	0.434	0.451	0.304	0.323	0.278	T
BN190287	NA	0.161	0.471	0.157	0.156	0.089	0.278	0.211	0.233	0.178	0.18	0.222	N
BN190288	NA	0.376	0.646	0.38	0.39	0.371	0.545	0.502	0.479	0.445	0.509	0.455	T
BN190290	NA	0.519	0.736	0.527	0.531	0.505	0.682	0.652	0.683	0.645	0.665	0.623	N
BN190292	NA	0.41	0.609	0.318	0.406	0.285	0.574	0.588	0.551	0.484	0.555	0.522	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	NA	0.257	0.507	0.216	0.308	0.249	0.588	0.574	0.585	0.48	0.54	0.364	T
BN190298	NA	0.196	0.44	0.117	0.157	0.188	0.297	0.294	0.271	0.245	0.257	0.254	N
BN190300	NA	0.536	0.729	0.371	0.4	0.557	0.729	0.771	0.757	0.721	0.757	0.614	T
BN190303	NA	0.155	0.484	0.079	0.079	0.06	0.303	0.246	0.298	0.224	0.248	0.337	N
BN190305	NA	0.095	0.429	0.043	0.064	0.078	0.294	0.303	0.275	0.226	0.2	0.197	T
BN190308	NA	0.167	0.506	0.146	0.178	0.122	0.278	0.289	0.27	0.236	0.222	0.3	N
BN190310	NA	0.047	0.404	0.054	0.103	0.077	0.207	0.209	0.182	0.111	0.13	0.191	N
BN190312	NA	0.619	0.758	0.624	0.616	0.636	0.663	0.636	0.642	0.647	0.659	0.643	T
BN190313	NA	0.554	0.792	0.628	0.634	0.478	0.769	0.772	0.697	0.669	0.67	0.576	T
BN190314	NA	0.041	0.328	0.032	0.057	0.061	0.189	0.166	0.133	0.088	0.094	0.114	N
BN190315	NA	0.178	0.469	0.19	0.251	0.192	0.435	0.39	0.359	0.281	0.337	0.342	N
BN190319	NA	0.389	0.631	0.38	0.427	0.418	0.634	0.629	0.62	0.527	0.521	0.502	T
BN190322	NA	0.227	0.458	0.222	0.281	0.213	0.641	0.542	0.584	0.453	0.449	0.449	T
BN190323	NA	0.555	0.808	0.604	0.621	0.613	0.747	0.725	0.729	0.69	0.709	0.689	T
position	46916924	46916945	46916950	46916983	46916985	46916990	46917019	46917024	46917037	46917062	46917082	46917109	
