BN190037	0.092	0.133	0.118	0.132	0.118	0.184	0.243	0.253	0.237	0.236	0.289	0.237	0.197	0.227	0.533	N
BN190038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190039	0.536	0.522	0.403	0.493	0.58	0.574	0.652	0.691	0.706	0.706	0.676	0.652	0.71	0.609	0.522	T
BN190040	0.261	0.116	0.081	0.148	0.149	0.239	0.261	0.345	0.36	0.482	0.425	0.31	0.471	0.31	0.54	N
BN190041	0.242	0.159	0.078	0.172	0.109	0.125	0.234	0.306	0.355	0.355	0.279	0.328	0.475	0.194	0.525	T
BN190042	0.161	0.098	0.043	0.075	0.109	0.129	0.129	0.311	0.3	0.349	0.299	0.236	0.222	0.135	0.567	N
BN190044	0.925	0.943	0.887	0.925	0.923	0.887	0.943	0.943	0.943	0.943	0.925	0.962	0.943	0.925	0.472	T
BN190046	0.531	0.571	0.479	0.531	0.531	0.429	0.469	0.542	0.571	0.531	0.612	0.571	0.583	0.449	0.571	T
BN190047	0.278	0.094	0.093	0.093	0.241	0.148	0.208	0.481	0.593	0.62	0.426	0.519	0.463	0.302	0.5	N
BN190048	0.31	0.195	0.171	0.19	0.214	0.143	0.357	0.225	0.425	0.447	0.475	0.475	0.5	0.325	0.5	T
BN190049	0.75	0.758	0.75	0.758	0.818	0.758	0.758	0.788	0.788	0.758	0.788	0.788	0.758	0.727	0.455	T
BN190050	0.304	0.222	0.217	0.261	0.283	0.196	0.178	0.378	0.311	0.31	0.386	0.289	0.4	0.244	0.444	N
BN190051	0.396	0.196	0.042	0.146	0.146	0.229	0.438	0.5	0.562	0.66	0.625	0.625	0.5	0.417	0.438	T
BN190052	0.286	0.155	0.066	0.168	0.13	0.151	0.314	0.437	0.475	0.525	0.431	0.379	0.434	0.337	0.552	N
BN190054	0.891	0.968	0.952	0.984	0.953	0.922	0.968	0.938	0.953	0.968	0.969	0.969	0.953	0.969	0.609	T
BN190055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190056	0.135	0.108	0	0.081	0.135	0.108	0.243	0.278	0.25	0.333	0.389	0.333	0.25	0.083	0.528	N
BN190057	0.216	0.118	0.079	0.071	0.102	0.103	0.252	0.25	0.266	0.336	0.252	0.339	0.347	0.211	0.452	T
BN190059	0.286	0.19	0.048	0.143	0.19	0	0.238	0.381	0.333	0.474	0.368	0.19	0.429	0.19	0.619	N
BN190062	0.094	0.031	0.062	0.094	0.094	0.125	0.097	0.129	0.161	0.233	0.194	0.194	0.226	0.129	0.484	N
BN190068	0.114	0.043	0.057	0.057	0.071	0.043	0.129	0.172	0.25	0.25	0.175	0.108	0.185	0.156	0.615	N
BN190071	0.188	0.062	0.031	0.031	0.094	0.094	0.156	0.29	0.375	0.156	0.219	0.387	0.438	0.156	0.688	N
BN190072	0.333	0.143	0.048	0.19	0.15	0.19	0.1	0.3	0.4	0.5	0.263	0.389	0.5	0.3	0.55	N
BN190073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190075	0.225	0.1	0.1	0.075	0.075	0.1	0.15	0.385	0.359	0.368	0.256	0.385	0.385	0.103	0.59	N
BN190077	0.626	0.625	0.616	0.624	0.634	0.631	0.69	0.717	0.719	0.735	0.699	0.694	0.712	0.591	0.537	T
BN190080	0.081	0.081	0.027	0.027	0.054	0.027	0.081	0.162	0.162	0.121	0.189	0.139	0.162	0.108	0.568	N
BN190083	0.139	0.083	0.083	0.086	0.206	0.139	0.314	0.2	0.333	0.294	0.389	0.389	0.361	0.361	0.667	T
BN190085	0.353	0.061	0	0.059	0.029	0.088	0.088	0.265	0.324	0.281	0.235	0.242	0.412	0.088	0.441	N
BN190087	0.243	0.189	0.081	0.135	0.243	0.243	0.333	0.459	0.297	0.314	0.278	0.27	0.361	0.25	0.486	T
BN190089	0.387	0.345	0.323	0.355	0.333	0.419	0.419	0.419	0.548	0.5	0.516	0.419	0.452	0.484	0.581	N
BN190090	0.49	0.109	0	0.163	0.204	0.286	0.469	0.625	0.542	0.6	0.532	0.532	0.542	0.542	0.375	T
BN190092	0.074	0	0	0.111	0.037	0	0.185	0.125	0.125	0.174	0.208	0.25	0.125	0.167	0.542	N
BN190094	0.674	0.652	0.609	0.609	0.622	0.63	0.652	0.739	0.761	0.689	0.652	0.63	0.739	0.696	0.348	T
BN190096	0.34	0.25	0.213	0.298	0.277	0.362	0.404	0.362	0.532	0.467	0.489	0.447	0.383	0.383	0.435	N
BN190098	0.163	0.063	0.025	0.063	0.052	0.075	0.125	0.244	0.256	0.274	0.231	0.182	0.269	0.167	0.538	N
BN190099	0.15	0.111	0.075	0.075	0.175	0.077	0.128	0.3	0.325	0.275	0.175	0.35	0.3	0.225	0.525	T
BN190101	0.111	0.093	0.089	0.111	0.156	0.067	0.156	0.295	0.205	0.317	0.205	0.205	0.25	0.163	0.5	N
BN190106	0.115	0.12	0.115	0.192	0.269	0.077	0.231	0.154	0.269	0.333	0.192	0.231	0.269	0.154	0.577	T
BN190109	0.167	0.056	0.056	0.083	0.167	0.111	0.143	0.306	0.171	0.5	0.139	0.333	0.333	0.222	0.611	N
BN190111	0.143	0.143	0.095	0.048	0.095	0.048	0.19	0.619	0.619	0.571	0.381	0.381	0.286	0.238	0.619	T
BN190114	0.077	0.385	0.154	0.154	0.154	0.462	0.615	0.538	0.615	0.692	0.385	0.308	0.231	0.231	0.462	T
BN190117	0.389	0.235	0.056	0.222	0.222	0.278	0.278	0.444	0.556	0.5	0.5	0.444	0.444	0.222	0.556	N
BN190119	0.824	0.882	0.765	0.882	0.882	0.824	0.941	0.941	0.941	0.941	0.882	0.941	0.882	0.882	0.412	T
BN190120	0.217	0.478	0.261	0.13	0.261	0.174	0.348	0.571	0.667	0.571	0.619	0.524	0.714	0.476	0.762	N
BN190121	0.396	0.358	0.321	0.302	0.321	0.288	0.415	0.528	0.472	0.608	0.472	0.528	0.588	0.472	0.604	T
BN190122	0.156	0.091	0.178	0.156	0.089	0.178	0.267	0.317	0.268	0.342	0.268	0.244	0.293	0.275	0.659	N
BN190125	0.124	0.112	0.034	0.046	0.08	0.067	0.112	0.195	0.322	0.512	0.256	0.23	0.379	0.163	0.506	T
BN190128	0.034	0.034	0	0.034	0.069	0	0.034	0.107	0.214	0.25	0.222	0.185	0.214	0.036	0.679	N
BN190131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.462	0.167	0.154	0.154	0.308	0.077	0.538	0.385	0.615	0.667	0.692	0.615	0.538	0.385	0.538	T
BN190137	0.053	0	0.053	0.053	0.105	0	0	0.105	0.263	0.118	0.158	0.105	0	0.053	0.474	N
BN190141	0.143	0.071	0.071	0.143	0.071	0.077	0.071	0.357	0.5	0.357	0.214	0.429	0.286	0.286	0.429	T
BN190142	0.517	0.448	0.429	0.517	0.483	0.483	0.448	0.536	0.536	0.643	0.621	0.586	0.655	0.483	0.483	N
BN190147	0.545	0	0	0	0.273	0.182	0.364	0.364	0.364	0.5	0.364	0.636	0.636	0.273	0.364	T
BN190149	0.083	0.083	0.042	0.042	0.083	0.042	0.333	0.261	0.333	0.455	0.375	0.417	0.417	0.125	0.708	N
BN190150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190151	0.329	0.325	0.167	0.128	0.215	0.091	0.304	0.41	0.436	0.462	0.41	0.423	0.481	0.385	0.526	T
BN190155	0.167	0.25	0.167	0.167	0.167	0.167	0.167	0.25	0.25	0.25	0.25	0.25	0.333	0.083	0.75	N
BN190158	0.613	0.194	0.065	0.097	0.161	0.419	0.581	0.5	0.7	0.643	0.6	0.6	0.69	0.6	0.4	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.316	0.278	0.211	0.211	0.421	0.105	0.526	0.474	0.684	0.632	0.611	0.526	0.684	0.579	0.263	N
BN190164	0.593	0.287	0.346	0.383	0.45	0.475	0.79	0.722	0.873	0.81	0.823	0.899	0.861	0.718	0.513	T
BN190166	0.318	0.171	0.185	0.205	0.212	0.382	0.565	0.516	0.636	0.656	0.589	0.63	0.633	0.492	0.539	N
BN190168	0.121	0.09	0.034	0.06	0.112	0.06	0.25	0.417	0.33	0.477	0.377	0.289	0.391	0.191	0.426	T
BN190170	0.384	0.395	0.345	0.412	0.357	0.372	0.6	0.639	0.643	0.683	0.643	0.651	0.639	0.446	0.56	T
BN190171	0.125	0.125	0.1	0.125	0.051	0.125	0.179	0.179	0.231	0.135	0.205	0.179	0.263	0.077	0.462	N
BN190172	0.512	0.023	0.116	0.14	0.163	0.14	0.442	0.524	0.643	0.571	0.571	0.524	0.524	0.5	0.5	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.565	0.177	0.339	0.411	0.419	0.374	0.642	0.637	0.573	0.754	0.734	0.669	0.702	0.379	0.54	T
BN190180	0.138	0.086	0.069	0.121	0.138	0.086	0.138	0.155	0.224	0.218	0.175	0.259	0.172	0.07	0.431	N
BN190181	0.688	0.562	0.469	0.312	0.344	0.406	0.438	0.312	0.5	0.625	0.5	0.562	0.594	0.406	0.562	T
BN190184	0.25	0.25	0.167	0.083	0.167	0.25	0.083	0.375	0.333	0.208	0.167	0.417	0.25	0.25	0.5	N
BN190186	0.136	0.182	0.227	0.182	0.136	0	0.273	0.333	0.455	0.524	0.455	0.455	0.545	0.273	0.409	T
BN190189	0.238	0.095	0.143	0.048	0.048	0.095	0.19	0.286	0.238	0.158	0.238	0.286	0.381	0.19	0.524	N
BN190191	0.667	0.667	0.467	0.6	0.733	0.6	0.667	0.867	0.733	0.8	0.733	0.786	0.867	0.867	0.333	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.045	0.048	0	0	0.091	0	0.095	0.182	0.091	0.2	0.182	0	0.136	0.182	0.636	T
BN190195	0	0	0.067	0.067	0.133	0.067	0	0.2	0.133	0.154	0	0	0	0	0.667	N
BN190198	0.45	0.333	0.259	0.267	0.333	0.31	0.45	0.492	0.542	0.593	0.525	0.576	0.559	0.414	0.559	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.545	0.636	0.636	0.636	0.727	0.455	0.545	0.6	0.727	0.7	0.636	0.727	0.818	0.364	0.545	T
BN190201	0.205	0.024	0	0.114	0.068	0.136	0.227	0.167	0.333	0.39	0.372	0.262	0.372	0.119	0.465	N
BN190202	0.27	0.071	0.03	0.22	0.29	0.24	0.303	0.374	0.535	0.704	0.606	0.596	0.636	0.316	0.556	T
BN190203	0.133	0.067	0.133	0.133	0.133	0.2	0.267	0.4	0.2	0.267	0.333	0.4	0.4	0.333	0.667	T
BN190206	0.115	0.115	0.04	0.077	0.154	0.115	0.154	0.269	0.346	0.2	0.269	0.115	0.308	0.231	0.692	N
BN190209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190210	0.405	0.417	0.278	0.486	0.541	0.351	0.568	0.676	0.622	0.676	0.568	0.595	0.595	0.486	0.459	T
BN190211	0.816	0.8	0.796	0.809	0.842	0.704	0.851	0.835	0.887	0.904	0.896	0.887	0.904	0.774	0.474	T
BN190213	0.111	0.105	0.158	0.105	0.105	0.053	0.105	0.158	0.105	0.111	0.053	0.053	0.158	0.053	0.632	N
BN190215	0.6	0.647	0.564	0.624	0.647	0.6	0.713	0.687	0.758	0.765	0.727	0.747	0.768	0.646	0.485	T
BN190218	0.286	0.353	0.246	0.174	0.235	0.157	0.386	0.529	0.456	0.615	0.485	0.441	0.47	0.299	0.529	N
BN190219	0.359	0.368	0.289	0.316	0.359	0.231	0.41	0.395	0.538	0.541	0.513	0.513	0.564	0.447	0.553	T
BN190221	0.236	0.103	0.042	0.042	0.083	0.042	0.183	0.352	0.361	0.414	0.347	0.333	0.292	0.167	0.471	N
BN190223	0.267	0.186	0.149	0.171	0.216	0.236	0.364	0.358	0.451	0.427	0.37	0.387	0.448	0.372	0.465	T
BN190225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190227	0.444	0.444	0.278	0.444	0.353	0.5	0.611	0.556	0.556	0.444	0.5	0.611	0.611	0.444	0.5	T
BN190229	0.211	0.176	0.053	0.053	0.105	0.158	0.368	0.316	0.316	0.474	0.368	0.368	0.5	0.316	0.421	N
BN190231	0.424	0.318	0.277	0.318	0.329	0.353	0.458	0.482	0.541	0.5	0.47	0.435	0.518	0.447	0.576	T
BN190233	0.077	0.077	0.077	0.077	0	0.077	0.231	0.308	0.538	0.417	0.385	0.462	0.385	0.077	0.615	N
BN190235	0.32	0.522	0.25	0.36	0.4	0.32	0.56	0.48	0.68	0.6	0.6	0.6	0.72	0.44	0.64	T
BN190238	0.14	0.123	0.036	0.07	0.07	0.053	0.193	0.263	0.211	0.288	0.263	0.143	0.193	0.158	0.386	N
BN190240	0.216	0.149	0.188	0.062	0.175	0.155	0.333	0.295	0.474	0.44	0.368	0.379	0.484	0.33	0.537	T
BN190241	0.168	0.054	0.036	0.142	0.097	0.053	0.17	0.168	0.241	0.271	0.225	0.195	0.257	0.177	0.566	N
BN190242	0.741	0.731	0.713	0.726	0.695	0.726	0.756	0.758	0.788	0.799	0.788	0.772	0.799	0.758	0.491	T
BN190244	0.308	0.282	0.154	0.205	0.231	0.231	0.282	0.421	0.605	0.706	0.632	0.421	0.5	0.395	0.447	T
BN190245	0.123	0.179	0.123	0.088	0.14	0.105	0.123	0.25	0.25	0.176	0.179	0.161	0.196	0.164	0.446	N
BN190247	0.091	0.067	0.026	0.013	0.132	0.052	0.208	0.276	0.289	0.352	0.211	0.176	0.329	0.197	0.553	T
BN190248	0.906	0.888	0.898	0.903	0.903	0.906	0.928	0.943	0.953	0.963	0.95	0.95	0.953	0.946	0.513	T
BN190249	0.679	0.658	0.61	0.646	0.632	0.647	0.711	0.749	0.763	0.824	0.778	0.759	0.764	0.743	0.489	T
BN190251	0.361	0.198	0.162	0.185	0.224	0.25	0.407	0.514	0.571	0.5	0.457	0.467	0.524	0.343	0.61	T
BN190252	0.288	0.308	0.246	0.297	0.272	0.264	0.293	0.317	0.336	0.386	0.346	0.333	0.354	0.255	0.498	T
BN190255	0.162	0.042	0.024	0.05	0.047	0.044	0.147	0.31	0.365	0.369	0.271	0.258	0.328	0.17	0.555	N
BN190256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190257	0.211	0.103	0.053	0.073	0.089	0.083	0.246	0.323	0.365	0.406	0.347	0.307	0.351	0.16	0.531	N
BN190258	0.561	0.475	0.419	0.452	0.467	0.414	0.625	0.601	0.669	0.69	0.689	0.638	0.708	0.504	0.552	T
BN190260	0.325	0.136	0.06	0.085	0.108	0.134	0.241	0.354	0.359	0.351	0.359	0.367	0.372	0.241	0.481	N
BN190262	0.068	0.042	0.041	0.068	0.027	0.055	0.111	0.197	0.155	0.138	0.099	0.155	0.225	0.169	0.606	N
BN190264	0.317	0.137	0.076	0.134	0.185	0.133	0.35	0.424	0.517	0.417	0.432	0.458	0.415	0.178	0.517	N
BN190265	0.757	0.595	0.597	0.73	0.712	0.432	0.716	0.671	0.753	0.75	0.795	0.753	0.74	0.548	0.507	T
BN190266	0.229	0.117	0.126	0.115	0.135	0.073	0.344	0.352	0.33	0.447	0.382	0.407	0.308	0.165	0.538	N
BN190267	0.298	0.14	0.117	0.135	0.202	0.154	0.282	0.402	0.52	0.5	0.412	0.451	0.529	0.275	0.588	T
BN190269	0.256	0.068	0.114	0.136	0.227	0.114	0.273	0.349	0.442	0.419	0.488	0.432	0.432	0.318	0.636	N
BN190270	0.558	0.543	0.495	0.474	0.547	0.394	0.589	0.649	0.649	0.637	0.602	0.62	0.581	0.404	0.383	T
BN190271	0.077	0	0	0.038	0.077	0.077	0.077	0.154	0.154	0.292	0.154	0.154	0.308	0.077	0.385	N
BN190274	0.343	0.352	0.315	0.352	0.361	0.361	0.509	0.463	0.594	0.68	0.495	0.509	0.636	0.393	0.602	T
BN190278	0.775	0.582	0.475	0.725	0.825	0.662	0.85	0.887	0.825	0.9	0.875	0.863	0.861	0.787	0.562	T
BN190279	0.117	0.064	0.032	0.043	0.074	0.085	0.17	0.237	0.172	0.239	0.172	0.183	0.196	0.161	0.467	N
BN190280	0.744	0.417	0.538	0.769	0.615	0.564	0.897	0.897	0.872	0.872	0.821	0.897	0.897	0.923	0.513	T
BN190283	0.213	0.191	0.085	0.191	0.191	0.191	0.319	0.4	0.4	0.442	0.444	0.311	0.4	0.444	0.556	N
BN190284	0.431	0.431	0.364	0.424	0.409	0.364	0.621	0.615	0.646	0.646	0.646	0.656	0.646	0.477	0.538	T
BN190285	0.103	0.071	0.034	0.034	0.069	0.069	0.207	0.379	0.31	0.414	0.448	0.321	0.345	0.241	0.517	N
BN190286	0.488	0.41	0.225	0.25	0.55	0.439	0.512	0.537	0.561	0.641	0.537	0.575	0.585	0.5	0.61	T
BN190287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190288	0.385	0.385	0.4	0.385	0.423	0.385	0.577	0.52	0.52	0.56	0.56	0.44	0.542	0.48	0.48	T
BN190290	0.579	0.52	0.554	0.592	0.645	0.474	0.684	0.658	0.737	0.667	0.697	0.684	0.645	0.632	0.539	N
BN190292	0.188	0.208	0.17	0.208	0.125	0.17	0.298	0.354	0.396	0.422	0.229	0.208	0.396	0.188	0.479	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.359	0.263	0.154	0.205	0.205	0.231	0.308	0.513	0.41	0.703	0.421	0.487	0.59	0.308	0.513	T
BN190298	0.262	0.25	0.119	0.071	0.167	0.071	0.167	0.317	0.25	0.385	0.341	0.244	0.293	0.195	0.634	N
BN190300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190303	0.341	0.225	0.171	0.317	0.366	0.415	0.341	0.512	0.45	0.538	0.55	0.525	0.561	0.195	0.366	N
BN190305	0.212	0.121	0.029	0.059	0.088	0.088	0.206	0.235	0.235	0.303	0.152	0.147	0.206	0.176	0.618	T
BN190308	0.231	0.192	0.231	0.231	0.2	0.192	0.2	0.269	0.308	0.385	0.269	0.269	0.385	0.231	0.731	N
BN190310	0.152	0.077	0.076	0.076	0.121	0.03	0.152	0.415	0.4	0.419	0.246	0.323	0.446	0.185	0.4	N
BN190312	0.81	0.833	0.85	0.833	0.854	0.905	0.905	0.881	0.881	0.927	0.857	0.881	0.905	0.881	0.405	T
BN190313	0.779	0.442	0.727	0.73	0.73	0.484	0.851	0.754	0.877	0.792	0.844	0.836	0.82	0.344	0.508	T
BN190314	0.167	0.089	0.07	0.079	0.114	0.105	0.184	0.195	0.257	0.296	0.277	0.234	0.27	0.153	0.522	N
BN190315	0.308	0.26	0.197	0.192	0.192	0.282	0.377	0.372	0.449	0.528	0.423	0.397	0.397	0.282	0.449	N
BN190319	0.571	0.492	0.45	0.485	0.483	0.49	0.56	0.606	0.659	0.676	0.664	0.637	0.68	0.584	0.453	T
BN190322	0.204	0.116	0.077	0.098	0.161	0.099	0.336	0.336	0.413	0.419	0.447	0.371	0.448	0.317	0.497	T
BN190323	0.116	0.134	0.045	0.047	0.052	0.041	0.128	0.149	0.182	0.177	0.171	0.145	0.188	0.143	0.546	T
position	119529220	119529241	119529255	119529267	119529276	119529339	119529361	119529376	119529380	119529391	119529393	119529395	119529397	119529416	119529434	
