BN190011	0.685	0.676	0.676	0.689	0.7	0.704	0.707	0.703	0.706	0.708	0.737	0.732	0.736	0.73	0.71	0.662	0.656	0.758	0.731	0.743	0.723	0.718	0.755	0.728	0.725	0.744	0.716	0.733	0.652	T
BN190012	0.025	0.021	0.022	0.018	0.034	0.031	0.033	0.026	0.028	0.036	0.063	0.031	0.042	0.038	0.031	0.032	0.027	0.055	0.032	0.034	0.044	0.034	0.054	0.035	0.03	0.034	0.025	0.031	0.663	N
BN190014	0.109	0.113	0.11	0.121	0.146	0.141	0.133	0.136	0.14	0.148	0.194	0.158	0.145	0.148	0.142	0.161	0.14	0.181	0.146	0.162	0.154	0.146	0.171	0.156	0.137	0.153	0.126	0.149	0.662	T
BN190015	0.023	0.014	0.011	0.017	0.034	0.068	0.04	0.049	0.029	0.045	0.091	0.06	0.071	0.057	0.068	0.057	0.049	0.082	0.048	0.054	0.04	0.051	0.074	0.04	0.048	0.028	0.02	0.02	0.67	N
BN190017	0.022	0.03	0.018	0.021	0.078	0.079	0.055	0.042	0.046	0.082	0.172	0.086	0.093	0.086	0.087	0.081	0.086	0.158	0.067	0.092	0.098	0.082	0.158	0.08	0.064	0.058	0.028	0.07	0.659	N
BN190018	0.008	0.013	0.008	0.022	0.029	0.023	0.023	0.022	0.022	0.028	0.05	0.021	0.028	0.036	0.024	0.024	0.009	0.042	0.007	0.031	0.035	0.023	0.033	0.027	0.026	0.016	0.023	0.019	0.64	T
BN190019	0.025	0.022	0.017	0.022	0.063	0.068	0.045	0.033	0.029	0.072	0.132	0.077	0.081	0.069	0.062	0.067	0.044	0.122	0.038	0.076	0.067	0.052	0.107	0.057	0.038	0.047	0.019	0.037	0.65	T
BN190023	0.023	0.025	0.021	0.026	0.033	0.039	0.022	0.034	0.036	0.031	0.05	0.039	0.036	0.035	0.038	0.03	0.031	0.045	0.033	0.046	0.042	0.037	0.049	0.037	0.032	0.036	0.032	0.032	0.639	N
BN190024	0.006	0.007	0.01	0.021	0.021	0.017	0.027	0.02	0.02	0.021	0.047	0.025	0.02	0.031	0.024	0.021	0.023	0.043	0.017	0.028	0.03	0.016	0.048	0.02	0.013	0.01	0.013	0.018	0.674	T
BN190026	0.012	0.012	0.012	0.015	0.047	0.039	0.033	0.029	0.035	0.043	0.064	0.045	0.04	0.053	0.051	0.039	0.033	0.067	0.041	0.051	0.04	0.043	0.068	0.037	0.027	0.033	0.019	0.033	0.657	N
BN190028	0.013	0.013	0.012	0.014	0.03	0.018	0.018	0.021	0.019	0.027	0.044	0.027	0.027	0.029	0.019	0.013	0.021	0.038	0.017	0.028	0.025	0.018	0.029	0.026	0.012	0.016	0.01	0.015	0.656	T
BN190029	0.013	0.008	0.012	0.016	0.032	0.023	0.021	0.022	0.027	0.028	0.056	0.036	0.02	0.025	0.024	0.016	0.02	0.032	0.021	0.041	0.03	0.018	0.057	0.042	0.012	0.029	0.012	0.032	0.645	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	0.005	0.008	0.001	0.01	0.022	0.026	0.014	0.018	0.024	0.025	0.058	0.035	0.037	0.029	0.023	0.02	0.022	0.052	0.015	0.025	0.035	0.029	0.047	0.03	0.01	0.011	0.002	0.021	0.675	T
BN190032	0.044	0.033	0.022	0.02	0.08	0.102	0.059	0.042	0.06	0.099	0.211	0.116	0.105	0.083	0.08	0.094	0.052	0.16	0.049	0.106	0.102	0.056	0.168	0.086	0.056	0.067	0.039	0.069	0.672	N
BN190033	0.016	0.026	0.013	0.013	0.052	0.058	0.047	0.04	0.041	0.058	0.11	0.065	0.067	0.063	0.062	0.057	0.051	0.098	0.037	0.062	0.054	0.049	0.085	0.054	0.043	0.041	0.025	0.033	0.671	T
BN190034	0.007	0.007	0.008	0.012	0.032	0.033	0.028	0.03	0.022	0.037	0.069	0.041	0.039	0.042	0.037	0.043	0.028	0.054	0.023	0.049	0.031	0.029	0.054	0.031	0.02	0.018	0.012	0.026	0.665	T
BN190036	0.035	0.042	0.033	0.045	0.102	0.119	0.073	0.071	0.076	0.095	0.174	0.102	0.102	0.118	0.079	0.098	0.062	0.149	0.052	0.099	0.095	0.062	0.125	0.073	0.046	0.055	0.032	0.05	0.653	T
BN190037	0.052	0.06	0.035	0.048	0.097	0.1	0.086	0.072	0.088	0.097	0.144	0.104	0.12	0.118	0.082	0.074	0.036	0.1	0.049	0.071	0.059	0.049	0.096	0.061	0.037	0.055	0.026	0.061	0.664	N
BN190038	0.007	0.014	0.012	0.009	0.024	0.009	0.017	0.014	0.005	0.014	0.045	0.014	0.009	0.019	0.026	0.019	0.012	0.035	0.007	0.016	0.021	0.009	0.033	0.028	0.021	0.002	0.002	0.016	0.685	N
BN190039	0.003	0.008	0.002	0.004	0.015	0.025	0.016	0.013	0.018	0.011	0.063	0.03	0.019	0.025	0.021	0.026	0.017	0.029	0.013	0.023	0.018	0.022	0.032	0.027	0.005	0.004	0.007	0.011	0.669	T
BN190040	0.02	0.015	0.013	0.01	0.041	0.061	0.036	0.036	0.023	0.049	0.111	0.044	0.052	0.066	0.06	0.046	0.027	0.08	0.03	0.051	0.04	0.03	0.065	0.053	0.032	0.033	0.01	0.037	0.679	N
BN190041	0.024	0.019	0.016	0.017	0.047	0.046	0.033	0.027	0.034	0.049	0.119	0.055	0.063	0.061	0.061	0.06	0.044	0.091	0.041	0.069	0.054	0.042	0.098	0.042	0.029	0.033	0.016	0.044	0.652	T
BN190042	0.01	0.017	0.007	0.008	0.024	0.025	0.018	0.012	0.016	0.031	0.043	0.028	0.031	0.033	0.024	0.026	0.015	0.039	0.014	0.024	0.015	0.019	0.038	0.025	0.017	0.015	0.005	0.014	0.669	N
BN190044	0.012	0.012	0.005	0.01	0.017	0.026	0.017	0.007	0.019	0.021	0.086	0.033	0.033	0.021	0.029	0.029	0.007	0.036	0.01	0.017	0.01	0.005	0.036	0.017	0.007	0.017	0.012	0.005	0.638	T
BN190046	0.029	0.059	0.013	0.014	0.127	0.193	0.056	0.066	0.054	0.122	0.298	0.139	0.08	0.07	0.065	0.086	0.046	0.21	0.029	0.088	0.091	0.035	0.08	0.029	0.015	0.023	0.012	0.036	0.669	T
BN190047	0.022	0.014	0.006	0.013	0.033	0.021	0.015	0.014	0.028	0.023	0.04	0.026	0.025	0.03	0.035	0.027	0.014	0.04	0.015	0.022	0.023	0.015	0.027	0.025	0.018	0.019	0.013	0.02	0.634	N
BN190048	0.069	0.062	0.058	0.088	0.17	0.18	0.153	0.098	0.132	0.188	0.262	0.172	0.202	0.226	0.16	0.157	0.1	0.247	0.109	0.165	0.158	0.186	0.25	0.207	0.076	0.168	0.061	0.149	0.647	T
BN190049	0.006	0.001	0.011	0.013	0.008	0.002	0.008	0.007	0.003	0.011	0.014	0.003	0.004	0.002	0.016	0.005	0.003	0.01	0.003	0.01	0.003	0.011	0.011	0.007	0.005	0.007	0.003	0.002	0.666	T
BN190050	0.016	0.016	0.016	0.015	0.048	0.04	0.027	0.016	0.024	0.034	0.074	0.046	0.044	0.048	0.046	0.035	0.035	0.056	0.019	0.047	0.05	0.029	0.059	0.043	0.023	0.023	0.009	0.024	0.674	N
BN190051	0.027	0.033	0.019	0.016	0.081	0.084	0.067	0.045	0.052	0.091	0.162	0.079	0.122	0.102	0.085	0.081	0.063	0.161	0.049	0.105	0.086	0.07	0.13	0.071	0.059	0.06	0.028	0.043	0.66	T
BN190052	0.017	0.031	0.019	0.016	0.054	0.067	0.051	0.038	0.044	0.065	0.119	0.064	0.081	0.07	0.071	0.065	0.052	0.126	0.052	0.073	0.078	0.049	0.106	0.068	0.036	0.049	0.023	0.048	0.67	N
BN190054	0.009	0.016	0.014	0.016	0.049	0.103	0.056	0.026	0.035	0.169	0.643	0.072	0.182	0.439	0.119	0.161	0.049	0.28	0.028	0.189	0.091	0.072	0.29	0.07	0.038	0.11	0.009	0.061	0.633	T
BN190055	0.012	0.009	0.008	0.006	0.02	0.023	0.016	0.015	0.017	0.024	0.042	0.017	0.024	0.028	0.032	0.026	0.02	0.043	0.018	0.023	0.024	0.018	0.037	0.031	0.017	0.023	0.013	0.024	0.658	T
BN190056	0.02	0.017	0.01	0.017	0.021	0.026	0.026	0.016	0.024	0.033	0.049	0.037	0.036	0.031	0.03	0.027	0.025	0.049	0.017	0.033	0.028	0.028	0.051	0.031	0.029	0.024	0.015	0.023	0.678	N
BN190057	0.015	0.021	0.011	0.016	0.036	0.035	0.03	0.02	0.028	0.039	0.079	0.045	0.039	0.042	0.043	0.049	0.03	0.074	0.034	0.051	0.047	0.033	0.071	0.046	0.024	0.025	0.023	0.034	0.663	T
BN190059	0.015	0.015	0.003	0.005	0.012	0.022	0.017	0.017	0.008	0.01	0.047	0.04	0.025	0.025	0.025	0.025	0.007	0.028	0.015	0.035	0.022	0.012	0.03	0.017	0.02	0.015	0.007	0.012	0.647	N
BN190062	0.007	0.017	0.012	0.017	0.041	0.036	0.024	0.029	0.022	0.047	0.078	0.035	0.034	0.044	0.044	0.044	0.022	0.083	0.015	0.052	0.046	0.024	0.061	0.034	0.02	0.019	0.005	0.025	0.653	N
BN190068	0.022	0.027	0.027	0.017	0.033	0.022	0.024	0.021	0.025	0.027	0.05	0.027	0.029	0.038	0.039	0.036	0.031	0.045	0.024	0.034	0.029	0.029	0.04	0.025	0.03	0.026	0.017	0.027	0.658	N
BN190071	0.01	0.007	0.008	0.008	0.019	0.015	0.012	0.012	0.012	0.016	0.027	0.022	0.021	0.018	0.012	0.016	0.017	0.028	0.013	0.026	0.022	0.011	0.029	0.021	0.013	0.011	0.01	0.007	0.679	N
BN190072	0.008	0.008	0.002	0.007	0.02	0.012	0.008	0.007	0.011	0.01	0.023	0.022	0.018	0.017	0.025	0.018	0.011	0.027	0.011	0.01	0.018	0.01	0.019	0.013	0.005	0.008	0.006	0.011	0.665	N
BN190073	0.015	0.023	0.008	0.015	0.051	0.059	0.034	0.023	0.032	0.049	0.097	0.053	0.047	0.054	0.039	0.045	0.044	0.089	0.033	0.05	0.05	0.041	0.07	0.039	0.027	0.031	0.012	0.027	0.658	T
BN190075	0.012	0.01	0.003	0.008	0.018	0.029	0.019	0.014	0.014	0.018	0.032	0.021	0.019	0.015	0.019	0.02	0.02	0.026	0.015	0.025	0.018	0.014	0.023	0.02	0.014	0.016	0.012	0.02	0.667	N
BN190077	0.352	0.35	0.345	0.356	0.374	0.383	0.377	0.357	0.368	0.374	0.425	0.411	0.407	0.411	0.392	0.394	0.385	0.437	0.403	0.427	0.412	0.408	0.444	0.431	0.425	0.43	0.425	0.431	0.647	T
BN190080	0.017	0.015	0.014	0.021	0.023	0.019	0.025	0.019	0.027	0.029	0.031	0.025	0.037	0.031	0.027	0.019	0.021	0.035	0.023	0.027	0.033	0.017	0.025	0.029	0.029	0.027	0.021	0.017	0.678	N
BN190083	0.026	0.034	0.011	0.018	0.077	0.07	0.053	0.058	0.059	0.076	0.16	0.086	0.085	0.08	0.077	0.092	0.055	0.139	0.056	0.095	0.095	0.072	0.141	0.078	0.056	0.055	0.026	0.068	0.673	T
BN190085	0.01	0	0.01	0.01	0.01	0.02	0.02	0	0	0.01	0.02	0	0.03	0.03	0.03	0	0.071	0.04	0.01	0.02	0.01	0.04	0.051	0.03	0.04	0.02	0	0	0.707	N
BN190087	0.067	0.118	0.073	0.066	0.17	0.172	0.158	0.112	0.119	0.154	0.27	0.163	0.203	0.185	0.19	0.189	0.142	0.241	0.152	0.2	0.212	0.196	0.259	0.193	0.12	0.154	0.108	0.142	0.687	T
BN190089	0.366	0.363	0.379	0.388	0.436	0.427	0.419	0.392	0.426	0.418	0.473	0.432	0.439	0.442	0.435	0.381	0.285	0.457	0.347	0.439	0.435	0.436	0.476	0.42	0.322	0.423	0.365	0.449	0.661	N
BN190090	0.013	0.003	0.005	0.009	0.012	0.012	0.005	0.009	0.005	0.005	0.013	0.013	0.004	0.009	0.011	0.008	0.009	0.013	0.012	0.013	0.01	0.009	0.017	0.014	0.007	0.012	0.006	0.01	0.649	T
BN190092	0.009	0.006	0.006	0.006	0.015	0.013	0.011	0.007	0.006	0.006	0.022	0.011	0.011	0.015	0.015	0.007	0.013	0.011	0.015	0.011	0.015	0.007	0.019	0.013	0.011	0.006	0.009	0.006	0.639	N
BN190094	0.01	0.009	0.007	0.007	0.025	0.016	0.016	0.016	0.019	0.017	0.037	0.023	0.026	0.025	0.029	0.015	0.015	0.026	0.011	0.022	0.023	0.016	0.028	0.018	0.012	0.014	0.007	0.012	0.652	T
BN190096	0.004	0.002	0.012	0.004	0.023	0.019	0.017	0.017	0.019	0.027	0.049	0.023	0.025	0.023	0.017	0.033	0.014	0.041	0.025	0.027	0.025	0.019	0.037	0.016	0.014	0.025	0.01	0.021	0.674	N
BN190098	0.012	0.017	0.009	0.017	0.047	0.058	0.038	0.032	0.028	0.062	0.112	0.059	0.057	0.05	0.052	0.058	0.043	0.071	0.03	0.048	0.055	0.036	0.066	0.055	0.032	0.037	0.016	0.028	0.648	N
BN190099	0.018	0.03	0.012	0.026	0.06	0.077	0.049	0.05	0.049	0.076	0.15	0.075	0.081	0.075	0.063	0.088	0.049	0.155	0.042	0.086	0.076	0.052	0.107	0.067	0.044	0.031	0.025	0.051	0.669	T
BN190101	0.015	0.019	0.017	0.014	0.028	0.034	0.032	0.021	0.023	0.033	0.059	0.036	0.025	0.033	0.027	0.027	0.022	0.048	0.019	0.034	0.037	0.022	0.047	0.025	0.013	0.02	0.016	0.012	0.658	N
BN190106	0.01	0.005	0.006	0.007	0.008	0.008	0.012	0.008	0.007	0.001	0.006	0.008	0.01	0.009	0.014	0.008	0.009	0.01	0.006	0.01	0.011	0.007	0.007	0.007	0.005	0.004	0.008	0.009	0.664	T
BN190109	0.008	0.009	0.008	0.002	0.012	0.01	0.004	0.013	0.006	0.012	0.028	0.015	0.017	0.012	0.008	0.01	0.007	0.028	0.008	0.008	0.009	0.014	0.018	0.009	0.007	0.006	0.006	0.013	0.663	N
BN190111	0.021	0.01	0.008	0.005	0.016	0.016	0.012	0.018	0.018	0.015	0.031	0.016	0.021	0.015	0.021	0.016	0.01	0.038	0.005	0.015	0.01	0.01	0.025	0.018	0.011	0.012	0.005	0.006	0.672	T
BN190114	0.018	0.031	0.02	0.023	0.06	0.067	0.045	0.033	0.044	0.07	0.125	0.069	0.07	0.066	0.066	0.06	0.052	0.094	0.037	0.061	0.062	0.05	0.113	0.064	0.049	0.045	0.036	0.045	0.687	T
BN190117	0.117	0.113	0.11	0.12	0.147	0.156	0.14	0.14	0.151	0.169	0.202	0.167	0.179	0.184	0.136	0.104	0.124	0.199	0.132	0.182	0.166	0.144	0.21	0.177	0.141	0.168	0.144	0.169	0.68	N
BN190119	0.121	0.263	0.088	0.245	0.823	0.894	0.822	0.739	0.921	0.922	0.934	0.823	0.901	0.874	0.635	0.601	0.298	0.678	0.29	0.416	0.331	0.215	0.575	0.301	0.194	0.312	0.083	0.317	0.649	T
BN190120	0.064	0.102	0.061	0.081	0.202	0.22	0.183	0.148	0.171	0.204	0.326	0.231	0.242	0.236	0.221	0.228	0.162	0.295	0.121	0.204	0.173	0.145	0.285	0.184	0.108	0.149	0.053	0.155	0.681	N
BN190121	0.088	0.129	0.123	0.089	0.201	0.217	0.187	0.148	0.168	0.205	0.318	0.237	0.256	0.239	0.232	0.243	0.181	0.302	0.178	0.243	0.202	0.17	0.286	0.183	0.154	0.182	0.104	0.189	0.663	T
BN190122	0.035	0.041	0.033	0.036	0.082	0.096	0.066	0.051	0.062	0.086	0.14	0.109	0.097	0.098	0.081	0.091	0.058	0.132	0.057	0.091	0.073	0.061	0.104	0.062	0.039	0.063	0.03	0.054	0.676	N
BN190125	0.014	0.013	0.008	0.009	0.015	0.023	0.015	0.015	0.018	0.021	0.042	0.029	0.03	0.029	0.019	0.014	0.024	0.036	0.019	0.019	0.02	0.014	0.03	0.016	0.012	0.014	0.008	0.017	0.653	T
BN190128	0.012	0.005	0.007	0.011	0.019	0.011	0.023	0.021	0.019	0.007	0.037	0.016	0.023	0.019	0.016	0.011	0.012	0.044	0.009	0.018	0.016	0.018	0.03	0.023	0.028	0.023	0.016	0.028	0.617	N
BN190131	0.02	0.028	0.012	0.016	0.046	0.045	0.042	0.032	0.037	0.054	0.097	0.077	0.075	0.069	0.054	0.05	0.03	0.072	0.018	0.042	0.045	0.025	0.085	0.039	0.033	0.026	0.017	0.024	0.674	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.207	0.233	0.178	0.125	0.305	0.326	0.299	0.276	0.286	0.347	0.443	0.371	0.376	0.361	0.31	0.296	0.254	0.447	0.207	0.314	0.324	0.299	0.446	0.361	0.293	0.263	0.127	0.294	0.657	T
BN190137	0.032	0.043	0.051	0.022	0.095	0.086	0.07	0.065	0.078	0.097	0.111	0.081	0.083	0.088	0.086	0.078	0.073	0.118	0.067	0.08	0.091	0.08	0.121	0.075	0.073	0.056	0.029	0.086	0.702	N
BN190141	0.044	0.047	0.023	0.031	0.088	0.096	0.074	0.058	0.06	0.087	0.179	0.103	0.109	0.114	0.103	0.095	0.075	0.163	0.057	0.108	0.105	0.079	0.151	0.097	0.06	0.072	0.034	0.052	0.668	T
BN190142	0.016	0.017	0.011	0.013	0.036	0.047	0.038	0.032	0.024	0.041	0.079	0.05	0.056	0.052	0.051	0.037	0.036	0.076	0.024	0.048	0.042	0.031	0.073	0.045	0.02	0.032	0.016	0.041	0.675	N
BN190147	0.019	0.022	0.007	0.025	0.076	0.153	0.099	0.063	0.078	0.095	0.183	0.086	0.114	0.115	0.08	0.088	0.029	0.13	0.049	0.097	0.054	0.029	0.112	0.043	0.022	0.029	0.014	0.05	0.668	T
BN190149	0.015	0.024	0.013	0.014	0.06	0.108	0.086	0.046	0.078	0.101	0.15	0.076	0.093	0.093	0.085	0.094	0.029	0.12	0.037	0.057	0.047	0.024	0.103	0.037	0.022	0.036	0.012	0.034	0.655	N
BN190150	0.027	0.038	0.021	0.024	0.081	0.095	0.076	0.051	0.063	0.092	0.193	0.099	0.114	0.117	0.092	0.095	0.086	0.167	0.053	0.092	0.093	0.062	0.148	0.082	0.046	0.066	0.036	0.063	0.648	T
BN190151	0.021	0.03	0.02	0.019	0.084	0.093	0.064	0.055	0.049	0.092	0.179	0.101	0.108	0.109	0.089	0.099	0.072	0.158	0.06	0.101	0.108	0.079	0.156	0.088	0.05	0.064	0.035	0.059	0.668	T
BN190155	0.018	0.033	0.018	0.014	0.073	0.065	0.054	0.029	0.047	0.076	0.139	0.084	0.076	0.065	0.08	0.065	0.051	0.112	0.065	0.072	0.047	0.055	0.083	0.062	0.058	0.033	0.007	0.051	0.619	N
BN190158	0.023	0.037	0.012	0.02	0.05	0.07	0.041	0.033	0.039	0.059	0.128	0.075	0.081	0.083	0.068	0.072	0.05	0.107	0.035	0.061	0.074	0.05	0.111	0.072	0.035	0.048	0.023	0.041	0.688	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	0	0.091	0.091	0.091	0.091	0.091	0.091	0.091	0.091	0.091	0.182	0	0	0	0	0	0	0.182	0.091	0.182	0.182	0	0.273	0.273	0.091	0.091	0	0	0.636	T
BN190163	0.071	0.091	0.072	0.078	0.123	0.14	0.118	0.099	0.121	0.131	0.149	0.119	0.11	0.12	0.076	0.106	0.072	0.146	0.082	0.115	0.086	0.076	0.149	0.097	0.071	0.116	0.068	0.089	0.656	N
