BN190006	0.549	0.506	0.558	0.578	0.544	0.517	0.563	0.625	0.656	0.733	0.807	0.78	0.708	0.638	0.595	0.508	0.652	T
BN190007	0.324	0.268	0.317	0.371	0.312	0.34	0.373	0.453	0.487	0.585	0.617	0.639	0.469	0.454	0.373	0.3	0.485	N
BN190008	0.209	0.163	0.302	0.279	0.349	0.279	0.279	0.302	0.372	0.558	0.535	0.628	0.605	0.419	0.488	0.349	0.395	T
BN190010	0.327	0.283	0.364	0.4	0.385	0.37	0.396	0.475	0.535	0.653	0.676	0.734	0.627	0.55	0.518	0.364	0.52	N
BN190011	0.537	0.509	0.564	0.545	0.527	0.436	0.545	0.582	0.636	0.792	0.8	0.764	0.833	0.709	0.545	0.582	0.618	T
BN190012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190014	0.328	0.295	0.311	0.41	0.311	0.433	0.443	0.557	0.738	0.672	0.738	0.787	0.77	0.525	0.361	0.262	0.262	T
BN190015	0.065	0.217	0.261	0.391	0.348	0.37	0.391	0.435	0.63	0.543	0.674	0.778	0.5	0.522	0.37	0.304	0.222	N
BN190017	0.176	0.154	0.212	0.231	0.208	0.246	0.296	0.378	0.453	0.564	0.633	0.645	0.537	0.381	0.303	0.195	0.261	N
BN190018	0.43	0.412	0.406	0.43	0.394	0.418	0.43	0.515	0.552	0.683	0.738	0.77	0.679	0.358	0.268	0.195	0.448	T
BN190019	0.5	0.367	0.367	0.533	0.633	0.567	0.633	0.6	0.733	0.767	0.767	0.867	0.7	0.724	0.5	0.5	0.533	T
BN190023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190024	0.864	0.851	0.849	0.866	0.861	0.837	0.856	0.868	0.923	0.947	0.945	0.973	0.915	0.899	0.881	0.752	0.903	T
BN190026	0.206	0.191	0.276	0.304	0.214	0.257	0.28	0.406	0.498	0.627	0.623	0.773	0.565	0.512	0.459	0.261	0.574	N
BN190028	0.191	0.135	0.209	0.222	0.19	0.148	0.258	0.374	0.399	0.466	0.515	0.595	0.364	0.374	0.313	0.067	0.167	T
BN190029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190032	0.303	0.185	0.319	0.37	0.266	0.24	0.413	0.513	0.546	0.663	0.719	0.731	0.667	0.507	0.504	0.343	0.457	N
BN190033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190039	0.501	0.489	0.52	0.534	0.532	0.487	0.531	0.576	0.648	0.696	0.763	0.818	0.651	0.623	0.578	0.468	0.563	T
BN190040	0.237	0.211	0.274	0.324	0.28	0.263	0.334	0.398	0.496	0.619	0.633	0.73	0.574	0.477	0.407	0.292	0.457	N
BN190041	0.386	0.339	0.414	0.47	0.391	0.36	0.44	0.527	0.554	0.646	0.702	0.768	0.684	0.509	0.469	0.368	0.503	T
BN190042	0.207	0.133	0.193	0.265	0.145	0.181	0.217	0.265	0.337	0.524	0.518	0.602	0.434	0.325	0.337	0.181	0.446	N
BN190044	0.853	0.794	0.824	0.824	0.824	0.794	0.824	0.824	0.853	0.853	0.824	0.882	0.941	0.853	0.882	0.882	0.794	T
BN190046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190047	0.184	0.164	0.184	0.276	0.184	0.132	0.217	0.224	0.362	0.43	0.5	0.526	0.533	0.424	0.289	0.316	0.322	N
BN190048	0.25	0.188	0.208	0.312	0.208	0.229	0.25	0.312	0.375	0.333	0.479	0.562	0.5	0.458	0.396	0.292	0.25	T
BN190049	0.818	0.727	0.909	0.636	0.545	0.545	0.455	0.818	0.818	0.909	1	1	0.909	0.818	0.727	0.727	0.727	T
BN190050	0.243	0.197	0.259	0.279	0.198	0.298	0.289	0.395	0.482	0.674	0.71	0.776	0.58	0.469	0.395	0.246	0.356	N
BN190051	0.502	0.483	0.572	0.512	0.483	0.403	0.445	0.637	0.672	0.655	0.75	0.781	0.704	0.547	0.627	0.36	0.562	T
BN190052	0.386	0.376	0.439	0.42	0.392	0.344	0.404	0.548	0.53	0.67	0.671	0.737	0.622	0.468	0.447	0.331	0.451	N
BN190054	0.737	0.789	0.789	0.789	0.816	0.737	0.816	0.789	0.816	0.946	0.921	0.947	0.865	0.921	0.737	0.711	0.789	T
BN190055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190056	0.111	0.111	0.296	0.111	0.148	0.259	0.259	0.407	0.444	0.333	0.519	0.481	0.481	0.556	0.222	0.111	0.148	N
BN190057	0.135	0.117	0.184	0.195	0.154	0.158	0.242	0.28	0.296	0.407	0.446	0.563	0.437	0.359	0.285	0.153	0.263	T
BN190059	0.081	0.062	0.176	0.182	0.119	0.163	0.163	0.206	0.256	0.338	0.352	0.469	0.294	0.338	0.281	0.131	0.212	N
BN190062	0.141	0.126	0.189	0.225	0.184	0.225	0.335	0.461	0.408	0.6	0.634	0.689	0.513	0.613	0.408	0.225	0.346	N
BN190068	0.131	0.142	0.179	0.259	0.217	0.195	0.263	0.336	0.444	0.511	0.608	0.778	0.55	0.49	0.401	0.234	0.351	N
BN190071	0.249	0.15	0.265	0.228	0.204	0.261	0.271	0.385	0.45	0.357	0.341	0.463	0.309	0.354	0.293	0.182	0.328	N
BN190072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190083	0.399	0.33	0.432	0.448	0.358	0.307	0.419	0.532	0.712	0.759	0.695	0.858	0.856	0.807	0.322	0.255	0.307	T
BN190085	0.206	0.194	0.265	0.253	0.171	0.153	0.353	0.461	0.5	0.571	0.559	0.618	0.471	0.518	0.4	0.159	0.335	N
BN190087	0.35	0.28	0.363	0.389	0.292	0.277	0.38	0.512	0.574	0.673	0.713	0.775	0.671	0.596	0.459	0.328	0.429	T
BN190089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190090	0.737	0.684	0.684	0.763	0.605	0.711	0.684	0.711	0.737	0.526	0.421	0.632	0.684	0.684	0.711	0.579	0.763	T
BN190092	0.404	0.398	0.373	0.404	0.269	0.379	0.373	0.46	0.422	0.335	0.319	0.466	0.41	0.516	0.534	0.323	0.447	N
BN190094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190096	0.247	0.258	0.33	0.371	0.186	0.206	0.371	0.392	0.495	0.629	0.68	0.794	0.546	0.598	0.495	0.292	0.443	N
BN190098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190099	0.28	0.195	0.299	0.348	0.299	0.238	0.344	0.476	0.46	0.564	0.622	0.695	0.622	0.543	0.494	0.311	0.439	T
BN190101	0.15	0.097	0.137	0.186	0.164	0.128	0.19	0.261	0.235	0.394	0.438	0.527	0.356	0.358	0.27	0.142	0.305	N
BN190106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190114	0.36	0.28	0.28	0.42	0.34	0.4	0.42	0.48	0.46	0.6	0.7	0.76	0.64	0.64	0.52	0.26	0.46	T
BN190117	0.469	0.413	0.484	0.484	0.469	0.453	0.516	0.641	0.603	0.806	0.781	0.812	0.703	0.609	0.609	0.484	0.531	N
BN190119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190120	0.514	0.449	0.561	0.57	0.439	0.486	0.579	0.701	0.738	0.785	0.85	0.906	0.792	0.757	0.71	0.486	0.589	N
BN190121	0.454	0.37	0.463	0.467	0.37	0.352	0.546	0.593	0.722	0.74	0.713	0.806	0.785	0.648	0.537	0.435	0.611	T
BN190122	0.246	0.263	0.289	0.342	0.351	0.404	0.333	0.325	0.447	0.649	0.634	0.684	0.566	0.544	0.504	0.351	0.54	N
BN190125	0.133	0.108	0.131	0.236	0.164	0.176	0.244	0.298	0.433	0.559	0.645	0.617	0.517	0.454	0.396	0.222	0.353	T
BN190128	0.106	0.085	0.149	0.234	0.064	0.128	0.191	0.255	0.326	0.522	0.638	0.638	0.565	0.447	0.404	0.191	0.383	N
BN190131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.457	0.422	0.453	0.502	0.439	0.398	0.521	0.58	0.648	0.784	0.812	0.861	0.751	0.615	0.618	0.453	0.561	T
BN190137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190141	0.378	0.302	0.36	0.396	0.341	0.336	0.442	0.545	0.589	0.714	0.727	0.816	0.7	0.553	0.489	0.336	0.512	T
BN190142	0.357	0.429	0.357	0.643	0.571	0.5	0.643	0.5	0.5	0.571	0.643	0.786	0.643	0.714	0.571	0.429	0.571	N
BN190147	0.449	0.421	0.453	0.44	0.447	0.384	0.428	0.497	0.604	0.629	0.667	0.767	0.667	0.61	0.535	0.484	0.509	T
BN190149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190150	0.333	0.326	0.389	0.451	0.389	0.368	0.438	0.562	0.646	0.66	0.692	0.764	0.569	0.5	0.438	0.312	0.486	T
BN190151	0.482	0.438	0.499	0.53	0.458	0.428	0.526	0.658	0.747	0.698	0.752	0.828	0.689	0.587	0.454	0.394	0.496	T
BN190155	0.35	0.243	0.35	0.4	0.343	0.379	0.486	0.45	0.557	0.554	0.593	0.764	0.529	0.489	0.414	0.264	0.5	N
BN190158	0.653	0.634	0.663	0.703	0.68	0.644	0.743	0.832	0.82	0.869	0.881	0.931	0.869	0.832	0.782	0.653	0.812	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190164	0.774	0.774	0.806	0.806	0.806	0.903	0.833	0.767	0.903	0.871	0.867	0.935	0.871	0.839	0.871	0.677	0.839	T
BN190166	0.634	0.608	0.657	0.689	0.65	0.634	0.688	0.756	0.755	0.83	0.855	0.881	0.836	0.751	0.701	0.6	0.701	N
BN190168	0.228	0.208	0.288	0.306	0.254	0.226	0.31	0.39	0.441	0.562	0.571	0.694	0.523	0.474	0.427	0.27	0.404	T
BN190170	0.398	0.325	0.374	0.374	0.333	0.309	0.431	0.439	0.561	0.659	0.626	0.713	0.659	0.537	0.366	0.341	0.488	T
BN190171	0.028	0.028	0.056	0.139	0.167	0.111	0.194	0.25	0.278	0.333	0.361	0.778	0.5	0.222	0.194	0.222	0.371	N
BN190172	0.362	0.263	0.326	0.58	0.384	0.569	0.594	0.577	0.486	0.717	0.717	0.65	0.562	0.471	0.399	0.087	0.474	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190180	0.132	0.122	0.13	0.293	0.283	0.272	0.304	0.38	0.37	0.587	0.674	0.707	0.446	0.253	0.228	0.098	0.359	N
BN190181	0.692	0.769	0.769	0.769	0.846	0.538	0.538	0.846	0.846	0.769	0.923	0.923	0.692	1	1	0.769	0.846	T
BN190184	0.143	0.092	0.168	0.244	0.227	0.261	0.286	0.378	0.328	0.339	0.403	0.496	0.415	0.445	0.288	0.16	0.39	N
BN190186	0.361	0.285	0.354	0.481	0.363	0.373	0.449	0.58	0.595	0.72	0.734	0.785	0.58	0.5	0.399	0.248	0.443	T
BN190189	0.435	0.217	0.304	0.522	0.522	0.182	0.522	0.565	0.435	0.522	0.565	0.652	0.478	0.522	0.391	0.217	0.304	N
BN190191	0.628	0.595	0.628	0.686	0.636	0.62	0.669	0.742	0.742	0.775	0.793	0.826	0.773	0.81	0.686	0.653	0.62	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.021	0.021	0.043	0.128	0.085	0.085	0.064	0.234	0.383	0.511	0.532	0.652	0.383	0.319	0.34	0	0.34	T
BN190195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190198	0.498	0.488	0.544	0.528	0.461	0.535	0.53	0.594	0.618	0.677	0.71	0.801	0.673	0.581	0.433	0.514	0.671	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190201	0.171	0.073	0.122	0.122	0.122	0.122	0.134	0.28	0.354	0.444	0.524	0.524	0.37	0.378	0.329	0.159	0.244	N
BN190202	0.69	0.65	0.676	0.693	0.647	0.602	0.501	0.745	0.708	0.761	0.774	0.739	0.744	0.486	0.318	0.157	0.281	T
BN190203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190206	0.176	0.094	0.118	0.271	0.129	0.153	0.176	0.388	0.388	0.471	0.529	0.647	0.412	0.4	0.318	0.106	0.238	N
BN190209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190210	0.632	0.624	0.646	0.669	0.66	0.655	0.649	0.703	0.727	0.732	0.781	0.803	0.75	0.749	0.712	0.651	0.691	T
BN190211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190213	0.068	0.114	0.091	0.116	0.136	0.136	0.114	0.227	0.25	0.432	0.432	0.465	0.477	0.318	0.386	0.136	0.25	N
BN190215	0.545	0.531	0.563	0.587	0.559	0.552	0.629	0.592	0.748	0.776	0.867	0.923	0.817	0.671	0.713	0.573	0.692	T
BN190218	0.333	0.358	0.395	0.5	0.358	0.296	0.475	0.494	0.568	0.741	0.704	0.728	0.759	0.568	0.519	0.37	0.593	N
BN190219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190221	0.404	0.288	0.404	0.395	0.35	0.45	0.41	0.488	0.519	0.624	0.714	0.856	0.758	0.664	0.593	0.284	0.563	N
BN190223	0.401	0.365	0.407	0.438	0.361	0.357	0.438	0.493	0.566	0.671	0.713	0.761	0.7	0.6	0.484	0.392	0.513	T
BN190225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190227	0.645	0.605	0.631	0.677	0.613	0.615	0.674	0.737	0.747	0.835	0.873	0.905	0.825	0.741	0.71	0.625	0.675	T
BN190229	0.373	0.35	0.386	0.432	0.407	0.413	0.465	0.551	0.57	0.627	0.701	0.778	0.597	0.553	0.488	0.395	0.436	N
BN190231	0.401	0.34	0.413	0.465	0.424	0.434	0.478	0.58	0.588	0.66	0.701	0.779	0.65	0.537	0.484	0.391	0.442	T
BN190233	0.175	0.147	0.189	0.245	0.126	0.196	0.245	0.329	0.35	0.387	0.5	0.566	0.43	0.301	0.259	0.112	0.357	N
BN190235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190238	0.095	0.143	0.095	0.143	0.095	0.095	0.095	0.286	0.381	0.381	0.571	0.619	0.476	0.381	0.238	0.048	0.143	N
BN190240	0.352	0.324	0.381	0.437	0.353	0.362	0.463	0.571	0.613	0.67	0.759	0.855	0.709	0.639	0.484	0.352	0.492	T
BN190241	0.225	0.2	0.312	0.312	0.263	0.287	0.325	0.438	0.425	0.519	0.613	0.65	0.506	0.487	0.338	0.312	0.475	N
BN190242	0.654	0.64	0.659	0.689	0.634	0.626	0.648	0.725	0.751	0.772	0.854	0.886	0.792	0.771	0.754	0.476	0.674	T
BN190244	0.343	0.312	0.359	0.422	0.361	0.357	0.452	0.603	0.638	0.702	0.736	0.8	0.7	0.549	0.52	0.319	0.43	T
BN190245	0.221	0.171	0.206	0.213	0.163	0.199	0.255	0.333	0.411	0.49	0.544	0.632	0.474	0.372	0.34	0.202	0.308	N
BN190247	0.163	0.14	0.099	0.262	0.116	0.215	0.157	0.314	0.419	0.424	0.524	0.506	0.337	0.198	0.244	0.169	0.378	T
BN190248	0.731	0.703	0.722	0.726	0.731	0.736	0.741	0.797	0.736	0.848	0.858	0.882	0.816	0.722	0.759	0.698	0.731	T
BN190249	0.512	0.47	0.528	0.528	0.318	0.509	0.582	0.554	0.588	0.716	0.733	0.777	0.672	0.634	0.633	0.567	0.589	T
BN190251	0.276	0.171	0.373	0.313	0.228	0.204	0.264	0.394	0.429	0.574	0.65	0.691	0.624	0.557	0.431	0.293	0.394	T
BN190252	0.515	0.503	0.527	0.581	0.558	0.53	0.572	0.676	0.64	0.77	0.738	0.799	0.728	0.663	0.647	0.496	0.65	T
BN190255	0.121	0.097	0.157	0.191	0.161	0.205	0.277	0.317	0.294	0.439	0.449	0.531	0.474	0.322	0.29	0.105	0.222	N
BN190256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190257	0.195	0.134	0.216	0.253	0.193	0.182	0.196	0.339	0.355	0.451	0.478	0.62	0.412	0.355	0.273	0.136	0.308	N
BN190258	0.543	0.522	0.568	0.596	0.576	0.488	0.605	0.677	0.696	0.789	0.822	0.823	0.794	0.673	0.585	0.498	0.597	T
BN190260	0.203	0.145	0.253	0.305	0.257	0.263	0.434	0.472	0.506	0.673	0.689	0.737	0.677	0.482	0.419	0.293	0.497	N
BN190262	0.046	0.037	0.056	0.12	0.102	0.102	0.148	0.167	0.204	0.481	0.491	0.729	0.324	0.315	0.315	0.157	0.241	N
BN190264	0.187	0.127	0.195	0.251	0.235	0.273	0.337	0.451	0.479	0.398	0.439	0.629	0.403	0.286	0.203	0.153	0.283	N
BN190265	0.626	0.596	0.606	0.636	0.626	0.626	0.545	0.724	0.657	0.758	0.788	0.758	0.735	0.768	0.657	0.505	0.626	T
BN190266	0.323	0.314	0.38	0.315	0.232	0.274	0.351	0.458	0.462	0.553	0.571	0.687	0.542	0.477	0.427	0.331	0.444	N
BN190267	0.429	0.359	0.443	0.467	0.419	0.368	0.364	0.531	0.571	0.676	0.648	0.719	0.686	0.481	0.343	0.267	0.333	T
BN190269	0.109	0.089	0.198	0.238	0.198	0.178	0.307	0.297	0.35	0.455	0.644	0.69	0.475	0.406	0.337	0.119	0.28	N
BN190270	0.464	0.504	0.476	0.564	0.438	0.473	0.463	0.602	0.609	0.742	0.748	0.814	0.73	0.699	0.476	0.466	0.622	T
BN190271	0.2	0.167	0.167	0.083	0.25	0.083	0.25	0.417	0.417	0.364	0.333	0.583	0.583	0.333	0.333	0.167	0.25	N
BN190274	0.586	0.529	0.588	0.683	0.584	0.543	0.667	0.708	0.701	0.826	0.836	0.873	0.786	0.778	0.701	0.538	0.652	T
BN190278	0.717	0.739	0.696	0.761	0.75	0.75	0.75	0.837	0.826	0.87	0.891	0.901	0.867	0.783	0.783	0.674	0.783	T
BN190279	0.142	0.13	0.15	0.208	0.201	0.19	0.233	0.301	0.347	0.52	0.578	0.664	0.479	0.487	0.266	0.167	0.302	N
BN190280	0.805	0.798	0.797	0.814	0.83	0.68	0.773	0.858	0.833	0.907	0.837	0.923	0.844	0.874	0.802	0.741	0.785	T
BN190283	0.207	0.153	0.261	0.248	0.243	0.255	0.234	0.373	0.405	0.582	0.595	0.691	0.536	0.414	0.297	0.18	0.315	N
BN190284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190288	0.434	0.396	0.528	0.453	0.415	0.358	0.415	0.585	0.717	0.774	0.868	0.868	0.725	0.679	0.604	0.453	0.604	T
BN190290	0.587	0.587	0.619	0.63	0.581	0.56	0.601	0.672	0.709	0.725	0.762	0.838	0.726	0.718	0.683	0.63	0.66	N
BN190292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.457	0.373	0.477	0.523	0.437	0.424	0.603	0.689	0.702	0.78	0.801	0.861	0.779	0.664	0.583	0.444	0.47	T
BN190298	0.351	0.324	0.376	0.421	0.344	0.336	0.434	0.508	0.49	0.612	0.588	0.669	0.653	0.555	0.528	0.328	0.362	N
BN190300	0.804	0.775	0.775	0.804	0.765	0.794	0.814	0.824	0.804	0.861	0.921	0.922	0.91	0.824	0.833	0.775	0.833	T
BN190303	0.247	0.231	0.296	0.339	0.29	0.306	0.371	0.403	0.452	0.446	0.538	0.597	0.527	0.425	0.432	0.237	0.366	N
BN190305	0.188	0.141	0.251	0.241	0.183	0.225	0.272	0.325	0.398	0.45	0.55	0.581	0.484	0.403	0.33	0.152	0.22	T
BN190308	0.218	0.173	0.238	0.281	0.229	0.25	0.375	0.43	0.434	0.456	0.55	0.677	0.512	0.516	0.398	0.233	0.512	N
BN190310	0.24	0.107	0.162	0.307	0.253	0.24	0.293	0.338	0.44	0.52	0.587	0.68	0.387	0.4	0.44	0.187	0.213	N
BN190312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190313	0.738	0.711	0.741	0.76	0.694	0.74	0.645	0.822	0.835	0.854	0.86	0.9	0.833	0.803	0.749	0.695	0.761	T
BN190314	0.067	0.058	0.108	0.183	0.108	0.083	0.117	0.193	0.2	0.425	0.433	0.4	0.375	0.353	0.267	0.075	0.2	N
