50	0.095	0.143	0.143	0.119	0.048	0.286	0.095	0.143	0.071	0.119	0.073	0.095	0.286	0.317	0.167	0.167	0.098	0.048	0.524	0.286	0.357	0.881	N
55	0.248	0.144	0.189	0.152	0.098	0.18	0.143	0.167	0.12	0.133	0.085	0.135	0.138	0.11	0.106	0.106	0.176	0.152	0.331	0.223	0.248	0.857	T
56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
63	0.287	0.325	0.275	0.225	0.188	0.4	0.275	0.25	0.278	0.197	0.203	0.177	0.375	0.333	0.188	0.212	0.291	0.225	0.688	0.463	0.463	0.775	T
67	0.2	0.133	0.167	0.133	0.1	0.2	0.1	0.133	0.1	0.069	0.033	0.133	0.167	0.154	0	0.033	0.033	0.1	0.433	0.233	0.133	0.767	T
81	0.464	0.339	0.339	0.357	0.179	0.411	0.339	0.375	0.345	0.339	0.241	0.321	0.528	0.377	0.232	0.161	0.296	0.429	0.821	0.536	0.643	0.732	T
88	0.18	0.22	0.22	0.16	0.1	0.18	0.12	0.18	0.082	0.125	0.04	0.08	0.2	0.159	0	0.06	0.122	0.041	0.48	0.3	0.38	0.86	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
94	0.474	0.456	0.421	0.386	0.246	0.456	0.404	0.333	0.304	0.358	0.281	0.218	0.345	0.34	0.268	0.268	0.316	0.25	0.614	0.404	0.386	0.86	N
BN190001	0.556	0.444	0.435	0.397	0.286	0.476	0.317	0.286	0.339	0.23	0.274	0.302	0.328	0.242	0.159	0.143	0.19	0.365	0.746	0.556	0.548	0.803	T
BN190002	0.316	0.211	0.237	0.184	0.105	0.158	0.132	0.263	0.211	0.158	0.132	0.158	0.132	0.108	0.105	0.132	0.263	0.184	0.5	0.289	0.316	0.632	N
BN190003	0.176	0.118	0.235	0.176	0	0.176	0.062	0.059	0.059	0.118	0	0	0.118	0.235	0	0.118	0.176	0.118	0.294	0.235	0.235	0.882	T
BN190005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190006	0.32	0.6	0.56	0.48	0.24	0.52	0.16	0.28	0.32	0.292	0.24	0.292	0.48	0.304	0.25	0.24	0.36	0.2	0.76	0.4	0.48	0.72	T
BN190007	0.167	0.333	0.333	0.292	0.125	0.333	0.25	0.208	0.273	0.208	0.13	0.292	0.292	0.304	0.25	0.167	0.292	0.083	0.542	0.333	0.375	0.826	N
BN190008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190010	0.405	0.524	0.5	0.452	0.357	0.452	0.381	0.463	0.452	0.341	0.45	0.415	0.452	0.415	0.405	0.452	0.425	0.381	0.78	0.595	0.643	0.81	N
BN190011	0.64	0.64	0.68	0.6	0.44	0.6	0.44	0.48	0.5	0.565	0.435	0.522	0.583	0.542	0.44	0.48	0.56	0.56	0.92	0.8	0.68	0.84	T
BN190012	0.139	0.114	0.076	0.101	0.063	0.114	0.063	0.089	0.053	0.041	0.051	0.077	0.089	0.127	0.025	0.076	0.114	0.063	0.359	0.152	0.165	0.747	N
BN190014	0.359	0.359	0.385	0.385	0.231	0.41	0.308	0.359	0.263	0.205	0.154	0.27	0.231	0.231	0.316	0.158	0.289	0.205	0.595	0.359	0.436	0.821	T
BN190015	0.364	0.273	0.273	0.273	0.182	0.364	0.273	0.364	0.182	0.3	0.1	0.091	0.455	0.091	0.091	0.182	0.455	0.4	0.545	0.545	0.273	0.818	N
BN190017	0.5	0.615	0.577	0.538	0.269	0.615	0.462	0.538	0.44	0.435	0.261	0.346	0.385	0.304	0.154	0.308	0.44	0.308	0.769	0.577	0.731	0.731	N
BN190018	0.455	0.455	0.455	0.455	0.273	0.455	0.364	0.364	0.3	0.2	NA	0.364	0.364	0.364	0.455	0.364	0.091	0.182	0.636	0.545	0.545	0.909	T
BN190019	0.667	0.593	0.556	0.574	0.444	0.593	0.407	0.611	0.471	0.408	0.451	0.463	0.556	0.528	0.463	0.426	0.463	0.481	0.852	0.685	0.648	0.907	T
BN190023	0.19	0.121	0.155	0.103	0.034	0.158	0.121	0.069	0.105	0.069	0.053	0.103	0.105	0.088	0.036	0.086	0.172	0.155	0.241	0.155	0.19	0.759	N
BN190024	0.68	0.84	0.76	0.6	0.44	0.76	0.76	0.72	0.72	0.56	0.667	0.76	0.833	0.875	0.72	0.56	0.583	0.6	0.92	0.84	0.76	0.84	T
BN190026	0.381	0.381	0.238	0.238	0.333	0.429	0.286	0.286	0.333	0.333	0.263	0.381	0.286	0.235	0.238	0.333	0.35	0.286	0.714	0.333	0.429	0.857	N
BN190028	0.158	0	0.111	0.105	0.053	0.105	0.053	0.105	0	0.059	0	0.053	0.158	0.105	0	0.053	0.056	0.111	0.579	0.368	0.474	0.947	T
BN190029	0.12	0.25	0.16	0	0.12	0.24	0.12	0.08	0.2	0.217	0.08	0.16	0.4	0.24	0.16	0.12	0.25	0.24	0.52	0.28	0.36	0.92	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190033	0.226	0.151	0.226	0.189	0.094	0.283	0.226	0.264	0.208	0.157	0.189	0.25	0.192	0.189	0.132	0.151	0.151	0.151	0.615	0.321	0.415	0.868	T
BN190034	0.654	0.615	0.673	0.615	0.538	0.673	0.577	0.692	0.633	0.574	0.588	0.612	0.673	0.64	0.615	0.615	0.647	0.635	0.788	0.712	0.731	0.865	T
BN190036	0.227	0.182	0.273	0.273	0.227	0.318	0.318	0.364	0.227	0.2	0.238	0.238	0.273	0.25	0.318	0.227	0.227	0.273	0.455	0.364	0.364	0.864	T
BN190037	0.192	0.231	0.167	0.218	0.192	0.234	0.154	0.167	0.221	0.158	0.13	0.182	0.192	0.224	0.156	0.192	0.156	0.154	0.41	0.284	0.218	0.766	N
BN190038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190039	0.565	0.522	0.609	0.478	0.478	0.565	0.435	0.478	0.478	0.591	0.455	0.364	0.565	0.545	0.522	0.478	0.5	0.565	0.652	0.652	0.652	0.739	T
BN190040	0.241	0.241	0.207	0.207	0.276	0.5	0.241	0.276	0.241	0.276	0.179	0.179	0.286	0.25	0.276	0.241	0.276	0.241	0.483	0.517	0.483	0.75	N
BN190041	0.543	0.6	0.514	0.429	0.171	0.429	0.314	0.286	0.242	0.371	0.281	0.382	0.353	0.324	0.2	0.229	0.382	0.324	0.686	0.429	0.486	0.857	T
BN190042	0.188	0.094	0.062	0.125	0.031	0.219	0.125	0.094	0.219	0.097	0	0.161	0.194	0.194	0.125	0.25	0.219	0.188	0.438	0.25	0.281	0.719	N
BN190044	0.062	0.062	0.067	0.062	0	0	0	0.062	0.062	0	0	0	0	0.067	0	0	0	0	0.062	0	0.062	0.938	T
BN190046	0.679	0.628	0.615	0.654	0.564	0.718	0.667	0.675	0.623	0.553	0.486	0.605	0.611	0.595	0.577	0.577	0.564	0.564	0.859	0.718	0.795	0.821	T
BN190047	0.143	0.071	0	0.071	0.077	0.071	0.071	0	0.214	0.071	0	0.071	0	0.154	0.071	0	0.143	0	0.214	0.071	0	0.643	N
BN190048	0.167	0.278	0.222	0.167	0.167	0.333	0.278	0.5	0.278	0.25	0.056	0.278	0.471	0.353	0.389	0.167	0.389	0.111	0.667	0.556	0.556	0.944	T
BN190049	0.85	0.85	0.9	0.85	0.7	0.95	0.9	0.9	0.9	0.889	0.824	0.895	0.947	0.9	0.75	0.8	0.65	0.85	0.95	0.85	0.95	0.895	T
BN190050	0.429	0.214	0.286	0.286	0.214	0.429	0.286	0.286	0.214	0.231	0.214	0.143	0.357	0.286	0.286	0.429	0.214	0.357	0.643	0.429	0.5	0.857	N
BN190051	0.533	0.4	0.5	0.4	0.179	0.533	0.267	0.467	0.3	0.2	0.276	0.286	0.31	0.2	0.3	0.167	0.276	0.4	0.733	0.633	0.733	0.733	T
BN190052	0.211	0.211	0.333	0.316	0.105	0.421	0.263	0.368	0.316	0.263	0.211	0.263	0.421	0.263	0.278	0.211	0.368	0.368	0.632	0.474	0.389	0.722	N
BN190054	0	0.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.182	0	0.091	0.909	T
BN190055	0.5	0.5	0.455	0.364	0.273	0.364	0.364	0.455	0.364	0.35	0.35	0.409	0.381	0.364	0.333	0.364	0.455	0.364	0.636	0.545	0.5	0.864	T
BN190056	0.25	0	0.333	0.167	0	0.167	0	0.083	0.083	0.167	0	0.333	0.25	0.091	0	0.083	0.083	0	0.417	0.25	0.273	0.917	N
BN190057	0.259	0.222	0.259	0.148	0.037	0.074	0.037	0.074	0	0.148	0.037	0.111	0.185	0.167	0.074	0.111	0.115	0.222	0.481	0.296	0.185	0.852	T
BN190059	0.1	0.2	0.2	0.2	0.1	0.3	0.2	0.2	0.2	NA	0.1	0.1	0.1	0.2	0.3	0.2	0.2	0.2	0.6	0.2	0.5	0.9	N
BN190062	0.2	0.133	0.071	0.067	0.067	0.067	0	0.067	0.067	0.133	0	0.2	0.133	0.143	0.067	0.067	0.071	0.2	0.4	0.267	0.143	0.867	N
BN190068	0.522	0.25	0.208	0.292	0.042	0.348	0.167	0.167	0.208	0.25	0.083	0.083	0.333	0.273	0.083	0.125	0.125	0.25	0.542	0.478	0.458	0.875	N
BN190071	0.381	0.317	0.254	0.286	0.095	0.302	0.238	0.349	0.317	0.127	0.049	0.254	0.306	0.41	0.159	0.254	0.286	0.206	0.73	0.516	0.429	0.81	N
BN190072	0.148	0.185	0.148	0.074	0.074	0.185	0.148	0.259	0.074	0.08	0.038	0.111	0.111	0.111	0.037	0.148	0.148	0.037	0.444	0.154	0.333	0.815	N
BN190073	0.45	0.45	0.425	0.45	0.2	0.575	0.4	0.5	0.282	0.35	0.051	0.297	0.475	0.316	0.375	0.325	0.25	0.4	0.75	0.333	0.487	0.825	T
BN190075	0.119	0.048	0.119	0.071	0.048	0.143	0.095	0.167	0.095	0.075	0.095	0.146	0.071	0.1	0.073	0.048	0.214	0.143	0.357	0.143	0.119	0.833	N
BN190077	0.692	0.606	0.596	0.673	0.466	0.635	0.615	0.625	0.635	0.562	0.5	0.549	0.66	0.569	0.529	0.625	0.564	0.606	0.837	0.731	0.721	0.827	T
BN190080	0.12	0.08	0.04	0.16	0.12	0.08	0.04	0.04	0.04	0	0	0	0.04	0	0	0.04	0.087	0.08	0.36	0.16	0.08	0.68	N
BN190083	0.467	0.4	0.467	0.533	0.4	0.467	0.4	0.733	0.267	0.538	0.4	0.429	0.533	0.571	0.333	0.4	0.357	0.533	0.867	0.733	0.733	0.867	T
BN190085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190087	0.457	0.286	0.371	0.314	0.257	0.371	0.371	0.343	0.257	0.281	0.212	0.303	0.382	0.303	0.314	0.2	0.382	0.514	0.657	0.429	0.429	0.743	T
BN190089	0.667	0.611	0.444	0.444	0.444	0.5	0.611	0.5	0.5	0.529	0.412	0.5	0.529	0.562	0.5	0.5	0.556	0.5	0.778	0.667	0.667	0.833	N
BN190090	0.581	0.419	0.442	0.488	0.581	0.721	0.628	0.558	0.41	0.359	0.262	0.488	0.558	0.488	0.116	0.186	0.073	0.372	0.837	0.488	0.442	0.714	T
BN190092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190094	0.558	0.419	0.488	0.163	0.349	0.5	0.488	0.442	0.293	0.268	0.116	0.385	0.465	0.4	0.442	0.279	0.262	0.233	0.744	0.381	0.488	0.884	T
BN190096	0.357	0.286	0.286	0.214	0	0.143	0.071	0.071	0	0.143	0.071	0.071	0.385	0.143	0	0	0	0	0.357	0.214	0.286	0.857	N
BN190098	0.436	0.462	0.436	0.487	0.333	0.41	0.385	0.333	0.289	0.361	0.189	0.342	0.316	0.243	0.308	0.308	0.189	0.308	0.692	0.41	0.462	0.846	N
BN190099	0.69	0.379	0.448	0.483	0.31	0.379	0.379	0.31	0.357	0.286	0.241	0.25	0.414	0.308	0.31	0.138	0.172	0.276	0.586	0.414	0.517	0.828	T
BN190101	0.32	0.36	0.36	0.28	0.2	0.36	0.24	0.32	0.4	0.36	0.167	0.32	0.28	0.261	0.2	0.12	0.2	0.25	0.52	0.32	0.44	0.68	N
BN190106	0	0.033	0.049	0.067	0	0.049	0.049	0.049	0.033	0.017	0.016	0.016	0.016	0.018	0.016	0.033	0.131	0.033	0.117	0.033	0.016	0.82	T
BN190109	0.146	0.146	0.073	0.075	0.122	0.146	0.073	0.073	0.098	0.184	0.098	0.075	0.1	0.051	0.073	0.122	0.158	0.122	0.463	0.268	0.146	0.878	N
BN190111	0.114	0.371	0.2	0.4	0.086	0.4	0.294	0.4	0.057	0.25	0.086	0.143	0.371	0.121	0	0.029	0.029	0	0.6	0.353	0.457	0.8	T
BN190114	0.545	0.303	0.333	0.394	0.424	0.424	0.424	0.545	0.438	0.485	0.29	0.438	0.394	0.375	0.364	0.424	0.333	0.485	0.848	0.667	0.606	0.697	T
BN190117	0.667	0.692	0.667	0.63	0.481	0.778	0.63	0.593	0.654	0.565	0.542	0.6	0.615	0.64	0.577	0.6	0.708	0.692	0.885	0.769	0.846	0.769	N
BN190119	0.889	0.944	0.917	0.861	0.889	0.889	0.917	0.861	0.886	0.879	0.667	0.794	0.882	0.912	0.833	0.8	0.857	0.889	0.972	0.972	0.944	0.75	T
BN190120	0.475	0.575	0.55	0.55	0.325	0.575	0.59	0.4	0.4	0.472	0.275	0.462	0.385	0.282	0.325	0.3	0.275	0.525	0.75	0.675	0.65	0.9	N
BN190121	0.512	0.372	0.372	0.302	0.163	0.558	0.326	0.419	0.286	0.268	0.326	0.268	0.262	0.359	0.372	0.349	0.333	0.372	0.674	0.558	0.721	0.767	T
BN190122	0.407	0.358	0.35	0.37	0.235	0.407	0.37	0.37	0.278	0.316	0.329	0.321	0.375	0.405	0.3	0.296	0.304	0.235	0.642	0.395	0.444	0.8	N
BN190125	0.21	0.198	0.185	0.222	0.1	0.259	0.173	0.148	0.087	0.127	0.051	0.1	0.188	0.104	0.148	0.16	0.177	0.099	0.642	0.333	0.333	0.765	T
BN190128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190131	0.233	0.233	0.2	0.233	0.15	0.317	0.25	0.333	0.1	0.207	0.183	0.123	0.241	0.211	0.169	0.15	0.25	0.1	0.517	0.367	0.25	0.864	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.762	0.636	0.636	0.5	0.455	0.636	0.5	0.619	0.35	0.409	0.333	0.364	0.455	0.2	0.364	0.227	0.455	0.455	0.909	0.682	0.727	0.857	T
BN190137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190141	0.434	0.329	0.373	0.313	0.265	0.386	0.349	0.313	0.275	0.296	0.228	0.317	0.386	0.296	0.253	0.235	0.212	0.265	0.687	0.481	0.446	0.711	T
BN190142	0.169	0.138	0.185	0.185	0.092	0.154	0.077	0.154	0.125	0.153	0.016	0.092	0.2	0.081	0.138	0.123	0.141	0.203	0.492	0.344	0.215	0.877	N
BN190147	0.471	0.441	0.412	0.364	0.206	0.529	0.324	0.412	0.324	0.303	0.118	0.364	0.594	0.424	0.353	0.235	0.471	0.485	0.848	0.618	0.647	0.824	T
BN190149	0.361	0.278	0.222	0.222	0.111	0.333	0.306	0.389	0.229	0.222	0.059	0.143	0.25	0.294	0.25	0.222	0.4	0.361	0.639	0.444	0.417	0.778	N
BN190150	0.387	0.29	0.258	0.194	0.097	0.194	0.226	0.2	0.258	0.133	0.103	0.194	0.419	0.207	0.161	0.258	0.226	0.29	0.71	0.645	0.484	0.774	T
BN190151	0.352	0.302	0.241	0.296	0.241	0.377	0.222	0.352	0.17	0.255	0.13	0.173	0.294	0.212	0.241	0.222	0.241	0.37	0.741	0.434	0.537	0.774	T
BN190155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190158	0.545	0.341	0.409	0.545	0.114	0.535	0.273	0.409	0.477	0.5	0.357	0.465	0.523	0.39	0.386	0.432	0.395	0.455	0.75	0.614	0.568	0.659	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190164	0.862	0.893	0.897	0.897	0.793	0.897	0.828	0.828	0.857	0.704	0.714	0.821	0.852	0.793	0.759	0.793	0.786	0.69	0.897	0.862	1	0.862	T
BN190166	0.534	0.569	0.603	0.603	0.509	0.638	0.466	0.569	0.569	0.5	0.5	0.561	0.655	0.561	0.5	0.586	0.561	0.483	0.776	0.672	0.724	0.776	N
BN190168	0.261	0.174	0.174	0.13	0.109	0.239	0.174	0.196	0.114	0.256	0.093	0.152	0.136	0.136	0.109	0.174	0.174	0.152	0.435	0.283	0.283	0.778	T
BN190170	0.375	0.375	0.339	0.357	0.161	0.339	0.321	0.357	0.273	0.302	0.231	0.296	0.393	0.304	0.286	0.268	0.268	0.321	0.607	0.411	0.411	0.821	T
BN190171	0.263	0.105	0.105	0.211	0.158	0.263	0.158	0.158	0.263	0.053	0.111	0.105	0.105	0.222	0.105	0.222	0.167	0.105	0.368	0.263	0.263	0.895	N
BN190172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.566	0.649	0.532	0.675	0.377	0.697	0.558	0.519	0.408	0.562	0.213	0.542	0.627	0.421	0.468	0.649	0.635	0.675	0.818	0.787	0.779	0.779	T
BN190180	0.167	0.183	0.167	0.1	0.05	0.183	0.1	0.167	0.085	0.017	0.051	0.103	0.102	0.1	0.034	0.067	0.183	0.05	0.3	0.153	0.2	0.8	N
BN190181	0.787	0.803	0.772	0.654	0.598	0.803	0.646	0.795	0.779	0.675	0.602	0.685	0.879	0.886	0.772	0.701	0.579	0.472	0.929	0.857	0.866	0.78	T
BN190184	0.128	0.128	0.17	0.085	0.043	0.191	0.152	0.064	0.022	0.07	0.023	0.022	0.149	0.182	0.128	0.128	0.106	0.152	0.362	0.196	0.213	0.83	N
BN190186	0.364	0.318	0.364	0.227	0.227	0.273	0.273	0.409	0.286	0.25	0.227	0.273	0.182	0.238	0.227	0.143	0.476	0.455	0.455	0.409	0.364	0.81	T
BN190189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190191	0.7	0.7	0.85	0.7	0.55	0.65	0.7	0.7	0.632	0.706	0.526	0.7	0.722	0.667	0.7	0.737	0.75	0.65	0.85	0.8	0.7	0.8	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.125	0.175	0.075	0.1	0.025	0.175	0.175	0.15	0.128	0.105	0.025	0.1	0.128	0.108	0.077	0.2	0.103	0.1	0.5	0.25	0.359	0.8	T
BN190195	0.103	0.138	0.034	0	0.034	0.069	0.034	0.103	0.034	0	0.069	0.069	0.069	0.036	0.034	0.107	0.143	0.069	0.448	0.241	0.138	0.828	N
BN190198	0.143	0.571	0.643	0.571	0.286	0.286	0.308	0.286	0.286	0.214	0.308	0.429	0.214	0.214	0.143	0.071	0.357	0	0.714	0.071	0.286	0.929	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.093	0.073	0.093	0.066	0.007	0.106	0.06	0.073	0.054	0.055	0.027	0.066	0.081	0.069	0.068	0.013	0.093	0.066	0.219	0.1	0.093	0.821	T
BN190201	0.364	0.185	0.218	0.145	0.091	0.127	0.109	0.2	0.164	0.109	0.038	0.074	0.151	0.094	0.055	0.185	0.212	0.167	0.545	0.241	0.309	0.782	N
BN190202	0.844	0.719	0.688	0.906	0.562	0.688	0.75	0.781	0.667	0.71	0.742	0.7	0.774	0.727	0.788	0.576	0.667	0.636	0.879	0.788	0.818	0.788	T
BN190203	0.371	0.314	0.4	0.429	0.235	0.371	0.229	0.257	0.171	0.286	0.143	0.229	0.294	0.143	0.114	0.059	0.229	0.229	0.657	0.486	0.457	0.714	T
BN190206	0.177	0.098	0.113	0.081	0.016	0.113	0.048	0.161	0.016	0.066	0.017	0.098	0.15	0.123	0.016	0.113	0.169	0.113	0.383	0.18	0.226	0.77	N
BN190209	0.25	0.125	0.188	0.062	0.062	0.125	0.188	0.062	0.062	0	0.062	0.062	0.125	0.133	0.062	0.125	0	0.125	0.25	0.067	0.188	0.812	N
BN190210	0.455	0.424	0.424	0.394	0.455	0.515	0.515	0.424	0.455	0.387	0.379	0.424	0.545	0.485	0.485	0.485	0.182	0.364	0.667	0.485	0.515	0.848	T
BN190211	0.85	0.836	0.843	0.829	0.729	0.836	0.75	0.814	0.832	0.777	0.75	0.791	0.863	0.837	0.821	0.829	0.829	0.821	0.914	0.893	0.886	0.85	T
BN190213	0.138	0.241	0.103	0.034	0.034	0.207	0.103	0.103	0.138	0.074	0.034	0.103	0.036	0.107	0.069	0	0.037	0.034	0.345	0.103	0.138	0.793	N
BN190215	0.618	0.5	0.353	0.5	0.441	0.647	0.5	0.5	0.424	0.438	0.441	0.531	0.559	0.455	0.324	0.441	0.353	0.382	0.824	0.559	0.588	0.912	T
BN190218	0.5	0.269	0.385	0.462	0.269	0.538	0.346	0.423	0.5	0.32	0.32	0.458	0.56	0.458	0.308	0.308	0.4	0.308	0.654	0.5	0.577	0.808	N
BN190219	0.566	0.491	0.377	0.358	0.173	0.377	0.377	0.396	0.255	0.288	0.176	0.269	0.269	0.213	0.226	0.075	0.308	0.396	0.774	0.434	0.604	0.83	T
BN190221	0.178	0.136	0.153	0.153	0.068	0.212	0.212	0.229	0.186	0.152	0.128	0.177	0.284	0.191	0.127	0.12	0.2	0.212	0.508	0.28	0.28	0.797	N
BN190223	0.516	0.484	0.484	0.516	0.355	0.387	0.355	0.419	0.333	0.4	0.267	0.323	0.355	0.333	0.29	0.355	0.355	0.484	0.903	0.484	0.516	0.8	T
BN190225	0.141	0.141	0.07	0.085	0	0.113	0.042	0.07	0.113	0.043	0.057	0.059	0.143	0.134	0.042	0.113	0.075	0.141	0.521	0.183	0.155	0.857	N
BN190227	0.842	0.723	0.78	0.733	0.68	0.73	0.653	0.703	0.68	0.699	0.578	0.68	0.717	0.683	0.594	0.525	0.54	0.653	0.881	0.812	0.822	0.68	T
BN190229	0.583	0.548	0.571	0.607	0.393	0.578	0.524	0.524	0.457	0.423	0.395	0.446	0.47	0.488	0.405	0.393	0.458	0.44	0.714	0.56	0.518	0.833	N
BN190231	0.685	0.63	0.593	0.685	0.642	0.667	0.648	0.717	0.585	0.615	0.453	0.56	0.698	0.596	0.481	0.585	0.596	0.556	0.87	0.704	0.778	0.926	T
BN190233	0.147	0.118	0.088	0.118	0.118	0.118	0.118	0.147	0.121	0.062	0.118	0.206	0.129	0.133	0.118	0.118	0.152	0.206	0.471	0.242	0.212	0.794	N
BN190235	0.4	0.371	0.271	0.314	0.229	0.4	0.357	0.329	0.214	0.206	0.138	0.217	0.379	0.317	0.271	0.2	0.358	0.214	0.629	0.571	0.557	0.843	T
BN190238	0.298	0.168	0.17	0.181	0.063	0.284	0.232	0.232	0.149	0.106	0.116	0.181	0.228	0.169	0.126	0.158	0.14	0.2	0.413	0.253	0.277	0.894	N
