BN190193	0.311	0.138	0.327	0.347	0.259	0.204	0.24	0.33	0.284	0.42	0.489	T
BN190195	0.277	0.106	0.255	0.33	0.247	0.181	0.245	0.277	0.29	0.362	0.447	N
BN190198	0.6	0.48	0.64	0.56	0.52	0.56	0.48	0.56	0.6	0.56	0.68	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.162	0.115	0.192	0.202	0.131	0.078	0.102	0.115	0.178	0.233	0.531	T
BN190201	0.435	0.398	0.463	0.481	0.407	0.43	0.398	0.426	0.398	0.458	0.556	N
BN190202	0.421	0.205	0.442	0.454	0.407	0.43	0.43	0.573	0.609	0.669	0.699	T
BN190203	0.356	0.341	0.414	0.397	0.277	0.218	0.228	0.263	0.303	0.373	0.494	T
BN190206	0.3	0.4	0.5	0.2	0.1	0.1	0.3	0.3	0.2	0.4	0.3	N
BN190209	0.595	0.381	0.476	0.573	0.476	0.44	0.452	0.476	0.595	0.655	0.702	N
BN190210	0.813	0.633	0.813	0.809	0.738	0.748	0.776	0.787	0.825	0.85	0.851	T
BN190211	0.156	0.133	0.222	0.148	0.17	0.142	0.141	0.311	0.348	0.578	0.733	T
BN190213	0.169	0.169	0.195	0.325	0.184	0.224	0.156	0.234	0.26	0.39	0.584	N
BN190215	0.675	0.554	0.687	0.699	0.671	0.566	0.578	0.602	0.578	0.675	0.747	T
BN190218	0.55	0.408	0.617	0.633	0.458	0.458	0.408	0.442	0.492	0.575	0.592	N
BN190219	0.295	0.25	0.364	0.273	0.25	0.114	0.045	0.205	0.341	0.523	0.614	T
BN190221	0.259	0.187	0.307	0.364	0.224	0.184	0.172	0.236	0.287	0.358	0.516	N
BN190223	0.598	0.427	0.554	0.612	0.491	0.432	0.427	0.453	0.463	0.505	0.533	T
BN190225	0.527	0.34	0.511	0.543	0.426	0.404	0.447	0.479	0.479	0.617	0.67	N
BN190227	0.309	0.275	0.329	0.277	0.272	0.148	0.149	0.176	0.195	0.264	0.329	T
BN190229	0.245	0.169	0.286	0.297	0.252	0.164	0.188	0.161	0.18	0.312	0.477	N
BN190231	0.278	0.181	0.319	0.321	0.292	0.152	0.164	0.231	0.202	0.345	0.508	T
BN190233	0.485	0.455	0.515	0.606	0.424	0.364	0.455	0.515	0.394	0.545	0.788	N
BN190235	0.514	0.428	0.51	0.531	0.479	0.4	0.386	0.421	0.462	0.538	0.621	T
BN190238	0.577	0.45	0.513	0.582	0.471	0.41	0.429	0.426	0.455	0.545	0.661	N
BN190240	0.487	0.348	0.514	0.534	0.396	0.324	0.334	0.36	0.439	0.473	0.543	T
BN190241	0.414	0.346	0.444	0.45	0.396	0.352	0.347	0.413	0.464	0.491	0.625	N
BN190242	0.467	0.23	0.451	0.5	0.344	0.426	0.421	0.557	0.59	0.689	0.754	T
BN190244	0.424	0.341	0.467	0.502	0.388	0.274	0.275	0.3	0.369	0.459	0.546	T
BN190245	0.638	0.47	0.628	0.703	0.579	0.572	0.586	0.647	0.595	0.714	0.762	N
BN190247	0.688	0.538	0.645	0.634	0.581	0.57	0.516	0.602	0.591	0.699	0.817	T
BN190248	0.059	0.075	0.059	0.088	0.09	0.059	0.132	0.182	0.221	0.515	0.765	T
BN190249	0.102	0.075	0.13	0.124	0.092	0.043	0.048	0.07	0.071	0.102	0.113	T
BN190251	0.432	0.337	0.437	0.465	0.363	0.335	0.315	0.318	0.37	0.418	0.482	T
BN190252	0.612	0.573	0.624	0.616	0.584	0.589	0.566	0.606	0.61	0.626	0.653	T
BN190255	0.392	0.288	0.377	0.418	0.345	0.307	0.333	0.375	0.347	0.496	0.694	N
BN190256	0.213	0.12	0.229	0.165	0.183	0.119	0.083	0.202	0.22	0.367	0.706	T
BN190257	0.452	0.403	0.484	0.5	0.419	0.403	0.459	0.435	0.403	0.468	0.581	N
BN190258	0.548	0.549	0.572	0.601	0.546	0.513	0.46	0.528	0.575	0.596	0.622	T
BN190260	0.457	0.333	0.484	0.535	0.403	0.434	0.403	0.411	0.465	0.612	0.76	N
BN190262	0.142	0.075	0.16	0.212	0.119	0.139	0.146	0.186	0.194	0.297	0.472	N
BN190264	0.51	0.451	0.49	0.551	0.392	0.412	0.412	0.451	0.431	0.529	0.706	N
BN190265	0.856	0.653	0.822	0.847	0.786	0.822	0.78	0.846	0.814	0.847	0.831	T
BN190266	0.516	0.384	0.582	0.518	0.485	0.385	0.402	0.444	0.496	0.607	0.636	N
BN190267	0.491	0.446	0.512	0.512	0.423	0.388	0.398	0.392	0.464	0.512	0.548	T
BN190269	0.518	0.455	0.604	0.598	0.486	0.441	0.518	0.5	0.536	0.694	0.804	N
BN190270	0.251	0.144	0.228	0.246	0.217	0.181	0.187	0.234	0.291	0.263	0.521	T
BN190271	0.391	0.13	0.391	0.348	0.435	0.217	0.304	0.348	0.348	0.391	0.609	N
BN190274	0.544	0.464	0.613	0.65	0.588	0.458	0.351	0.418	0.492	0.585	0.663	T
BN190278	0.794	0.76	0.799	0.797	0.773	0.802	0.809	0.839	0.838	0.864	0.882	T
BN190279	0.136	0.11	0.239	0.243	0.175	0.108	0.127	0.208	0.158	0.322	0.506	N
BN190280	0.392	0.211	0.475	0.43	0.275	0.335	0.302	0.603	0.645	0.859	0.885	T
BN190283	0.467	0.366	0.489	0.516	0.44	0.387	0.344	0.366	0.473	0.495	0.634	N
BN190284	0.625	0.3	0.575	0.55	0.513	0.4	0.275	0.425	0.4	0.45	0.725	T
BN190285	0.459	0.374	0.467	0.48	0.366	0.355	0.366	0.311	0.426	0.5	0.593	N
BN190286	0.577	0.518	0.607	0.639	0.589	0.569	0.613	0.595	0.637	0.649	0.685	T
BN190287	0.737	0.632	0.763	0.711	0.711	0.658	0.711	0.711	0.737	0.816	0.763	N
BN190288	0.659	0.541	0.624	0.635	0.612	0.588	0.566	0.506	0.612	0.647	0.682	T
BN190290	0.658	0.58	0.65	0.691	0.632	0.566	0.609	0.653	0.679	0.683	0.74	N
BN190292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.318	0.291	0.311	0.357	0.286	0.285	0.219	0.284	0.369	0.359	0.429	T
BN190298	0.592	0.523	0.575	0.631	0.547	0.542	0.54	0.542	0.607	0.643	0.743	N
BN190300	0.851	0.851	0.809	0.819	0.84	0.851	0.862	0.862	0.84	0.83	0.84	T
BN190303	0.444	0.379	0.479	0.444	0.383	0.379	0.413	0.426	0.426	0.536	0.639	N
BN190305	0.398	0.281	0.439	0.456	0.341	0.327	0.286	0.301	0.398	0.429	0.502	T
BN190308	0.602	0.486	0.578	0.675	0.538	0.528	0.519	0.58	0.594	0.731	0.844	N
BN190310	0.4	0.327	0.43	0.453	0.338	0.397	0.424	0.397	0.444	0.57	0.748	N
BN190312	0.812	0.812	0.875	0.875	0.812	0.75	0.75	0.812	0.688	0.812	0.812	T
BN190313	0.191	0.22	0.233	0.264	0.226	0.182	0.135	0.181	0.25	0.24	0.452	T
BN190314	0.655	0.414	0.655	0.655	0.586	0.483	0.414	0.517	0.552	0.655	0.793	N
BN190315	0.508	0.419	0.48	0.482	0.403	0.379	0.379	0.444	0.455	0.584	0.611	N
BN190319	0.624	0.529	0.645	0.652	0.56	0.468	0.457	0.553	0.617	0.582	0.638	T
BN190322	0.416	0.339	0.474	0.488	0.467	0.351	0.347	0.374	0.409	0.43	0.507	T
BN190323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
position	42828170	42828173	42828177	42828189	42828207	42828251	42828261	42828276	42828300	42828317	42828338	
