BN190026	0.351	0.173	0.118	0.12	0.019	0.03	0.017	0.023	0.024	0.017	0.024	0.028	0.019	0.01	0.007	N
BN190028	0.316	0.403	0.314	0.207	0.021	0.053	0.015	0.036	0.023	0.013	0.03	0.019	0.004	0.002	0.011	T
BN190029	0.385	0.269	0.346	0.115	0	0.192	0.038	0.038	0.077	0.038	0.038	0.038	0	0	0.038	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	0.289	0.394	0.291	0.236	0.031	0.039	0.031	0.031	0.039	0.016	0.023	0.016	0.008	0.008	0	T
BN190032	0.408	0.068	0.059	0.059	0.003	0.016	0.022	0.009	0.009	0.009	0.003	0.003	0.016	0.012	0.006	N
BN190033	0.36	0.216	0.225	0.145	0.014	0.023	0.009	0.028	0	0.014	0.024	0.014	0.028	0.005	0.005	T
BN190034	0.376	0.569	0.553	0.552	0.549	0.569	0.553	0.563	0.564	0.551	0.549	0.514	0.116	0.187	0.522	T
BN190036	0.368	0.14	0.137	0.119	0.06	0.08	0.067	0.065	0.07	0.062	0.07	0.055	0.018	0.013	0.054	T
BN190037	0.384	0.292	0.244	0.198	0.176	0.201	0.19	0.203	0.205	0.193	0.188	0.178	0.053	0.049	0.18	N
BN190038	0.111	0.294	0.222	0.056	0	0.056	0.056	0	0	0	0	0	0	0	0	N
BN190039	0.348	0.718	0.651	0.632	0.022	0.189	0.034	0.077	0.087	0.043	0.043	0.028	0.006	0.012	0.003	T
BN190040	0.41	0.408	0.348	0.269	0.02	0.085	0.03	0.045	0.05	0.045	0.01	0.015	0	0.015	0	N
BN190041	0.382	0.329	0.286	0.306	0.037	0.124	0.028	0.065	0.074	0.037	0.046	0.023	0.014	0.009	0.009	T
BN190042	0.317	0.326	0.239	0.183	0.042	0.05	0.028	0.042	0.042	0.028	0.021	0.042	0.021	0	0.035	N
BN190044	0.358	0.968	0.952	0.963	0.907	0.947	0.87	0.948	0.948	0.902	0.929	0.92	0.813	0.828	0.848	T
BN190046	0.422	0.285	0.259	0.273	0.037	0.088	0.021	0.084	0.074	0.067	0.047	0.035	0.009	0.012	0.005	T
BN190047	0.383	0.407	0.325	0.253	0.015	0.036	0.028	0.026	0.038	0.033	0.021	0.018	0.007	0.01	0.007	N
BN190048	0.348	0.322	0.268	0.21	0.112	0.201	0.127	0.121	0.143	0.148	0.162	0.123	0.011	0.05	0.053	T
BN190049	0.409	0.784	0.784	0.795	0.805	0.83	0.795	0.83	0.83	0.818	0.818	0.795	0.409	0.159	0.761	T
BN190050	0.373	0.277	0.26	0.211	0.201	0.212	0.211	0.212	0.209	0.195	0.198	0.186	0.118	0.129	0.197	N
BN190051	0.348	0.358	0.299	0.303	0.242	0.31	0.102	0.249	0.247	0.123	0.059	0.048	0.011	0.032	0.016	T
BN190052	0.401	0.425	0.409	0.383	0.113	0.245	0.055	0.243	0.245	0.187	0.066	0.064	0.021	0.019	0.048	N
BN190054	0.455	0.989	0.898	0.852	0.489	0.761	0.489	0.557	0.557	0.295	0.239	0.17	0.148	0	0.045	T
BN190055	0.45	0.533	0.467	0.333	0.233	0.25	0.25	0.233	0.267	0.183	0.133	0.183	0.033	0.033	0.067	T
BN190056	0.349	0.323	0.28	0.206	0.032	0.043	0.021	0.032	0.026	0.042	0.026	0.021	0.005	0	0	N
BN190057	0.354	0.302	0.165	0.154	0.021	0.032	0.014	0.028	0.025	0.011	0.042	0.011	0.004	0.004	0.014	T
BN190059	0.522	0.348	0.174	0.087	0	0.087	0.043	0.043	0.087	0.13	0.043	0.043	0	0	0	N
BN190062	0.427	0.315	0.205	0.202	0.09	0.112	0.09	0.124	0.09	0.045	0.034	0.022	0.022	0	0	N
BN190068	0.376	0.149	0.126	0.085	0.048	0.066	0.048	0.061	0.053	0.055	0.052	0.043	0.018	0.015	0.039	N
BN190071	0.364	0.419	0.353	0.277	0.028	0.081	0.037	0.062	0.05	0.077	0.055	0.02	0.02	0.007	0.017	N
BN190072	0.517	0.828	0.759	0.552	0.138	0.207	0.138	0.207	0.138	0	0.103	0.069	0.034	0	0	N
BN190073	0.333	0.667	0.667	0.667	0	0.167	0.083	0.25	0.25	0.333	0.25	0.25	0	0	0	T
BN190075	0.368	0.417	0.291	0.206	0.057	0.053	0.061	0.093	0.069	0.069	0.045	0.028	0.012	0.004	0.016	N
BN190077	0.352	0.81	0.802	0.778	0.788	0.801	0.799	0.799	0.801	0.815	0.814	0.809	0.802	0.816	0.827	T
BN190080	0.349	0.341	0.205	0.182	0.14	0.159	0.159	0.14	0.136	0.136	0.136	0.136	0.091	0.091	0.136	N
BN190083	0.371	0.261	0.228	0.217	0.143	0.188	0.158	0.173	0.177	0.172	0.159	0.145	0.013	0.028	0.103	T
BN190085	0.397	0.467	0.339	0.227	0.03	0.082	0.016	0.044	0.04	0.019	0.033	0.033	0.005	0.026	0.005	N
BN190087	0.312	0.401	0.35	0.328	0.109	0.231	0.17	0.176	0.16	0.102	0.068	0.041	0.031	0.003	0.017	T
BN190089	0.49	0.735	0.612	0.633	0.163	0.388	0.184	0.163	0.408	0.286	0.163	0.122	0	0	0.02	N
BN190090	0.364	0.676	0.64	0.653	0.233	0.263	0.232	0.244	0.276	0.133	0.125	0.069	0.017	0.015	0.017	T
BN190092	0.331	0.561	0.509	0.491	0.238	0.308	0.277	0.237	0.233	0.145	0.092	0.081	0.023	0	0.023	N
BN190094	0.417	0.524	0.398	0.272	0.031	0.091	0.025	0.058	0.054	0.031	0.033	0.012	0.006	0.014	0.004	T
BN190096	0.373	0.194	0.148	0.063	0.01	0.027	0.021	0.02	0.02	0.007	0.013	0.015	0.002	0.009	0.012	N
BN190098	0.363	0.185	0.151	0.068	0.027	0.034	0.048	0.034	0.021	0.027	0.068	0.041	0	0	0.014	N
BN190099	0.364	0.152	0.129	0.152	0.038	0.106	0.061	0.053	0.053	0.03	0.015	0.015	0.015	0	0.008	T
BN190101	0.315	0.27	0.193	0.188	0.071	0.117	0.061	0.071	0.082	0.076	0.062	0.067	0.01	0.015	0.01	N
BN190106	0.379	0.833	0.667	0.733	0.033	0.133	0.1	0.033	0.033	0.033	0.067	0.067	0	0	0	T
BN190109	0.405	0.324	0.203	0.176	0.027	0.095	0.014	0.041	0.095	0.014	0.027	0.014	0	0.027	0	N
BN190111	0.283	0.434	0.365	0.245	0.075	0.226	0.038	0.057	0.057	0.151	0.113	0.019	0	0	0	T
BN190114	0.346	0.34	0.305	0.271	0.147	0.209	0.157	0.152	0.122	0.111	0.181	0.115	0.02	0.035	0.013	T
BN190117	0.399	0.692	0.654	0.667	0.639	0.655	0.643	0.612	0.653	0.619	0.632	0.607	0.165	0.219	0.572	N
BN190119	0.419	0.977	0.969	0.965	0.958	0.969	0.95	0.942	0.961	0.962	0.962	0.965	0.558	0.734	0.908	T
BN190120	0.327	0.299	0.295	0.272	0.293	0.283	0.279	0.252	0.293	0.293	0.306	0.313	0.211	0.226	0.272	N
BN190121	0.372	0.195	0.177	0.168	0.138	0.141	0.138	0.149	0.147	0.124	0.124	0.129	0.06	0.06	0.094	T
BN190122	0.358	0.222	0.193	0.164	0.161	0.167	0.148	0.144	0.155	0.126	0.126	0.146	0.076	0.061	0.079	N
BN190125	0.353	0.253	0.181	0.104	0.023	0.028	0.01	0.019	0.013	0.021	0.015	0.016	0.008	0.004	0.004	T
BN190128	0.379	0.239	0.206	0.111	0.032	0.043	0.011	0.045	0.043	0.022	0.032	0.017	0.011	0.004	0.008	N
BN190131	0.342	0.266	0.197	0.147	0.026	0.029	0.017	0.029	0.052	0.055	0.049	0.049	0.006	0.014	0	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.376	0.256	0.239	0.207	0.204	0.224	0.218	0.226	0.231	0.195	0.221	0.226	0.063	0.035	0.107	T
BN190137	0.339	0.173	0.116	0.076	0.053	0.07	0.055	0.07	0.068	0.074	0.076	0.066	0.025	0.013	0.034	N
BN190141	0.359	0.106	0.089	0.053	0.009	0.017	0.014	0.016	0.014	0.008	0.011	0.013	0.008	0.009	0.006	T
BN190142	0.38	0.161	0.101	0.065	0.009	0.027	0.012	0.022	0.019	0.012	0.015	0.007	0.005	0.01	0.007	N
BN190147	0.388	0.417	0.329	0.326	0.249	0.346	0.341	0.204	0.162	0.205	0.12	0.055	0.013	0.013	0.085	T
BN190149	0.397	0.42	0.332	0.369	0.18	0.297	0.26	0.167	0.126	0.218	0.131	0.095	0.011	0.013	0.079	N
BN190150	0.402	0.162	0.122	0.131	0.019	0.055	0.046	0.046	0.052	0.019	0.037	0.042	0.019	0.01	0.006	T
BN190151	0.359	0.208	0.165	0.173	0.066	0.126	0.095	0.1	0.089	0.072	0.086	0.089	0.016	0.009	0.009	T
BN190155	0.346	0.158	0.127	0.094	0.02	0.049	0.025	0.034	0.045	0.04	0.033	0.022	0.018	0.005	0.005	N
BN190158	0.338	0.461	0.429	0.419	0.18	0.225	0.275	0.409	0.415	0.42	0.421	0.418	0.022	0.027	0.129	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.37	0.338	0.315	0.272	0.072	0.163	0.105	0.119	0.156	0.107	0.112	0.086	0.025	0.005	0.009	N
BN190164	0.342	0.766	0.759	0.797	0.772	0.848	0.842	0.854	0.854	0.848	0.81	0.804	0.228	0.331	0.778	T
BN190166	0.363	0.814	0.783	0.782	0.704	0.816	0.802	0.795	0.808	0.786	0.806	0.799	0.28	0.492	0.744	N
BN190168	0.392	0.419	0.393	0.305	0.176	0.243	0.22	0.198	0.202	0.183	0.221	0.167	0.013	0.013	0.089	T
BN190170	0.317	0.443	0.406	0.369	0.18	0.34	0.168	0.205	0.217	0.18	0.16	0.148	0.033	0.012	0.025	T
BN190171	0.323	0.301	0.29	0.247	0.163	0.196	0.118	0.151	0.14	0.172	0.163	0.141	0.075	0.054	0.065	N
BN190172	0.341	0.655	0.61	0.597	0.06	0.13	0.55	0.085	0.108	0.464	0.032	0.069	0.008	0.02	0.024	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.42	0.762	0.748	0.769	0.343	0.556	0.385	0.437	0.392	0.182	0.14	0.105	0	0.014	0.007	T
BN190180	0.415	0.286	0.265	0.245	0.102	0.156	0.109	0.15	0.116	0.095	0.11	0.02	0.007	0.007	0	N
BN190181	0.361	0.845	0.835	0.833	0.409	0.522	0.402	0.25	0.413	0.284	0.28	0.188	0.02	0.013	0.039	T
BN190184	0.392	0.222	0.185	0.115	0.025	0.049	0.043	0.064	0.057	0.041	0.057	0.022	0.016	0.007	0.015	N
BN190186	0.313	0.134	0.104	0.045	0	0	0.015	0	0	0.015	0	0	0	0	0	T
BN190189	0.42	0.411	0.268	0.17	0.062	0.117	0.073	0.036	0.08	0.036	0.108	0.036	0.009	0	0.018	N
BN190191	0.353	0.661	0.626	0.495	0.043	0.044	0.03	0.027	0.034	0.019	0.03	0.029	0.014	0.016	0.006	T
BN190192	0.424	0.564	0.496	0.449	0.145	0.204	0.137	0.169	0.169	0.093	0.128	0.102	0.038	0.017	0.042	N
BN190193	0.362	0.138	0.076	0.033	0.009	0.018	0.013	0.017	0.019	0.014	0.015	0.009	0.009	0.009	0.007	T
BN190195	0.379	0.133	0.123	0.034	0.005	0.026	0.007	0.012	0.007	0.003	0.015	0.015	0.01	0.004	0.003	N
BN190198	0.354	0.808	0.753	0.696	0.192	0.288	0.188	0.215	0.219	0.1	0.067	0.05	0.023	0.008	0.016	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.382	0.588	0.324	0.324	0.121	0.294	0.029	0	0.059	0	0.059	0.088	0.029	0.029	0	T
BN190201	0.295	0.167	0.103	0.091	0.013	0	0.013	0.013	0.013	0.026	0	0	0	0.013	0.013	N
BN190202	0.349	0.814	0.794	0.794	0.669	0.749	0.643	0.747	0.736	0.597	0.593	0.561	0.036	0.054	0.126	T
BN190203	0.353	0.075	0.085	0.06	0.021	0.026	0.009	0.009	0.02	0.014	0.011	0.001	0.01	0.013	0.003	T
BN190206	0.394	0.368	0.341	0.277	0.056	0.091	0.058	0.058	0.067	0.046	0.069	0.036	0.01	0.018	0.008	N
BN190209	0.379	0.517	0.345	0.31	0.069	0.138	0.069	0.069	0.069	0.069	0.034	0.103	0	0.034	0.034	N
BN190210	0.383	0.722	0.682	0.637	0.148	0.415	0.296	0.369	0.391	0.198	0.203	0.108	0.016	0.019	0.012	T
BN190211	0.408	0.697	0.664	0.614	0.208	0.363	0.22	0.209	0.271	0.169	0.138	0.094	0.007	0.009	0.017	T
BN190213	0.414	0.148	0.133	0.072	0.019	0.043	0.029	0.043	0.038	0.014	0.014	0.029	0	0.01	0.01	N
BN190215	0.342	0.433	0.396	0.393	0.174	0.235	0.102	0.112	0.12	0.065	0.075	0.063	0.012	0.015	0.007	T
BN190218	0.42	0.21	0.156	0.122	0.09	0.064	0.035	0.029	0.034	0.043	0.056	0.024	0.013	0.008	0.005	N
BN190219	0.44	0.4	0.32	0.36	0	0.04	0	0.08	0	0.08	0.08	0.08	0	0	0	T
BN190221	0.354	0.209	0.173	0.097	0.005	0.014	0.019	0.024	0.014	0.024	0.005	0.005	0.005	0.01	0.019	N
BN190223	0.361	0.392	0.358	0.358	0.313	0.364	0.314	0.371	0.382	0.321	0.325	0.343	0.197	0.14	0.293	T
BN190225	0.6	0.533	0.6	0.267	0.067	0.2	0.067	0.067	0.067	0	0.067	0.067	0.067	0	0.067	N
BN190227	0.366	0.325	0.246	0.181	0.014	0.045	0.017	0.021	0.037	0.024	0.021	0.006	0.006	0.009	0.006	T
BN190229	0.382	0.176	0.116	0.106	0.008	0.016	0.01	0.021	0.009	0.011	0.02	0.012	0.004	0.01	0.004	N
BN190231	0.375	0.132	0.109	0.097	0.02	0.04	0.016	0.031	0.03	0.026	0.015	0.012	0.003	0.011	0.004	T
BN190233	0.312	0.267	0.254	0.138	0.037	0.025	0.021	0.017	0.029	0.004	0.038	0.029	0.013	0	0.004	N
BN190235	0.346	0.262	0.221	0.182	0.067	0.097	0.063	0.076	0.082	0.074	0.082	0.07	0.013	0.022	0.032	T
BN190238	0.367	0.284	0.245	0.157	0.066	0.082	0.071	0.087	0.067	0.055	0.093	0.048	0.031	0.017	0.04	N
BN190240	0.353	0.15	0.136	0.099	0.07	0.091	0.078	0.072	0.086	0.069	0.081	0.072	0.014	0.01	0.021	T
BN190241	0.407	0.326	0.267	0.198	0.097	0.131	0.123	0.119	0.136	0.115	0.135	0.12	0.01	0.012	0.045	N
BN190242	0.343	0.347	0.292	0.132	0.038	0.06	0.06	0.03	0.045	0.038	0.023	0.011	0.011	0.008	0	T
BN190244	0.35	0.131	0.121	0.102	0.083	0.095	0.089	0.088	0.098	0.082	0.091	0.089	0.015	0.027	0.057	T
BN190245	0.37	0.294	0.227	0.206	0.112	0.119	0.115	0.115	0.117	0.118	0.109	0.108	0.015	0.02	0.063	N
BN190247	0.333	0.317	0.316	0.186	0.007	0.069	0.017	0.021	0.027	0.014	0.031	0.01	0.014	0.01	0.003	T
BN190248	0.356	0.894	0.876	0.866	0.856	0.889	0.885	0.889	0.889	0.84	0.87	0.782	0.086	0.055	0.139	T
BN190249	0.383	0.307	0.162	0.06	0.009	0.016	0.011	0.013	0.02	0.009	0.005	0.008	0.009	0.01	0.008	T
BN190251	0.398	0.175	0.146	0.128	0.022	0.07	0.04	0.011	0.015	0.015	0.004	0.007	0.018	0.007	0.007	T
BN190252	0.372	0.497	0.475	0.46	0.093	0.298	0.186	0.173	0.238	0.123	0.115	0.081	0.011	0.009	0.027	T
BN190255	0.367	0.287	0.234	0.12	0.017	0.05	0.03	0.034	0.04	0.03	0.027	0.016	0.007	0.01	0.009	N
BN190256	0.383	0.263	0.182	0.154	0.025	0.106	0.031	0.025	0.034	0.02	0.014	0.006	0.014	0.006	0.008	T
BN190257	0.374	0.349	0.307	0.214	0.017	0.038	0.026	0.025	0.023	0.027	0.026	0.011	0.006	0.008	0.006	N
BN190258	0.379	0.591	0.582	0.572	0.575	0.605	0.609	0.629	0.621	0.613	0.608	0.605	0.058	0.159	0.595	T
BN190260	0.329	0.394	0.339	0.252	0.028	0.064	0.037	0.078	0.051	0.041	0.046	0.05	0.014	0.018	0.023	N
BN190262	0.371	0.224	0.103	0.112	0.06	0.086	0.043	0.086	0.078	0.034	0.104	0.018	0.009	0.017	0.017	N
BN190264	0.363	0.44	0.33	0.276	0.021	0.106	0.03	0.038	0.055	0.024	0.031	0.025	0.007	0	0.007	N
BN190265	0.392	0.757	0.744	0.74	0.59	0.683	0.437	0.518	0.542	0.404	0.56	0.494	0.098	0.035	0.06	T
BN190266	0.359	0.338	0.277	0.264	0.109	0.158	0.062	0.1	0.111	0.089	0.097	0.073	0.026	0.015	0.028	N
BN190267	0.396	0.193	0.171	0.181	0.175	0.192	0.204	0.181	0.192	0.169	0.167	0.163	0.028	0.034	0.14	T
BN190269	0.358	0.302	0.219	0.198	0.021	0.083	0	0	0.01	0.021	0.01	0.01	0	0.021	0	N
BN190270	0.353	0.507	0.427	0.359	0.044	0.209	0.093	0.054	0.116	0.08	0.071	0.062	0.027	0.018	0.004	T
BN190271	0.345	0.483	0.552	0.379	0.276	0.31	0.31	0.207	0.276	0.172	0.276	0.276	0.103	0.172	0.207	N
BN190274	0.385	0.335	0.31	0.326	0.081	0.121	0.044	0.081	0.075	0.044	0.035	0.021	0.002	0.027	0.01	T
BN190278	0.366	0.862	0.852	0.841	0.506	0.703	0.458	0.5	0.542	0.445	0.52	0.436	0.086	0.055	0.148	T
BN190279	0.36	0.164	0.148	0.092	0.046	0.07	0.048	0.062	0.048	0.049	0.039	0.036	0.007	0.007	0.008	N
BN190280	0.363	0.819	0.79	0.774	0.494	0.705	0.464	0.499	0.566	0.353	0.441	0.331	0.025	0.011	0.01	T
BN190283	0.375	0.217	0.143	0.04	0.022	0.035	0.02	0.042	0.032	0.042	0.049	0.047	0.012	0.037	0.03	N
BN190284	0.366	0.442	0.418	0.4	0.386	0.409	0.405	0.411	0.418	0.414	0.411	0.399	0.104	0.169	0.391	T
BN190285	0.333	0.194	0.183	0.101	0.014	0.055	0.016	0.03	0.039	0.028	0.039	0.03	0.002	0.009	0.009	N
BN190286	0.353	0.346	0.308	0.263	0.079	0.081	0.029	0.068	0.074	0.063	0.052	0.035	0.022	0.007	0.016	T
BN190287	0.325	0.575	0.525	0.475	0.325	0.4	0.25	0.275	0.225	0.2	0.2	0.175	0.125	0	0.05	N
BN190288	0.362	0.783	0.797	0.754	0.319	0.652	0.261	0.362	0.449	0.353	0.333	0.217	0.029	0.043	0	T
BN190290	0.358	0.575	0.545	0.548	0.494	0.52	0.492	0.492	0.513	0.511	0.502	0.483	0.194	0.232	0.46	N
BN190292	0.337	0.461	0.439	0.413	0.163	0.331	0.141	0.13	0.13	0.206	0.234	0.207	0.033	0.041	0.068	T
BN190293	0.545	0.545	0.455	0.455	0.364	0.364	0.455	0.364	0.364	0.455	0.364	0.364	0	0.091	0.545	N
BN190296	0.382	0.084	0.096	0.057	0.044	0.054	0.046	0.054	0.05	0.055	0.046	0.044	0.031	0.042	0.052	T
BN190298	0.381	0.489	0.345	0.414	0.26	0.345	0.31	0.315	0.325	0.312	0.345	0.319	0.091	0.047	0.216	N
BN190300	0.429	0.886	0.886	0.899	0.871	0.843	0.814	0.871	0.871	0.857	0.855	0.884	0.457	0.429	0.786	T
BN190303	0.367	0.263	0.201	0.159	0.061	0.085	0.067	0.085	0.075	0.057	0.065	0.053	0.01	0.01	0.012	N
BN190305	0.396	0.113	0.086	0.069	0.017	0.036	0.018	0.025	0.017	0.023	0.014	0.013	0.008	0.008	0.013	T
BN190308	0.343	0.348	0.279	0.204	0.043	0.082	0.028	0.059	0.056	0.038	0.036	0.028	0.006	0.01	0.017	N
BN190310	0.365	0.303	0.236	0.177	0.043	0.059	0.043	0.031	0.033	0.041	0.03	0.031	0.008	0.018	0.018	N
BN190312	0.359	0.673	0.653	0.61	0.325	0.483	0.198	0.296	0.348	0.239	0.22	0.163	0.019	0.035	0.042	T
BN190313	0.368	0.067	0.052	0.038	0.005	0.013	0.013	0.004	0.019	0.016	0.009	0.013	0.009	0.007	0.004	T
BN190314	0.388	0.192	0.154	0.102	0.013	0.018	0.008	0.018	0.017	0.007	0.01	0.007	0.013	0.007	0.005	N
BN190315	0.374	0.376	0.311	0.236	0.092	0.163	0.096	0.133	0.149	0.076	0.104	0.106	0.021	0.03	0.02	N
BN190319	0.369	0.424	0.424	0.411	0.326	0.373	0.259	0.285	0.339	0.26	0.317	0.286	0.097	0.05	0.066	T
BN190322	0.408	0.491	0.459	0.467	0.441	0.458	0.431	0.432	0.429	0.455	0.444	0.45	0.314	0.296	0.432	T
BN190323	0.365	0.409	0.322	0.22	0.027	0.09	0.03	0.03	0.064	0.033	0.029	0.016	0.009	0.005	0.005	T
position	37434128	37434145	37434158	37434167	37434207	37434213	37434216	37434229	37434231	37434246	37434260	37434262	37434292	37434309	37434316	
