39	0.619	0.632	0.667	0.668	0.676	0.67	0.665	0.669	0.663	0.661	0.64	0.655	0.655	0.642	0.657	0.649	0.658	0.65	0.64	0.64	0.666	0.654	0.626	0.684	0.633	0.481	T
50	0.619	0.632	0.016	0.045	0.042	0.025	0.044	0.035	0.024	0.023	0.033	0.063	0.079	0.038	0.103	0.082	0.155	0.141	0.045	0.075	0.121	0.117	0.061	0.11	0.046	0.48	N
55	0.62	0.624	0.007	0.016	0.016	0.011	0.017	0.011	0.01	0.01	0.022	0.041	0.038	0.025	0.059	0.042	0.063	0.059	0.02	0.029	0.039	0.045	0.04	0.062	0.029	0.482	T
56	0.611	0.618	0.011	0.025	0.018	0.011	0.023	0.023	0.007	0.014	0.037	0.055	0.034	0.032	0.076	0.053	0.092	0.071	0.025	0.055	0.046	0.071	0.032	0.081	0.044	0.464	N
63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
67	0.634	0.64	0.01	0.027	0.028	0.021	0.039	0.023	0.018	0.017	0.023	0.062	0.048	0.042	0.088	0.066	0.107	0.083	0.038	0.049	0.055	0.061	0.037	0.089	0.046	0.48	T
81	0.625	0.643	0.037	0.045	0.042	0.037	0.051	0.04	0.035	0.038	0.043	0.073	0.084	0.06	0.102	0.102	0.134	0.139	0.076	0.093	0.113	0.12	0.102	0.183	0.112	0.469	T
88	0.608	0.627	0.006	0.014	0.018	0.013	0.023	0.013	0.01	0.012	0.013	0.051	0.043	0.032	0.054	0.048	0.092	0.071	0.035	0.054	0.062	0.059	0.034	0.111	0.044	0.482	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	0.621	0.647	0.008	0.017	0.025	0.016	0.014	0.021	0.012	0.008	0.013	0.025	0.032	0.017	0.055	0.036	0.116	0.096	0.027	0.046	0.04	0.065	0.04	0.084	0.057	0.462	T
94	0.628	0.634	0.014	0.017	0.021	0.016	0.033	0.017	0.007	0.014	0.02	0.053	0.043	0.024	0.076	0.071	0.111	0.089	0.043	0.062	0.072	0.079	0.072	0.15	0.081	0.474	N
BN190001	0.611	0.622	0.039	0.043	0.048	0.025	0.05	0.06	0.022	0.038	0.052	0.093	0.088	0.065	0.113	0.124	0.152	0.141	0.071	0.1	0.123	0.117	0.12	0.176	0.092	0.475	T
BN190002	0.628	0.646	0.024	0.032	0.023	0.019	0.028	0.022	0.018	0.017	0.025	0.045	0.046	0.034	0.058	0.053	0.066	0.063	0.034	0.045	0.063	0.057	0.053	0.124	0.063	0.497	N
BN190003	0.621	0.679	0.01	0.022	0.017	0.01	0.012	0.012	0.009	0.008	0.01	0.032	0.031	0.049	0.044	0.056	0.06	0.058	0.03	0.05	0.06	0.061	0.052	0.11	0.051	0.476	T
BN190005	0.636	0.634	0.011	0.022	0.034	0.016	0.022	0.016	0.014	0.01	0.024	0.048	0.046	0.038	0.061	0.059	0.117	0.073	0.027	0.069	0.077	0.086	0.064	0.149	0.072	0.447	N
BN190006	0.628	0.617	0.009	0.023	0.023	0.014	0.017	0.019	0.017	0.014	0.017	0.036	0.047	0.022	0.056	0.039	0.066	0.079	0.035	0.059	0.073	0.083	0.052	0.084	0.059	0.476	T
BN190007	0.603	0.622	0.01	0.014	0.018	0.015	0.024	0.016	0.013	0.014	0.023	0.056	0.054	0.033	0.068	0.051	0.086	0.08	0.029	0.044	0.045	0.056	0.034	0.097	0.042	0.483	N
BN190008	0.606	0.662	0.216	0.271	0.253	0.243	0.258	0.236	0.216	0.214	0.208	0.271	0.269	0.232	0.273	0.279	0.279	0.28	0.23	0.258	0.275	0.27	0.236	0.326	0.287	0.469	T
BN190010	0.619	0.635	0.217	0.301	0.308	0.305	0.322	0.28	0.271	0.232	0.272	0.316	0.313	0.274	0.344	0.321	0.356	0.336	0.281	0.299	0.313	0.298	0.287	0.364	0.303	0.472	N
BN190011	0.612	0.62	0.513	0.491	0.519	0.513	0.509	0.506	0.512	0.513	0.506	0.526	0.53	0.518	0.531	0.512	0.539	0.525	0.49	0.517	0.525	0.533	0.501	0.537	0.494	0.481	T
BN190012	0.618	0.637	0.036	0.041	0.053	0.037	0.044	0.031	0.03	0.029	0.03	0.086	0.074	0.051	0.095	0.072	0.12	0.11	0.048	0.072	0.086	0.086	0.068	0.151	0.072	0.452	N
BN190014	0.638	0.648	0.017	0.033	0.018	0.018	0.025	0.024	0.016	0.017	0.042	0.104	0.088	0.071	0.117	0.07	0.151	0.113	0.048	0.071	0.078	0.095	0.081	0.117	0.069	0.462	T
BN190015	0.599	0.672	0.008	0.008	0.008	0.01	0.029	0.006	0.025	0.017	0.021	0.056	0.058	0.05	0.071	0.035	0.098	0.06	0.031	0.046	0.044	0.069	0.033	0.107	0.06	0.485	N
BN190017	0.622	0.62	0.014	0.029	0.039	0.025	0.045	0.029	0.031	0.026	0.044	0.1	0.096	0.07	0.114	0.108	0.146	0.13	0.085	0.119	0.136	0.148	0.114	0.201	0.13	0.485	N
BN190018	0.584	0.642	0.01	0.019	0.014	0.006	0.01	0.012	0.006	0.013	0.015	0.032	0.03	0.019	0.062	0.055	0.071	0.073	0.023	0.041	0.055	0.048	0.043	0.117	0.055	0.499	T
BN190019	0.635	0.647	0.145	0.162	0.275	0.15	0.295	0.234	0.197	0.264	0.356	0.389	0.396	0.378	0.407	0.395	0.415	0.417	0.312	0.38	0.401	0.4	0.368	0.377	0.262	0.488	T
BN190023	0.625	0.63	0.073	0.081	0.092	0.079	0.088	0.08	0.072	0.067	0.073	0.12	0.087	0.071	0.12	0.111	0.15	0.141	0.077	0.108	0.107	0.112	0.091	0.166	0.087	0.431	N
BN190024	0.606	0.623	0.008	0.015	0.015	0.009	0.023	0.01	0.015	0.013	0.01	0.031	0.034	0.018	0.059	0.041	0.06	0.046	0.017	0.034	0.035	0.05	0.031	0.061	0.03	0.481	T
BN190026	0.622	0.626	0.014	0.033	0.024	0.02	0.021	0.016	0.015	0.016	0.024	0.053	0.032	0.025	0.067	0.04	0.081	0.093	0.04	0.061	0.066	0.095	0.066	0.129	0.057	0.483	N
BN190028	0.627	0.632	0.008	0.02	0.023	0.006	0.02	0.011	0.01	0.008	0.014	0.056	0.053	0.038	0.066	0.035	0.091	0.049	0.025	0.042	0.031	0.036	0.023	0.09	0.041	0.456	T
BN190029	0.689	0.697	0	0.025	0.008	0.025	0.059	0.008	0.008	0.008	0.009	0.034	0.034	0.025	0.042	0.05	0.076	0.076	0.017	0.092	0.084	0.05	0.085	0.084	0.059	0.437	N
BN190030	0.571	0.357	0.071	0	0	0	0	0	0	0	0	0.071	0	0	0.071	0	0	0	0	0.071	0.071	0	0	0.286	0.143	0.571	N
BN190031	0.636	0.638	0.014	0.025	0.023	0.016	0.028	0.019	0.021	0.019	0.035	0.068	0.048	0.039	0.094	0.063	0.123	0.109	0.049	0.065	0.073	0.073	0.048	0.12	0.056	0.466	T
BN190032	0.602	0.621	0.008	0.025	0.02	0.022	0.019	0.017	0.022	0.016	0.036	0.074	0.072	0.057	0.089	0.087	0.11	0.13	0.076	0.095	0.113	0.128	0.103	0.15	0.09	0.48	N
BN190033	0.633	0.653	0.01	0.017	0.02	0.011	0.016	0.017	0.01	0.009	0.022	0.032	0.048	0.025	0.07	0.057	0.103	0.09	0.042	0.062	0.08	0.094	0.084	0.13	0.066	0.485	T
BN190034	0.631	0.648	0.38	0.39	0.389	0.386	0.395	0.392	0.382	0.382	0.362	0.384	0.39	0.375	0.406	0.402	0.454	0.417	0.349	0.379	0.412	0.397	0.372	0.424	0.362	0.468	T
BN190036	0.643	0.636	0.045	0.069	0.071	0.061	0.066	0.068	0.063	0.053	0.075	0.104	0.111	0.082	0.126	0.106	0.147	0.132	0.077	0.102	0.129	0.136	0.1	0.155	0.095	0.46	T
BN190037	0.617	0.646	0.097	0.119	0.12	0.123	0.118	0.115	0.115	0.107	0.109	0.114	0.129	0.112	0.131	0.129	0.152	0.15	0.109	0.126	0.133	0.149	0.102	0.136	0.086	0.49	N
BN190038	0.653	0.625	0.007	0.01	0.017	0.027	0.01	0.007	0.014	0.01	0.01	0.045	0.045	0.034	0.072	0.034	0.127	0.058	0.035	0.073	0.069	0.076	0.045	0.111	0.038	0.471	N
BN190039	0.63	0.614	0.105	0.147	0.164	0.057	0.128	0.075	0.088	0.032	0.249	0.305	0.358	0.372	0.386	0.339	0.39	0.347	0.173	0.291	0.32	0.314	0.223	0.307	0.176	0.476	T
BN190040	0.62	0.636	0.025	0.039	0.048	0.034	0.051	0.028	0.027	0.016	0.066	0.098	0.119	0.093	0.13	0.122	0.162	0.142	0.059	0.098	0.119	0.125	0.094	0.149	0.072	0.468	N
BN190041	0.634	0.627	0.022	0.024	0.054	0.021	0.042	0.024	0.015	0.012	0.021	0.071	0.071	0.049	0.094	0.096	0.156	0.127	0.078	0.116	0.117	0.148	0.093	0.179	0.102	0.456	T
BN190042	0.621	0.64	0.023	0.041	0.051	0.043	0.057	0.029	0.032	0.029	0.041	0.085	0.078	0.049	0.122	0.084	0.144	0.114	0.054	0.081	0.103	0.102	0.069	0.167	0.081	0.46	N
BN190044	0.647	0.643	0.73	0.8	0.84	0.841	0.848	0.843	0.833	0.839	0.707	0.817	0.819	0.829	0.83	0.82	0.765	0.809	0.721	0.722	0.766	0.82	0.68	0.592	0.626	0.501	T
BN190046	0.617	0.632	0.006	0.011	0.013	0.013	0.012	0.006	0.008	0.013	0.013	0.048	0.033	0.019	0.062	0.041	0.062	0.06	0.029	0.048	0.057	0.062	0.057	0.135	0.077	0.472	T
BN190047	0.629	0.625	0.01	0.026	0.03	0.014	0.024	0.018	0.018	0.019	0.019	0.052	0.051	0.035	0.089	0.054	0.116	0.082	0.029	0.055	0.049	0.074	0.042	0.127	0.048	0.48	N
BN190048	0.641	0.622	0.05	0.03	0.124	0.021	0.038	0.056	0.025	0.023	0.117	0.165	0.156	0.124	0.19	0.203	0.194	0.169	0.054	0.144	0.107	0.114	0.092	0.135	0.098	0.481	T
BN190049	0.64	0.637	0.719	0.755	0.797	0.789	0.767	0.795	0.804	0.795	0.803	0.814	0.786	0.806	0.821	0.779	0.828	0.783	0.786	0.802	0.813	0.807	0.763	0.742	0.561	0.482	T
BN190050	0.646	0.629	0.149	0.15	0.166	0.167	0.172	0.154	0.16	0.152	0.154	0.179	0.176	0.174	0.19	0.183	0.217	0.233	0.162	0.174	0.212	0.216	0.186	0.262	0.194	0.479	N
BN190051	0.605	0.628	0.046	0.071	0.121	0.098	0.142	0.14	0.158	0.121	0.147	0.187	0.164	0.192	0.295	0.272	0.316	0.316	0.186	0.254	0.266	0.234	0.181	0.212	0.121	0.46	T
BN190052	0.621	0.616	0.048	0.073	0.096	0.092	0.126	0.139	0.13	0.103	0.094	0.11	0.142	0.153	0.248	0.226	0.26	0.257	0.16	0.181	0.169	0.188	0.157	0.192	0.12	0.463	N
BN190054	0.579	0.667	0.472	0.723	0.897	0.877	0.887	0.562	0.856	0.877	0.882	0.918	0.902	0.897	0.903	0.877	0.862	0.876	0.891	0.801	0.871	0.889	0.743	0.733	0.564	0.538	T
BN190055	0.613	0.623	0.154	0.162	0.169	0.165	0.177	0.128	0.162	0.173	0.15	0.195	0.17	0.17	0.214	0.18	0.208	0.195	0.177	0.193	0.186	0.192	0.178	0.223	0.154	0.487	T
BN190056	0.626	0.633	0.04	0.053	0.045	0.041	0.053	0.04	0.039	0.038	0.041	0.058	0.072	0.056	0.099	0.068	0.109	0.087	0.045	0.077	0.082	0.085	0.057	0.166	0.076	0.49	N
BN190057	0.628	0.621	0.018	0.036	0.035	0.022	0.042	0.025	0.028	0.022	0.03	0.066	0.073	0.05	0.094	0.067	0.118	0.104	0.066	0.071	0.081	0.08	0.08	0.127	0.068	0.488	T
BN190059	0.658	0.6	0.023	0.062	0.053	0.042	0.056	0.039	0.033	0.031	0.035	0.08	0.054	0.043	0.11	0.095	0.131	0.11	0.052	0.078	0.091	0.091	0.074	0.176	0.083	0.469	N
BN190062	0.631	0.638	0.027	0.037	0.032	0.027	0.027	0.027	0.022	0.019	0.027	0.07	0.061	0.043	0.077	0.074	0.106	0.111	0.065	0.11	0.085	0.127	0.087	0.165	0.091	0.487	N
BN190068	0.612	0.63	0.066	0.079	0.095	0.082	0.088	0.081	0.07	0.074	0.075	0.103	0.089	0.085	0.124	0.11	0.144	0.126	0.094	0.121	0.121	0.135	0.094	0.164	0.095	0.482	N
BN190071	0.628	0.651	0.016	0.046	0.056	0.031	0.046	0.036	0.055	0.049	0.03	0.081	0.065	0.048	0.109	0.112	0.174	0.13	0.044	0.077	0.099	0.129	0.081	0.134	0.077	0.47	N
BN190072	0.612	0.642	0.016	0.028	0.039	0.019	0.041	0.024	0.019	0.017	0.028	0.071	0.045	0.037	0.113	0.068	0.133	0.089	0.042	0.05	0.058	0.075	0.055	0.076	0.044	0.477	N
BN190073	0.646	0.666	0.078	0.027	0.087	0.042	0.053	0.03	0.029	0.049	0.123	0.206	0.204	0.203	0.291	0.276	0.242	0.155	0.041	0.084	0.143	0.145	0.134	0.202	0.125	0.478	T
BN190075	0.616	0.638	0.028	0.039	0.05	0.033	0.038	0.036	0.024	0.032	0.044	0.068	0.065	0.05	0.103	0.08	0.131	0.092	0.035	0.06	0.071	0.082	0.062	0.151	0.072	0.481	N
BN190077	0.624	0.629	0.353	0.353	0.359	0.352	0.353	0.359	0.346	0.346	0.336	0.355	0.352	0.347	0.38	0.365	0.377	0.38	0.336	0.336	0.354	0.344	0.332	0.379	0.325	0.489	T
BN190080	0.622	0.619	0.031	0.038	0.04	0.039	0.042	0.039	0.038	0.028	0.036	0.095	0.067	0.043	0.086	0.08	0.122	0.128	0.066	0.095	0.073	0.093	0.079	0.099	0.051	0.465	N
BN190083	0.606	0.619	0.061	0.075	0.08	0.064	0.095	0.07	0.055	0.055	0.086	0.162	0.157	0.112	0.187	0.159	0.199	0.21	0.119	0.172	0.183	0.188	0.168	0.199	0.129	0.469	T
BN190085	0.619	0.639	0.022	0.033	0.028	0.017	0.041	0.029	0.02	0.015	0.024	0.058	0.058	0.033	0.081	0.068	0.124	0.084	0.031	0.063	0.061	0.058	0.044	0.103	0.043	0.469	N
BN190087	0.607	0.625	0.099	0.11	0.11	0.111	0.113	0.103	0.109	0.097	0.063	0.106	0.106	0.095	0.134	0.123	0.14	0.143	0.1	0.115	0.138	0.142	0.111	0.17	0.113	0.493	T
BN190089	0.63	0.629	0.344	0.364	0.385	0.337	0.372	0.367	0.37	0.367	0.329	0.373	0.369	0.355	0.394	0.372	0.388	0.379	0.359	0.369	0.399	0.383	0.366	0.409	0.359	0.486	N
BN190090	0.612	0.637	0.069	0.241	0.11	0.078	0.215	0.178	0.248	0.126	0.272	0.424	0.478	0.427	0.462	0.46	0.324	0.313	0.248	0.261	0.316	0.367	0.262	0.275	0.231	0.489	T
BN190092	0.607	0.63	0.038	0.145	0.057	0.029	0.059	0.068	0.116	0.02	0.119	0.179	0.226	0.156	0.256	0.222	0.219	0.199	0.146	0.148	0.204	0.206	0.167	0.189	0.161	0.52	N
BN190094	0.634	0.637	0.011	0.009	0.011	0.009	0.012	0.017	0.009	0.013	0.017	0.039	0.023	0.027	0.064	0.038	0.067	0.054	0.027	0.051	0.061	0.062	0.053	0.113	0.074	0.482	T
BN190096	0.606	0.588	0.006	0.006	0.023	0.017	0.033	0.027	0.006	0.01	0.015	0.025	0.025	0.023	0.046	0.035	0.077	0.108	0.05	0.065	0.075	0.092	0.063	0.132	0.084	0.498	N
BN190098	0.634	0.639	0.025	0.039	0.032	0.03	0.047	0.033	0.03	0.031	0.036	0.076	0.064	0.051	0.1	0.079	0.107	0.103	0.055	0.078	0.078	0.087	0.071	0.134	0.078	0.477	N
BN190099	0.627	0.628	0.025	0.028	0.034	0.031	0.035	0.035	0.027	0.032	0.027	0.049	0.065	0.041	0.068	0.059	0.096	0.105	0.05	0.051	0.074	0.078	0.076	0.146	0.084	0.456	T
BN190101	0.61	0.635	0.024	0.032	0.03	0.025	0.034	0.026	0.019	0.025	0.025	0.06	0.047	0.036	0.064	0.055	0.075	0.078	0.049	0.073	0.061	0.087	0.075	0.119	0.056	0.479	N
BN190106	0.63	0.649	0.009	0.012	0.016	0.009	0.02	0.01	0.003	0.017	0.009	0.022	0.017	0.014	0.033	0.015	0.054	0.038	0.013	0.019	0.029	0.03	0.025	0.058	0.024	0.463	T
BN190109	0.645	0.646	0.009	0.02	0.025	0.018	0.022	0.014	0.008	0.012	0.018	0.039	0.035	0.013	0.054	0.06	0.095	0.078	0.034	0.055	0.063	0.067	0.055	0.105	0.06	0.479	N
BN190111	0.619	0.639	0.006	0.013	0.018	0.009	0.022	0.014	0.011	0.011	0.014	0.039	0.055	0.027	0.056	0.036	0.082	0.071	0.023	0.054	0.06	0.054	0.053	0.138	0.048	0.463	T
BN190114	0.626	0.623	0.091	0.099	0.091	0.097	0.121	0.095	0.09	0.084	0.093	0.143	0.138	0.111	0.15	0.152	0.204	0.172	0.139	0.156	0.156	0.16	0.163	0.252	0.158	0.477	T
BN190117	0.607	0.606	0.128	0.218	0.217	0.208	0.202	0.166	0.127	0.115	0.155	0.28	0.251	0.201	0.343	0.274	0.296	0.303	0.183	0.257	0.252	0.263	0.244	0.32	0.178	0.476	N
BN190119	0.627	0.657	0.842	0.866	0.866	0.864	0.858	0.844	0.852	0.856	0.864	0.854	0.865	0.856	0.856	0.823	0.855	0.858	0.854	0.853	0.862	0.859	0.825	0.825	0.725	0.486	T
BN190120	0.645	0.611	0.048	0.057	0.051	0.05	0.055	0.053	0.051	0.05	0.062	0.079	0.084	0.068	0.105	0.092	0.115	0.12	0.075	0.086	0.129	0.127	0.108	0.175	0.118	0.464	N
BN190121	0.614	0.644	0.151	0.155	0.165	0.16	0.158	0.16	0.154	0.155	0.156	0.189	0.193	0.171	0.226	0.203	0.234	0.222	0.165	0.182	0.209	0.205	0.209	0.284	0.189	0.475	T
BN190122	0.76	0.62	0.06	0.06	0.06	0.02	0.1	0.08	0.04	0.02	0.061	0.12	0.2	0.1	0.12	0.14	0.14	0.14	0.04	0.08	0.1	0.082	0.06	0.16	0.14	0.52	N
BN190125	0.623	0.611	0.008	0.026	0.032	0.02	0.028	0.028	0.017	0.019	0.032	0.057	0.067	0.035	0.094	0.069	0.135	0.089	0.051	0.068	0.084	0.088	0.071	0.147	0.087	0.469	T
BN190128	0.626	0.657	0.018	0.026	0.047	0.029	0.05	0.033	0.017	0.02	0.032	0.077	0.079	0.053	0.122	0.102	0.15	0.095	0.043	0.071	0.088	0.09	0.086	0.175	0.065	0.497	N
BN190131	0.635	0.637	0.013	0.016	0.026	0.015	0.034	0.02	0.014	0.018	0.014	0.037	0.052	0.046	0.078	0.064	0.112	0.099	0.036	0.049	0.061	0.072	0.067	0.096	0.035	0.489	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.598	0.614	0.052	0.065	0.063	0.06	0.082	0.059	0.068	0.047	0.072	0.109	0.122	0.096	0.155	0.136	0.17	0.182	0.09	0.134	0.135	0.145	0.128	0.217	0.156	0.496	T
BN190137	0.607	0.636	0.019	0.032	0.039	0.028	0.039	0.029	0.022	0.024	0.018	0.046	0.057	0.034	0.087	0.057	0.096	0.089	0.05	0.083	0.104	0.116	0.062	0.134	0.055	0.473	N
BN190141	0.594	0.612	0.007	0.013	0.023	0.008	0.023	0.013	0.014	0.007	0.019	0.085	0.074	0.041	0.113	0.092	0.111	0.119	0.043	0.064	0.077	0.099	0.073	0.173	0.088	0.465	T
BN190142	0.61	0.63	0.009	0.019	0.02	0.017	0.019	0.013	0.016	0.012	0.017	0.053	0.038	0.026	0.059	0.057	0.098	0.086	0.034	0.052	0.074	0.072	0.066	0.137	0.074	0.462	N
BN190147	0.632	0.618	0.019	0.045	0.04	0.031	0.044	0.029	0.022	0.031	0.029	0.077	0.058	0.04	0.118	0.084	0.136	0.128	0.072	0.078	0.074	0.115	0.11	0.165	0.109	0.458	T
BN190149	0.631	0.648	0.018	0.025	0.028	0.018	0.03	0.024	0.038	0.017	0.025	0.052	0.044	0.026	0.081	0.07	0.103	0.087	0.051	0.073	0.083	0.115	0.085	0.099	0.067	0.472	N
BN190150	0.616	0.618	0.013	0.017	0.022	0.018	0.021	0.02	0.01	0.018	0.02	0.041	0.039	0.026	0.081	0.064	0.102	0.103	0.037	0.065	0.084	0.092	0.09	0.165	0.099	0.49	T
BN190151	0.615	0.657	0.013	0.013	0.012	0.012	0.015	0.01	0.007	0.011	0.027	0.04	0.043	0.029	0.057	0.046	0.101	0.103	0.049	0.066	0.084	0.099	0.08	0.147	0.089	0.483	T
BN190155	0.612	0.625	0.019	0.019	0.029	0.018	0.017	0.019	0.011	0.01	0.017	0.048	0.045	0.03	0.066	0.039	0.109	0.083	0.048	0.06	0.066	0.078	0.078	0.151	0.071	0.487	N
BN190158	0.634	0.65	0.152	0.168	0.2	0.169	0.061	0.064	0.156	0.156	0.122	0.129	0.174	0.161	0.329	0.271	0.338	0.328	0.177	0.197	0.319	0.243	0.244	0.331	0.291	0.463	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.651	0.644	0.249	0.261	0.259	0.257	0.258	0.256	0.239	0.249	0.244	0.262	0.256	0.251	0.278	0.266	0.283	0.276	0.243	0.259	0.278	0.291	0.27	0.334	0.267	0.478	N
BN190164	0.638	0.632	0.702	0.718	0.724	0.715	0.717	0.721	0.715	0.709	0.699	0.713	0.709	0.696	0.701	0.693	0.711	0.703	0.679	0.683	0.695	0.698	0.698	0.73	0.659	0.486	T
BN190166	0.617	0.633	0.366	0.377	0.38	0.375	0.382	0.376	0.372	0.367	0.366	0.391	0.39	0.385	0.418	0.401	0.411	0.409	0.364	0.379	0.413	0.413	0.366	0.422	0.35	0.484	N
BN190168	0.609	0.639	0.089	0.138	0.132	0.116	0.135	0.12	0.101	0.08	0.103	0.171	0.141	0.124	0.203	0.162	0.212	0.2	0.113	0.169	0.175	0.174	0.149	0.235	0.146	0.471	T
BN190170	0.617	0.628	0.131	0.173	0.179	0.169	0.175	0.162	0.115	0.148	0.12	0.194	0.193	0.166	0.234	0.182	0.245	0.206	0.105	0.179	0.186	0.197	0.132	0.243	0.148	0.471	T
BN190171	0.607	0.611	0.048	0.051	0.059	0.053	0.056	0.055	0.049	0.057	0.042	0.058	0.071	0.05	0.085	0.061	0.101	0.104	0.071	0.093	0.107	0.087	0.074	0.135	0.057	0.468	N
BN190172	0.612	0.631	0.011	0.022	0.018	0.015	0.041	0.032	0.011	0.019	0.026	0.051	0.213	0.035	0.072	0.118	0.13	0.296	0.196	0.16	0.249	0.268	0.239	0.281	0.213	0.478	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.63	0.65	0.11	0.261	0.222	0.223	0.368	0.326	0.342	0.346	0.341	0.442	0.284	0.363	0.471	0.459	0.48	0.494	0.399	0.477	0.458	0.443	0.256	0.461	0.363	0.474	T
BN190180	0.633	0.626	0.018	0.033	0.052	0.042	0.049	0.038	0.042	0.051	0.045	0.075	0.085	0.055	0.096	0.072	0.11	0.103	0.073	0.115	0.099	0.099	0.066	0.116	0.067	0.475	N
BN190181	0.634	0.639	0.015	0.021	0.02	0.016	0.024	0.017	0.01	0.012	0.015	0.033	0.038	0.03	0.059	0.044	0.066	0.059	0.015	0.034	0.03	0.052	0.04	0.077	0.027	0.505	T
BN190184	0.611	0.616	0.022	0.036	0.037	0.027	0.043	0.031	0.023	0.023	0.029	0.067	0.081	0.052	0.098	0.106	0.112	0.109	0.061	0.092	0.102	0.138	0.1	0.155	0.073	0.48	N
BN190186	0.612	0.619	0.014	0.012	0.035	0.023	0.026	0.023	0.016	0.026	0.023	0.065	0.056	0.042	0.084	0.077	0.116	0.093	0.021	0.071	0.066	0.079	0.065	0.149	0.069	0.487	T
BN190189	0.618	0.634	0.014	0.027	0.035	0.019	0.029	0.018	0.021	0.019	0.017	0.056	0.054	0.034	0.076	0.079	0.102	0.093	0.031	0.054	0.073	0.077	0.048	0.125	0.058	0.466	N
