93	0.186	0.239	0.241	0.346	0.022	0.314	0.461	0.513	0.449	0.526	0.415	0.28	0.139	0.126	0.5	0.442	0.333	0.474	0.619	T
94	0.078	0.049	0.072	0.068	0.011	0.117	0.131	0.159	0.145	0.151	0.117	0.122	0.064	0.068	0.153	0.112	0.08	0.133	0.632	N
BN190001	0.079	0.017	0.052	0.041	0.024	0.079	0.084	0.093	0.088	0.095	0.081	0.095	0.058	0.072	0.075	0.061	0.066	0.054	0.623	T
BN190002	0.062	0.014	0.015	0.015	0.009	0.024	0.026	0.024	0.025	0.029	0.031	0.019	0.022	0.021	0.021	0.021	0.014	0.01	0.63	N
BN190003	0.065	0.009	0.009	0.009	0.02	0.041	0.034	0.033	0.029	0.033	0.036	0.044	0.024	0.023	0.027	0.031	0.018	0.019	0.62	T
BN190005	0.041	0.008	0.016	0.008	0.016	0.02	0.04	0.048	0.04	0.068	0.032	0.04	0.04	0.04	0.02	0.012	0.028	0.016	0.643	N
BN190006	0.054	0.007	0.011	0.008	0.005	0.029	0.034	0.042	0.029	0.04	0.033	0.024	0.016	0.019	0.032	0.017	0.011	0.02	0.631	T
BN190007	0.058	0.006	0.004	0.008	0.007	0.03	0.04	0.041	0.039	0.048	0.036	0.029	0.013	0.01	0.015	0.02	0.01	0.017	0.621	N
BN190008	0.125	0.093	0.119	0.103	0.098	0.149	0.147	0.154	0.149	0.158	0.129	0.157	0.142	0.141	0.145	0.154	0.124	0.129	0.663	T
BN190010	0.184	0.12	0.15	0.142	0.113	0.221	0.234	0.228	0.225	0.232	0.231	0.234	0.225	0.219	0.235	0.233	0.17	0.208	0.647	N
BN190011	0.363	0.417	0.357	0.43	0.208	0.57	0.576	0.575	0.565	0.58	0.57	0.57	0.569	0.573	0.578	0.556	0.553	0.562	0.642	T
BN190012	0.06	0.007	0.013	0.013	0.009	0.05	0.058	0.07	0.062	0.08	0.056	0.049	0.035	0.031	0.041	0.031	0.025	0.029	0.625	N
BN190014	0.138	0.071	0.094	0.109	0.046	0.158	0.2	0.195	0.198	0.2	0.17	0.186	0.185	0.181	0.213	0.19	0.176	0.158	0.643	T
BN190015	0.063	0.03	0.02	0.02	0.013	0.05	0.074	0.104	0.067	0.069	0.06	0.077	0.045	0.055	0.062	0.05	0.037	0.03	0.624	N
BN190017	0.071	0.015	0.026	0.028	0.01	0.051	0.061	0.074	0.067	0.075	0.044	0.072	0.034	0.04	0.055	0.033	0.036	0.033	0.643	N
BN190018	0.057	0.01	0.005	0.012	0.015	0.142	0.209	0.228	0.227	0.245	0.159	0.201	0.101	0.086	0.046	0.028	0.013	0.028	0.607	T
BN190019	0.175	0.134	0.139	0.139	0.073	0.195	0.28	0.289	0.282	0.292	0.277	0.29	0.164	0.171	0.184	0.17	0.149	0.17	0.648	T
BN190023	0.09	0.051	0.054	0.051	0.045	0.132	0.12	0.147	0.13	0.148	0.108	0.109	0.083	0.079	0.09	0.075	0.072	0.075	0.635	N
BN190024	0.254	0.102	0.156	0.099	0.027	0.58	0.515	0.584	0.606	0.604	0.569	0.312	0.084	0.091	0.181	0.11	0.102	0.12	0.581	T
BN190026	0.059	0.018	0.022	0.029	0.012	0.097	0.086	0.1	0.113	0.099	0.095	0.097	0.054	0.043	0.083	0.055	0.018	0.037	0.644	N
BN190028	0.039	0.009	0.014	0.008	0.004	0.032	0.037	0.049	0.036	0.047	0.037	0.033	0.023	0.022	0.017	0.016	0.006	0.012	0.639	T
BN190029	0.057	0.026	0.026	0.01	0.015	0.062	0.056	0.057	0.077	0.067	0.056	0.051	0.062	0.062	0.021	0.057	0.01	0.056	0.646	N
BN190030	0	0	0	0	0	0.091	0	0	0	0	0	0.091	0.091	0	0	0	0	0	0.545	N
BN190031	0.036	0.012	0.008	0.01	0.013	0.06	0.059	0.058	0.057	0.063	0.048	0.053	0.036	0.022	0.029	0.024	0.019	0.02	0.648	T
BN190032	0.073	0.016	0.008	0.014	0.004	0.062	0.059	0.058	0.058	0.075	0.059	0.059	0.043	0.044	0.065	0.05	0.038	0.041	0.632	N
BN190033	0.054	0.009	0.007	0.012	0.009	0.044	0.044	0.052	0.041	0.056	0.042	0.047	0.032	0.031	0.046	0.03	0.027	0.019	0.649	T
BN190034	0.168	0.148	0.136	0.125	0.023	0.34	0.348	0.313	0.34	0.336	0.349	0.348	0.292	0.255	0.224	0.253	0.179	0.204	0.635	T
BN190036	0.078	0.03	0.041	0.036	0.015	0.087	0.105	0.107	0.1	0.105	0.095	0.104	0.062	0.07	0.092	0.072	0.06	0.064	0.65	T
BN190037	0.112	0.076	0.091	0.093	0.019	0.158	0.155	0.154	0.16	0.156	0.158	0.165	0.141	0.134	0.163	0.148	0.141	0.138	0.648	N
BN190038	0.042	0.008	0.003	0.003	0.006	0.006	0.017	0.022	0.011	0.017	0.008	0.017	0.037	0.006	0.008	0.006	0.006	0.008	0.637	N
BN190039	0.08	0.009	0.027	0.015	0.021	0.348	0.368	0.393	0.397	0.399	0.29	0.3	0.131	0.141	0.253	0.137	0.199	0.202	0.597	T
BN190040	0.066	0.017	0.013	0.017	0.011	0.116	0.132	0.13	0.117	0.131	0.116	0.105	0.045	0.042	0.063	0.056	0.059	0.079	0.638	N
BN190041	0.067	0.013	0.013	0.01	0.01	0.106	0.123	0.128	0.119	0.135	0.114	0.081	0.047	0.075	0.118	0.085	0.083	0.111	0.628	T
BN190042	0.055	0.012	0.005	0.008	0.006	0.033	0.047	0.043	0.044	0.044	0.028	0.038	0.013	0.015	0.025	0.017	0.01	0.013	0.642	N
BN190044	0.856	0.834	0.832	0.84	0.332	0.847	0.843	0.856	0.852	0.849	0.846	0.844	0.845	0.848	0.838	0.849	0.843	0.845	0.618	T
BN190046	0.044	0.014	0.009	0.012	0.008	0.033	0.034	0.041	0.04	0.063	0.041	0.041	0.02	0.021	0.038	0.021	0.024	0.023	0.638	T
BN190047	0.063	0.007	0.007	0.003	0.008	0.039	0.068	0.079	0.051	0.085	0.039	0.04	0.022	0.016	0.018	0.012	0.009	0.019	0.621	N
BN190048	0.056	0.022	0.045	0.143	0.014	0.187	0.262	0.251	0.264	0.278	0.281	0.274	0.264	0.264	0.288	0.238	0.192	0.242	0.625	T
BN190049	0.496	0.084	0.186	0.184	0.079	0.762	0.769	0.767	0.771	0.773	0.775	0.761	0.753	0.768	0.778	0.725	0.553	0.744	0.58	T
BN190050	0.102	0.043	0.053	0.053	0.024	0.141	0.142	0.15	0.143	0.151	0.141	0.153	0.099	0.122	0.14	0.112	0.105	0.126	0.648	N
BN190051	0.066	0.025	0.048	0.039	0.012	0.162	0.173	0.212	0.25	0.254	0.25	0.246	0.202	0.211	0.218	0.197	0.115	0.095	0.643	T
BN190052	0.065	0.016	0.027	0.029	0.012	0.134	0.161	0.186	0.204	0.217	0.204	0.208	0.163	0.163	0.132	0.144	0.054	0.065	0.606	N
BN190054	0.05	0.004	0.023	0.016	0.016	0.359	0.208	0.422	0.44	0.471	0.17	0.178	0.278	0.202	0.202	0.054	0.019	0.035	0.614	T
BN190055	0.041	0.006	0.005	0.006	0.005	0.062	0.056	0.067	0.059	0.071	0.069	0.079	0.026	0.013	0.026	0.017	0.01	0.012	0.645	T
BN190056	0.053	0.012	0.005	0.007	0.012	0.045	0.068	0.062	0.058	0.075	0.055	0.066	0.015	0.015	0.024	0.015	0.009	0.02	0.628	N
BN190057	0.061	0.013	0.011	0.01	0.006	0.028	0.049	0.055	0.047	0.063	0.038	0.04	0.023	0.026	0.032	0.023	0.016	0.023	0.658	T
BN190059	0.062	0.01	0	0	0	0.026	0.039	0.039	0.026	0.035	0.035	0.029	0.016	0.013	0.026	0.006	0.003	0.013	0.606	N
BN190062	0.058	0.002	0.007	0.005	0	0.024	0.034	0.032	0.027	0.029	0.019	0.032	0.012	0.025	0.032	0.022	0.015	0.018	0.618	N
BN190068	0.08	0.027	0.019	0.029	0.008	0.041	0.049	0.055	0.056	0.059	0.052	0.051	0.035	0.032	0.041	0.03	0.028	0.027	0.623	N
BN190071	0.063	0.015	0.005	0.013	0.008	0.046	0.062	0.083	0.063	0.075	0.064	0.066	0.036	0.046	0.045	0.028	0.017	0.017	0.59	N
BN190072	0.044	0.009	0.009	0.007	0.008	0.072	0.101	0.13	0.109	0.119	0.056	0.071	0.027	0.029	0.03	0.024	0.009	0.023	0.628	N
BN190073	0.105	0.047	0.052	0.065	0.063	0.469	0.467	0.477	0.471	0.476	0.465	0.479	0.401	0.377	0.293	0.388	0.185	0.183	0.646	T
BN190075	0.062	0.014	0.01	0.014	0.004	0.065	0.062	0.068	0.067	0.075	0.07	0.07	0.038	0.03	0.04	0.037	0.019	0.02	0.628	N
BN190077	0.409	0.366	0.383	0.383	0.379	0.458	0.455	0.458	0.461	0.465	0.458	0.456	0.464	0.464	0.482	0.468	0.468	0.478	0.646	T
BN190080	0.055	0.02	0.016	0.021	0.02	0.035	0.04	0.027	0.025	0.029	0.022	0.031	0.036	0.021	0.035	0.033	0.024	0.024	0.638	N
BN190083	0.054	0.012	0.009	0.017	0.014	0.107	0.127	0.145	0.149	0.164	0.119	0.143	0.068	0.064	0.071	0.045	0.025	0.045	0.637	T
BN190085	0.055	0.003	0.007	0.013	0.006	0.06	0.074	0.069	0.066	0.079	0.055	0.053	0.017	0.007	0.027	0.025	0.009	0.012	0.59	N
BN190087	0.072	0.028	0.026	0.039	0.022	0.139	0.148	0.151	0.149	0.161	0.149	0.153	0.128	0.132	0.151	0.127	0.102	0.115	0.63	T
BN190089	0.073	0.028	0.028	0.029	0.018	0.41	0.43	0.429	0.429	0.433	0.418	0.423	0.337	0.364	0.435	0.315	0.314	0.341	0.629	N
BN190090	0.051	0.011	0.004	0.008	0.003	0.019	0.039	0.045	0.031	0.052	0.032	0.032	0.019	0.015	0.023	0.01	0.012	0.011	0.619	T
BN190092	0.039	0.018	0.012	0.016	0.006	0.031	0.033	0.045	0.047	0.072	0.035	0.041	0.019	0.012	0.023	0.027	0.006	0.008	0.637	N
BN190094	0.06	0.012	0.008	0.009	0.005	0.035	0.039	0.045	0.039	0.043	0.03	0.022	0.014	0.013	0.012	0.013	0.007	0.013	0.633	T
BN190096	0.05	0.007	0.006	0.007	0.006	0.026	0.034	0.047	0.036	0.057	0.031	0.039	0.015	0.007	0.023	0.013	0.009	0.013	0.632	N
BN190098	0.061	0.014	0.017	0.014	0.013	0.042	0.043	0.051	0.046	0.054	0.041	0.046	0.041	0.045	0.05	0.035	0.026	0.033	0.616	N
BN190099	0.055	0.013	0.007	0.011	0.005	0.029	0.039	0.049	0.034	0.042	0.036	0.053	0.02	0.026	0.047	0.027	0.014	0.027	0.643	T
BN190101	0.058	0.006	0.009	0.007	0.004	0.025	0.025	0.019	0.016	0.024	0.019	0.028	0.017	0.011	0.023	0.008	0.007	0.016	0.601	N
BN190106	0.041	0.007	0.012	0.01	0.007	0.058	0.049	0.045	0.046	0.055	0.021	0.055	0.014	0.016	0.049	0.014	0.007	0.014	0.636	T
BN190109	0.055	0.014	0.006	0.008	0.006	0.023	0.032	0.035	0.033	0.031	0.028	0.029	0.011	0.01	0.017	0.011	0.011	0.011	0.624	N
BN190111	0.053	0.011	0.009	0.006	0.005	0.045	0.06	0.078	0.047	0.06	0.04	0.056	0.023	0.025	0.027	0.014	0.012	0.013	0.616	T
BN190114	0.123	0.081	0.086	0.08	0.017	0.147	0.16	0.173	0.172	0.185	0.18	0.187	0.133	0.102	0.186	0.116	0.129	0.145	0.616	T
BN190117	0.299	0.217	0.301	0.265	0.122	0.417	0.441	0.432	0.436	0.439	0.437	0.448	0.351	0.342	0.426	0.365	0.226	0.277	0.597	N
BN190119	0.764	0.769	0.761	0.78	0.116	0.828	0.851	0.839	0.841	0.846	0.823	0.755	0.6	0.634	0.722	0.594	0.563	0.473	0.62	T
BN190120	0.099	0.064	0.063	0.063	0.028	0.081	0.096	0.095	0.094	0.104	0.095	0.097	0.081	0.087	0.099	0.083	0.073	0.075	0.627	N
BN190121	0.045	0.01	0.007	0.016	0.01	0.073	0.079	0.086	0.072	0.093	0.077	0.088	0.071	0.064	0.086	0.039	0.023	0.041	0.627	T
BN190122	0.062	0.004	0.008	0.006	0.014	0.085	0.105	0.113	0.112	0.111	0.087	0.098	0.066	0.057	0.075	0.052	0.027	0.059	0.621	N
BN190125	0.057	0.011	0.008	0.014	0.007	0.04	0.05	0.051	0.038	0.057	0.044	0.031	0.024	0.022	0.031	0.02	0.012	0.016	0.608	T
BN190128	0.063	0.013	0.017	0.006	0.014	0.044	0.037	0.038	0.039	0.05	0.027	0.035	0.018	0.018	0.028	0.014	0.009	0.025	0.619	N
BN190131	0.048	0.01	0.01	0.01	0.003	0.044	0.063	0.059	0.043	0.063	0.054	0.04	0.026	0.023	0.029	0.025	0.014	0.014	0.609	T
BN190133	0.05	0.15	0	0.05	0	0	0.05	0.05	0	0	0.05	0.05	0	0	0	0.05	0	0	0.75	N
BN190135	0.162	0.077	0.119	0.107	0.042	0.153	0.172	0.179	0.174	0.178	0.183	0.182	0.138	0.141	0.19	0.153	0.135	0.137	0.621	T
BN190137	0.094	0.032	0.037	0.022	0.018	0.062	0.069	0.075	0.072	0.081	0.068	0.058	0.039	0.044	0.071	0.055	0.05	0.053	0.603	N
BN190141	0.056	0.012	0.012	0.02	0.009	0.031	0.045	0.049	0.048	0.055	0.044	0.048	0.031	0.028	0.048	0.035	0.024	0.031	0.605	T
BN190142	0.056	0.011	0.008	0.016	0.007	0.043	0.051	0.057	0.043	0.056	0.044	0.058	0.03	0.035	0.051	0.034	0.026	0.038	0.636	N
BN190147	0.098	0.02	0.03	0.035	0.024	0.054	0.041	0.049	0.058	0.049	0.036	0.046	0.018	0.022	0.047	0.03	0.018	0.034	0.625	T
BN190149	0.064	0.008	0.007	0.007	0.012	0.022	0.024	0.026	0.029	0.029	0.028	0.026	0.016	0.008	0.022	0.013	0.01	0.016	0.618	N
BN190150	0.065	0.013	0.016	0.018	0.01	0.074	0.08	0.083	0.075	0.083	0.064	0.076	0.068	0.068	0.083	0.065	0.056	0.064	0.632	T
BN190151	0.064	0.024	0.025	0.028	0.013	0.118	0.14	0.152	0.147	0.146	0.109	0.146	0.134	0.13	0.146	0.138	0.125	0.132	0.615	T
BN190155	0.063	0.007	0.016	0.01	0.007	0.065	0.073	0.084	0.069	0.07	0.072	0.089	0.05	0.05	0.059	0.052	0.043	0.047	0.617	N
BN190158	0.057	0.018	0.015	0.061	0.008	0.225	0.317	0.327	0.262	0.335	0.324	0.184	0.14	0.132	0.148	0.057	0.031	0.032	0.623	T
BN190159	0.014	0.027	0.034	0.027	0.007	0.171	0.178	0.178	0.178	0.171	0.2	0.158	0.103	0.082	0.103	0.11	0.027	0.034	0.674	N
BN190162	0.062	0.031	0.031	0.062	0.031	0.094	0.125	0.125	0.156	0.125	0.125	0.094	0.094	0.094	0.094	0.094	0.031	0	0.688	T
BN190163	0.102	0.049	0.079	0.046	0.02	0.137	0.158	0.158	0.151	0.164	0.146	0.153	0.148	0.143	0.165	0.146	0.135	0.151	0.636	N
BN190164	0.588	0.595	0.631	0.631	0.124	0.666	0.685	0.684	0.691	0.688	0.678	0.678	0.688	0.682	0.699	0.684	0.665	0.632	0.622	T
BN190166	0.515	0.469	0.476	0.471	0.115	0.5	0.5	0.502	0.501	0.506	0.503	0.511	0.509	0.51	0.529	0.52	0.504	0.514	0.598	N
BN190168	0.085	0.04	0.052	0.073	0.012	0.135	0.153	0.146	0.153	0.159	0.132	0.139	0.056	0.067	0.093	0.069	0.028	0.033	0.627	T
BN190170	0.054	0.006	0.009	0.014	0.011	0.042	0.051	0.06	0.049	0.051	0.034	0.04	0.021	0.024	0.037	0.015	0.017	0.023	0.61	T
BN190171	0.054	0.011	0.007	0.003	0.004	0.019	0.017	0.015	0.011	0.015	0.012	0.014	0.011	0.006	0.017	0.007	0.006	0.005	0.608	N
BN190172	0.054	0.015	0.011	0.013	0.007	0.046	0.088	0.072	0.054	0.095	0.227	0.262	0.055	0.157	0.065	0.114	0.016	0.037	0.621	T
BN190175	0	0	0	0	0	0	0	0	0.071	0.071	0	0	0	0	0	0	0	0	0.571	N
BN190179	0.046	0.008	0.008	0.008	0.007	0.017	0.019	0.021	0.018	0.023	0.02	0.023	0.016	0.014	0.03	0.016	0.011	0.016	0.636	T
BN190180	0.057	0.006	0.004	0.004	0.002	0.018	0.01	0.018	0.015	0.022	0.022	0.017	0.015	0.011	0.02	0.012	0.007	0.011	0.613	N
BN190181	0.06	0.01	0.018	0.013	0.014	0.102	0.257	0.268	0.271	0.279	0.266	0.265	0.238	0.238	0.285	0.236	0.242	0.26	0.61	T
BN190184	0.064	0.009	0.017	0.012	0.004	0.055	0.065	0.064	0.075	0.086	0.066	0.062	0.033	0.037	0.06	0.051	0.023	0.048	0.609	N
BN190186	0.041	0.009	0.014	0.011	0.007	0.024	0.034	0.039	0.03	0.035	0.041	0.032	0.027	0.03	0.033	0.024	0.025	0.018	0.602	T
BN190189	0.054	0.007	0.012	0.006	0.007	0.051	0.062	0.062	0.045	0.065	0.041	0.042	0.028	0.019	0.029	0.013	0.014	0.023	0.618	N
BN190191	0.05	0.012	0.004	0.008	0.009	0.054	0.075	0.09	0.086	0.106	0.07	0.083	0.023	0.032	0.048	0.022	0.013	0.024	0.625	T
BN190192	0.023	0.006	0.009	0.006	0.009	0.122	0.158	0.18	0.17	0.188	0.146	0.16	0.064	0.06	0.092	0.051	0.038	0.046	0.635	N
BN190193	0.054	0.005	0.005	0.01	0.006	0.018	0.018	0.018	0.016	0.015	0.012	0.021	0.013	0.014	0.02	0.013	0.006	0.012	0.622	T
BN190195	0.051	0.006	0.004	0.003	0.006	0.015	0.014	0.007	0.011	0.014	0.011	0.009	0.012	0.01	0.014	0.011	0.006	0.007	0.618	N
BN190198	0.048	0.004	0.008	0.01	0	0.053	0.091	0.169	0.163	0.231	0.187	0.126	0.039	0.045	0.026	0.032	0.026	0.038	0.62	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.051	0.007	0.005	0.01	0.003	0.011	0.014	0.013	0.02	0.02	0.017	0.022	0.015	0.01	0.024	0.012	0.008	0.019	0.596	T
BN190201	0.052	0.006	0.006	0.011	0.008	0.038	0.049	0.036	0.032	0.049	0.032	0.03	0.021	0.019	0.024	0.021	0.009	0.017	0.601	N
BN190202	0.055	0.009	0.008	0.008	0.011	0.015	0.026	0.028	0.016	0.028	0.026	0.033	0.023	0.017	0.033	0.02	0.014	0.012	0.619	T
BN190203	0.051	0.016	0.014	0.018	0.012	0.047	0.046	0.059	0.047	0.058	0.054	0.059	0.042	0.036	0.071	0.052	0.039	0.049	0.637	T
BN190206	0.065	0.014	0.026	0.009	0.006	0.085	0.077	0.116	0.092	0.126	0.106	0.087	0.031	0.027	0.058	0.032	0.024	0.051	0.606	N
BN190209	0.047	0.007	0.006	0.013	0.006	0.019	0.025	0.03	0.018	0.025	0.02	0.017	0.009	0.01	0.013	0.018	0.008	0.012	0.64	N
BN190210	0.081	0.042	0.074	0.055	0.193	0.48	0.454	0.49	0.486	0.494	0.483	0.483	0.104	0.08	0.497	0.324	0.283	0.485	0.639	T
BN190211	0.055	0.012	0.01	0.012	0.021	0.143	0.153	0.183	0.186	0.208	0.144	0.148	0.164	0.176	0.199	0.137	0.111	0.134	0.627	T
BN190213	0.058	0	0.003	0.003	0.006	0.022	0.022	0.032	0.022	0.032	0.029	0.032	0.038	0.016	0.032	0.022	0.019	0.019	0.636	N
BN190215	0.329	0.273	0.283	0.287	0.208	0.387	0.397	0.402	0.402	0.404	0.399	0.401	0.405	0.396	0.42	0.383	0.377	0.329	0.617	T
BN190218	0.135	0.089	0.078	0.086	0.068	0.134	0.174	0.176	0.172	0.17	0.173	0.165	0.157	0.15	0.17	0.141	0.099	0.112	0.603	N
BN190219	0.065	0.018	0.03	0.024	0.007	0.092	0.104	0.106	0.09	0.106	0.104	0.106	0.099	0.099	0.045	0.026	0.02	0.026	0.63	T
BN190221	0.055	0.008	0.008	0.009	0.005	0.036	0.037	0.051	0.047	0.052	0.045	0.051	0.028	0.032	0.042	0.019	0.017	0.02	0.617	N
BN190223	0.2	0.179	0.177	0.186	0.092	0.203	0.214	0.213	0.202	0.216	0.215	0.208	0.198	0.188	0.213	0.208	0.181	0.204	0.616	T
BN190225	0.04	0.015	0.013	0.017	0.01	0.037	0.032	0.051	0.038	0.046	0.034	0.035	0.02	0.013	0.023	0.017	0.016	0.018	0.632	N
BN190227	0.049	0.011	0.008	0.011	0.013	0.024	0.034	0.034	0.021	0.038	0.028	0.032	0.021	0.014	0.033	0.025	0.012	0.03	0.6	T
BN190229	0.054	0.011	0.009	0.011	0.006	0.03	0.033	0.036	0.028	0.039	0.023	0.035	0.024	0.025	0.031	0.023	0.013	0.024	0.62	N
BN190231	0.061	0.013	0.012	0.011	0.011	0.059	0.08	0.092	0.079	0.101	0.057	0.092	0.057	0.067	0.09	0.052	0.043	0.079	0.615	T
BN190233	0.06	0.013	0.013	0.015	0.008	0.044	0.049	0.069	0.041	0.061	0.045	0.041	0.036	0.029	0.035	0.024	0.025	0.033	0.625	N
BN190235	0.056	0.036	0.022	0.044	0.01	0.115	0.125	0.132	0.117	0.127	0.104	0.089	0.036	0.044	0.086	0.064	0.027	0.03	0.622	T
BN190238	0.06	0.021	0.025	0.027	0.01	0.058	0.063	0.062	0.059	0.066	0.051	0.053	0.023	0.037	0.048	0.045	0.029	0.032	0.614	N
BN190240	0.08	0.035	0.037	0.046	0.032	0.078	0.087	0.102	0.089	0.095	0.09	0.095	0.071	0.077	0.099	0.08	0.065	0.069	0.643	T
BN190241	0.085	0.034	0.043	0.034	0.028	0.077	0.092	0.1	0.084	0.093	0.126	0.107	0.106	0.105	0.104	0.104	0.059	0.062	0.621	N
BN190242	0.058	0.006	0.008	0.015	0.009	0.056	0.064	0.059	0.065	0.074	0.049	0.046	0.052	0.046	0.058	0.029	0.011	0.017	0.602	T
BN190244	0.11	0.075	0.074	0.077	0.017	0.08	0.089	0.09	0.087	0.096	0.094	0.095	0.07	0.064	0.101	0.091	0.086	0.079	0.623	T
BN190245	0.106	0.057	0.064	0.067	0.015	0.087	0.096	0.089	0.09	0.089	0.087	0.09	0.067	0.059	0.092	0.08	0.078	0.062	0.634	N
BN190247	0.057	0.008	0.006	0.006	0.006	0.053	0.053	0.079	0.029	0.051	0.043	0.043	0.011	0.015	0.042	0.008	0.014	0.017	0.62	T
BN190248	0.792	0.753	0.774	0.708	0.136	0.731	0.795	0.784	0.792	0.794	0.792	0.791	0.795	0.792	0.783	0.797	0.797	0.779	0.625	T
BN190249	0.063	0.018	0.014	0.023	0.033	0.373	0.39	0.398	0.389	0.394	0.367	0.395	0.383	0.381	0.402	0.377	0.385	0.388	0.613	T
BN190251	0.051	0.01	0.01	0.013	0.007	0.034	0.044	0.046	0.049	0.052	0.04	0.051	0.033	0.023	0.04	0.027	0.019	0.028	0.628	T
BN190252	0.058	0.006	0.006	0.005	0.006	0.018	0.024	0.027	0.028	0.031	0.018	0.028	0.018	0.01	0.022	0.017	0.005	0.013	0.602	T
BN190255	0.055	0.005	0.008	0.006	0.005	0.048	0.046	0.06	0.045	0.061	0.05	0.036	0.021	0.021	0.029	0.017	0.011	0.015	0.628	N
BN190256	0.041	0.005	0.004	0.008	0.01	0.019	0.019	0.03	0.023	0.031	0.017	0.027	0.019	0.013	0.025	0.01	0.012	0.018	0.64	T
BN190257	0.056	0.008	0.01	0.008	0.007	0.054	0.06	0.062	0.051	0.068	0.046	0.052	0.018	0.015	0.023	0.016	0.009	0.017	0.611	N
BN190258	0.206	0.123	0.113	0.139	0.027	0.132	0.218	0.228	0.223	0.237	0.211	0.23	0.215	0.217	0.23	0.19	0.201	0.215	0.629	T
BN190260	0.065	0.014	0.019	0.014	0.011	0.075	0.095	0.11	0.084	0.122	0.061	0.055	0.032	0.038	0.053	0.026	0.033	0.028	0.621	N
BN190262	0.062	0.016	0.012	0.008	0.006	0.021	0.023	0.013	0.022	0.017	0.023	0.013	0.011	0.006	0.017	0.01	0.007	0.009	0.604	N
