BN190007	0.099	NA	0.342	0.279	0.559	0.536	0.225	0.3	0.171	0.559	0.243	0.441	0.09	N
BN190008	0.14	NA	0.34	0.28	0.58	0.52	0.24	0.34	0.14	0.56	0.24	0.38	0.14	T
BN190010	0.274	NA	0.407	0.368	0.521	0.447	0.304	0.392	0.139	0.492	0.29	0.436	0.172	N
BN190011	0.45	NA	0.6	0.5	0.625	0.7	0.6	0.564	0.475	0.675	0.425	0.7	0.55	T
BN190012	0.069	NA	0.204	0.167	0.454	0.412	0.14	0.237	0.098	0.398	0.144	0.204	0.093	N
BN190014	0.113	NA	0.344	0.323	0.53	0.466	0.323	0.371	0.203	0.496	0.273	0.406	0.241	T
BN190015	0.111	NA	0.27	0.317	0.524	0.492	0.317	0.381	0.159	0.46	0.175	0.254	0.159	N
BN190017	0.106	NA	0.204	0.177	0.363	0.327	0.195	0.275	0.062	0.31	0.08	0.248	0.106	N
BN190018	0.238	NA	0.317	0.286	0.508	0.429	0.286	0.371	0.238	0.54	0.323	0.306	0.242	T
BN190019	0.303	NA	0.477	0.494	0.506	0.432	0.438	0.528	0.213	0.614	0.438	0.551	0.404	T
BN190023	0.16	NA	0.298	0.355	0.5	0.477	0.251	0.356	0.155	0.352	0.185	0.275	0.16	N
BN190024	0.664	NA	0.737	0.745	0.815	0.789	0.771	0.763	0.719	0.78	0.739	0.75	0.725	T
BN190026	0.134	NA	0.174	0.203	0.267	0.324	0.181	0.193	0.186	0.308	0.14	0.24	0.14	N
BN190028	0.105	NA	0.367	0.386	0.653	0.58	0.26	0.372	0.132	0.521	0.218	0.368	0.114	T
BN190029	0.089	NA	0.429	0.357	0.625	0.679	0.196	0.245	0.143	0.625	0.143	0.411	0.091	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	0.3	NA	0.4	0.4	0.3	0.3	0	0.2	0	0.4	0.2	0.6	0.2	T
BN190032	0.078	NA	0.157	0.176	0.235	0.275	0.098	0.216	0.078	0.196	0.078	0.157	0.078	N
BN190033	0.239	NA	0.376	0.404	0.464	0.41	0.305	0.471	0.244	0.448	0.302	0.394	0.235	T
BN190034	0.306	NA	0.417	0.389	0.4	0.528	0.361	0.333	0.306	0.556	0.361	0.361	0.194	T
BN190036	0.147	NA	0.309	0.294	0.496	0.478	0.221	0.323	0.147	0.463	0.228	0.316	0.193	T
BN190037	0.119	NA	0.318	0.306	0.394	0.412	0.272	0.301	0.206	0.376	0.263	0.345	0.268	N
BN190038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190039	0.389	NA	0.56	0.602	0.697	0.687	0.557	0.643	0.365	0.734	0.56	0.635	0.523	T
BN190040	0.136	0	0.253	0.238	0.416	0.338	0.191	0.254	0.11	0.327	0.151	0.237	0.15	N
BN190041	0.139	NA	0.204	0.232	0.322	0.277	0.099	0.19	0.09	0.396	0.153	0.351	0.109	T
BN190042	0.09	NA	0.256	0.297	0.487	0.458	0.135	0.26	0.115	0.394	0.096	0.256	0.071	N
BN190044	0.868	NA	0.902	0.898	0.929	0.923	0.893	0.892	0.878	0.909	0.903	0.914	0.888	T
BN190046	0.32	NA	0.534	0.592	0.602	0.573	0.495	0.534	0.117	0.583	0.524	0.573	0.32	T
BN190047	0.15	NA	0.351	0.37	0.58	0.483	0.305	0.275	0.19	0.607	0.253	0.454	0.23	N
BN190048	0.233	NA	0.425	0.433	0.504	0.558	0.345	0.398	0.134	0.575	0.367	0.4	0.292	T
BN190049	0.396	NA	0.822	0.84	0.733	0.752	0.41	0.594	0.416	0.842	0.703	0.921	0.792	T
BN190050	0.125	NA	0.349	0.357	0.45	0.491	0.249	0.345	0.231	0.521	0.274	0.396	0.195	N
BN190051	0.128	NA	0.323	0.323	0.466	0.429	0.286	0.383	0.182	0.496	0.114	0.353	0.221	T
BN190052	0.111	NA	0.396	0.309	0.504	0.393	0.199	0.333	0.103	0.459	0.11	0.324	0.213	N
BN190054	0.083	NA	0.377	0.282	0.364	0.496	0.229	0.344	0.136	0.826	0.295	0.773	0.583	T
BN190055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190056	0.119	NA	0.287	0.218	0.614	0.564	0.228	0.347	0.139	0.614	0.158	0.267	0.15	N
BN190057	0.061	NA	0.185	0.273	0.447	0.382	0.136	0.212	0.053	0.364	0.182	0.267	0.083	T
BN190059	0.099	NA	0.267	0.294	0.584	0.461	0.178	0.224	0.198	0.416	0.108	0.235	0.147	N
BN190062	0.089	NA	0.149	0.188	0.327	0.347	0.089	0.22	0.05	0.337	0.089	0.188	0.069	N
BN190068	0.1	NA	0.205	0.2	0.35	0.375	0.188	0.19	0.114	0.35	0.15	0.2	0.163	N
BN190071	0.068	NA	0.235	0.22	0.427	0.435	0.167	0.282	0.13	0.47	0.144	0.288	0.121	N
BN190072	0.093	NA	0.309	0.265	0.506	0.503	0.228	0.34	0.111	0.457	0.173	0.309	0.099	N
BN190073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190075	0.172	NA	0.234	0.234	0.594	0.578	0.156	0.333	0.141	0.516	0.219	0.344	0.062	N
BN190077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190080	0.051	NA	0.161	0.126	0.244	0.212	0.076	0.127	0.067	0.277	0.118	0.067	0.025	N
BN190083	0.103	NA	0.245	0.279	0.409	0.361	0.213	0.305	0.142	0.4	0.188	0.31	0.168	T
BN190085	0.038	NA	0.385	0.308	0.577	0.346	0.385	0.4	0.16	0.5	0.346	0.423	0.115	N
BN190087	0.058	NA	0.208	0.25	0.383	0.35	0.225	0.224	0.1	0.317	0.118	0.218	0.117	T
BN190089	0.201	NA	0.349	0.356	0.57	0.49	0.315	0.448	0.188	0.57	0.372	0.403	0.362	N
BN190090	0.138	NA	0.31	0.31	0.517	0.483	0.31	0.379	0.207	0.448	0.207	0.414	0.241	T
BN190092	0.042	NA	0.26	0.179	0.432	0.468	0.271	0.316	0.01	0.323	0.115	0.253	0.26	N
BN190094	0.24	NA	0.486	0.573	0.493	0.52	0.333	0.507	0.08	0.6	0.5	0.573	0.32	T
BN190096	0.063	NA	0.191	0.234	0.358	0.27	0.198	0.284	0.144	0.378	0.189	0.282	0.162	N
BN190098	0.081	NA	0.173	0.146	0.368	0.324	0.124	0.258	0.114	0.355	0.108	0.168	0.151	N
BN190099	0.019	NA	0.126	0.125	0.317	0.233	0.077	0.214	0.058	0.288	0.087	0.173	0.067	T
BN190101	0.071	NA	0.116	0.11	0.243	0.312	0.134	0.136	0.099	0.297	0.062	0.171	0.054	N
BN190106	0.279	NA	0.534	0.57	0.635	0.649	0.441	0.502	0.33	0.663	0.466	0.667	0.353	T
BN190109	0.188	NA	0.188	0.25	0.375	0.438	0.312	0.375	0.125	0.312	0.25	0.312	0.25	N
BN190111	0.109	NA	0.336	0.309	0.618	0.6	0.191	0.309	0.22	0.541	0.164	0.44	0.136	T
BN190114	0.146	NA	0.175	0.26	0.365	0.327	0.269	0.308	0.163	0.379	0.173	0.269	0.192	T
BN190117	0.477	NA	0.567	0.508	0.592	0.608	0.5	0.592	0.308	0.623	0.554	0.585	0.488	N
BN190119	0.493	NA	0.772	0.688	0.746	0.681	0.797	0.794	0.13	0.725	0.696	0.819	0.732	T
BN190120	0.051	NA	0.156	0.231	0.256	0.244	0.218	0.321	0.09	0.41	0.205	0.346	0.244	N
BN190121	0.092	NA	0.304	0.327	0.446	0.386	0.179	0.268	0.108	0.454	0.215	0.359	0.171	T
BN190122	0.084	NA	0.131	0.135	0.252	0.256	0.139	0.147	0.106	0.263	0.106	0.146	0.08	N
BN190125	0.038	NA	0.12	0.198	0.393	0.361	0.12	0.194	0.12	0.35	0.049	0.235	0.055	T
BN190128	0.254	NA	0.172	0.102	0.373	0.322	0.169	0.14	0.119	0.424	0.102	0.136	0.034	N
BN190131	0.062	NA	0.165	0.164	0.311	0.326	0.116	0.18	0.067	0.351	0.116	0.222	0.102	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.167	NA	0.214	0.214	0.357	0.321	0.19	0.256	0.167	0.345	0.155	0.301	0.167	T
BN190137	0.038	NA	0.094	0.075	0.17	0.189	0.057	0.135	0.038	0.245	0.019	0.132	0	N
BN190141	0.134	NA	0.23	0.203	0.422	0.353	0.197	0.25	0.165	0.371	0.147	0.303	0.147	T
BN190142	0.404	NA	0.47	0.481	0.545	0.534	0.436	0.453	0.387	0.534	0.411	0.445	0.415	N
BN190147	0.057	NA	0.106	0.171	0.305	0.25	0.115	0.194	0.076	0.438	0.057	0.286	0.057	T
BN190149	0.083	NA	0.183	0.168	0.417	0.383	0.175	0.212	0.068	0.325	0.117	0.333	0.075	N
BN190150	0	NA	0.031	0.031	0.129	0.161	0.031	0.031	0	0.25	0.062	0.062	0.031	T
BN190151	0.079	NA	0.229	0.276	0.342	0.333	0.122	0.206	0.042	0.242	0.084	0.184	0.046	T
BN190155	0.032	NA	0.266	0.191	0.426	0.372	0.128	0.247	0.074	0.351	0.085	0.266	0.074	N
BN190158	0.13	NA	0.114	0.174	0.364	0.321	0.083	0.24	0.023	0.313	0.106	0.455	0.068	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.198	NA	0.396	0.438	0.521	0.417	0.385	0.406	0.271	0.542	0.323	0.438	0.271	N
BN190164	0.45	NA	0.7	0.65	0.817	0.817	0.717	0.797	0.367	0.8	0.65	0.767	0.6	T
BN190166	0.28	NA	0.531	0.577	0.627	0.646	0.571	0.653	0.252	0.692	0.503	0.632	0.444	N
BN190168	0.138	NA	0.218	0.239	0.436	0.484	0.202	0.309	0.112	0.436	0.112	0.332	0.08	T
BN190170	0.189	NA	0.377	0.415	0.509	0.66	0.434	0.472	0.151	0.519	0.415	0.34	0.321	T
BN190171	0.083	NA	0.051	0.067	0.267	0.267	0.067	0.102	0.083	0.283	0.083	0.083	0.05	N
BN190172	0.274	NA	0.498	0.495	0.444	0.428	0.175	0.324	0.04	0.55	0.108	0.437	0.413	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190180	0	NA	0.098	0.099	0.22	0.207	0.037	0.127	0.049	0.25	0.024	0.159	0.049	N
BN190181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190184	0.085	NA	0.122	0.073	0.305	0.241	0.085	0.18	0.043	0.25	0.086	0.152	0.03	N
BN190186	0.119	NA	0.284	0.254	0.448	0.351	0.241	0.323	0.134	0.331	0.143	0.299	0.216	T
BN190189	0.101	NA	0.24	0.219	0.52	0.49	0.183	0.307	0.125	0.534	0.154	0.262	0.114	N
BN190191	0.392	NA	0.69	0.692	0.806	0.787	0.688	0.673	0.287	0.748	0.654	0.725	0.613	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.043	NA	0.11	0.094	0.252	0.223	0.058	0.096	0.043	0.273	0.036	0.094	0.029	T
BN190195	0.025	NA	0.114	0.114	0.266	0.253	0.139	0.108	0.076	0.266	0.076	0.076	0.038	N
BN190198	0.18	NA	0.52	0.34	0.64	0.58	0.28	0.44	0.122	0.6	0.26	0.4	0.22	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.089	NA	0.185	0.248	0.366	0.414	0.303	0.366	0.089	0.534	0.205	0.559	0.425	T
BN190201	0.053	NA	0.277	0.266	0.415	0.389	0.189	0.234	0.096	0.479	0.138	0.221	0.084	N
BN190202	0.236	0	0.605	0.602	0.632	0.655	0.449	0.527	0.229	0.775	0.508	0.705	0.462	T
BN190203	0.075	0	0.15	0.153	0.26	0.28	0.15	0.253	0.062	0.3	0.119	0.204	0.078	T
BN190206	0.091	NA	0.091	0.364	0.6	0.818	0.182	0.364	0.182	0.455	0	0.182	0.091	N
BN190209	0.094	NA	0.385	0.282	0.564	0.573	0.164	0.27	0.214	0.548	0.19	0.402	0.068	N
BN190210	0.436	NA	0.674	0.61	0.733	0.678	0.582	0.661	0.372	0.733	0.628	0.651	0.529	T
BN190211	0.357	NA	0.725	0.7	0.802	0.773	0.641	0.724	0.386	0.797	0.612	0.783	0.676	T
BN190213	0.094	NA	0.118	0.129	0.306	0.329	0.129	0.193	0.059	0.341	0.048	0.141	0.071	N
BN190215	0.417	NA	0.532	0.594	0.649	0.68	0.567	0.564	0.443	0.677	0.531	0.567	0.567	T
BN190218	0.213	NA	0.274	0.258	0.475	0.5	0.258	0.295	0.177	0.452	0.194	0.339	0.242	N
BN190219	0.16	NA	0.317	0.306	0.408	0.417	0.316	0.343	0.218	0.379	0.272	0.364	0.17	T
BN190221	0.088	NA	0.262	0.222	0.393	0.49	0.139	0.192	0.136	0.424	0.126	0.234	0.078	N
BN190223	0.19	NA	0.322	0.336	0.408	0.431	0.288	0.333	0.157	0.34	0.183	0.248	0.144	T
BN190225	0.042	NA	0.178	0.203	0.449	0.489	0.097	0.215	0.119	0.4	0.098	0.297	0.097	N
BN190227	0.273	NA	0.488	0.482	0.566	0.542	0.524	0.525	0.193	0.524	0.327	0.485	0.313	T
BN190229	0.198	NA	0.334	0.322	0.419	0.418	0.269	0.331	0.162	0.492	0.249	0.342	0.181	N
BN190231	0.288	NA	0.322	0.331	0.527	0.503	0.29	0.389	0.234	0.503	0.319	0.372	0.288	T
BN190233	0.098	NA	0.167	0.164	0.525	0.459	0.279	0.4	0.18	0.525	0.197	0.361	0.049	N
BN190235	0.151	NA	0.315	0.335	0.527	0.452	0.228	0.294	0.146	0.478	0.266	0.368	0.105	T
BN190238	0.116	NA	0.253	0.198	0.48	0.497	0.187	0.23	0.096	0.376	0.131	0.263	0.076	N
BN190240	0.08	NA	0.19	0.172	0.305	0.324	0.172	0.312	0.092	0.42	0.121	0.282	0.144	T
BN190241	0.071	NA	0.238	0.238	0.4	0.452	0.234	0.325	0.076	0.416	0.167	0.31	0.143	N
BN190242	0.325	NA	0.625	0.608	0.697	0.655	0.592	0.576	0.158	0.675	0.575	0.642	0.575	T
BN190244	0.11	NA	0.159	0.159	0.306	0.317	0.132	0.217	0.117	0.359	0.117	0.271	0.138	T
BN190245	0.068	NA	0.155	0.165	0.408	0.417	0.107	0.16	0.136	0.369	0.117	0.214	0.126	N
BN190247	0.375	NA	0.5	0.464	0.714	0.636	0.375	0.545	0.393	0.679	0.375	0.455	0.268	T
BN190248	0.589	NA	0.831	0.846	0.857	0.886	0.874	0.826	0.44	0.891	0.823	0.856	0.783	T
BN190249	0.665	NA	0.68	0.684	0.724	0.747	0.678	0.707	0.402	0.759	0.653	0.672	0.626	T
BN190251	0.077	NA	0.201	0.225	0.309	0.325	0.138	0.248	0.125	0.386	0.109	0.27	0.126	T
BN190252	0.264	NA	0.49	0.391	0.531	0.579	0.477	0.518	0.469	0.543	0.5	0.528	0.462	T
BN190255	0.051	NA	0.206	0.183	0.451	0.434	0.154	0.191	0.097	0.394	0.098	0.183	0.074	N
BN190256	0.383	NA	0.689	0.661	0.625	0.772	0.394	0.656	0.079	0.698	0.207	0.689	0.337	T
BN190257	0.074	NA	0.222	0.259	0.487	0.5	0.16	0.263	0.198	0.469	0.21	0.37	0.074	N
BN190258	0.124	NA	0.245	0.268	0.401	0.33	0.267	0.483	0.134	0.55	0.202	0.592	0.402	T
BN190260	0.121	NA	0.121	0.131	0.414	0.333	0.141	0.263	0.051	0.343	0.121	0.212	0.061	N
BN190262	0.021	NA	0.168	0.126	0.191	0.263	0.074	0.085	0.021	0.191	0.042	0.084	0.032	N
BN190264	0.151	NA	0.342	0.247	0.493	0.493	0.301	0.338	0.123	0.521	0.205	0.361	0.233	N
BN190265	0.309	NA	0.642	0.605	0.778	0.728	0.753	0.709	0.136	0.79	0.667	0.728	0.531	T
BN190266	0.081	NA	0.213	0.179	0.444	0.401	0.117	0.245	0.096	0.447	0.112	0.294	0.127	N
BN190267	0.259	NA	0.317	0.331	0.41	0.413	0.297	0.348	0.144	0.532	0.295	0.353	0.309	T
BN190269	0.09	NA	0.218	0.198	0.475	0.426	0.198	0.23	0.109	0.297	0.109	0.238	0.119	N
BN190270	0.031	NA	0.177	0.208	0.326	0.277	0.132	0.163	0.07	0.431	0.138	0.271	0.101	T
BN190271	0.179	NA	0.282	0.256	0.513	0.308	0.128	0.256	0.128	0.308	0.103	0.154	0.051	N
BN190274	0.262	NA	0.396	0.363	0.5	0.42	0.308	0.396	0.239	0.549	0.288	0.376	0.316	T
BN190278	0.665	NA	0.727	0.745	0.787	0.787	0.739	0.749	0.477	0.795	0.714	0.777	0.661	T
BN190279	0.089	NA	0.191	0.178	0.333	0.255	0.089	0.147	0.09	0.331	0.115	0.146	0.071	N
BN190280	0.379	NA	0.5	0.412	0.561	0.545	0.205	0.326	0.152	0.646	0.432	0.667	0.333	T
BN190283	0.144	NA	0.214	0.184	0.388	0.337	0.155	0.196	0.051	0.337	0.092	0.194	0.133	N
BN190284	0.244	NA	0.463	0.488	0.488	0.512	0.415	0.439	0.268	0.525	0.415	0.463	0.341	T
BN190285	0.062	NA	0.189	0.155	0.434	0.386	0.109	0.236	0.116	0.45	0.109	0.248	0.085	N
BN190286	0.298	NA	0.452	0.454	0.596	0.571	0.465	0.531	0.193	0.581	0.421	0.47	0.444	T
BN190287	0.174	NA	0.304	0.37	0.435	0.435	0.13	0.413	0.043	0.5	0.13	0.304	0.13	N
BN190288	0.16	NA	0.28	0.293	0.293	0.373	0.213	0.32	0.093	0.387	0.28	0.307	0.147	T
BN190290	0.248	NA	0.521	0.521	0.521	0.554	0.496	0.55	0.264	0.595	0.43	0.575	0.433	N
BN190292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.155	NA	0.218	0.241	0.415	0.324	0.162	0.271	0.134	0.312	0.197	0.246	0.183	T
BN190298	0.101	NA	0.346	0.397	0.658	0.667	0.354	0.429	0.266	0.595	0.342	0.519	0.304	N
BN190300	0.426	NA	0.8	0.82	0.817	0.85	0.82	0.836	0.541	0.77	0.672	0.836	0.721	T
BN190303	0.164	NA	0.322	0.368	0.447	0.483	0.185	0.295	0.138	0.414	0.232	0.355	0.158	N
BN190305	0.053	NA	0.135	0.154	0.271	0.238	0.129	0.185	0.065	0.355	0.118	0.213	0.083	T
BN190308	0.114	NA	0.229	0.261	0.457	0.429	0.143	0.294	0.086	0.357	0.143	0.214	0.129	N
BN190310	0.096	NA	0.193	0.207	0.494	0.422	0.169	0.217	0.133	0.398	0.253	0.241	0.024	N
BN190312	0.333	NA	0.667	0.619	0.762	0.857	0.381	0.571	0.19	0.762	0.524	0.571	0.667	T
BN190313	0.244	NA	0.25	0.152	0.409	0.396	0.098	0.253	0.079	0.518	0.11	0.482	0.117	T
BN190314	0.098	NA	0.195	0.122	0.317	0.244	0.171	0.154	0.073	0.39	0.098	0.195	0.073	N
BN190315	0.12	NA	0.291	0.229	0.551	0.483	0.237	0.28	0.239	0.453	0.263	0.288	0.153	N
BN190319	0.329	NA	0.459	0.477	0.537	0.557	0.416	0.49	0.396	0.541	0.378	0.557	0.403	T
BN190322	0.116	NA	0.327	0.327	0.421	0.384	0.229	0.341	0.099	0.428	0.248	0.383	0.242	T
BN190323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
position	47695341	47695370	47695383	47695385	47695409	47695416	47695424	47695426	47695440	47695454	47695462	47695476	47695498	
