BN190048	0.372	0.29	0.407	0.372	0.336	0.08	0.045	0.112	NA	T
BN190049	0.78	0.744	0.805	0.756	0.78	0.244	0.146	0.305	NA	T
BN190050	0.153	0.12	0.169	0.157	0.129	0.054	0.029	0.095	NA	N
BN190051	0.35	0.278	0.392	0.371	0.318	0.033	0.022	0.033	NA	T
BN190052	0.304	0.251	0.346	0.321	0.288	0.042	0.021	0.017	NA	N
BN190054	0.957	0.854	0.97	0.94	0.94	0.142	0.096	0.374	NA	T
BN190055	0.389	0.278	0.389	0.444	0.333	0.222	0.111	0.278	NA	T
BN190056	0.18	0.132	0.195	0.156	0.137	0.029	0.01	0.01	NA	N
BN190057	0.22	0.155	0.22	0.202	0.181	0.036	0.004	0.025	NA	T
BN190059	0.173	0.149	0.186	0.18	0.15	0.012	0.018	0.006	NA	N
BN190062	0.118	0.078	0.131	0.106	0.111	0.024	0.025	0.045	NA	N
BN190068	0.092	0.059	0.086	0.081	0.092	0.022	0	0.016	NA	N
BN190071	0.305	0.237	0.315	0.296	0.263	0.048	0.021	0.016	NA	N
BN190072	0.416	0.384	0.427	0.424	0.384	0.046	0.019	0.035	NA	N
BN190073	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190075	0.169	0.129	0.161	0.161	0.142	0.026	0.006	0.026	NA	N
BN190077	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190080	0.03	0.026	0.037	0.033	0.015	0.007	0.015	0.011	NA	N
BN190083	0.218	0.163	0.128	0.276	0.251	0.048	0.043	0.053	NA	T
BN190085	0.051	0.068	0.017	0.034	0.051	0	0	0	NA	N
BN190087	0.414	0.325	0.439	0.387	0.324	0.041	0.031	0.051	NA	T
BN190089	0.605	0.554	0.61	0.606	0.569	0.058	0.032	0.104	NA	N
BN190090	0.685	0.673	0.709	0.673	0.673	0.473	0.314	0.255	NA	T
BN190092	0.33	0.313	0.309	0.308	0.302	0.17	0.122	0.154	NA	N
BN190094	0.044	0.011	0.038	0.038	0.038	0	0	0.005	NA	T
BN190096	0.022	0.022	0.035	0.031	0.018	0.013	0.004	0.018	NA	N
BN190098	0.088	0.058	0.141	0.128	0.111	0.003	0.008	0.02	NA	N
BN190099	0.148	0.068	0.185	0.168	0.162	0.003	0.007	0.024	NA	T
BN190101	0.069	0.078	0.101	0.102	0.083	0.009	0	0.018	NA	N
BN190106	0.625	0.607	0.628	0.621	0.61	0.214	0.15	0.377	NA	T
BN190109	0.24	0.16	0.24	0.24	0.2	0.02	0	0.1	NA	N
BN190111	0.413	0.342	0.396	0.385	0.356	0.061	0.014	0.034	NA	T
BN190114	0.379	0.246	0.446	0.354	0.326	0.083	0.059	0.119	NA	T
BN190117	0.584	0.496	0.619	0.576	0.537	0.204	0.087	0.118	NA	N
BN190119	0.82	0.798	0.83	0.814	0.829	0.095	0.079	0.043	NA	T
BN190120	0.231	0.116	0.284	0.232	0.183	0.043	0.014	0.019	NA	N
BN190121	0.334	0.233	0.381	0.343	0.275	0.093	0.068	0.086	NA	T
BN190122	0.18	0.164	0.178	0.18	0.166	0.085	0.071	0.064	0	N
BN190125	0.131	0.104	0.147	0.133	0.135	0.02	0.002	0.016	NA	T
BN190128	0.041	0.034	0.048	0.041	0.027	0.007	0	0	NA	N
BN190131	0.173	0.121	0.182	0.175	0.145	0.016	0.009	0.011	NA	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.301	0.18	0.329	0.348	0.243	0.059	0.027	0.048	NA	T
BN190137	0.131	0.065	0.121	0.131	0.121	0.067	0.023	0.093	NA	N
BN190141	0.239	0.138	0.299	0.24	0.208	0.039	0.016	0.045	NA	T
BN190142	0.454	0.338	0.49	0.471	0.398	0.063	0.046	0.159	NA	N
BN190147	0.444	0.364	0.452	0.448	0.414	0.165	0.102	0.14	NA	T
BN190149	0.313	0.273	0.309	0.3	0.311	0.134	0.058	0.101	NA	N
BN190150	0.278	0.167	0.361	0.25	0.167	0.028	0	0	NA	T
BN190151	0.348	0.242	0.394	0.37	0.333	0.072	0.059	0.085	NA	T
BN190155	0.145	0.099	0.238	0.186	0.151	0.018	0	0.058	NA	N
BN190158	0.423	0.343	0.479	0.446	0.393	0.163	0.056	0.058	NA	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.299	0.236	0.305	0.27	0.23	0.029	0.023	0.017	NA	N
BN190164	0.036	0.014	0.043	0.022	0.029	0.007	0	0	NA	T
BN190166	0.089	0.043	0.105	0.086	0.054	0.007	0.005	0.011	NA	N
BN190168	0.32	0.252	0.326	0.302	0.284	0.073	0.051	0.033	NA	T
BN190170	0.477	0.315	0.477	0.441	0.396	0.036	0.054	0.081	NA	T
BN190171	0.039	0.039	0.062	0.047	0.07	0.047	0.03	0.008	NA	N
BN190172	0.219	0.209	0.214	0.215	0.228	0.086	0.004	0.015	NA	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190180	0.124	0.103	0.124	0.108	0.135	0.043	0.025	0.011	NA	N
BN190181	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190184	0.108	0.066	0.126	0.109	0.1	0.032	0.015	0.036	NA	N
BN190186	0.106	0.046	0.135	0.1	0.069	0.006	0.011	0.009	NA	T
BN190189	0.187	0.156	0.188	0.167	0.155	0.026	0.015	0.024	0	N
BN190191	0.591	0.551	0.591	0.575	0.549	0.374	0.025	0.379	NA	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.011	0.005	0.011	0.011	0.014	0.008	0	0.003	NA	T
BN190195	0.019	0.024	0.033	0.038	0.01	0	0.005	0.005	NA	N
BN190198	0.556	0.524	0.54	0.54	0.492	0.286	0.12	0.079	NA	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.509	0.449	0.549	0.502	0.524	0.129	0.085	0.164	NA	T
BN190201	0.107	0.102	0.117	0.107	0.089	0.029	0.01	0.02	NA	N
BN190202	0.667	0.629	0.686	0.68	0.663	0.384	0.361	0.272	0.091	T
BN190203	0.174	0.07	0.23	0.194	0.149	0.012	0.016	0.019	0	T
BN190206	0.263	0.263	0.316	0.316	0.316	0	0	0.105	NA	N
BN190209	0.128	0.128	0.134	0.14	0.105	0.045	0.04	0.014	NA	N
BN190210	0.54	0.467	0.544	0.526	0.448	0.114	NA	0.05	NA	T
BN190211	0.724	0.695	0.737	0.726	0.73	0.258	0.176	0.339	NA	T
BN190213	0.028	0.014	0.034	0.041	0.021	0.014	0.028	0.007	NA	N
BN190215	0.36	0.36	0.388	0.41	0.338	0.051	0.01	0.029	NA	T
BN190218	0.335	0.218	0.382	0.359	0.265	0.018	0.021	0.024	NA	N
BN190219	0.209	0.124	0.232	0.201	0.172	0.035	0.012	0.024	NA	T
BN190221	0.19	0.117	0.2	0.17	0.136	0.016	0.003	0.022	NA	N
BN190223	0.325	0.191	0.377	0.367	0.284	0.083	0.015	0.038	NA	T
BN190225	0.386	0.309	0.397	0.373	0.33	0.034	0.007	0.01	NA	N
BN190227	0.492	0.427	0.521	0.5	0.463	0.204	0.069	0.318	NA	T
BN190229	0.321	0.267	0.355	0.307	0.322	0.113	0.065	0.221	NA	N
BN190231	0.323	0.244	0.347	0.351	0.272	0.114	0.057	0.126	NA	T
BN190233	0.179	0.158	0.2	0.2	0.137	0.032	0.021	0.021	NA	N
BN190235	0.318	0.253	0.367	0.31	0.263	0.048	0.021	0.032	0	T
BN190238	0.232	0.189	0.263	0.256	0.203	0.048	0.022	0.041	NA	N
BN190240	0.264	0.147	0.333	0.271	0.196	0.034	0.022	0.051	NA	T
BN190241	0.148	0.113	0.156	0.138	0.146	0.047	0.043	0.064	NA	N
BN190242	0.684	0.623	0.706	0.687	0.673	0.126	0.052	0.268	NA	T
BN190244	0.242	0.157	0.315	0.255	0.22	0.04	0.04	0.059	NA	T
BN190245	0.097	0.056	0.083	0.094	0.094	0.03	0	0.007	NA	N
BN190247	0.29	0.26	0.298	0.275	0.214	0.023	0.015	0.015	NA	T
BN190248	0.895	0.81	0.863	0.867	0.859	0.465	0.177	0.544	NA	T
BN190249	0.637	0.614	0.673	0.64	0.614	0.346	0.228	0.562	NA	T
BN190251	0.176	0.09	0.238	0.153	0.118	0.013	0.016	0.006	NA	T
BN190252	0.404	0.219	0.388	0.318	0.166	0.011	0.011	0.069	NA	T
BN190255	0.196	0.147	0.205	0.178	0.167	0.018	0.009	0.02	NA	N
BN190256	0.343	0.314	0.335	0.351	0.296	0.008	0.01	0.023	NA	T
BN190257	0.195	0.171	0.211	0.187	0.179	0.016	0	0.057	NA	N
BN190258	0.431	0.389	0.48	0.432	0.43	0.085	0.039	0.214	NA	T
BN190260	0.404	0.335	0.438	0.416	0.35	0.074	0.006	0.034	NA	N
BN190262	0.048	0.042	0.066	0.065	0.054	0.012	0.025	0.03	NA	N
BN190264	0.291	0.216	0.257	0.25	0.243	0.027	0.014	0.007	NA	N
BN190265	0.646	0.64	0.652	0.658	0.609	0.211	0.106	0.025	NA	T
BN190266	0.272	0.224	0.298	0.282	0.256	0.025	0.022	0.022	NA	N
BN190267	0.321	0.268	0.362	0.34	0.3	0.119	0.228	0.154	NA	T
BN190269	0.195	0.169	0.221	0.208	0.164	0.039	0	0.078	NA	N
BN190270	0.409	0.238	0.434	0.396	0.357	0.049	0.023	0.066	NA	T
BN190271	0.211	0.175	0.211	0.175	0.232	0.14	0.071	0.088	NA	N
BN190274	0.465	0.34	0.523	0.497	0.408	0.159	0.101	0.205	NA	T
BN190278	0.703	0.691	0.711	0.701	0.697	0.471	0.362	0.345	0	T
BN190279	0.073	0.042	0.104	0.087	0.076	0.011	0.021	0.02	NA	N
BN190280	0.769	0.58	0.765	0.74	0.719	0.132	0.099	0.185	NA	T
BN190283	0.154	0.101	0.19	0.164	0.132	0.048	0.032	0.053	NA	N
BN190284	0.529	0.494	0.529	0.536	0.471	0.094	0.038	0.118	NA	T
BN190285	0.216	0.168	0.245	0.213	0.184	0.023	0	0.029	NA	N
BN190286	0.442	0.39	0.485	0.453	0.445	0.193	0.136	0.232	NA	T
BN190287	0.395	0.306	0.419	0.429	0.384	0.094	0.064	0.058	NA	N
BN190288	0.465	0.318	0.448	0.395	0.366	0.122	0.038	0.157	NA	T
BN190290	0.555	0.506	0.589	0.559	0.532	0.152	0.135	0.202	NA	N
BN190292	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.128	0.068	0.121	0.125	0.107	0.009	0.005	0.009	NA	T
BN190298	0.38	0.325	0.38	0.343	0.361	0.024	0.012	0.012	NA	N
BN190300	0.647	0.657	0.627	0.637	0.637	0.098	0.108	0.186	NA	T
BN190303	0.285	0.265	0.303	0.276	0.272	0.066	0.047	0.027	NA	N
BN190305	0.181	0.101	0.242	0.2	0.161	0.026	0.024	0.02	NA	T
BN190308	0.22	0.19	0.225	0.22	0.181	0.085	0.045	0.08	NA	N
BN190310	0.198	0.167	0.208	0.208	0.177	0.026	0.016	0.026	NA	N
BN190312	0.636	0.653	0.636	0.644	0.61	0.432	0.314	0.305	NA	T
BN190313	0.121	0.069	0.128	0.121	0.099	0.012	0.01	0.01	NA	T
BN190314	0.105	0.105	0.14	0.105	0.109	0.018	0.018	0	NA	N
BN190315	0.241	0.209	0.248	0.234	0.227	0.069	0.064	0.069	NA	N
BN190319	0.46	0.392	0.523	0.46	0.451	0.203	0.152	0.119	NA	T
BN190322	0.32	0.198	0.375	0.337	0.273	0.065	0.04	0.035	NA	T
BN190323	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
position	38412685	38412689	38412697	38412712	38412745	38412786	38412795	38412819	38412864	
