BN190054	0.617	0.825	0.838	0.914	0.901	0.741	0.864	0.914	0.889	0.914	0.914	0.864	0.79	0.926	0.963	0.951	0.975	T
BN190055	0.634	0.503	0.382	0.405	0.461	0.434	0.418	0.5	0.576	0.569	0.671	0.484	0.51	0.667	0.837	0.829	0.85	T
BN190056	0.603	0.262	0.07	0.163	0.224	0.164	0.149	0.276	0.369	0.262	0.563	0.367	0.307	0.66	0.688	0.836	0.808	N
BN190057	0.667	0.116	0.061	0.093	0.183	0.133	0.119	0.239	0.26	0.201	0.428	0.269	0.222	0.48	0.455	0.677	0.728	T
BN190059	0.667	0.119	0.03	0.149	0.254	0.179	0.121	0.179	0.385	0.303	0.522	0.403	0.194	0.582	0.657	0.627	0.851	N
BN190062	0.558	0.084	0.075	0.101	0.16	0.067	0.067	0.111	0.193	0.15	0.292	0.142	0.158	0.317	0.5	0.508	0.583	N
BN190068	0.626	0.185	0.15	0.175	0.203	0.18	0.161	0.225	0.234	0.239	0.34	0.273	0.233	0.379	0.437	0.551	0.634	N
BN190071	0.589	0.315	0.087	0.182	0.314	0.175	0.22	0.352	0.396	0.341	0.589	0.387	0.296	0.47	0.668	0.727	0.812	N
BN190072	0.635	0.225	0.074	0.198	0.298	0.215	0.278	0.318	0.414	0.333	0.635	0.405	0.31	0.558	0.712	0.845	0.877	N
BN190073	0.672	0.516	0.427	0.496	0.565	0.435	0.468	0.534	0.595	0.526	0.648	0.534	0.518	0.648	0.747	0.818	0.862	T
BN190075	0.609	0.174	0.071	0.169	0.284	0.16	0.145	0.259	0.46	0.369	0.635	0.377	0.381	0.597	0.633	0.78	0.814	N
BN190077	0.626	0.544	0.469	0.505	0.557	0.524	0.508	0.545	0.613	0.549	0.692	0.587	0.594	0.761	0.803	0.869	0.905	T
BN190080	0.624	0.086	0.065	0.054	0.172	0.129	0.077	0.108	0.194	0.141	0.312	0.204	0.185	0.452	0.419	0.581	0.677	N
BN190083	0.69	0.328	0.202	0.295	0.38	0.289	0.357	0.378	0.48	0.38	0.636	0.411	0.364	0.814	0.791	0.876	0.915	T
BN190085	0.583	0.364	0.273	0.364	0.364	0.182	0.182	0.455	0.364	0.364	0.545	0.455	0.364	0.818	0.818	0.727	0.636	N
BN190087	0.554	0.28	0.173	0.268	0.335	0.249	0.238	0.335	0.35	0.336	0.514	0.407	0.355	0.565	0.603	0.794	0.854	T
BN190089	0.667	0.432	0.432	0.494	0.494	0.481	0.494	0.494	0.557	0.519	0.605	0.556	0.494	0.593	0.741	0.741	0.728	N
BN190090	0.596	0.531	0.394	0.221	0.443	0.566	0.233	0.678	0.713	0.44	0.764	0.718	0.335	0.833	0.823	0.899	0.918	T
BN190092	0.619	0.389	0.142	0.212	0.381	0.252	0.177	0.384	0.416	0.398	0.522	0.301	0.312	0.558	0.673	0.779	0.726	N
BN190094	0.624	0.137	0.06	0.096	0.14	0.076	0.1	0.13	0.218	0.252	0.466	0.388	0.272	0.504	0.708	0.791	0.848	T
BN190096	0.701	0.152	0.106	0.076	0.077	0.076	0.076	0.167	0.108	0.106	0.318	0.167	0.242	0.348	0.576	0.697	0.742	N
BN190098	0.589	0.196	0.058	0.158	0.162	0.154	0.137	0.195	0.254	0.217	0.367	0.245	0.254	0.446	0.502	0.66	0.751	N
BN190099	0.509	0.184	0.106	0.193	0.204	0.142	0.212	0.195	0.357	0.316	0.451	0.237	0.272	0.491	0.596	0.728	0.851	T
BN190101	0.604	0.214	0.065	0.072	0.143	0.092	0.163	0.164	0.261	0.266	0.307	0.273	0.234	0.5	0.63	0.706	0.837	N
BN190106	0.613	0.168	0.047	0.114	0.16	0.1	0.113	0.154	0.318	0.207	0.447	0.273	0.28	0.587	0.727	0.68	0.773	T
BN190109	0.705	0.083	0.027	0.046	0.105	0.09	0.09	0.227	0.183	0.168	0.295	0.235	0.136	0.407	0.462	0.566	0.652	N
BN190111	0.614	0.258	0.069	0.17	0.21	0.145	0.139	0.215	0.277	0.329	0.601	0.377	0.333	0.541	0.516	0.742	0.811	T
BN190114	0.628	0.597	0.534	0.576	0.618	0.592	0.538	0.605	0.618	0.61	0.668	0.673	0.623	0.746	0.777	0.859	0.912	T
BN190117	0.609	0.656	0.647	0.673	0.683	0.656	0.65	0.712	0.705	0.73	0.777	0.721	0.731	0.82	0.88	0.922	0.908	N
BN190119	0.679	0.839	0.839	0.858	0.867	0.853	0.852	0.837	0.866	0.851	0.89	0.705	0.82	0.915	0.929	0.962	0.981	T
BN190120	0.662	0.28	0.135	0.195	0.308	0.22	0.206	0.368	0.284	0.312	0.55	0.411	0.352	0.6	0.7	0.833	0.847	N
BN190121	0.608	0.302	0.194	0.229	0.302	0.213	0.21	0.308	0.315	0.322	0.46	0.375	0.338	0.568	0.632	0.759	0.79	T
BN190122	0.604	0.189	0.128	0.156	0.205	0.174	0.123	0.171	0.22	0.199	0.393	0.24	0.223	0.36	0.451	0.529	0.59	N
BN190125	0.59	0.165	0.051	0.118	0.245	0.101	0.085	0.183	0.249	0.237	0.499	0.336	0.249	0.549	0.602	0.704	0.765	T
BN190128	0.575	0.178	0.027	0.137	0.233	0.164	0.178	0.192	0.347	0.178	0.486	0.219	0.274	0.562	0.616	0.795	0.699	N
BN190131	0.614	0.242	0.097	0.188	0.216	0.168	0.192	0.33	0.398	0.3	0.577	0.413	0.264	0.606	0.692	0.745	0.797	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.678	0.398	0.322	0.359	0.462	0.386	0.408	0.494	0.488	0.447	0.632	0.561	0.497	0.708	0.813	0.865	0.888	T
BN190137	0.692	0.22	0.04	0.2	0.143	0.16	0.16	0.32	0.2	0.2	0.3	0.3	0.22	0.46	0.52	0.531	0.6	N
BN190141	0.614	0.264	0.161	0.223	0.254	0.17	0.208	0.312	0.341	0.307	0.49	0.377	0.316	0.582	0.681	0.763	0.809	T
BN190142	0.672	0.454	0.388	0.456	0.448	0.393	0.456	0.475	0.563	0.481	0.678	0.546	0.475	0.661	0.754	0.803	0.825	N
BN190147	0.607	0.304	0.119	0.326	0.433	0.281	0.244	0.319	0.433	0.37	0.578	0.459	0.388	0.681	0.585	0.859	0.807	T
BN190149	0.57	0.272	0.176	0.272	0.346	0.287	0.267	0.304	0.39	0.338	0.459	0.346	0.324	0.471	0.57	0.75	0.699	N
BN190150	0.587	0.217	0.076	0.137	0.269	0.159	0.104	0.234	0.301	0.268	0.402	0.386	0.261	0.543	0.641	0.859	0.842	T
BN190151	0.69	0.377	0.098	0.181	0.259	0.167	0.143	0.267	0.303	0.252	0.4	0.363	0.388	0.624	0.747	0.894	0.886	T
BN190155	0.721	0.256	0.116	0.256	0.302	0.163	0.163	0.14	0.279	0.209	0.372	0.302	0.395	0.558	0.558	0.698	0.814	N
BN190158	0.613	0.454	0.444	0.353	0.551	0.309	0.471	0.555	0.593	0.48	0.71	0.665	0.566	0.722	0.842	0.915	0.901	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.556	0.481	0.37	0.472	0.389	0.463	0.463	0.593	0.574	0.547	0.704	0.593	0.5	0.704	0.778	0.833	0.907	N
BN190164	0.596	0.761	0.706	0.775	0.82	0.776	0.78	0.78	0.849	0.853	0.898	0.805	0.722	0.888	0.932	0.956	0.951	T
BN190166	0.63	0.657	0.604	0.613	0.665	0.635	0.625	0.684	0.714	0.696	0.761	0.619	0.53	0.788	0.877	0.915	0.925	N
BN190168	0.647	0.307	0.174	0.26	0.303	0.207	0.246	0.316	0.403	0.341	0.587	0.361	0.38	0.591	0.692	0.822	0.904	T
BN190170	0.69	0.402	0.304	0.31	0.393	0.348	0.337	0.383	0.478	0.451	0.634	0.473	0.391	0.679	0.707	0.81	0.864	T
BN190171	0.649	0.126	0.101	0.101	0.113	0.108	0.107	0.096	0.178	0.226	0.359	0.25	0.202	0.349	0.565	0.637	0.614	N
BN190172	0.667	0.471	0.412	0.412	0.529	0.353	0.471	0.706	0.375	0.706	0.706	0.529	0.294	0.882	0.941	0.824	0.941	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.61	0.478	0.417	0.439	0.67	0.282	0.527	0.608	0.701	0.534	0.795	0.457	0.596	0.836	0.874	0.907	0.909	T
BN190180	0.662	0.169	0.143	0.147	0.21	0.156	0.188	0.242	0.287	0.317	0.429	0.289	0.271	0.44	0.613	0.653	0.707	N
BN190181	0.632	0.912	0.874	0.899	0.907	0.886	0.863	0.89	0.935	0.903	0.905	0.876	0.879	0.912	0.931	0.965	0.963	T
BN190184	0.605	0.154	0.092	0.153	0.21	0.128	0.14	0.183	0.223	0.16	0.374	0.273	0.256	0.436	0.444	0.626	0.63	N
BN190186	0.633	0.312	0.175	0.277	0.358	0.319	0.175	0.264	0.421	0.325	0.456	0.377	0.327	0.644	0.694	0.756	0.863	T
BN190189	0.586	0.143	0.086	0.129	0.232	0.171	0.086	0.286	0.271	0.257	0.529	0.3	0.309	0.536	0.435	0.643	0.657	N
BN190191	0.656	0.855	0.807	0.816	0.843	0.84	0.807	0.821	0.828	0.827	0.876	0.868	0.836	0.902	0.909	0.934	0.951	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.58	0.063	0.056	0.083	0.07	0.076	0.062	0.147	0.189	0.167	0.347	0.236	0.125	0.41	0.486	0.66	0.72	T
BN190195	0.597	0.102	0.029	0.079	0.094	0.043	0.087	0.115	0.173	0.158	0.324	0.151	0.115	0.38	0.507	0.554	0.633	N
BN190198	0.665	0.261	0.11	0.174	0.364	0.265	0.265	0.374	0.484	0.394	0.555	0.219	0.252	0.645	0.639	0.761	0.852	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.577	0.218	0.048	0.119	0.201	0.079	0.119	0.202	0.443	0.224	0.442	0.184	0.295	0.697	0.869	0.932	0.935	T
BN190201	0.636	0.207	0.065	0.147	0.263	0.136	0.157	0.253	0.281	0.282	0.495	0.335	0.292	0.495	0.561	0.693	0.765	N
BN190202	0.675	0.588	0.526	0.575	0.621	0.586	0.583	0.603	0.602	0.602	0.689	0.636	0.654	0.746	0.807	0.886	0.886	T
BN190203	0.684	0.25	0.109	0.204	0.274	0.199	0.166	0.25	0.372	0.204	0.42	0.287	0.376	0.541	0.65	0.815	0.911	T
BN190206	0.641	0.241	0.106	0.186	0.217	0.181	0.172	0.284	0.409	0.295	0.66	0.406	0.414	0.567	0.72	0.745	0.877	N
BN190209	0.689	0.213	0.016	0.098	0.283	0.115	0.148	0.279	0.393	0.459	0.689	0.443	0.18	0.492	0.607	0.836	0.885	N
BN190210	0.584	0.61	0.544	0.641	0.654	0.656	0.65	0.658	0.713	0.679	0.84	0.716	0.681	0.776	0.816	0.869	0.883	T
BN190211	0.591	0.766	0.659	0.671	0.766	0.732	0.763	0.79	0.792	0.783	0.818	0.777	0.712	0.831	0.881	0.914	0.929	T
BN190213	0.607	0.112	0.009	0.084	0.085	0.057	0.075	0.159	0.152	0.14	0.336	0.131	0.113	0.355	0.374	0.486	0.561	N
BN190215	0.656	0.589	0.497	0.632	0.613	0.562	0.562	0.602	0.606	0.583	0.706	0.607	0.675	0.718	0.804	0.847	0.92	T
BN190218	0.602	0.239	0.114	0.189	0.275	0.195	0.209	0.189	0.271	0.343	0.535	0.323	0.39	0.597	0.687	0.756	0.831	N
BN190219	0.63	0.295	0.049	0.088	0.233	0.128	0.15	0.342	0.48	0.44	0.586	0.396	0.242	0.544	0.789	0.881	0.907	T
BN190221	0.593	0.159	0.072	0.152	0.213	0.131	0.104	0.227	0.377	0.286	0.57	0.376	0.371	0.518	0.729	0.83	0.871	N
BN190223	0.599	0.316	0.246	0.299	0.348	0.281	0.289	0.377	0.379	0.349	0.504	0.44	0.375	0.571	0.71	0.722	0.817	T
BN190225	0.639	0.207	0.104	0.171	0.266	0.159	0.178	0.316	0.363	0.328	0.612	0.477	0.343	0.557	0.653	0.783	0.881	N
BN190227	0.541	0.603	0.551	0.596	0.647	0.61	0.574	0.681	0.691	0.632	0.779	0.659	0.625	0.838	0.86	0.904	0.941	T
BN190229	0.572	0.275	0.214	0.261	0.367	0.241	0.302	0.329	0.393	0.323	0.516	0.403	0.287	0.491	0.569	0.685	0.767	N
BN190231	0.657	0.369	0.272	0.337	0.367	0.32	0.314	0.399	0.473	0.391	0.544	0.462	0.426	0.621	0.728	0.811	0.828	T
BN190233	0.66	0.212	0.094	0.217	0.255	0.184	0.189	0.226	0.297	0.325	0.5	0.316	0.28	0.509	0.66	0.774	0.821	N
BN190235	0.636	0.417	0.195	0.291	0.369	0.271	0.306	0.356	0.445	0.472	0.67	0.528	0.449	0.673	0.769	0.885	0.913	T
BN190238	0.608	0.201	0.134	0.219	0.296	0.204	0.19	0.391	0.359	0.319	0.668	0.374	0.307	0.549	0.653	0.769	0.791	N
BN190240	0.662	0.266	0.207	0.292	0.379	0.257	0.276	0.393	0.525	0.373	0.627	0.513	0.489	0.708	0.781	0.881	0.89	T
BN190241	0.593	0.25	0.127	0.217	0.249	0.227	0.246	0.3	0.397	0.403	0.617	0.418	0.407	0.624	0.678	0.802	0.755	N
BN190242	0.71	0.154	0.046	0.131	0.191	0.221	0.214	0.269	0.321	0.244	0.397	0.267	0.292	0.824	0.785	0.893	0.901	T
BN190244	0.62	0.341	0.253	0.291	0.343	0.291	0.302	0.38	0.43	0.38	0.503	0.385	0.315	0.642	0.704	0.844	0.877	T
BN190245	0.675	0.154	0.118	0.161	0.256	0.172	0.16	0.339	0.373	0.274	0.527	0.367	0.231	0.533	0.562	0.645	0.74	N
BN190247	0.585	0.149	0.023	0.057	0.159	0.148	0.153	0.369	0.309	0.29	0.731	0.594	0.52	0.778	0.841	0.897	0.938	T
BN190248	0.626	0.868	0.864	0.893	0.907	0.878	0.91	0.914	0.933	0.903	0.915	0.895	0.91	0.929	0.941	0.956	0.973	T
BN190249	0.587	0.653	0.546	0.673	0.668	0.622	0.668	0.656	0.709	0.679	0.74	0.526	0.653	0.811	0.888	0.872	0.923	T
BN190251	0.575	0.235	0.115	0.172	0.245	0.19	0.188	0.271	0.363	0.287	0.497	0.356	0.3	0.542	0.621	0.79	0.83	T
BN190252	0.7	0.45	0.55	0.5	0.6	0.5	0.5	0.5	0.55	0.55	0.65	0.45	0.5	0.75	0.75	0.85	0.95	T
BN190255	0.62	0.217	0.06	0.177	0.235	0.147	0.123	0.242	0.344	0.24	0.514	0.327	0.269	0.479	0.536	0.728	0.778	N
BN190256	0.592	0.058	0.035	0.045	0.078	0.072	0.128	0.215	0.325	0.105	0.249	0.158	0.22	0.857	0.92	0.949	0.969	T
BN190257	0.609	0.264	0.073	0.186	0.258	0.151	0.209	0.299	0.367	0.34	0.634	0.349	0.303	0.606	0.696	0.793	0.852	N
BN190258	0.603	0.553	0.374	0.584	0.623	0.537	0.508	0.592	0.667	0.56	0.615	0.545	0.49	0.735	0.809	0.887	0.926	T
BN190260	0.641	0.268	0.135	0.167	0.273	0.177	0.191	0.282	0.389	0.306	0.435	0.282	0.268	0.531	0.656	0.751	0.789	N
BN190262	0.647	0.083	0.03	0.09	0.068	0.075	0.083	0.168	0.173	0.165	0.256	0.167	0.152	0.376	0.444	0.586	0.639	N
BN190264	0.606	0.265	0.075	0.213	0.299	0.245	0.217	0.277	0.401	0.379	0.638	0.425	0.409	0.469	0.685	0.839	0.89	N
BN190265	0.579	0.828	0.793	0.793	0.778	0.669	0.745	0.807	0.8	0.821	0.862	0.834	0.807	0.931	0.91	0.952	0.959	T
BN190266	0.605	0.252	0.171	0.248	0.358	0.214	0.253	0.34	0.386	0.405	0.548	0.341	0.289	0.565	0.633	0.794	0.852	N
BN190267	0.614	0.4	0.247	0.343	0.398	0.386	0.37	0.461	0.463	0.404	0.524	0.404	0.422	0.62	0.717	0.867	0.819	T
BN190269	0.586	0.236	0.063	0.191	0.253	0.264	0.204	0.329	0.401	0.321	0.605	0.426	0.348	0.549	0.71	0.821	0.784	N
BN190270	0.627	0.464	0.401	0.418	0.495	0.454	0.423	0.495	0.539	0.397	0.608	0.531	0.51	0.72	0.778	0.809	0.881	T
BN190271	0.507	0.184	0.122	0.188	0.257	0.141	0.154	0.236	0.262	0.242	0.282	0.161	0.215	0.342	0.53	0.664	0.785	N
BN190274	0.59	0.24	0.182	0.213	0.252	0.203	0.217	0.272	0.408	0.379	0.414	0.378	0.349	0.578	0.702	0.841	0.905	T
BN190278	0.659	0.734	0.714	0.722	0.741	0.749	0.734	0.741	0.767	0.771	0.788	0.775	0.772	0.865	0.876	0.873	0.891	T
BN190279	0.54	0.152	0.07	0.123	0.189	0.112	0.123	0.244	0.331	0.276	0.408	0.33	0.319	0.519	0.677	0.736	0.811	N
BN190280	0.623	0.477	0.26	0.308	0.483	0.315	0.418	0.436	0.653	0.66	0.761	0.552	0.657	0.751	0.9	0.896	0.9	T
BN190283	0.672	0.146	0.046	0.085	0.192	0.145	0.153	0.244	0.346	0.238	0.435	0.267	0.305	0.477	0.679	0.723	0.756	N
BN190284	0.65	0.731	0.659	0.717	0.749	0.728	0.742	0.767	0.813	0.81	0.821	0.768	0.728	0.81	0.867	0.916	0.924	T
BN190285	0.672	0.169	0.102	0.186	0.202	0.179	0.153	0.269	0.331	0.277	0.513	0.403	0.294	0.597	0.647	0.832	0.882	N
BN190286	0.617	0.397	0.312	0.365	0.418	0.398	0.432	0.503	0.525	0.508	0.627	0.53	0.53	0.717	0.714	0.803	0.905	T
BN190287	0.621	0.253	0.218	0.23	0.302	0.241	0.218	0.299	0.345	0.299	0.391	0.356	0.391	0.552	0.632	0.77	0.678	N
BN190288	0.655	0.552	0.428	0.49	0.5	0.521	0.458	0.483	0.521	0.545	0.611	0.552	0.531	0.717	0.729	0.814	0.883	T
BN190290	0.669	0.441	0.341	0.393	0.515	0.375	0.382	0.496	0.585	0.515	0.618	0.578	0.412	0.728	0.772	0.846	0.846	N
