ID	Lung_N1	Lung_N10	Lung_N11	Lung_N12	Lung_N14	Lung_T15	Lung_T16	Lung_T17	Lung_T18	Lung_N19	Lung_N2	Lung_N20	Lung_N21	Lung_N22	Lung_N23	Lung_N24	Lung_N25	Lung_N3	Lung_N4	Lung_N5	Lung_N7	Lung_N8	Lung_N9	Lung_T1	Lung_T10	Lung_T11	Lung_T12	Lung_T13	Lung_T14	Lung_N15	Lung_N16	Lung_N17	Lung_N18	Lung_T19	Lung_T2	Lung_T20	Lung_T21	Lung_T22	Lung_T23	Lung_T24	Lung_T25	Lung_T3	Lung_T4	Lung_T5	Lung_T7	Lung_T8	Lung_T9
cg00702945	0.475207259069618	0.400262140644825	0.563572757739159	0.5503064513004	0.365193831406856	0.649963846407838	0.753760745873545	0.83684592787115	0.800067646498237	0.474756529596535	0.462569736635168	0.357922468718271	0.395503993954992	0.303749679704795	0.398034059226591	0.257188988449731	0.419220030488665	0.526292019464897	0.305991784358845	0.520349812237524	0.502551379800728	0.437197202894591	0.28822537769036	0.840337765124498	0.433550863751183	0.800285228311581	0.413228513636284	0.461154414441351	0.175258504603423	0.290783065349884	0.286264381770868	0.405175493821989	0.42786978173244	0.871492692950994	0.1607171480134	0.698966714860144	0.718896767903326	0.757640955322981	0.460445102364836	0.4736888104743	0.692484364332477	0.674201173112932	0.808806637137097	0.486987078065446	0.588687595851512	0.62641973745623	0.730457390190916
cg00713351	0.87737124347164	0.846575280861038	0.828744620886534	0.847394182263834	0.77975857004799	0.731337374253164	0.653524016911924	0.937855781512943	0.558401669325439	0.885239508371016	0.825305512711819	0.879139503786418	0.853793766306104	0.83454401972596	0.849846431865622	0.891497322420866	0.842559527004053	0.825937335267133	0.850991560648666	0.847977835795282	0.765956852190128	0.867690155356775	0.849055770701203	0.888927649759013	0.6151612423278	0.435583527357252	0.673910278502406	0.709319797780748	0.393367637120355	0.844074171158315	0.850275052741232	0.816492994210508	0.867402174614973	0.93567681368811	0.452117423924451	0.796208801985591	0.433998583149757	0.495261079395043	0.496760078084367	0.682576039797145	0.674381124097113	0.524107457754256	0.884619284738068	0.58497733704988	0.6312034290151	0.735008225408296	0.606329662094258
cg00785125	0.361305403299539	0.42818664042356	0.304097255819005	0.404176985321474	0.24220496544	0.387845236098821	0.381722796362029	0.2316732934289	0.272110562544788	0.500884711099669	0.408630325387471	0.340519849233721	0.433349160905896	0.37789452809125	0.348380484945022	0.366963580576276	0.363653029064129	0.308933078215808	0.308190636682578	0.534448184430719	0.431778598957967	0.338432203809158	0.326224326823992	0.389687944329684	0.430817751629985	0.321991124804453	0.340420603279293	0.341560879615535	0.287691013914777	0.297299502858454	0.379680474024438	0.240018274313646	0.315511372208077	0.383450835508501	0.147108552427702	0.424890285567704	0.209523313817043	0.0850017759652593	0.429542444125347	0.361496171654646	0.524160894297541	0.25014402225326	0.361438887129519	0.302072700949475	0.360998012926524	0.441627412184126	0.276747365362955
cg00786734	0.249761307912034	0.1724857770411	0.245850293297692	0.25070468173479	0.236354654243346	0.572975624918348	0.629429316980211	0.811588778752257	0.930333055744338	0.163526089772855	0.188539479679858	0.159879353388385	0.158624129601038	0.27046740324817	0.21748500225929	0.11486576419896	0.367676640479917	0.348863368332625	0.242668875593559	0.130330539590944	0.290946152328567	0.196079084818111	0.194267861879607	0.881651433160428	0.791286186835442	0.359291742368326	0.75116925704584	0.440885201471418	0.745617484616401	0.196666844299754	0.114584674384234	0.174214513400201	0.257606257211412	0.629031370553517	0.915780322096872	0.678964926732898	0.878085218945104	0.163779545136965	0.831012974317405	0.416726356635045	0.71871803695539	0.747010577359642	0.162556983146016	0.902584621028172	0.574436458300922	0.535326159145401	0.799475274003615
cg00790847	0.96033745971262	0.926212312852163	0.960003658066267	0.915214028420202	0.948489209108876	0.948184565712969	0.857396185581225	0.868971453591514	0.969046025152704	0.913999386289289	0.961308269928062	0.950610718290453	0.935948298300313	0.952235843835254	0.956327330650173	0.947674586261861	0.943005543013125	0.934842845058088	0.94134751492106	0.932659836668309	0.917799656502178	0.933211195372563	0.926973642220678	0.907630987529371	0.929943717680826	0.934773871975391	0.953818793827477	0.924813250045163	0.95042751802967	0.927017188231912	0.932945535096474	0.940408971917219	0.937437503293893	0.953309594657798	0.921392522476624	0.950897971813811	0.960884778513437	0.952842244138198	0.954126139941262	0.961969947180219	0.955405222691579	0.906276585121518	0.947724827911753	0.878823125486889	0.950651700117598	0.935376200120767	0.925694221075478
cg00864121	0.49974792236453	0.56116264187801	0.427847194062786	0.385988599746005	0.661470086278978	0.248227077027991	0.306425849341242	0.697143851323786	0.0716586277257789	0.650278580639952	0.587973161618769	0.666935772554684	0.636324358151268	0.69231024964286	0.684453874727021	0.746574902277427	0.656212156330652	0.352775029717616	0.483901902689264	0.521219703721402	0.587922610297923	0.501966233589674	0.655186985259621	0.499854458923267	0.308955086697773	0.274071536701739	0.474162428721465	0.204659159705206	0.448263352066311	0.600445412504281	0.626768611097667	0.53739938004212	0.563415230598754	0.109763146965259	0.843825850458866	0.383145138137118	0.84964577507429	0.615707713432182	0.855162596414553	0.492279564787233	0.543146952818884	0.449636159386076	0.640106947405669	0.595758657603428	0.744543991490681	0.19719633030492	0.626890095497114
cg00923826	0.711496254482599	0.73977966919453	0.721525900884563	0.738405024999258	0.727449968297286	0.70405925792901	0.692696670770352	0.415903778819131	0.489552996957477	0.767691684049034	0.735464653593772	0.68324296082716	0.750131901622216	0.763195376306574	0.78010284704113	0.772857983411777	0.713029159703861	0.656329276077005	0.761827186553246	0.78359278051742	0.674535774886692	0.730124240959801	0.784904040365308	0.597797172353897	0.403147832077485	0.512076419914828	0.510962833747647	0.497205471776799	0.497881661704558	0.765442713525988	0.775582855144661	0.676776125883401	0.719406720229371	0.568011061486614	0.867007679639241	0.630348196471958	0.468340814057138	0.924503099915164	0.397961461554172	0.772769172551192	0.442844679165566	0.554197799776051	0.904415832514138	0.646906951164279	0.677852650507409	0.596581092995275	0.665131575621027
cg00946653	0.906134583116008	0.920440887680712	0.922141914891057	0.872675330351272	0.89079109977016	0.887041509484175	0.813653580066813	0.708323987993001	0.717858052141176	0.924719216244325	0.905137793206254	0.916158073681876	0.908415073024978	0.933050871265438	0.899091764763407	0.924976300733145	0.90848129640845	0.926199767214555	0.906914051584506	0.940051947644214	0.918272982317235	0.933572398059024	0.905733205879348	0.798345749992958	0.864963765320497	0.799243057400346	0.794695842758936	0.842249968599294	0.849817765322549	0.911425890596598	0.916359497632937	0.916456077377301	0.888738331227929	0.799702394111589	0.827390946562268	0.88644535473275	0.75681303764556	0.93274734556871	0.878352465821809	0.884528986805909	0.894257946608558	0.775562215197268	0.941388926366187	0.699870788595012	0.865421647255473	0.873111389525945	0.794786827929024
cg00966763	0.695869014887137	0.637901846212167	0.636609659890576	0.62635645429138	0.578558176393081	0.571934877624987	0.531018237781444	0.630889292451757	0.456191852418914	0.632890204554687	0.609223173197984	0.587104636840984	0.534011908181247	0.57185076686067	0.656712995666644	0.583364756380913	0.532275835098676	0.560996171691501	0.620559391153494	0.673373866474705	0.605077704508899	0.612857100598148	0.610233542438213	0.416796262884879	0.385552014440985	0.470356228216297	0.505111166349943	0.562169626529733	0.339223517403851	0.535802010904082	0.563474950179123	0.542212165282683	0.602609424436948	0.448267745294686	0.36143444132333	0.595683622926331	0.552417568587969	0.511321362620709	0.315618709676554	0.670816612306062	0.445751887647327	0.420946192199504	0.599156329583973	0.497377444122487	0.727988472256946	0.50683534660095	0.54795536360327
cg01108596	0.0663657681335137	0.0672176214855061	0.0499351981250563	0.0300597227919308	0.0455898317465928	0.0956966821957529	0.0148945795004248	0.518260778281865	0.0552519559802888	0.0878055703416802	0.0195309617829774	0.059005110736789	0.0400232650752008	0.0480998781761606	0.0450593349421903	0.0353215965398819	0.037660045125168	0.0789370518239444	0.0372011416451099	0.0315906939184351	0.0595893025105277	0.0564528883617217	0.0345273461857692	0.450668258383964	0.0911927285314231	0.0600454161240135	0.0303562715782198	0.0446093699407581	0.0494305188472876	0.0458419334434469	0.0381053614180035	0.0366558325471457	0.0472304936842847	0.435327223613522	0.051567109974408	0.177638863340489	0.735602212144366	0.0272611429408571	0.0543935846810444	0.0757122038086638	0.0604587646083831	0.480565991287502	0.0124267207171396	0.501828108771496	0.0773370534491577	0.146744099878198	0.0533989122479318
cg01179663	0.662953214984663	0.698958323787033	0.706692977704301	0.682208853927467	0.700315694283997	0.586183814908768	0.575321631810358	0.411195934101362	0.345443389843942	0.735387275883755	0.675974535171713	0.717032337810602	0.74754260651581	0.650457784912364	0.682985600972057	0.706172114569061	0.611777785608487	0.629670793815715	0.704632174590481	0.677608599717537	0.633880434477738	0.671340077663185	0.654472645777908	0.414314935930063	0.492334873824065	0.473415683605642	0.500247402276101	0.580363770181725	0.501519992266443	0.714584275599294	0.746889397608598	0.697520755763852	0.704685997214844	0.462373945189403	0.214233975722249	0.588244231009899	0.368487150114553	0.431678808549307	0.415697237669337	0.557009533800763	0.62583483758656	0.528593555601006	0.0756530995727063	0.401455371181599	0.397953677883282	0.483032258292158	0.393961733169499
cg01356375	0.845653485196092	0.820220809857191	0.801999450370913	0.779443054112591	0.824151174429706	0.656540039536837	0.690702420799652	0.588688112783061	0.66613837870951	0.829367187099069	0.849640182406392	0.828906299491129	0.857558332881296	0.869242023469035	0.847303270971776	0.864606444708561	0.808923900739987	0.794671765765108	0.881777686680136	0.86484844989389	0.829502175399106	0.810813764154134	0.816635008225544	0.599259509358298	0.814541608799522	0.655002501314513	0.675401122412902	0.760553977625708	0.689926982127978	0.820818800845864	0.833655374751487	0.785810069402138	0.800764432633832	0.666395954683133	0.859493284267381	0.763736178245523	0.597997094786205	0.952681303329915	0.874545449916085	0.85989471196108	0.632356642826518	0.673881026690983	0.969569206163584	0.732952774581803	0.749361918390973	0.795420176905007	0.606169987733004
cg01368379	0.498533538715352	0.38522686546259	0.32395284347063	0.457849244581264	0.367233930052691	0.173655584424622	0.331343265793967	0.552483569364219	0.291190259096418	0.370414982962199	0.461557007077764	0.461503138868066	0.488158958863491	0.453293380390935	0.364349942999726	0.458603925142543	0.30546898879434	0.205340314125798	0.390601696295534	0.416165434025027	0.446608331220428	0.365487720336549	0.361833487853959	0.100267077246374	0.24588373655914	0.136921231146487	0.216282884282841	0.117009069849929	0.314139826453548	0.258159794308905	0.399248482351319	0.330353301529565	0.453716992839999	0.0560324651287693	0.098042328224485	0.394263877465982	0.513902294744222	0.100413790318548	0.361656886839997	0.474000374944282	0.492350532909704	0.145777675837696	0.0257863399124256	0.134595314481412	0.179705566270945	0.360786157021432	0.305511955808928
cg01512067	0.93865821884598	0.915237740166943	0.937142527617371	0.910996270025092	0.935950150909407	0.857233357116811	0.932795075948586	0.949479059711991	0.942072052721484	0.93162157167798	0.936250376906134	0.95900206210944	0.932596683864562	0.953521319756264	0.945607798873521	0.952632707737129	0.939267873958095	0.89669068589154	0.92621444081716	0.93976633791256	0.938008638957267	0.916071561687066	0.935071162485038	0.845770735825239	0.931198094276795	0.887366431600503	0.90973939846906	0.866301033609441	0.909954452147841	0.941394743227896	0.92496090764686	0.922647132355216	0.922484639407141	0.962250811592643	0.957047678773447	0.899129585950321	0.95800822158019	0.963258185766793	0.951617974104349	0.968780593028704	0.916462800939458	0.852017047979745	0.970067986842737	0.919172245965732	0.950923437141412	0.732793973826094	0.919012071307599
cg01537361	0.620080888747789	0.578388757760588	0.605244527678666	0.627669293591538	0.51155599584243	0.564715250209154	0.560735097588582	0.58490442065425	0.500836121349524	0.676321304108823	0.723181709755958	0.577953671566247	0.587880348158111	0.459154703241528	0.550801796641519	0.603573041802951	0.538601032887953	0.692922625208886	0.550034857182053	0.599685609493489	0.57228355142933	0.510392474309723	0.50590719710946	0.464357807272254	0.480345705417142	0.507188881369832	0.550111695894127	0.55558219668782	0.609862546575307	0.529432014518188	0.616197022063387	0.597020243538317	0.713192776966369	0.500246998317491	0.285325467474764	0.586347365371024	0.391283040697174	0.573684518168933	0.499140435208686	0.508922468109083	0.503896237905925	0.697089506336281	0.669141396351386	0.397152551724342	0.593377416030097	0.449079216703446	0.405920036385126
cg01551511	0.023309834078944	0.0268353673580754	0.0202360356934283	0.0154657257064199	0.0235264663000656	0.0271897682006752	0.0225448620766739	0.0293150851070543	0.0418755242731144	0.0807702937310371	0.0234396951414337	0.0710977489983544	0.0197264898870763	0.0203290895487867	0.0536063292178621	0.0218263030919712	0.0294963042935966	0.0408298563371763	0.0447757030043028	0.0254382129438351	0.0645609164432703	0.0605674794948464	0.0350503913803962	0.0332364208422174	0.0454599783968393	0.016987833962994	0.0547619273815724	0.0249431265250009	0.0295183752612111	0.0251305193603347	0.0374294172931556	0.0291725106182794	0.0319911223677566	0.058679662293473	0.0408009550716298	0.0341428824916346	0.0197087578261043	0.0282917138758698	0.0336859081397446	0.0216421224975596	0.0392660774171803	0.0271338143878983	0.0249432479860565	0.0736068695412251	0.0702583283877599	0.0740213500816865	0.058651692087565
cg01684248	0.659859774393668	0.590088599196767	0.455280516900954	0.591033826731856	0.575221416035385	0.575466888489934	0.276497030046133	0.246081049479238	0.42466762367244	0.513830758248344	0.624098910532045	0.623731135169161	0.640373331392669	0.593219901174555	0.54347921197753	0.548306736309166	0.620377694925693	0.564552468203828	0.730582130313253	0.583767794752554	0.485258700926349	0.653546863062392	0.681629089325314	0.574115962641885	0.507069566987141	0.474107324958643	0.5868726594993	0.467172439904894	0.55838924153559	0.553707682364541	0.561755578843862	0.717850714697572	0.621332478177006	0.263119274109634	0.595098188709985	0.562898298852182	0.4286942073331	0.594216607922922	0.318970489137022	0.56898957555382	0.366935639401677	0.556015607802106	0.440520187629375	0.387071517556779	0.498926452954808	0.572254926273165	0.519450007998571
cg01756764	0.938997245814498	0.937089618645768	0.937037960946547	0.952963155173324	0.943432048184708	0.84531758881252	0.835303639831321	0.602779476704106	0.49693242262669	0.95565728327602	0.951833816084343	0.949235421400653	0.95764906589362	0.960678088319698	0.958752134899085	0.962500308187556	0.950051635978942	0.908641765987478	0.95467453632474	0.955687660795097	0.940367189943936	0.951645389478591	0.952100513976915	0.674922728656596	0.830563847763823	0.742802866653689	0.849369812534342	0.823404827931254	0.736441963168026	0.944041754484035	0.957406771110895	0.947423859021523	0.945779535915989	0.681571759489417	0.968049950433274	0.917468691863511	0.506055719486354	0.391520563856506	0.77598871461249	0.820446794083618	0.765479153865637	0.874983624744444	0.962110330639041	0.574144651603058	0.790005155078975	0.790122517346114	0.787154478259002
cg01824172	0.931612893264839	0.896859944140813	0.875701125899044	0.907045502860386	0.859684874426198	0.92856789013797	0.941080802796438	0.938056041913384	0.935733335062363	0.903135818170565	0.888815159257196	0.863483203192977	0.88097925409509	0.902254925443256	0.863760359354703	0.849032442460956	0.89976077787702	0.885140440767084	0.871382449395321	0.908648803276985	0.867249176293663	0.869700696766169	0.887021718666032	0.951294199498557	0.904706906868317	0.935993396418878	0.934808601895689	0.892199694748064	0.921743632450547	0.841529097059994	0.8266320848929	0.892507984096982	0.8455170120687	0.824302474439609	0.94873273569009	0.931146989609633	0.940706700918683	0.551667710389947	0.95798333370538	0.919774270124277	0.852210672420675	0.901891731047018	0.921034539671364	0.890039122182393	0.845390002655982	0.901615043000653	0.90876993120663
cg01827248	0.905228884212628	0.886133948430887	0.912260716267055	0.91900646606131	0.876887540141248	0.934157058466055	0.945741408231774	0.908935285303011	0.812662774362136	0.939091906533502	0.910104056697495	0.899319903346819	0.921487997376921	0.882645645732677	0.897312276814689	0.912971762028823	0.909360362373301	0.896092207018394	0.880126907616034	0.919537294924299	0.911489713142056	0.899129975336979	0.830861377335198	0.903254540191396	0.900844275854648	0.839482089878146	0.938228779612368	0.912721788432968	0.888150543763189	0.863328079277483	0.879370096201828	0.892455762957428	0.912976407663508	0.859041232451163	0.843946316565875	0.911386335831453	0.937205829428685	0.945961144680398	0.966656803452649	0.946672654038597	0.897289459511705	0.880008081983483	0.390174250474647	0.872886231436611	0.915393736239205	0.916281476255561	0.929398699729068
cg02000808	0.465314014790183	0.482220133423301	0.555463232415098	0.598866402688981	0.3570097019486	0.618464277868501	0.849115582956067	0.497195245512481	0.856393910844048	0.454570572403772	0.464536495432152	0.407670069962786	0.511695572214204	0.332112402882672	0.431917552521778	0.338056720318788	0.492569522006434	0.503889215142446	0.519580627289692	0.57301306727251	0.516818457506253	0.457740563317354	0.305699433212392	0.878392171501136	0.519985871281	0.652055593460197	0.454285288019933	0.617731913560238	0.74178139504623	0.327398117412871	0.356948228695455	0.4017867001087	0.402073032696239	0.769535603178827	0.237590969639053	0.477838244210932	0.669945033353734	0.269846051184087	0.851816501498347	0.802132062368465	0.666059077080224	0.734394260336305	0.109864198188868	0.496281054156854	0.601815324288278	0.511913249457508	0.784180946270221
cg02042384	0.103365815407103	0.0600557869297529	0.0699499811478745	0.0506464324166244	0.0472432479864668	0.0756622764434457	0.28353864698398	0.392008583591185	0.0578823041042603	0.0651321822776886	0.0411594576996817	0.0425138765451684	0.0409797669023589	0.0517058187448338	0.036201091945296	0.0356040358398955	0.0744144331104315	0.103707308336199	0.0244294483875213	0.0438145035957366	0.0465062577689528	0.0633801169129332	0.03005203204895	0.0783260952448854	0.16177153131035	0.241726572044653	0.313914881534396	0.124460648112419	0.119516776358557	0.0580141225404638	0.0577037194762114	0.0598443524895605	0.0652275790856759	0.293666327199077	0.106797069645167	0.227504903483252	0.379744134154316	0.85401990184901	0.109924392940181	0.131642190037003	0.225700567911193	0.37221194527729	0.299814637485623	0.0227134597454998	0.164421552393809	0.184002904683521	0.516729137607533
cg02216714	0.247347639087664	0.178926594402786	0.238572256590856	0.131480267454872	0.186557736252679	0.386185893105752	0.395702137683347	0.329938482943233	0.830606092787895	0.239864290256592	0.276431894884919	0.231486837266449	0.17986034653132	0.231679879191001	0.23745399343816	0.199212488597559	0.161505279364942	0.232651952948088	0.23003717784474	0.218755364270823	0.231253320745854	0.144230249809989	0.164529174652069	0.703725824269778	0.144873930127922	0.136597548704244	0.308508793062134	0.167736162174786	0.701215717740824	0.162942953223619	0.153344860510515	0.262732082410601	0.173090226315717	0.120427480320072	0.0552433574902119	0.420085571257683	0.126641028547582	0.751313366159815	0.203028162968725	0.199502214194883	0.345262945194526	0.691415944025124	0.870284906433661	0.240581521169593	0.15305100775193	0.219382822103281	0.144434318553554
cg02273548	0.827496172528626	0.822429727355445	0.849043925089737	0.786210377938883	0.860203476793496	0.870154939543186	0.816457958662455	0.434405137854809	0.370390500185561	0.879928029770878	0.873611132407201	0.842279855472983	0.839839252323033	0.82143951651834	0.893617905532107	0.879611870844503	0.815276545325045	0.856697761260356	0.819577117207646	0.842639166132012	0.812014975693548	0.83086893339444	0.849384204134288	0.500807860642455	0.793177332383762	0.712031615955901	0.593073869122584	0.809873059357264	0.704500104470864	0.865608328170176	0.888622677858207	0.780893634657761	0.845254020951764	0.427649890387629	0.938363377144342	0.826030492067751	0.519475069912606	0.884167824507006	0.602388239261791	0.546010808245151	0.674521081557233	0.759242674880539	0.910813561476632	0.278038225702647	0.820086179950603	0.657144459995176	0.590378059482578
