TargetID	X611.121_mas.lungtumortissue.Signal	X612..123.lungtumortissue.Signal	X613.132_mas.lungtumortissue.Signal	X614.185_mas.lungtumortissue.Signal	X615.187_mas.lungtumortissue.Signal	X616..232.lungtumortissue.Signal	X617..234.lungtumortissue.Signal	X618..243.lungtumortissue.Signal	X619.390_mas.lungtumortissue.Signal	X620..440.lungtumortissue.Signal	X1146.Lung.398SCC.lungtumortissue.Signal	X1608.4644T.lungtumortissue.Signal	X1609.4645T.lungtumortissue.Signal	X1610.4648T.lungtumortissue.Signal	X1611.4652T.lungtumortissue.Signal	X1612.4653T.lungtumortissue.Signal	X1613.4654T.lungtumortissue.Signal	X1614.6008T.lungtumortissue.Signal	X1615.6220T.lungtumortissue.Signal	X1616.6338T.lungtumortissue.Signal	X1617.6499T.lungtumortissue.Signal	X1618.6501T.lungtumortissue.Signal	X1619.6512T.lungtumortissue.Signal	X622.H1395wt.lungcellline.Signal	X623.H441wt.lungcellline.Signal	X624.H1155wt.lungcellline.Signal	X625.CALU3wt.lungcellline.Signal	X626.H23KO.lungcellline.Signal	X627.A427KO.lungcellline.Signal	X628.H522KO.lungcellline.Signal	X629.A549KO.lungcellline.Signal	X631.H2126KO.lungcellline.Signal	X990.H1299.lungcellline.Signal	X1657.normal_lung.lungnormaltissue.Signal	X1686.Nlung.571.lungnormaltissue.Signal	X1688.Nlung.593.lungnormaltissue.Signal
ABO_E110_F	0.0592979127134725	0.0874914559125086	0.0512820512820513	0.0566890319046967	0.0279977601791857	0.026875940657923	0.0345619181226884	0.0534149394908889	0.0913952357802625	0.0405679513184584	0.0316687554227321	0.0369922630560928	0.0369243254209779	0.0284850218643999	0.0316302521008403	0.0272189852422064	0.0282483885738438	0.0367298185075815	0.0333226643906256	0.0377942780729845	0.0276288049709657	0.0408224523487918	0.0237883620013593	0.0458124552612742	0.0326134380453752	0.175675675675676	0.0358126721763085	0.856244931062449	0.839654025282768	0.0694191742477257	0.148610323312535	0.0404152762328513	0.0598519451882186	0.021561671201736	0.0171280436996574	0.0244044160371877
ABO_P312_F	0.134584013050571	0.123329515082092	0.146400275576989	0.0996906153317291	0.0780669144981413	0.0921805467260013	0.135970895861755	0.137992831541219	0.166382737081204	0.0858172289551261	0.0368754398311049	0.105856213299476	0.0363892806770099	0.0369153459605721	0.0369175062972292	0.0419076355712011	0.0401925391095066	0.0389967207303022	0.0552848409674847	0.0801227412205932	0.0412529955494694	0.0721927386066886	0.0374607674395059	0.110761154855643	0.0724260355029586	0.157702523240372	0.110595514307811	0.592978606692266	0.42098184263618	0.0846725833533221	0.0709914320685435	0.0835368832437714	0.0602350636630754	0.0443768996960486	0.065848934796643	0.071723619977469
ACTG2_E98_R	0.715398597766814	0.914147969590209	0.885321100917431	0.840978593272171	0.808510638297872	0.813473520249221	0.744700894959962	0.943013698630137	0.892787944025834	0.858240819812126	0.868813227455673	0.885672492108707	0.92276075998449	0.943397423694397	0.889132752241801	0.915827275116055	0.848385443362378	0.93134163644963	0.924517593643587	0.892321349312028	0.897140663980042	0.926443720708555	0.898072330262709	0.910201149425287	0.873678193769649	0.930612947658402	0.925574330738561	0.922975517890772	0.917501598806225	0.929246676514032	0.919243986254295	0.794696321642429	0.847476428175263	0.860396305926657	0.601734104046243	NA
ACTG2_P346_F	0.863993354478175	0.894620878285975	0.882120877386776	0.860076732114647	0.81810298102981	0.814363143631436	0.81853475266124	0.922912353347136	0.912123349793409	0.79296212549463	0.877394178314021	0.855145144179767	0.882499044707681	0.951848030266952	0.836956181778375	0.848204687164051	0.831011281772462	0.895147371216144	0.877615130513634	0.866443097560225	0.871280472702827	0.884274458305975	0.818464597229348	0.843823508446789	0.536523736600306	0.868031424686509	0.904894804637183	0.785127112193637	0.86532969079846	0.756352868259762	0.787025051397244	0.710981221241139	0.821266968325792	0.817122946739671	0.657003356728715	0.596740547588005
ACTG2_P455_R	0.958889743410473	0.965584374803743	0.954714123438092	0.937678729908293	0.921189376443418	0.92905331882481	0.910883579825559	0.961114758882323	0.942888522789676	0.921013004791239	0.977568661779188	0.974048271535642	0.968710359408034	0.977611037153576	0.953566753926702	0.964646100619864	0.955235811350919	0.964572835327153	0.967345681389349	0.962127904743614	0.970658005182293	0.972740719870395	0.961879522984405	0.925405405405405	0.911149825783972	0.940316027088036	0.906851873467958	0.926132051606375	0.926142155499954	0.965336532390453	0.943884261288908	0.835137967167307	0.956696738376128	0.964132391635508	0.904599873976055	0.844286560094731
ACVR1_E328_R	0.895274363856673	0.866596882996046	0.90598232029055	0.892833349195774	0.768937589328252	0.280974750440399	0.780049875311721	0.880348499515973	0.898924920690871	0.854478854478855	0.616078620911874	0.752347417840376	0.890526005598939	0.82870297703134	0.775966048693321	0.848173221022169	0.287256512555738	0.888839440241309	0.821482449964799	0.85954737714211	0.793983304457395	0.897332548344731	0.865849260728453	0.858221963974434	0.913777431502402	0.0249278707443739	0.0899252769904664	0.899399828522435	0.945478473397255	0.876041156295933	0.915202321457359	0.945742619400433	0.923401858631371	0.576476559030641	0.423401688781665	0.646073526212747
ACVR1_P983_F	0.877339403136065	0.911685810578444	0.949873545776429	0.875288683602771	0.905071315372425	0.829296527159395	0.897800903200471	0.829120879120879	0.938845764427945	0.899960380348653	0.704480247186052	0.915064492577269	0.879593885114268	0.591411164495517	0.911494071146245	0.900358141588579	0.661039686975964	0.88639418135821	0.948651214060443	0.944557760059336	0.910081557124255	0.938988043059013	0.769991166449333	0.363263737671321	0.936687116564417	0.0627259196257708	0.0772557971885138	0.795076923076923	0.95667800526282	0.929005179496339	0.257899356348742	0.955069880874214	0.125475285171103	0.852996171311548	0.718994094113164	0.84510582010582
ACVR1B_E497_R	0.0290115148796172	0.0467100506146059	0.0458204334365325	0.0368474923234391	0.0546495705215984	0.0588235294117647	0.034346556757685	0.0394612028078164	0.058508604206501	0.0548604427333975	0.0315172817809022	0.0399363845202333	0.0331427943278004	0.03447493762758	0.0361659759969862	0.0201797835259585	0.0309179362437588	0.0504724590919567	0.0380315024891863	0.0525298465036953	0.0266649655524368	0.0446586041824137	0.0193204210121594	0.0242604476443888	0.0180301729424752	0.024390243902439	0.0251684502576298	0.0233651726671565	0.0203190446484271	0.0385259631490787	0.0348272908935198	0.067223382045929	0.0264444846948017	0.0402759526938239	0.0329311211664153	0.0410660864835464
ACVR1B_P572_R	0.123361692343067	0.196155317521041	0.0944950911640954	0.180694899144577	0.108634188777729	0.0739616093699165	0.418738738738739	0.101694915254237	0.245217148442955	0.123529411764706	0.0832081911262799	0.116028804919492	0.065924587201183	0.0517472807220551	0.08129091824744	0.0671197169986967	0.0385613348768512	0.0439098250336474	0.0853906950215921	0.0684374252213448	0.0388878380934367	0.0466027543178879	0.229000076155662	0.336751542539324	0.0446188803966123	0.0454999445122628	0.181906825568797	0.0431835786212239	0.0747292661599516	0.041801685029164	0.339757884676649	0.122705314009662	0.0936051004636785	0.0405953388886413	0.0551518539221166	0.0534020059636758
ACVR1C_P115_R	0.065	0.0530273051048674	0.045398773006135	0.0636049796003766	0.0342874180083482	0.0307463426729482	0.0380295566502463	0.0648019643429059	0.0692860160540769	0.0403571842746144	0.0502616995073892	0.0371482176360225	0.0405032325703302	0.0345973192805591	0.0373158649459001	0.0425750801250346	0.0418691114960497	0.0382078601256683	0.0399029809874032	0.035400332620575	0.0297595226834504	0.0428500022720044	0.029780963985152	0.0464436505358883	0.0323987984551566	0.0349000844356882	0.0359295685279188	0.0362704514094224	0.0513227513227513	0.0600288979377381	0.0494290630376975	0.0752577319587629	0.0331178405353295	0.0289249746272152	0.0384615384615385	0.0312393308296347
ACVR1C_P363_F	0.134134379597842	0.0736543909348442	0.0840901446350488	0.0683876811594203	0.0610564829636405	0.0611981962636891	0.0399558092432333	0.164663461538462	0.178283873936048	0.131198844487241	0.184749388753056	0.119426134160527	0.0521474379736996	0.0360124964498722	0.0787207299473954	0.0839099395936299	0.0450695322376738	0.0750204415372036	0.0661743199766014	0.0844151430707538	0.0712891895407831	0.0640094247005694	0.139922923813154	0.0804066543438078	0.060965283657917	0.178853754940711	0.0669183973148731	0.0817163159333151	0.0707639569049951	0.142715067130781	0.0717993079584775	0.0918951491413076	0.0936170212765957	0.0775397796817626	0.0576464983325393	0.0958570268074736
ACVR2B_E27_R	0.0328677937624698	0.0345086271567892	0.0318359638472953	0.0425986287512645	0.0303841520546112	0.0287666307083783	0.0325849903784477	0.0449978774586104	0.0453732985013062	0.0360816827882696	0.0330699192578595	0.0187206823027719	0.0216637391343512	0.0217413236481033	0.0190758473932209	0.0192568375727613	0.0189051584639065	0.0207930367504836	0.0222313147845063	0.021603620527709	0.0204927364634091	0.0202278632820308	0.0161263826525025	0.0278439734102596	0.0202916284286734	0.0280709389620281	0.0224849572469123	0.0300205620287868	0.0216142684401451	0.0287576687116564	0.0246561385634233	0.0538442273979464	0.02848857045377	0.0177163720853041	0.030309833857207	0.0293666026871401
ACVR2B_P676_F	0.0886338495575221	0.111395504117516	0.0831057817879615	0.0405780178076193	0.0475852272727273	0.0359765051395007	0.026610816804238	0.126415413216157	0.114880223815352	0.103702188586623	0.0589317432123826	0.0396751935375294	0.071961950059453	0.0530858003010537	0.06276024682687	0.0825975505553973	0.0497168554297135	0.0614999233168038	0.0358065706902916	0.0714634254535776	0.0658155092810704	0.079395911231972	0.0843143608021025	0.0585931834662799	0.0467177767129851	0.0545259199570239	0.0532988675529296	0.0650632130743139	0.0568359195666146	0.0699250288350634	0.0875187151218184	0.111337683523654	0.0545310015898251	0.04580738718758	0.0696443341604632	0.0789954337899543
ADAMTS12_E52_R	0.633465401271538	0.293478260869565	0.116029663434113	0.611036459733047	0.0744549929676512	0.141959064327485	0.227374480332587	0.289225181598063	0.188392956030568	0.0768818931363101	0.0606301776218211	0.069336364431232	0.12479120642276	0.0148385761589404	0.142374234761778	0.368835312887786	0.545000175988174	0.0880254738066808	0.195005906286914	0.121465486026531	0.184453187434684	0.106117813181079	0.275452925952069	0.25	0.928725881570193	0.665394176136364	0.333057851239669	0.948722390645301	0.815203145478375	0.928226302380743	0.497572815533981	0.450161155544945	0.792725227336646	0.0360617887966577	0.0325700586922377	0.0681883848598671
ADAMTS12_P250_R	0.386309238870273	0.0372172220870834	0.0535215204024595	0.0427436641028874	0.0274490052883405	0.0706182643221781	0.110056470022828	0.0376308466940506	0.0666575041231446	0.0542450005987307	0.091966218223486	0.0251537714470703	0.0655732631904688	0.0129793376218944	0.029043945769051	0.0297670717592593	0.396160086533261	0.0279865002547122	0.0301138702153931	0.0275992942038153	0.0388217772629489	0.0208444681988242	0.0182347532945142	0.0300441826215022	0.873770491803279	0.0627798127798128	0.0216821298910851	0.869946770248885	0.0375839819064724	0.272394881170018	0.0601142170123234	0.0362573099415205	0.119780075926168	0.0216009380978831	0.0182684670373312	0.0250558570060645
ADCYAP1_E163_R	0.363139120095125	0.0362903225806452	0.0567951318458418	0.042043795620438	0.0300205917416278	0.0274206245080031	0.0315341458696073	0.103659635839192	0.147368421052632	0.033639645553003	0.022272026894523	0.0193160937570026	0.0194592380172061	0.0141433284200182	0.0189151599443672	0.0199104728154434	0.0244679310844071	0.0210982177558159	0.0171923649654799	0.0252001768433463	0.0178894576288713	0.0199406024607552	0.0176651559760495	0.109068763149153	0.105927744651	0.0215892053973013	0.213203147770329	0.0319794899473755	0.0321297199909917	0.0289238621863037	0.0461562451270856	0.0553757028454592	0.0258761873566983	0.0159396368780948	0.0188228683803905	0.0210091915212906
ADCYAP1_P398_F	0.635329587501713	0.199375410913872	0.0717373899119295	0.781534460338101	0.0888124620675703	0.320688727468389	0.361140004160599	0.0449088483770565	0.127206977238885	0.0520291363163371	0.0246054894921846	0.0760173065337642	0.277071575505037	0.0241733814948597	0.122740247383444	0.0636803392750646	0.735004562262882	0.479104968739717	0.166816573724291	0.144994992046191	0.166236281471917	0.0984934086629002	0.0272354461977356	0.54954954954955	0.843348091924942	0.0327239003709592	0.799582947173309	0.0441543482434248	0.0392919909615867	0.0356976563712556	0.0366449511400651	0.0553238810119544	0.0350202861413624	0.0386810750900526	0.0293181437426705	0.0918580375782881
ADCYAP1_P455_R	0.676731475674223	0.054251550044287	0.0741232437216506	0.341510270430028	0.0678363880196692	0.125173439048563	0.240463215258856	0.10466067048242	0.139156180606958	0.0506981382978723	0.180715109573241	0.0803431321267915	0.210451322155212	0.0303271902118917	0.0901909150757077	0.0603472373202472	0.72186390318139	0.321992457834321	0.0855776187796447	0.0930024991074616	0.0730893186003683	0.103200547362019	0.0312508455315349	0.705906148867314	0.399517087667162	0.035046946174584	0.914901772879732	0.0386821232458816	0.0534258979776637	0.0411206988388196	0.0447050824409315	0.0465715418152992	0.0305133421084121	0.0355072215170332	0.0186975629244906	0.0348034515819751
AFF3_P122_F	0.658531453818641	0.792774123794937	0.932770876237295	0.857263602746962	0.688047011752938	0.423118473172488	0.517960602549247	0.524159302192127	0.431980906921241	0.859740535942152	0.945002548954929	0.903365187498029	0.652185214065575	0.961968620799322	0.913350540318235	0.912501320934165	0.885992342054882	0.643160173160173	0.83801312376011	0.760804965205943	0.791424710565721	0.524480306345733	0.94212199889145	0.48900626458666	0.865217008539484	0.955039629655608	0.959719093679608	0.94867375275304	0.779800755754036	0.724989311671655	0.259052480459403	0.143230625583567	0.905340491664312	0.88876225998066	0.870690581033187	0.563723292992679
AFF3_P808_F	0.923776949856471	0.967934577930812	0.9696150876806	0.964775537735142	0.956240896713318	0.946495176848875	0.939460784313725	0.925798431822528	0.962649980647658	0.945547073791349	0.979352816649713	0.980489849133917	0.950100704934542	0.979840252534915	0.974789532522644	0.961449445576704	0.978546310117135	0.964101670442381	0.979738628305136	0.971582689714356	0.977085722834489	0.964435976819878	0.972483480441808	0.883151056656525	0.912134205973068	0.973578791015889	0.916604561037412	0.959309235824652	0.963940793617468	0.951544518473652	0.876175548589342	0.549243068549073	0.946046446362169	0.971640817146012	0.91072	0.857533889468196
AFP_P824_F	0.893927628513744	0.90100237676966	0.95939253879168	0.836616847826087	0.792975110490812	0.846904937361828	0.761397608370703	0.730393865458348	0.917828685258964	0.876368413370311	0.950956241322166	0.94900339704498	0.910627437761834	0.970093001816654	0.935703965323487	0.954498125780925	0.63046747712746	0.931739058355438	0.934571699006152	0.93232478257692	0.932162534435262	0.925579715959239	0.938493708764466	0.867985904039035	0.825721490613617	0.707647956588096	0.898814107500385	0.606741573033708	0.321809369951535	0.155776720034617	0.710720887245841	0.79015401540154	0.577930728241563	0.939314094521121	0.847186881538027	0.791824526420738
AGTR1_P154_F	0.065071368597817	0.37635113003603	0.114174924601465	0.656622284512964	0.100347523892268	0.285028371890004	0.571174377224199	0.0723894939141576	0.117726657645467	0.0550545799715235	0.127289589612799	0.0648612504179204	0.495201181247693	0.048350718917395	0.296783625730994	0.0830436461954423	0.187284450442345	0.0794083859850661	0.151719371003974	0.125979945305378	0.162662029718622	0.131193792981837	0.452345605700713	0.178244480344642	0.852171882297992	0.110676691729323	0.660728877267527	0.0793799906059183	0.0616165277274375	0.0731884057971015	0.0804480651731161	0.103470031545741	0.490948275862069	0.0596169858451291	NA	NA
AGTR1_P41_F	0.102810028605082	0.175524365242075	0.0486226102664459	0.561196911196911	0.0509223967068151	0.184294259895634	0.57966349670812	0.0416823840060355	0.116444444444444	0.0326699834162521	0.0879343478938347	0.0446135481945688	0.227749644192897	0.0269935215548268	0.0713078980712375	0.044816605731808	0.715086002840461	0.0846370023419204	0.118752180196342	0.0830737688759216	0.0321806825382457	0.0632531326314104	0.0285029092624627	0.0283768444948922	0.935534798052888	0.021231646773001	0.644518873902417	0.0276568861434789	0.0290985165462153	0.0452772596235374	0.0255423372988104	0.0559294499883964	0.565577051367578	0.0228624989811721	0.0146280734516029	0.039004707464694
AGXT_E115_R	0.949444631437227	0.940889370932755	0.968787107718405	0.958300550747443	0.843259866735008	0.932115091768855	0.89472368092023	0.904162000746547	0.940820089560102	0.880824484697064	0.920575245464832	0.972031417557893	0.96587668715544	0.971281274575481	0.958203102801614	0.96428460511196	0.929608314722556	0.959349078705756	0.968179372197309	0.953687769827612	0.96126313179832	0.966236410812231	0.967442393671902	0.863535385591876	0.925136612021858	0.459668843992101	0.919017114446888	0.937270364728022	0.909329472445933	0.950205702936587	0.903812521860791	0.386194584944957	0.930721003134796	0.961172382535126	0.929834178429492	0.884407780833079
AGXT_P180_F	0.822594501718213	0.901525658807212	0.94660788635807	0.928776435045317	0.515399709922362	0.624938970803632	0.793203433078172	0.85390127388535	0.841137633316404	0.82635144476704	0.839116719242902	0.928477561862156	0.932599487076045	0.871062293665731	0.818373342037328	0.924510490575231	0.87324123002483	0.898724567263893	0.884407279881948	0.868862099382535	0.875069633799513	0.942129696375537	0.964029873494894	0.946606786427146	0.71130355515041	0.0624142033495012	0.892043503148254	0.948868284701391	0.95359991377452	0.967543859649123	0.931297078056452	0.692188040096785	0.802620616526547	0.902303728402546	0.84352660841938	0.740147292993631
