mean.A	mean.B	delta	Pvalue.ttest	p.adjust.BH	Pvalue.wilcox	a.shapiro.pvalue	b.shapiro.pvalue
A1CF|29974	3.9492528626399	0.232487659738274	3.71676520290162	2.24156199927707e-05	6.72719528724511e-05	0.220483462730334	2.72770695072305e-41	1.23309261254186e-13
A2BP1|54715	12.7318396351909	41.3126243560943	-28.5807847209034	1.70088992556753e-05	5.22378026354927e-05	1.28513731406278e-15	1.84496230557562e-39	4.86661115369298e-08
A2LD1|87769	165.876458580616	108.273136973322	57.6033216072944	2.58089359083337e-17	6.33831654466506e-16	9.00840845683019e-11	3.4017667899468e-11	3.39329399771963e-05
A2ML1|144568	33.9453915464891	49.50430187398	-15.5589103274909	0.0894655378731367	0.128935628111285	0.00030131141660258	7.56423117023081e-39	8.30946110346818e-09
A2M|2	13464.1972675359	16419.9872950786	-2955.79002754276	0.22472016711347	0.288664815804708	0.625951614181051	2.97966263816908e-29	2.63150866600068e-09
A4GALT|53947	543.914125636004	965.518589184332	-421.604463548328	0.000268389189523132	0.000656769779511253	9.40437294358629e-08	5.01526612171278e-15	2.58050494502098e-09
A4GNT|51146	0.341126963240286	0.305881505383577	0.0352454578567084	0.56428231459923	0.626841261824304	0.760679877494669	1.45444063615251e-31	1.39993792266632e-07
AAA1|404744	0.00880224653044507	0.00750615897032923	0.00129608756011584	0.871755733950513	0.897288179973064	0.538456632406665	6.22017732752508e-43	5.43918518087461e-16
AAAS|8086	879.207717892186	674.731230346161	204.476487546026	3.19555431296957e-14	4.66296557210933e-13	9.25278711338436e-14	8.73316222239004e-11	0.436586822193794
AACSL|729522	2.06363687679021	0.194935398303723	1.86870147848649	0.0148805903636992	0.0258296754106449	0.00776145204906836	2.37488312679845e-43	4.34556416149672e-10
AACS|65985	1082.57651375889	864.92929829006	217.64721546883	3.35634642896257e-07	1.41352099554934e-06	1.82513898909387e-06	4.70077572785663e-10	0.0211719067547387
AADACL2|344752	0.0207152770995709	0.0154779279469437	0.00523734915262723	0.748476654796351	0.791867164775012	0.436699139525182	6.26064468454563e-42	5.36957453556823e-16
AADACL3|126767	0.0260902002985422	0.0127121677431421	0.0133780325554002	0.227033036970101	0.291198555758927	0.431300910633572	7.42879549513809e-42	2.48456659990438e-15
AADACL4|343066	0.434730694361043	0.672469343959599	-0.237738649598557	0.13691657270044	0.187377293301742	0.144922016564318	3.04620072653344e-30	1.09030613627276e-10
AADAC|13	0.340760499170551	0.441035829761362	-0.100275330590811	0.711002135772163	0.758473701004795	0.260160759578599	8.82281596949151e-41	3.69234226583033e-15
AADAT|51166	520.3045038035	287.447201103968	232.857302699533	8.81790426905556e-16	1.67165644088624e-14	1.31810060075238e-07	2.26653319461962e-22	0.431353431921964
AAGAB|79719	1114.52508509034	1003.42131639766	111.103768692674	0.000930100653924736	0.00205531121792366	0.000283652091569303	9.08746162139168e-10	0.0212297683092962
AAK1|22848	1803.24231533164	1481.06809178931	322.174223542326	0.0015015392874923	0.00319197588646763	0.000839464597101743	6.29918388296036e-19	4.96884484586748e-06
AAMP|14	3514.29480521513	2876.58989133124	637.704913883887	4.01872480099648e-14	5.76176249226667e-13	7.59321612853493e-11	1.08569305981875e-10	0.80270074099667
AANAT|15	0.437319945620757	0.321235153437443	0.116084792183314	0.0511834373707793	0.0783454225497256	0.29722681198516	1.45680405650863e-25	8.81018882529973e-07
AARS2|57505	587.965575876877	504.707310675096	83.2582652017809	2.58969357644691e-06	9.29040692259854e-06	1.23473991209042e-06	3.58662114429320e-09	0.754046462394213
AARSD1|80755	797.914596924411	629.327521707891	168.587075216521	3.34529987740214e-10	2.4714772142117e-09	3.61765307450066e-06	1.75272840769711e-23	0.00220140370344053
AARS|16	3631.59697325804	3538.29164011577	93.305333142268	0.39732463612752	0.467235930141137	0.663518702205579	1.86089917948632e-08	0.183008388380075
AASDHPPT|60496	714.805155356323	830.506219396544	-115.701064040221	0.000425649773823562	0.00100379227043092	8.68269444596237e-05	0.042651489996555	1.80007350468733e-08
AASDH|132949	289.523032774216	316.676604760891	-27.1535719866751	0.0324930071613577	0.0521998380305035	0.0127579393600412	1.6930666587379e-05	0.443523530496894
AASS|10157	597.259005869182	504.920681113226	92.3383247559557	5.27504085870566e-05	0.000148440054646499	0.00502214005720439	1.09559413490509e-09	0.473766468035231
AATF|26574	1092.68182557128	907.328389478947	185.35343609233	1.01783381787075e-08	5.65246040430198e-08	5.16819204020341e-07	4.0876148498849e-17	0.643323056952914
AATK|9625	110.558369110344	109.288484713327	1.2698843970166	0.91906669004381	0.935052438716029	0.0226049346716096	1.52620488503494e-34	9.27029985335614e-08
ABAT|18	2327.31695989295	1843.00131689184	484.315643001109	0.00498276727182436	0.00958145498340601	0.0440526744910912	3.93162182213033e-18	0.0147902152176352
ABCA10|10349	12.2505596969124	13.2175265291184	-0.966966832205996	0.632321620874688	0.688856797101677	0.567968950669085	1.66319483138107e-27	8.68656870660241e-09
ABCA11P|79963	122.81158237098	117.579048355634	5.23253401534531	0.222650575869043	0.286472330210398	0.545762055105303	7.43463308326577e-14	0.169543902679363
ABCA12|26154	9.74933736796832	7.27799611508294	2.47134125288538	0.414358848603726	0.48413393584584	2.82489559399379e-08	6.02106925929872e-43	5.04695697265087e-07
ABCA13|154664	2.45931647076394	3.20175025740647	-0.742433786642531	0.255420228781056	0.322352638130309	0.000612963899400052	2.48202879349805e-41	4.61703885033599e-07
ABCA17P|650655	6.19538730061696	4.50710161050925	1.68828569010771	0.0568106012208093	0.0859844049881633	0.97324647979772	2.90270999635754e-42	4.22056267953506e-05
ABCA1|19	467.279675349699	438.281614536304	28.9980608133947	0.458527286873283	0.526688135101005	0.577975581343325	3.41122379262241e-20	0.000145877394945627
ABCA2|20	2119.64192743067	1381.00686230176	738.635065128902	2.47376757648571e-20	9.60093045611119e-19	1.67917068277434e-13	3.36331527449801e-22	0.992393916122064
ABCA3|21	1538.95691285201	978.732216829573	560.224696022435	1.25585095460948e-18	3.7695725071765e-17	2.57059355540877e-13	1.1670016933073e-21	0.0612928382520177
ABCA4|24	5.18484253728406	31.9124225550248	-26.7275800177407	0.016935414446419	0.0290452755826103	0.00104248970026711	8.22309261224505e-38	6.83681481966579e-13
ABCA5|23461	572.610911222719	556.843201079084	15.7677101436341	0.600573575086782	0.659695900171565	0.569838865789463	1.3599442117928e-11	0.00683098077254742
ABCA6|23460	25.3084448975933	39.1301643102469	-13.8217194126537	0.00549343816868185	0.0104712449207323	0.00107694624695213	1.47582007840334e-25	1.02128054695851e-05
ABCA7|10347	283.079019342084	276.443257764632	6.63576157745194	0.716162254965431	0.762789336827934	0.869000811057239	3.28687895963929e-19	0.0423756246793272
ABCA8|10351	254.415315361229	347.770378859402	-93.3550634981729	0.0396525224289809	0.0622214871590803	0.0371294115737845	7.33886338609022e-18	6.14416738101127e-08
ABCA9|10350	27.3313434491751	27.6175320431202	-0.286188593945155	0.947302747772819	0.957704979048836	0.467639255973761	1.12097054488423e-29	7.51202600935956e-10
ABCB10|23456	424.339359369378	462.91555022018	-38.5761908508026	0.026477749564078	0.0435274782848976	0.0159700299112667	1.19449789383587e-05	0.696437080210159
ABCB11|8647	1.26444831405377	0.660477180432976	0.603971133620794	0.0234084676645844	0.0390109495198762	0.062475894821529	1.06892863345196e-36	2.92615085905554e-13
ABCB1|5243	222.431082652682	244.414924869081	-21.9838422163986	0.346915218371088	0.416132060550176	0.285463804482805	3.15280598501094e-16	9.82892276729364e-05
ABCB4|5244	14.6115429380066	12.9938744257662	1.61766851224042	0.201897343865175	0.263043315074093	0.548208073556596	1.52908389819286e-29	0.000221356878910473
ABCB5|340273	15.6641205304876	7.39435464730137	8.26976588318627	0.412843780483926	0.48255597250871	0.908198114826863	3.76543871615063e-44	3.20236323819452e-14
ABCB6|10058	1117.73049094105	813.750869649034	303.979621292013	6.38878402721356e-16	1.23626884884752e-14	1.100829008243e-09	4.56653209837867e-15	0.504763656068193
ABCB7|22	384.534560636165	368.087237124776	16.4473235113887	0.0900961215206807	0.129744228865897	0.146959845145284	5.59071313334542e-10	0.00906921945501517
ABCB8|11194	833.93517364587	703.32047687207	130.614696773799	1.92941456583483e-07	8.48552672747964e-07	0.00467549151203309	1.40632726915574e-15	0.00345928723051732
ABCB9|23457	95.8905432680492	124.602055832156	-28.7115125641072	0.00772050905399173	0.0142930361936433	0.00171044708530039	4.25216043469449e-17	9.65028474887828e-09
ABCC10|89845	423.525304953382	493.022072093792	-69.4967671404097	0.000288696792589995	0.000702695180636063	0.000161215204979023	3.15413145029848e-07	0.406037177329001
ABCC11|85320	299.303499667496	120.75093089291	178.552568774587	0.00411563188087666	0.00804130549545858	0.0425306233150062	9.14471428797554e-40	7.48442699798167e-13
ABCC12|94160	8.33054405727184	1.16405088950724	7.1664931677646	0.0237814027127214	0.0395669350968301	0.204645144862145	2.50706161755347e-43	7.38346680774668e-13
ABCC13|150000	0.666537265989474	0.717129075137225	-0.0505918091477514	0.829318705204377	0.860588442585346	0.450915260262013	8.704163498979e-37	1.02959589136237e-11
ABCC1|4363	2254.96190494503	1751.68322914877	503.27867579625	4.29598234297338e-09	2.55877033604835e-08	9.7461687006233e-06	1.04475040830039e-17	0.957823147113771
ABCC2|1244	6.56262169035353	5.40447366647251	1.15814802388103	0.02870959364912	0.0467361772288362	0.347478594672373	3.29484572187553e-24	0.000271193271530755
ABCC3|8714	249.065197982951	628.529597011859	-379.464399028908	0.00099644338221513	0.00218568152566868	8.95202988716918e-07	1.55241320218634e-26	6.20802508249096e-10
ABCC4|10257	14125.2903690153	4482.55429645069	9642.73607256457	1.72634406113867e-32	4.72580932256507e-30	4.55515939081829e-16	1.06037137710787e-17	0.00105923453157657
ABCC5|10057	864.235649320696	792.17196819078	72.0636811299161	0.345101320009125	0.414270899906879	0.0520354579704026	1.69397733304931e-23	1.41850974629059e-08
ABCC6P1|653190	5.67552650577592	9.38463785067374	-3.70911134489782	0.0104982105047397	0.018853985293283	0.00057668149182117	4.39643513356994e-33	3.07481355220628e-07
ABCC6P2|730013	11.5015356307273	21.1390407299801	-9.6375050992528	2.17831580682659e-06	7.93523808196534e-06	7.94049871484969e-09	3.86910533010615e-27	0.0543544129115955
ABCC6|368	64.501466889564	124.16531372944	-59.6638468398763	0.00280197310953827	0.00565768193469022	1.45803923949272e-06	5.76547493341704e-31	2.03260049495352e-08
ABCC8|6833	91.9078814319382	186.800686168093	-94.892804736155	0.0277438868535557	0.0453691549972403	0.000186013222990986	8.69707348213929e-30	1.60999220927395e-11
ABCC9|10060	239.856125189038	503.443794327181	-263.587669138143	1.90688769269383e-07	8.39594922125176e-07	7.27818291881315e-12	3.84961708998637e-17	8.12108572025328e-05
ABCD1|215	392.900630851629	473.437975640752	-80.5373447891221	0.00490115826631707	0.00943956682465445	0.0057697383950295	2.39561649525959e-23	0.00271843214202576
ABCD2|225	9.16120470544494	23.798829211088	-14.637624505643	9.75410814368018e-05	0.000260519831270844	8.7938126883832e-10	7.49001153633374e-32	2.25911220249708e-08
ABCD3|5825	1003.35688636992	1494.01588300342	-490.658996633504	8.07453346429476e-08	3.78921706412425e-07	2.19610021992404e-14	4.96882455220956e-07	3.07072898698131e-07
ABCD4|5826	591.068179867792	509.738430966895	81.3297489008971	3.01340834417827e-07	1.28277600485847e-06	0.000197908301700767	1.6524901294583e-15	0.123003665478878
ABCE1|6059	1281.73720916188	1073.78011901344	207.957090148442	2.92134286112278e-07	1.24565088850907e-06	3.66267831571113e-05	1.36225640164588e-11	8.15348760743424e-05
ABCF1|23	1740.50825496535	1623.70825475064	116.800000214714	0.00786309331958211	0.0145334145610677	0.0211233010343065	3.01043874710237e-07	0.0964536657746882
ABCF2|10061	1141.16586733024	1040.811252236	100.354615094241	2.79955099031203e-05	8.24169506482597e-05	0.000793468288818196	8.43270928018693e-11	0.225950239878963
ABCF3|55324	1416.24554875497	1355.28687682744	60.9586719275303	0.466751636557868	0.534997646838409	0.000559299749256067	1.10275219295037e-08	1.09184559951452e-07
ABCG1|9619	839.100797377796	467.461536813138	371.639260564659	1.28545777455832e-25	1.18348581028955e-23	9.82510146480887e-15	5.56495565353452e-14	0.229152517113265
ABCG2|9429	205.522050077992	1438.28532410392	-1232.76327402593	0.00343015296779232	0.00681285388233957	1.41296291854748e-13	1.53656032398882e-22	2.13031386704403e-12
ABCG4|64137	2.64325346494611	7.51466756786759	-4.87141410292147	1.40868297979606e-07	6.35920630127374e-07	4.07259004756726e-14	5.70592908286359e-28	5.43706480655028e-05
ABCG5|64240	1.58210480429638	1.18380075724763	0.398304047048753	0.00819315296355385	0.0150702045775599	0.102041433954791	1.12468763513768e-23	0.000175568311613792
ABCG8|64241	0.160941923402764	0.0143885359823723	0.146553387420391	4.35808383390547e-14	6.20928655058385e-13	0.00435064898699027	2.54166690553993e-34	2.37760184572784e-15
ABHD10|55347	1227.53995238015	999.868443017423	227.671509362727	1.62781236103863e-07	7.28117986590069e-07	1.1162880395701e-05	1.18807119133867e-17	0.000136892154222305
ABHD11|83451	1726.71470761477	1093.27282376744	633.441883847334	2.69283297132273e-09	1.66676375442348e-08	6.38039848543379e-09	4.41068868710115e-22	1.62848595335216e-06
ABHD12B|145447	0.56114303663935	1.38003619640884	-0.818893159769485	3.27740690639876e-06	1.15476988493689e-05	8.99925701471335e-10	5.27694211371705e-28	0.000383665027776715
ABHD12|26090	2831.00508172475	1741.15956003279	1089.84552169197	7.48532853174032e-19	2.30752672800541e-17	2.42637992650573e-07	2.35472265789426e-29	0.337734474432482
ABHD13|84945	430.567511562946	528.46583768367	-97.8983261207244	1.98952197307608e-09	1.25605398613853e-08	9.05134504662291e-10	3.36897367695813e-05	0.00728948621903913
ABHD14A|25864	582.309970796274	507.907151114033	74.4028196822414	0.00987703514149624	0.0178539715169976	0.39563256549919	5.77015603140788e-26	0.0178632572020924
ABHD14B|84836	2516.53419220368	2380.58789536244	135.946296841234	0.144508787163829	0.196627338409476	0.632476066394029	3.73830237844218e-13	0.75296821902161
ABHD15|116236	221.034619944162	262.965321381573	-41.9307014374103	0.000203964066127753	0.000511867282932269	2.03498145391301e-05	6.90581276547894e-13	0.83961188467039
ABHD1|84696	58.7881429222949	41.9340307263191	16.8541121959759	0.000544989527567279	0.00126103685230292	0.0368795759280772	2.74457983285336e-24	0.00209651206601941
ABHD2|11057	15208.637181032	7628.15613898686	7580.48104204516	4.53448449170584e-18	1.23554027203609e-16	2.01214736620604e-07	9.18914836563951e-27	0.0577930420323962
ABHD3|171586	399.116216837934	333.096835815028	66.0193810229055	0.000275832511079175	0.000673539163292881	0.0050364773093612	6.79132681561018e-14	0.187747587659462
ABHD4|63874	883.023173154932	1332.88481550176	-449.861642346828	0.000125971023253632	0.000329047210994952	5.74807649171581e-09	4.59697449480515e-15	7.23604310977606e-10
ABHD5|51099	475.683841669265	525.525871869374	-49.8420302001091	0.000688641710916493	0.00155933638103303	0.000192926281118762	1.59952941478139e-14	0.914499224975605
ABHD6|57406	158.071846931422	406.986741780636	-248.914894849214	0.00025804824689102	0.000633503354886946	6.84734134093422e-21	5.26459242959575e-20	8.39603406473897e-12
ABHD8|79575	335.80384184415	389.389376127924	-53.5855342837743	0.00138138216662889	0.00295336428856167	0.000280638230585836	2.19369919155467e-15	0.133358565008874
ABI1|10006	1155.66529282348	1260.433652784	-104.768359960514	0.00559434326935733	0.010647766910464	0.00858182518449753	2.81531662414294e-06	0.177517818679074
ABI2|10152	1480.72151211345	1710.12837229022	-229.406860176776	0.000212361650856144	0.00053067150118397	0.000236317358116484	0.123295817962602	0.00151169477939839
ABI3BP|25890	226.368546355454	352.309162417386	-125.940616061933	0.00227395235301735	0.00467238948756998	1.11157757779071e-05	4.13213714048856e-27	6.75622229133768e-07
ABI3|51225	146.666178705488	144.493509030528	2.17266967495979	0.824756646948763	0.856850456355888	0.605271326575743	1.90369502396698e-18	0.0538203194579978
ABL1|25	2728.16661549585	2890.95818430268	-162.791568806835	0.12499593217718	0.173187439838688	0.131728488890466	8.41490030414738e-08	0.727430777573866
ABL2|27	645.252717831257	564.718333279496	80.5343845517616	0.000807355238253187	0.00180485740380838	0.000535052709156529	6.19744225688328e-09	0.00820733650034407
ABLIM1|3983	1341.41721063097	2200.41117749344	-858.993966862465	3.2070356267978e-05	9.34615308073608e-05	4.13743138837554e-08	1.23139352014147e-26	2.81394693391154e-05
ABLIM2|84448	61.3013046921012	43.351335018062	17.9499696740391	0.0152059374773175	0.0263498567139437	0.000146992687484188	3.16455039259189e-40	1.94132129610535e-09
ABLIM3|22885	393.111381689492	539.619413706362	-146.50803201687	0.00106354200346383	0.0023224399992678	6.89560357356573e-05	4.19328617013415e-22	0.00134612312317962
ABO|28	28.2232415820444	78.1198133156888	-49.8965717336444	2.75537981842338e-05	8.12914255669643e-05	2.53252289669904e-14	1.19700294605932e-34	1.47090185395314e-08
ABP1|26	455.929529070811	1823.23898171741	-1367.3094526466	0.0149143393360926	0.025881692241511	1.01400374005693e-08	1.68395715683735e-36	2.68744115709954e-12
ABRA|137735	11.1773390948519	16.6915152858446	-5.51417619099271	0.35199498276565	0.421412851545954	0.00213237010379967	2.39728721011379e-41	5.34141856066745e-13
ABR|29	1794.40468629797	2176.09970646038	-381.695020162414	0.000113980843469112	0.000300094985543002	2.83044676398407e-06	0.000118828390364351	0.665367783726239
ABT1|29777	601.589512444327	582.648409073248	18.9411033710787	0.241557390900823	0.307199340067637	0.710144662224455	1.4428729613914e-15	0.00878547934942408
ABTB1|80325	647.587053916812	606.089389771234	41.4976641455781	0.114868457284863	0.16073911508421	0.787411809645658	1.89658005113766e-20	0.628400177445262
ABTB2|25841	221.025681237639	326.904644606818	-105.878963369179	0.00287032219438983	0.00578317811315188	9.22849431266133e-05	2.44674217697487e-24	4.58131463147756e-07
ACAA1|30	2859.06485957817	2470.22911652308	388.83574305509	0.00319737770771926	0.00638076999583828	0.0278643820332317	2.15704836131794e-13	0.0401333890671466
ACAA2|10449	502.011930630702	905.274259460231	-403.262328829528	4.60569545657583e-09	2.72270467661844e-08	3.84876108219962e-14	5.87137223031934e-25	0.00907759892428196
ACACA|31	6457.9642745489	3697.995859487	2759.9684150619	6.90198406412712e-26	6.59091324746948e-24	1.83648382691999e-13	3.11971125443739e-23	0.0225216424972882
ACACB|32	432.282950310508	932.815022288543	-500.532071978035	2.81239376840782e-10	2.11047522925507e-09	8.77571001594976e-16	4.9786906156819e-15	0.0776676938855432
ACAD10|80724	715.251017372588	522.612920664703	192.638096707885	1.22984353785454e-17	3.16415008467312e-16	5.90520873205739e-11	4.4975897176022e-24	0.734537399183783
ACAD11|84129	483.22610126759	369.157807500969	114.068293766621	3.29372173517971e-08	1.67177752645178e-07	0.000143759612794875	8.33167742234582e-23	0.00626022131586332
ACAD8|27034	2307.835989209	1408.74088920935	899.095099999652	3.9385491553519e-08	1.97755814890021e-07	0.0127909640643698	4.24002947756873e-34	0.000660002027694797
ACAD9|28976	1040.0407846433	906.44019418229	133.600590461007	2.29418242876961e-06	8.31160392536947e-06	9.78464793111776e-07	2.30930507210232e-19	9.70155957041411e-05
ACADL|33	577.255012857941	420.31248321593	156.942529642011	0.000911588254664758	0.00201766046318695	0.596321004515675	3.52670180592587e-29	0.0138159334193548
ACADM|34	933.144781229493	1048.0877861878	-114.943004958307	0.00916395240074501	0.0166765738999908	0.00639921305792139	3.84368778494259e-11	0.146624207854603
ACADSB|36	2375.36053712743	1903.64291438323	471.717622744198	5.07454378475362e-05	0.0001431118934681	0.00363146472075879	3.02215253747325e-12	0.042584130566734
ACADS|35	460.945867884846	477.776683392384	-16.8308155075384	0.371706449273859	0.441868166871727	0.0153767472594528	4.42452517808956e-20	0.755244778455762
ACADVL|37	6061.794822816	5929.22147574174	132.573347074255	0.628584832641105	0.685476985125326	0.841603466629224	1.5050856823302e-14	0.13501742676116
ACAN|176	46.0023676282733	18.8617462356616	27.1406213926117	1.69449297164983e-09	1.08378925859634e-08	0.0188725474979032	3.1897526915821e-35	3.44677877621224e-06
ACAP1|9744	95.5250553818465	74.8315277223243	20.6935276595222	0.0425130055476038	0.0662845167753534	0.576093033375224	3.6742081143687e-33	4.25488006503579e-08
ACAP2|23527	862.228963903023	1032.67706979031	-170.448105887282	0.00016258809487589	0.000416585071246337	0.000134959084235032	2.05784533115524e-08	0.0128213308619823
ACAP3|116983	654.008488118533	501.900778497425	152.107709621108	8.23041826713708e-06	2.68774801085719e-05	0.000472922002852014	4.31912304979746e-16	0.000309303448434322
ACAT1|38	1502.78555314846	1277.46524200499	225.320311143472	0.00401311396328667	0.00786120053241472	0.00414159136056526	2.23971049895007e-17	1.97376184542462e-05
ACAT2|39	1016.61652739957	1130.99504868549	-114.378521285919	0.258556645525552	0.325710301220095	0.401278496058787	2.56218683430312e-27	0.00672608925961927
ACBD3|64746	1504.93417108078	1435.99443015618	68.9397409245985	0.16001120849362	0.21460609626225	0.460908739943823	2.09010882395532e-07	0.377339979400819
ACBD4|79777	406.888077398476	405.365725945253	1.52235145322311	0.932866934555859	0.945718498586132	0.333516159039101	2.36396585592802e-19	0.0509684944136655
ACBD5|91452	967.200017087691	880.503610660583	86.6964064271078	0.0154420063930874	0.0267138383262958	0.0386588792206214	6.87676903283489e-07	0.34172709249603
ACBD6|84320	451.101268884046	376.401405683873	74.6998632001728	7.7519781693542e-08	3.65287729619029e-07	3.53820264564584e-06	7.92174072223827e-16	3.33624960094274e-06
ACBD7|414149	41.3140913675827	41.5111702150016	-0.197078847418908	0.979546061729736	0.983570215355466	0.00525602238298097	7.4290708075686e-29	2.52544452344875e-11
ACCN1|40	23.4241014428457	7.09918965006595	16.3249117927798	3.93580999395968e-06	1.36335608209864e-05	0.255522793818696	6.31650989513887e-38	2.2423467673399e-12
ACCN2|41	255.325963720411	176.373019413322	78.952944307089	5.89677014270021e-07	2.37851842435713e-06	2.90758848918292e-06	5.8398950146427e-18	0.0732032251827546
ACCN3|9311	34.379207430855	9.0105151502802	25.3686922805748	5.55680828551342e-24	3.77770963277735e-22	2.90713843319296e-13	7.88770221988697e-32	5.87719824206724e-09
ACCN4|55515	2.67132158335355	1.80875270245753	0.862568880896015	0.00674279615199346	0.0126264454393084	0.37749322524974	5.96566484826729e-39	0.00124775668114198
ACCN5|51802	1.33685915622533	0.390857058050031	0.9460020981753	0.06260485902403	0.0937793930119918	0.0291292493489259	5.02903368858741e-43	1.70589037999973e-14
ACCSL|390110	0.0467264876825363	0.0868558894893766	-0.0401294018068404	0.262663943495271	0.330195531710838	0.780351338011564	2.06611390766834e-39	3.25496502195898e-13
ACCS|84680	408.889486203051	248.179369927077	160.710116275974	8.62187761048596e-13	9.76369383457734e-12	9.92269345243401e-09	2.71032103954891e-17	5.22112180530317e-05
ACD|65057	397.905193592111	382.239509542194	15.6656840499172	0.239126203137387	0.304559558102587	0.817964439431651	1.14289653274709e-19	0.000390104602165724
ACE2|59272	11.6450530592916	169.441103459459	-157.796050400167	0.244038316230534	0.309778080284969	9.26265316135062e-10	5.23372527043855e-40	9.75638704944323e-16
