#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
PPP2R2B	NFKB1	1851897	1843094	ENSP00000336591	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.064	0.804
CDH7	CDH6	1850119	1845681	ENSP00000319166	ENSP00000265071	0.000	0.000	0.000	0.971	0.000	0.574	0.900	0.514	0.956
BCAS3	ESR1	1857879	1842435	ENSP00000375067	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.865	0.865
RASGRF1	CALM1	1860566	1853445	ENSP00000405963	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
MCF2L	ABR	1862148	1848581	ENSP00000440374	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.116	0.907
LPAR1	NPY2R	1853763	1851488	ENSP00000351755	ENSP00000332591	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HLA-DRB1	DYNC1I1	1853944	1850210	ENSP00000353099	ENSP00000320130	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CUX1	BANP	1853975	1846995	ENSP00000353401	ENSP00000286122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.947	0.947
ENSG00000244115	HSPA12A	1856088	1854978	ENSP00000363412	ENSP00000358211	0.462	0.000	0.000	0.000	0.273	0.235	0.000	0.340	0.776
INPP5B	RHOT2	1855808	1850404	ENSP00000362115	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.089	0.905
TIAM2	CDC42	1850911	1849707	ENSP00000327315	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.737	0.972
CCNF	FBXO9	1858453	1843715	ENSP00000380256	ENSP00000244426	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
LPCAT1	PNPLA8	1846853	1844528	ENSP00000283415	ENSP00000257694	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.134	0.909
COL5A2	COL9A3	1856195	1852483	ENSP00000364000	ENSP00000341640	0.000	0.000	0.000	0.633	0.000	0.000	0.900	0.302	0.910
MCF2L	ARHGAP22	1862148	1843969	ENSP00000440374	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.199	0.916
ERCC8	CRBN	1845673	1843306	ENSP00000265038	ENSP00000231948	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ATP1B1	ATP1A3	1854664	1848401	ENSP00000356789	ENSP00000302397	0.000	0.000	0.000	0.000	0.071	0.665	0.900	0.645	0.987
NPY1R	NPY2R	1854180	1851488	ENSP00000354652	ENSP00000332591	0.000	0.000	0.000	0.773	0.000	0.000	0.900	0.885	0.919
MCF2L	ARHGAP15	1862148	1847533	ENSP00000440374	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.078	0.903
NLK	PPARG	1858963	1847090	ENSP00000384625	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.566	0.900	0.178	0.961
MUC4	ERBB2	1861298	1846101	ENSP00000417498	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.886	0.950
COL5A2	COL18A1	1856195	1853197	ENSP00000364000	ENSP00000347665	0.000	0.000	0.000	0.609	0.000	0.000	0.900	0.400	0.914
PRPF6	FUS	1845854	1844273	ENSP00000266079	ENSP00000254108	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.160	0.912
PCGF6	CBX2	1855118	1849106	ENSP00000358862	ENSP00000308750	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.470	0.944
RNPS1	LUC7L3	1848328	1843556	ENSP00000301730	ENSP00000240304	0.000	0.000	0.000	0.000	0.000	0.655	0.000	0.205	0.714
MCF2L	ARHGAP20	1862148	1844774	ENSP00000440374	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.240	0.920
RHOT2	ARHGAP20	1850404	1844774	ENSP00000321971	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CD163	CD68	1853796	1843990	ENSP00000352071	ENSP00000250092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.801	0.801
PAK2	PSMD7	1849679	1842741	ENSP00000314067	ENSP00000219313	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CNR2	OPRL1	1856124	1851923	ENSP00000363596	ENSP00000336764	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PLD3	CHPT1	1853368	1843189	ENSP00000348901	ENSP00000229266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.113	0.907
RET	NEDD4	1853238	1852948	ENSP00000347942	ENSP00000345530	0.000	0.000	0.000	0.000	0.000	0.102	0.800	0.104	0.825
JAM3	PRKCG	1859892	1845356	ENSP00000395742	ENSP00000263431	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
PHF1	HOXC10	1856132	1848950	ENSP00000363640	ENSP00000307321	0.000	0.000	0.000	0.000	0.000	0.239	0.000	0.632	0.708
ARF6	EXOC4	1847953	1844259	ENSP00000298316	ENSP00000253861	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.388	0.936
CNR2	GRM8	1856124	1852779	ENSP00000363596	ENSP00000344173	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.140	0.910
HNRNPUL1	FUS	1857971	1844273	ENSP00000375863	ENSP00000254108	0.000	0.000	0.000	0.000	0.112	0.000	0.900	0.055	0.908
MYO9B	TIAM2	1858475	1850911	ENSP00000380444	ENSP00000327315	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.089	0.905
HNRNPA2B1	HNRNPM	1853084	1850730	ENSP00000346694	ENSP00000325376	0.000	0.000	0.000	0.000	0.090	0.000	0.900	0.432	0.943
NOTCH4	DLL4	1856221	1843973	ENSP00000364163	ENSP00000249749	0.000	0.000	0.000	0.686	0.000	0.624	0.900	0.882	0.971
PCNT	TUBA1A	1853867	1848244	ENSP00000352572	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.694	0.968
PDPK1	NFKB1	1852785	1843094	ENSP00000344220	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.383	0.935
GPR132	KALRN	1851080	1843581	ENSP00000328818	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PPARG	ESR1	1847090	1842435	ENSP00000287820	ENSP00000206249	0.000	0.000	0.000	0.651	0.000	0.915	0.900	0.639	0.993
RPS6KA2	RHEB	1861695	1845084	ENSP00000427015	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.157	0.000	0.791	0.817
TAF11	TAF4	1854176	1844180	ENSP00000354633	ENSP00000252996	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.859	0.999
ORC1	PSMD7	1855507	1842741	ENSP00000360621	ENSP00000219313	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NTPCR	POLR3E	1854414	1848107	ENSP00000355587	ENSP00000299853	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PRKACB	NFKB1	1855328	1843094	ENSP00000359719	ENSP00000226574	0.000	0.000	0.000	0.000	0.071	0.082	0.900	0.222	0.924
EZR	KBTBD2	1852156	1848425	ENSP00000338934	ENSP00000302586	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.828	0.828
POLE4	NHEJ1	1861462	1853423	ENSP00000420176	ENSP00000349313	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
FKBP1A	NFATC1	1857423	1850967	ENSP00000371138	ENSP00000327850	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.354	0.932
ALDH9A1	AKR1A1	1853096	1849549	ENSP00000346827	ENSP00000312606	0.000	0.000	0.000	0.000	0.073	0.000	0.900	0.217	0.921
RNPS1	FUS	1848328	1844273	ENSP00000301730	ENSP00000254108	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.071	0.903
CDC42	CDON	1849707	1845370	ENSP00000314458	ENSP00000263577	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.110	0.907
HNRNPUL1	RAB11B	1857971	1851595	ENSP00000375863	ENSP00000333547	0.000	0.000	0.000	0.000	0.000	0.869	0.000	0.000	0.869
FKBP1A	SMAD6	1857423	1847140	ENSP00000371138	ENSP00000288840	0.000	0.000	0.000	0.000	0.000	0.567	0.000	0.394	0.726
HSPA12A	DNAJB6	1854978	1845081	ENSP00000358211	ENSP00000262177	0.462	0.000	0.000	0.000	0.273	0.235	0.000	0.444	0.811
LPAR1	GPR132	1853763	1851080	ENSP00000351755	ENSP00000328818	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.097	0.905
LPAR1	P2RY1	1853763	1848668	ENSP00000351755	ENSP00000304767	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.054	0.901
GLI3	CSNK1G2	1858347	1844386	ENSP00000379258	ENSP00000255641	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.090	0.810
DYNC1H1	TUBA1A	1853378	1848244	ENSP00000348965	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.304	0.900	0.713	0.978
RASGRF1	CACNA1C	1860566	1845866	ENSP00000405963	ENSP00000266376	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
OPCML	ERBB2	1851292	1846101	ENSP00000330862	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.823	0.823
OR10H2	OR5A2	1848805	1848575	ENSP00000306095	ENSP00000303834	0.000	0.000	0.000	0.900	0.000	0.000	0.900	0.000	0.900
RPL34	RNPS1	1858216	1848328	ENSP00000378160	ENSP00000301730	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
LPAR1	GPR17	1853763	1846273	ENSP00000351755	ENSP00000272644	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.101	0.906
DCC	EZR	1859404	1852156	ENSP00000389140	ENSP00000338934	0.000	0.000	0.000	0.000	0.000	0.136	0.900	0.046	0.910
YBX1	TGFB1	1855704	1842869	ENSP00000361626	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.836	0.836
ELMO1	DOCK2	1849503	1844476	ENSP00000312185	ENSP00000256935	0.000	0.000	0.000	0.000	0.000	0.970	0.900	0.976	0.999
NTPCR	AK4	1854414	1850420	ENSP00000355587	ENSP00000322175	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
JMJD1C	KDM4D	1858707	1851688	ENSP00000382204	ENSP00000334181	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.766	0.766
HDAC4	ESR1	1845573	1842435	ENSP00000264606	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.812	0.900	0.281	0.985
HIPK2	NLK	1859047	1858963	ENSP00000385571	ENSP00000384625	0.000	0.000	0.000	0.628	0.000	0.566	0.900	0.877	0.969
INO80C	TAF4	1859565	1844180	ENSP00000391457	ENSP00000252996	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PPAP2C	AGPAT4	1851176	1849676	ENSP00000329697	ENSP00000314036	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.504	0.948
MCL1	ERBB2	1854935	1846101	ENSP00000358022	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.905	0.905
NFATC2	FKBP1A	1858353	1857423	ENSP00000379330	ENSP00000371138	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.391	0.936
COL23A1	COL18A1	1857880	1853197	ENSP00000375069	ENSP00000347665	0.000	0.000	0.000	0.621	0.000	0.000	0.900	0.228	0.907
TEK	PDGFB	1857139	1851250	ENSP00000369375	ENSP00000330382	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.726	0.942
TUBA1A	ESR1	1848244	1842435	ENSP00000301071	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.567	0.900	0.062	0.955
CDC42	RAF1	1849707	1844086	ENSP00000314458	ENSP00000251849	0.000	0.000	0.000	0.000	0.000	0.224	0.000	0.672	0.735
PID1	KAT5	1857978	1852315	ENSP00000375907	ENSP00000340330	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.856	0.856
OBSCN	ARAP3	1862970	1843522	ENSP00000455507	ENSP00000239440	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.070	0.903
KARS	AARS	1850738	1844989	ENSP00000325448	ENSP00000261772	0.000	0.000	0.206	0.000	0.267	0.000	0.000	0.835	0.896
LPCAT1	CHPT1	1846853	1843189	ENSP00000283415	ENSP00000229266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.350	0.932
WIPF2	ACTR3	1850295	1845311	ENSP00000320924	ENSP00000263238	0.000	0.000	0.000	0.000	0.000	0.199	0.900	0.127	0.923
CDH4	CDH7	1854013	1850119	ENSP00000353656	ENSP00000319166	0.000	0.000	0.000	0.836	0.000	0.000	0.900	0.703	0.911
RASGRF1	CDC42	1860566	1849707	ENSP00000405963	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.421	0.939
MYO10	DCC	1861521	1859404	ENSP00000421280	ENSP00000389140	0.000	0.000	0.000	0.000	0.000	0.954	0.900	0.100	0.995
RASGRF1	GRIN2A	1860566	1851485	ENSP00000405963	ENSP00000332549	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.722	0.971
FKBP1A	ITPR3	1857423	1856094	ENSP00000371138	ENSP00000363435	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.896	0.897
GLI3	WNT4	1858347	1847209	ENSP00000379258	ENSP00000290167	0.000	0.000	0.000	0.000	0.000	0.284	0.000	0.764	0.824
CALM1	GRIN2A	1853445	1851485	ENSP00000349467	ENSP00000332549	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.189	0.831
PRKAG1	RHEB	1850588	1845084	ENSP00000323867	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.101	0.900	0.162	0.918
CCNF	CCNE1	1858453	1845190	ENSP00000380256	ENSP00000262643	0.000	0.000	0.000	0.000	0.282	0.296	0.000	0.581	0.769
GAB4	ERBB2	1858841	1846101	ENSP00000383431	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.725	0.725
EZR	SLC12A7	1852156	1845645	ENSP00000338934	ENSP00000264930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.814	0.814
PDCD5	KAT5	1863943	1852315	ENSP00000466214	ENSP00000340330	0.000	0.000	0.000	0.000	0.000	0.588	0.000	0.919	0.965
PDE7A	AK4	1859054	1850420	ENSP00000385632	ENSP00000322175	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.052	0.901
NLK	CSNK1G2	1858963	1844386	ENSP00000384625	ENSP00000255641	0.000	0.000	0.000	0.000	0.102	0.000	0.000	0.700	0.719
RPL34	GJB4	1858216	1852986	ENSP00000378160	ENSP00000345868	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.860	0.860
NFKB1	ESR1	1843094	1842435	ENSP00000226574	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.625	0.926
GRM8	OPRL1	1852779	1851923	ENSP00000344173	ENSP00000336764	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.130	0.909
AGPAT1	LPCAT1	1852006	1846853	ENSP00000337463	ENSP00000283415	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.764	0.764
DLX3	SMAD6	1859461	1847140	ENSP00000389870	ENSP00000288840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.838	0.838
COPG2	SEC22A	1859757	1849306	ENSP00000393912	ENSP00000310521	0.000	0.000	0.000	0.000	0.091	0.574	0.000	0.430	0.760
PLD3	LPCAT1	1853368	1846853	ENSP00000348901	ENSP00000283415	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.085	0.904
PABPC1	PAIP2	1849591	1845709	ENSP00000313007	ENSP00000265192	0.000	0.000	0.000	0.000	0.000	0.996	0.000	0.912	0.999
IFITM3	OAS2	1858761	1852576	ENSP00000382707	ENSP00000342278	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.184	0.914
RNPS1	PRPF6	1848328	1845854	ENSP00000301730	ENSP00000266079	0.000	0.000	0.000	0.000	0.090	0.098	0.900	0.060	0.912
LPAR6	GPR132	1852804	1851080	ENSP00000344353	ENSP00000328818	0.000	0.000	0.000	0.733	0.000	0.000	0.900	0.000	0.900
WIPF2	ACTC1	1850295	1847228	ENSP00000320924	ENSP00000290378	0.000	0.000	0.000	0.000	0.000	0.301	0.000	0.603	0.711
NPY1R	GRM8	1854180	1852779	ENSP00000354652	ENSP00000344173	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.063	0.902
HLA-DRB1	OAS2	1853944	1852576	ENSP00000353099	ENSP00000342278	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
LPAR6	GPR17	1852804	1846273	ENSP00000344353	ENSP00000272644	0.000	0.000	0.000	0.816	0.000	0.000	0.900	0.742	0.913
CUL2	ARID1B	1862282	1852829	ENSP00000444856	ENSP00000344546	0.000	0.000	0.000	0.000	0.000	0.570	0.000	0.824	0.921
PLS3	ACTC1	1853267	1847228	ENSP00000348163	ENSP00000290378	0.000	0.000	0.000	0.000	0.000	0.431	0.000	0.744	0.848
RHOT2	ARHGAP22	1850404	1843969	ENSP00000321971	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.089	0.905
RET	EPN3	1853238	1846053	ENSP00000347942	ENSP00000268933	0.000	0.000	0.000	0.000	0.000	0.075	0.800	0.000	0.807
LPAR6	TRIO	1852804	1852198	ENSP00000344353	ENSP00000339299	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HLA-DQB1	HLA-DQA1	1858691	1852213	ENSP00000382034	ENSP00000339398	0.000	0.000	0.000	0.677	0.114	0.911	0.800	0.439	0.985
TRIO	CDC42	1852198	1849707	ENSP00000339299	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.449	0.900	0.462	0.967
TIAM2	ARHGAP20	1850911	1844774	ENSP00000327315	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.221	0.918
OPRL1	GPR17	1851923	1846273	ENSP00000336764	ENSP00000272644	0.000	0.000	0.000	0.722	0.000	0.000	0.900	0.000	0.900
CD40	PPARG	1855654	1847090	ENSP00000361359	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.872	0.872
OBSCN	CDC42	1862970	1849707	ENSP00000455507	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.456	0.943
MYO9B	KALRN	1858475	1843581	ENSP00000380444	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ELOVL4	PLEKHA1	1855112	1854931	ENSP00000358831	ENSP00000357986	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.726	0.726
MUTYH	NUDT1	1855617	1852224	ENSP00000361170	ENSP00000339503	0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.870	0.877
DGKI	CHPT1	1847128	1843189	ENSP00000288490	ENSP00000229266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HNRNPA2B1	FUS	1853084	1844273	ENSP00000346694	ENSP00000254108	0.000	0.000	0.000	0.000	0.077	0.000	0.900	0.396	0.939
AK4	PDE7B	1850420	1849328	ENSP00000322175	ENSP00000310661	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
INPP5B	CDC42	1855808	1849707	ENSP00000362115	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.211	0.917
MYO9B	CDC42	1858475	1849707	ENSP00000380444	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.364	0.900	0.640	0.975
CDC42	ARF6	1849707	1847953	ENSP00000314458	ENSP00000298316	0.000	0.000	0.000	0.000	0.073	0.097	0.000	0.778	0.798
HTR2A	LPAR6	1856916	1852804	ENSP00000367959	ENSP00000344353	0.000	0.000	0.000	0.637	0.000	0.000	0.900	0.119	0.902
MYO9B	CALM1	1858475	1853445	ENSP00000380444	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.699	0.000	0.447	0.826
CDC42	ACTR3	1849707	1845311	ENSP00000314458	ENSP00000263238	0.000	0.000	0.000	0.000	0.088	0.576	0.900	0.588	0.981
PABPC1	PSMD7	1849591	1842741	ENSP00000313007	ENSP00000219313	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.063	0.902
MCF2L	KALRN	1862148	1843581	ENSP00000440374	ENSP00000240874	0.000	0.000	0.000	0.652	0.000	0.000	0.900	0.000	0.900
CNOT1	CPEB3	1850299	1845840	ENSP00000320949	ENSP00000265997	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.200	0.916
PRKACB	GRIN2A	1855328	1851485	ENSP00000359719	ENSP00000332549	0.000	0.000	0.000	0.000	0.000	0.100	0.800	0.278	0.858
ORC1	CCNE1	1855507	1845190	ENSP00000360621	ENSP00000262643	0.000	0.000	0.000	0.000	0.223	0.000	0.900	0.283	0.939
MYO10	CALM1	1861521	1853445	ENSP00000421280	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.834	0.000	0.350	0.888
