""	"70"
"TCGA.05.4382.01"	0.134132643307844
"TCGA.66.2758.01"	0.54172430651018
"TCGA.17.Z008.01"	0.272003193133321
"TCGA.17.Z051.01"	0.190443254133654
"TCGA.05.4422.01"	0.120568100802545
"TCGA.49.4505.01"	0.0996676313768757
"TCGA.17.Z009.01"	0.134132643307844
"TCGA.60.2723.01"	0.53177772158746
"TCGA.51.4079.01"	0.0996676313768757
"TCGA.66.2785.01"	0.0952463327619162
"TCGA.73.4666.01"	0.714903966842616
"TCGA.22.0940.01"	0.652308591915482
"TCGA.73.4677.01"	0.190443254133654
"TCGA.17.Z013.01"	0.126895846206014
"TCGA.37.4132.01"	0.0913081010945759
"TCGA.22.4595.01"	0.0666819892532455
"TCGA.73.4675.01"	0.414812066819746
"TCGA.44.3918.01"	0.368273837595742
"TCGA.49.4494.01"	0.282707032917809
"TCGA.22.4591.01"	0.120568100802545
"TCGA.34.2608.01"	0.150443010158173
"TCGA.05.4432.01"	0.170550876033051
"TCGA.17.Z053.01"	0.200664162769171
"TCGA.60.2707.01"	0.368273837595742
"TCGA.17.Z032.01"	0.134132643307844
"TCGA.66.2767.01"	0.426294674591529
"TCGA.44.4112.01"	0.330738111180726
"TCGA.17.Z000.01"	0.120568100802545
"TCGA.17.Z015.01"	0.560857024118569
"TCGA.60.2719.01"	0.055060671053147
"TCGA.17.Z045.01"	0.104579857206854
"TCGA.22.1012.01"	0.109612843538055
"TCGA.17.Z002.01"	0.126895846206014
"TCGA.18.3406.01"	0.598021748849152
"TCGA.60.2711.01"	0.0810951526656624
"TCGA.60.2695.01"	0.488632435901615
"TCGA.66.2778.01"	0.078049224584878
"TCGA.17.Z034.01"	0.109612843538055
"TCGA.17.Z035.01"	0.114447725165911
"TCGA.17.Z007.01"	0.180634997681042
"TCGA.22.1000.01"	0.306443154188692
"TCGA.17.Z014.01"	0.160573922967514
"TCGA.34.2604.01"	0.0666819892532455
"TCGA.66.2766.01"	0.0845159262367504
"TCGA.55.1594.01"	0.134132643307844
"TCGA.44.2661.01"	0.190443254133654
"TCGA.44.2659.01"	0.126895846206014
"TCGA.21.1077.01"	0.0666819892532455
"TCGA.66.2742.01"	0.66166706008194
"TCGA.17.Z020.01"	0.104579857206854
"TCGA.17.Z027.01"	0.0810951526656624
"TCGA.60.2706.01"	0.0878725615322513
"TCGA.05.4250.01"	0.589381566970731
"TCGA.43.3920.01"	0.0996676313768757
"TCGA.37.3792.01"	0.22155612110147
"TCGA.66.2791.01"	0.114447725165911
"TCGA.22.1005.01"	0.150443010158173
"TCGA.44.2666.01"	0.500633373011472
"TCGA.44.3396.01"	0.560857024118569
"TCGA.66.2771.01"	0.295096017418887
"TCGA.66.2789.01"	0.104579857206854
"TCGA.66.2759.01"	0.476239588498302
"TCGA.21.1083.01"	0.0694529044725622
"TCGA.05.4403.01"	0.53177772158746
"TCGA.66.2737.01"	0.0845159262367504
"TCGA.35.3615.01"	0.615907892316415
"TCGA.17.Z047.01"	0.150443010158173
"TCGA.66.2782.01"	0.0694529044725622
"TCGA.17.Z018.01"	0.200664162769171
"TCGA.66.2763.01"	0.462761308271431
"TCGA.56.1622.01"	0.245234857363806
"TCGA.66.2800.01"	0.0752072834850949
"TCGA.44.2668.01"	0.462761308271431
"TCGA.64.1678.01"	0.714903966842616
"TCGA.60.2712.01"	0.53177772158746
"TCGA.17.Z021.01"	0.0878725615322513
"TCGA.05.4434.01"	0.295096017418887
"TCGA.17.Z043.01"	0.150443010158173
"TCGA.17.Z016.01"	0.190443254133654
"TCGA.18.3409.01"	0.0845159262367504
"TCGA.05.4426.01"	0.104579857206854
"TCGA.21.1080.01"	0.551505689256515
"TCGA.60.2714.01"	0.462761308271431
"TCGA.37.4141.01"	0.0694529044725622
"TCGA.73.4670.01"	0.0641354694688317
"TCGA.17.Z028.01"	0.295096017418887
"TCGA.17.Z022.01"	0.0996676313768757
"TCGA.05.4389.01"	0.0616770220839843
"TCGA.51.4080.01"	0.0913081010945759
"TCGA.66.2765.01"	0.109612843538055
"TCGA.18.3411.01"	0.0996676313768757
"TCGA.46.3766.01"	0.21077711275232
"TCGA.17.Z024.01"	0.104579857206854
"TCGA.43.2578.01"	0.0722977907230715
"TCGA.55.1595.01"	0.0722977907230715
"TCGA.33.4532.01"	0.078049224584878
"TCGA.66.2787.01"	0.150443010158173
"TCGA.05.4397.01"	0.476239588498302
"TCGA.43.3394.01"	0.141762529154319
"TCGA.21.1071.01"	0.233340857573778
"TCGA.66.2753.01"	0.295096017418887
"TCGA.44.3919.01"	0.598021748849152
"TCGA.17.Z042.01"	0.714903966842616
"TCGA.66.2773.01"	0.598021748849152
"TCGA.49.4510.01"	0.714903966842616
"TCGA.38.4627.01"	0.0878725615322513
"TCGA.21.1078.01"	0.0594416460498815
"TCGA.22.0944.01"	0.134132643307844
"TCGA.49.4507.01"	0.0694529044725622
"TCGA.21.1070.01"	0.0531234589778844
"TCGA.66.2757.01"	0.109612843538055
"TCGA.67.3773.01"	0.426294674591529
"TCGA.67.3772.01"	0.134132643307844
"TCGA.60.2724.01"	0.120568100802545
"TCGA.17.Z061.01"	0.233340857573778
"TCGA.66.2780.01"	0.0996676313768757
"TCGA.44.2656.01"	0.160573922967514
"TCGA.17.Z001.01"	0.759856222136606
"TCGA.66.2734.01"	0.141762529154319
"TCGA.05.4402.01"	0.551505689256515
"TCGA.17.Z054.01"	0.652308591915482
"TCGA.18.3415.01"	0.109612843538055
"TCGA.60.2726.01"	0.0845159262367504
"TCGA.66.2755.01"	0.259274502443621
"TCGA.60.2708.01"	0.598021748849152
"TCGA.18.3414.01"	0.109612843538055
"TCGA.18.3416.01"	0.783430334124178
"TCGA.17.Z006.01"	0.330738111180726
"TCGA.73.4659.01"	0.233340857573778
"TCGA.34.2609.01"	0.180634997681042
"TCGA.17.Z039.01"	0.134132643307844
"TCGA.44.3398.01"	0.180634997681042
"TCGA.17.Z017.01"	0.450205848832697
"TCGA.66.2783.01"	0.22155612110147
"TCGA.22.1017.01"	0.0845159262367504
"TCGA.51.4081.01"	0.0752072834850949
"TCGA.66.2744.01"	0.0952463327619162
"TCGA.33.4538.01"	0.742830651023106
"TCGA.60.2722.01"	0.488632435901615
"TCGA.33.4533.01"	0.560857024118569
"TCGA.44.2665.01"	0.551505689256515
"TCGA.60.2716.01"	0.259274502443621
"TCGA.21.1079.01"	0.126895846206014
"TCGA.60.2710.01"	0.0752072834850949
"TCGA.17.Z046.01"	0.104579857206854
"TCGA.17.Z038.01"	0.200664162769171
"TCGA.46.3769.01"	0.078049224584878
"TCGA.18.4083.01"	0.190443254133654
"TCGA.18.3408.01"	0.551505689256515
"TCGA.17.Z052.01"	0.0996676313768757
"TCGA.22.1002.01"	0.0996676313768757
"TCGA.35.3621.01"	0.391969928498465
"TCGA.66.2768.01"	0.380021006188889
"TCGA.05.4398.01"	0.0913081010945759
"TCGA.73.4668.01"	0.114447725165911
"TCGA.66.2769.01"	0.0952463327619162
"TCGA.18.3421.01"	0.22155612110147
"TCGA.66.2788.01"	0.120568100802545
"TCGA.17.Z041.01"	0.141762529154319
"TCGA.66.2793.01"	0.078049224584878
"TCGA.66.2792.01"	0.120568100802545
"TCGA.05.4244.01"	0.0722977907230715
"TCGA.34.2596.01"	0.57051837006099
"TCGA.38.4625.01"	0.0752072834850949
"TCGA.17.Z059.01"	0.368273837595742
"TCGA.55.1592.01"	0.414812066819746
"TCGA.22.1016.01"	0.0666819892532455
"TCGA.05.4418.01"	0.0913081010945759
"TCGA.66.2786.01"	0.521171230024275
"TCGA.73.4662.01"	0.245234857363806
"TCGA.37.4133.01"	0.426294674591529
"TCGA.49.4506.01"	0.104579857206854
"TCGA.49.4501.01"	0.120568100802545
"TCGA.17.Z026.01"	0.114447725165911
"TCGA.21.1081.01"	0.078049224584878
"TCGA.21.1072.01"	0.511018371544911
"TCGA.37.4135.01"	0.0722977907230715
"TCGA.18.3410.01"	0.180634997681042
"TCGA.35.4122.01"	0.0996676313768757
"TCGA.64.1680.01"	0.318519073917483
"TCGA.17.Z060.01"	0.104579857206854
"TCGA.34.2600.01"	0.0641354694688317
"TCGA.22.4594.01"	0.0996676313768757
"TCGA.17.Z004.01"	0.150443010158173
"TCGA.66.2770.01"	0.245234857363806
"TCGA.64.1676.01"	0.170550876033051
"TCGA.35.4123.01"	0.22155612110147
"TCGA.60.2696.01"	0.0845159262367504
"TCGA.38.4628.01"	0.0952463327619162
"TCGA.44.2662.01"	0.120568100802545
"TCGA.17.Z056.01"	0.160573922967514
"TCGA.21.1075.01"	0.0666819892532455
"TCGA.66.2781.01"	0.104579857206854
"TCGA.66.2754.01"	0.104579857206854
"TCGA.66.2756.01"	0.078049224584878
"TCGA.38.4629.01"	0.190443254133654
"TCGA.17.Z023.01"	0.272003193133321
