	GBM	Normal	MeanDecreaseAccuracy	MeanDecreaseGini
cg05835276	0.000569820214651629	0.00149935074303852	0.000963900645879445	1.74871782580533
cg04633600	-3.81297199662528e-05	0.00480612710974449	0.00200743906752146	1.74802023734469
cg27071460	5.73600776893782e-05	0.00177314519377196	0.000793051579274663	1.74365758801689
cg05974274	0.000114942934755125	0.00474004475407945	0.00204239715582306	1.73924182864739
cg21643403	-1.85318681782844e-05	0.00216269275949132	0.000899906686256562	1.73896961914689
cg13180678	4.21854932861723e-05	0.00370404700511136	0.00150064673314539	1.73548735692404
cg22409854	0.000485812768518714	0.00541224394616443	0.00243865736920246	1.73268292591923
cg22762844	-3.152205617861e-05	0.00516390547127979	0.0021457723426599	1.73175397745007
cg20880234	2.42847447947849e-05	0.00350377610224965	0.00145351704855893	1.71735447129621
cg22158769	0.000437048742643172	0.00618792012627198	0.00277086849956425	1.70911833500407
cg01504555	0.000143100628349143	0.00350637101106447	0.00153403240211925	1.69846192206637
cg25090514	6.70873552528737e-06	0.00218667013821495	0.000899449088047092	1.68734010653696
cg03172801	6.12079255092976e-06	0.0027607887366552	0.00113045144363148	1.68573822853079
cg11722699	3.89124848190386e-05	0.00585892229098872	0.00239923849628316	1.65793781396867
cg02179455	7.51256157749341e-05	0.00138086953272928	0.000600581074326116	1.6242037520584
cg00376022	-3.78327580292092e-05	0.0037851091069352	0.00153527306922299	1.61786939713823
cg05482942	-3.13134445713578e-05	0.00193547455429799	0.000748691785818704	1.61048449396891
cg03734437	-3.16721135277976e-05	0.00100014182206688	0.000377452753777203	1.60435017931347
cg16133088	-3.14660216132236e-07	0.00122751322751323	0.000500094704470395	1.60059754684407
cg14310034	7.51801229556055e-07	0.00225624603093808	0.000909824760988238	1.58913063638506
cg12178578	0.000240310597293017	0.00261372111256154	0.00124554915813078	1.58749861763143
cg10938374	6.8171021599795e-05	0.00197774701879246	0.000854464718751712	1.57004102883991
cg05720261	3.07236276245028e-05	0.00111325974800608	0.00046904457926601	1.54733384350493
cg19788741	0.00139141151667467	0.00640386452258099	0.00349627545599642	1.54507027694372
cg22513169	0.000113278826986166	0.00347449533898904	0.00149667916029183	1.54150427278492
cg24984523	2.45477728317304e-05	0.00318990559729655	0.00132842471843404	1.52921210664823
cg25185173	-2.37163101335536e-06	0.0017378154237945	0.000710534088122189	1.52514225942423
cg10693616	0.000123960226992407	0.00232214282792572	0.00105550621279323	1.52124694787111
cg07153665	0.000192477665033871	0.0029807714326459	0.00136853835493143	1.51592342428921
cg25304816	0.000425697535345201	0.00210680463398579	0.00109979580964197	1.50467575231317
cg14189141	0.000146650180772682	0.00340912347193603	0.001465923132995	1.49470848092181
cg17101450	6.02179199160713e-06	0.00266788871958182	0.00109875399079038	1.4920346218676
cg23054189	0.000245543644731282	0.00444325811500051	0.00202851529941902	1.48311907173805
cg18064152	0.000376087003252985	0.00223225477920112	0.00112738955143479	1.47979124786944
cg12634932	0.000172750991581496	0.00167067145233014	0.000726963205630387	1.47380650236621
cg20172627	0.000350457574906556	0.00841225642175668	0.00357014833530744	1.4580329290952
cg12833207	5.77753579568696e-05	0.00508647449297577	0.00219064586122657	1.45425799147989
cg16061012	0.000132200888462129	0.00136955275660454	0.000635604840572781	1.44928542048
cg05870739	6.12131199570318e-05	0.00353678277936752	0.00152691651134944	1.44141100959703
cg14732324	0.000351474182719401	0.00266737115309274	0.00128848852787498	1.42343195128159
cg00361495	2.46639536317672e-07	0.00074569651705358	0.000302415536304822	1.41290049804143
cg14765959	-5.04947485186493e-05	0.00482475166952344	0.00193980256392129	1.38795600318163
cg26468478	0.000132551457750377	0.00389402030980104	0.00169783638563485	1.38267359762269
cg25379026	0.000147819078164828	0.00422508368718236	0.00183542956361135	1.35158613793805
cg11287660	-3.56463490953522e-05	0.0028446967064869	0.00106381730589879	1.34883411062429
cg02078370	0.000185719727972258	0.00147513964282905	0.000719657323328134	1.3303374297123
cg26322231	-6.75706913428864e-05	0.00299117296760652	0.00114330514333634	1.32249872293411
cg10046620	-3.67065002395404e-06	0.00310425244090816	0.0012656504985914	1.32143083293542
cg24887265	0.000353820878530679	0.00265905164284948	0.00131093181316671	1.32085708103564
cg09273054	2.48660221341605e-05	0.00429621726769142	0.00175809349281834	1.31883227163447
cg07078225	6.18038435822416e-06	0.0052125800116006	0.00206142860279872	1.3148070976047
cg23982858	-5.73236100886134e-05	0.00530247060906405	0.00208875257342258	1.31414237906
cg15841063	-2.40601031121081e-05	0.00206037374074145	0.000845264488702309	1.3117987513335
cg16650717	-9.20564998878418e-07	0.00261288335792535	0.0010493088793219	1.31010101777113
cg12997720	9.35061558231726e-05	0.00363524419610603	0.00153555692638358	1.3066132147326
cg12593303	-1.87118057096692e-05	0.00100313324171502	0.000413443497921571	1.3065245526672
cg08828819	0.000244785642753861	0.00146499930144239	0.000754439905160959	1.30499718949522
cg16236672	3.07289644729892e-05	0.00340686428416673	0.00141622110272433	1.29669630790672
cg09854734	0.000180616780084266	0.00309465490832275	0.00141406314815376	1.28873135380501
cg09024126	-3.83905542973537e-05	0.00421456692574995	0.00169418998834809	1.28574547056474
cg04640675	0.000209392162350498	0.00186431934214111	0.000891701399260927	1.28099891572322
cg19890277	-6.84937948606141e-06	0.00271985865329943	0.00110466306359696	1.28074955759863
cg09968723	0.000213312738265267	0.00380619365842777	0.00170058770080436	1.27927426578559
cg13719746	0.000317532185075724	0.00212413190744393	0.00106864569528264	1.27902353591516
cg15074033	2.64226059230928e-05	0.00148365383724799	0.000640668038667073	1.2719504844956
cg25600049	5.71805079459362e-06	0.00227342427503609	0.000910015737199807	1.26708446960264
cg07403338	0.000265452924995633	0.0021880005626201	0.00106208181212335	1.25971349219914
cg23695707	0.000199892966505232	0.00159607433603101	0.000790829990930705	1.25056595280571
cg11770080	1.79040238686646e-05	0.00283028570040348	0.00117154536266413	1.24504113609728
cg17394649	-3.65216996923268e-05	0.0045763003364892	0.00187328641696968	1.23966018043138
cg20855565	-2.52283610316021e-05	0.00163117112928252	0.000651021278114653	1.2307574427105
cg11878331	1.44481605351171e-05	0.000476302811871307	0.000205140096715613	1.22811729852135
cg17395064	0.000106262243206886	0.00105382109949641	0.000490652173808313	1.22598925463506
cg11729679	5.79647724353332e-05	0.0012785237199455	0.000543632797757534	1.2258400895656
cg21773220	5.76769922570736e-05	0.0012852457234788	0.000555601316447805	1.22360709765389
cg13099890	-1.02493438506554e-05	0.00371740245743475	0.00158138287921707	1.21477018135352
cg18507379	0.000112683061977684	0.00197065426581521	0.000880976925036167	1.21320088481192
cg18877285	0.00017026401766112	0.000777744027178099	0.000410321354597006	1.2058942682739
cg06829830	5.69928830511177e-06	0.00436351305040677	0.00181894142246101	1.19995440481713
cg14458955	-3.70543621742597e-05	0.00618800972356644	0.00247706288518698	1.19222512553774
cg25916711	6.65174578711919e-05	0.00265771802329013	0.0011497913201613	1.1882372264905
cg03656099	0.000126693801825376	0.00513981957725826	0.00217355384750934	1.18423095658313
cg13420848	-3.11681370219167e-05	0.0015159668279411	0.000599699124357435	1.18345731689161
cg04786857	0.000332475649962976	0.00270359704815674	0.00129833615028791	1.1752558463498
cg08893692	-1.3125923557445e-05	0.0020752565341319	0.000850923271850578	1.16865669344837
cg12146546	-7.27952805855669e-06	0.0027964157381049	0.00114419531394692	1.16175939314221
cg13933262	-2.56021529948822e-05	0.00210133733306723	0.000858404778573702	1.15459805007539
cg14326413	-1.16999620423134e-05	0.00421357321218469	0.00170881972114046	1.15064679798439
cg05984244	0.00017422321541176	0.000750735347388249	0.000403285474454491	1.1449896398347
cg26998044	6.70109279553065e-06	0.0018162203031091	0.000730470025033119	1.1434896139373
cg24034005	-2.94441441574889e-05	0.00239170187081436	0.000983652204624905	1.14146973174245
cg09513990	0.000123768703834062	0.00346873038284499	0.00149994040102946	1.13795336131954
cg23874561	6.17984746304556e-05	0.00110981034731881	0.000499118083359002	1.13298962324113
cg27513574	8.17118717405662e-05	0.00193616060000421	0.000812792023564153	1.12916553606587
cg20532999	-4.21525008335101e-05	0.00368697468827799	0.00143987744735032	1.12702392687815
cg04408595	7.22434293315887e-07	0.00129365397929786	0.000565715050058355	1.12484115948381
cg01793704	0.000454848879320776	0.00305023423018228	0.00152704143694045	1.12020250216093
cg13530938	0.000191292582046285	0.000221901193228627	0.000207521410333978	1.11389297104129
cg11382963	5.78951222341184e-06	0.00132176402154639	0.000546633120876663	1.11315787308449
cg27252395	1.86711905221137e-05	0.00172329880912522	0.000713013941829246	1.10503977755626
cg02948476	3.23070039984904e-05	0.00299582313483667	0.00123786077097066	1.10247468250016
cg22991959	-1.23042008611465e-05	0.00380327408967277	0.00153710965945879	1.09724383126877
cg06962944	0.000444241708010811	0.00151652664521304	0.000891148375380398	1.09102470561546
cg24722950	4.25654991678013e-05	0.00291745707313575	0.00119529373674791	1.08992820576703
cg18691800	-1.31900493227372e-05	0.00297252352093682	0.00123718770902022	1.07974024001471
cg04212922	-1.81189238137462e-05	0.00399917580413584	0.00159257034297418	1.07683989383194
cg25691167	0.00013765853229574	0.00708749097634837	0.00304314849207132	1.07386071537963
cg01048962	2.41445197151294e-05	0.000832261624615954	0.00033077223154841	1.07292304346122
cg02874942	-1.27388535031847e-05	0.0018565873122342	0.000767848483489549	1.0696877162444
cg13722431	0.00045489937112737	0.00169329931195346	0.000981983164296749	1.06835391457493
cg13509195	3.92811815046004e-05	0.00312641325907036	0.00134756552415073	1.06828978955938
cg23567562	0.00019154805252124	0.000185475834578974	0.000186203181441363	1.06171728686753
cg00498591	0.00030428122616456	0.0044713073809122	0.00201344023708291	1.06164476670401
cg00063174	-3.82807366721882e-05	0.00141586844788271	0.000546465009786742	1.06126667105774
cg14029489	0.000105758679183714	0.00118068915341036	0.000526950197788956	1.05481551433332
cg02599464	9.87192224575402e-05	0.00212301984388582	0.000894952638778364	1.05317210038101
cg08466792	6.60091589586634e-05	0.00117466283286717	0.000482285572711756	1.05306229296577
cg04365224	-2.56522986295424e-05	0.00124246028335714	0.000490880377341131	1.04848742093102
cg19611817	-2.38095238095238e-05	0.000583364524849241	0.000212944428557811	1.04702750377498
cg27180880	-4.91194741836824e-05	0.00647998808556046	0.00261982637284187	1.04435755653977
cg00092518	2.53539228600574e-05	0.000760020110608346	0.000329028364386398	1.04273727604689
cg10667877	1.84631645130822e-05	0.00160566395762671	0.000665716937704816	1.03344663437142
cg09681335	0.000145817895619988	0.000915495316904748	0.000457464862711559	1.02838593173349
cg11326255	-1.86930491937768e-05	0.00274723060395253	0.00111015970549788	1.02136711264268
cg18233405	5.58859143242443e-05	0.00264804074153399	0.00112804651517537	1.00876022986837
cg05751100	-1.13466594412609e-05	0.000876936032128853	0.000344740245715021	1.00839248413479
cg00455424	-2.77794313153562e-07	0.000840094369167171	0.00034587161063472	1.00659193651962
cg14673387	-2.57305110996386e-05	0.000879411714290612	0.000368566392479436	1.00530950923415
cg21913319	5.9299602842569e-06	0.00158213266686479	0.000695168313304077	1.00136441922045
cg03192551	8.86325319193606e-05	0.00148217405807756	0.000638325529641228	0.99993093799735
cg14510333	9.27257310863384e-06	0.00175586898425042	0.000733946313369709	0.995487705763967
cg01963134	8.77270116560993e-05	0.00198561338623441	0.000908753550225306	0.988180952387585
cg07785447	2.01576854252513e-05	0.00177224675164707	0.000704962416485505	0.988082464672633
cg08258259	6.10181358847298e-05	0.00194034277397496	0.000827630178511392	0.981945620904195
cg21596313	6.29047959807528e-05	0.00132129390318093	0.000567710604061238	0.981803065888048
cg12889538	-4.25776196168818e-05	0.00209322942378991	0.000822089836416503	0.979189798087946
cg20716058	4.80070768976204e-06	0.00103466800344346	0.000432870969257407	0.978656217851309
cg10348193	0.000865916724760601	0.00046750696521985	0.000705807486855458	0.974360558852353
cg14872952	0.000118017066492648	0.00147595364981258	0.000683962907586651	0.974269642302852
cg01340542	0.000265740588525399	0.000932251235003529	0.000553392796119975	0.971622504161314
cg18786873	0.000217357170152165	0.0010033041335685	0.000550517548559676	0.967652516978791
cg04932340	-2.43237822989251e-05	0.004665273505962	0.00188918511437512	0.967636686422775
cg07870757	6.60467709740415e-05	0.00209278875618253	0.000888064859234798	0.9649512801925
cg20801056	0.000225197965647037	0.00262772341492625	0.00121615660645316	0.963492895865388
cg24395801	0.000382267885774038	0.00268297600874527	0.0013350675250857	0.962127156423546
cg11966450	7.66116421520657e-05	0.00126280458012024	0.000557619542377906	0.959958484934193
cg03044249	0.000151736371601475	0.0019350599292424	0.000882726261130342	0.958821614002617
cg05882938	-1.42065142065142e-05	0.00159070380416295	0.000669363085221806	0.955909341516777
cg22893248	0.000168051348110787	0.000879168127679156	0.000476759439128273	0.953588335576788
cg17534899	5.42809042744034e-05	0.00336911602371952	0.00144619102863751	0.949761036544663
cg23009123	-1.3541200382682e-05	0.00106688315273813	0.000430676083900254	0.946155743734838
cg23547017	-1.22321849929212e-05	0.000337435135039468	0.000127892968139858	0.945155904993503
cg20111643	4.86234006868669e-05	0.00222320099149984	0.000944597773215728	0.944454279873469
cg14819504	-5.80146785284594e-06	0.000911627906976744	0.000357237232540852	0.942736510176987
cg03048314	-3.79359942466739e-05	0.002900705117299	0.00117629713312381	0.941115864080189
cg06367925	0.0005417308441334	0.00395226405519856	0.00191853465176384	0.939001601242228
