	genesymbol	McaM	McoM	Pvalue	OR	CI.upper	CI.lower	Logistic.P	Sens	Spec	AUC
AKAP12_151562306	AKAP12	0.0305656056037968	0.0186792094250048	0.0102524828534981	12.064940371217	25.7408619774653	2.49611644768525	0.0462932589989306	0.788235294117647	0.418604651162791	0.615253077975376
AKAP12_151562325	AKAP12	0.0180486948150168	0.0115573570862368	0.00946265497425653	23.0402380690359	49.6577371800611	3.82173163995329	0.0631943677459758	0.458823529411765	0.755813953488372	0.616552667578659
AKAP12_151562334	AKAP12	0.0402491694336274	0.0233521362753521	0.00383211204739408	10.6144485934506	20.6258437905509	3.2034389676291	0.019794439934455	0.647058823529412	0.581395348837209	0.629822161422709
AKAP12_151562337	AKAP12	0.0357007660283909	0.0213116015447266	0.000129944521889697	12.4762658228772	24.89786936347	3.63962763286817	0.0234429297858849	0.552941176470588	0.732558139534884	0.671682626538988
AKAP12_151562339	AKAP12	0.0416801451312268	0.0238450290938576	3.07724371987151e-06	16.5192786869306	28.4573466399396	6.92565603058539	0.00292805942995102	0.823529411764706	0.558139534883721	0.709028727770178
AKAP12_151562344	AKAP12	0.0425635939373712	0.0260394463146486	4.49356742039602e-05	10.6999399318345	19.5424671614877	3.73478869566023	0.00860726427257012	0.811764705882353	0.523255813953488	0.683036935704514
AKAP12_151562359	AKAP12	0.0514324592616191	0.0283979186774863	2.84394911197835e-05	9.43379364886693	17.8971985007642	2.98403519320411	0.0149007241735958	0.729411764705882	0.616279069767442	0.687688098495212
AKAP12_151562371	AKAP12	0.0383555335727353	0.0206513259622306	7.28232398276388e-06	16.6289972188798	29.1628221436264	6.58309332472877	0.00456523211120932	0.529411764705882	0.790697674418605	0.700957592339261
AKAP12_151562375	AKAP12	0.0349770657878138	0.0200465094492768	9.76000492110532e-05	17.2539326416595	30.5768415501605	6.49715618449288	0.00584669175400106	0.611764705882353	0.674418604651163	0.674829001367989
AKAP12_151562399	AKAP12	0.021047858828988	0.0140264320158191	0.000153840085143881	15.8252574574332	31.0747339503822	3.65232540316071	0.0273997303985246	0.741176470588235	0.569767441860465	0.669767441860465
AKAP12_151562405	AKAP12	0.0146365507731526	0.0105537495586398	0.0299369111330315	9.60443003038299	26.3238476561287	-0.777590286057535	0.162464617356084	0.4	0.779069767441861	0.597400820793434
AKAP12_151562410	AKAP12	0.0127208524998734	0.0102929671629305	0.11731399881507	6.29189605140429	22.8700290968577	-3.84626717205925	0.324207105754239	0.729411764705882	0.441860465116279	0.570451436388509
AKAP12_151562421	AKAP12	0.0313427900404308	0.0184166131857461	0.00763320117085323	8.08903139593783	20.9556343284733	0.357200502868375	0.182562109172602	0.529411764705882	0.697674418604651	0.61983584131327
AKAP12_151562429	AKAP12	0.0106901679492001	0.00946052986438397	0.125224223549821	19.2637213986024	48.4547525217484	-5.71786019730921	0.160954660899959	0.764705882352941	0.441860465116279	0.568946648426813
BCAT1_25055896	BCAT1	0.317672219306924	0.0856573943789722	1.42637938618509e-10	2.72223918104017	3.79522472738208	1.83580077751076	8.69674974513382e-08	0.702380952380952	0.825581395348837	0.789728682170543
BCAT1_25055901	BCAT1	0.336369996565172	0.0877303098281764	5.46934666083148e-11	2.70987408865638	3.76892803938775	1.83989687263167	6.66105280728304e-08	0.75	0.813953488372093	0.797065337763012
BCAT1_25055906	BCAT1	0.337953628316293	0.0892834074342748	2.84716816914793e-11	2.70436324762576	3.76305071326616	1.83433622738371	7.04076892718114e-08	0.726190476190476	0.813953488372093	0.802048726467331
BCAT1_25055911	BCAT1	0.33218021017374	0.0865536456812436	1.09831809212408e-10	2.60018046749761	3.62658280646648	1.75429822388221	8.75882834217625e-08	0.738095238095238	0.802325581395349	0.791735880398671
BCAT1_25055933	BCAT1	0.334307881065186	0.0872117292663201	8.71742558539685e-11	2.67937729765719	3.72761868864795	1.81541650340567	7.15864259909504e-08	0.714285714285714	0.825581395348837	0.793466223698782
BCAT1_25055939	BCAT1	0.329169223712362	0.0842772332182904	7.18125761214776e-11	2.60240791736388	3.62703294542969	1.75662202075429	8.45431375675415e-08	0.714285714285714	0.813953488372093	0.794988925802879
BCAT1_25055941	BCAT1	0.326208318562036	0.0865004970496774	1.23397246823367e-10	2.67925339531402	3.73933145627655	1.80435449294672	9.52400039390806e-08	0.726190476190476	0.802325581395349	0.790836101882614
BCAT1_25055956	BCAT1	0.337739092059638	0.0901761908740464	7.58314936259466e-11	2.61718237218886	3.63424668864764	1.7749741022039	6.39670102525635e-08	0.726190476190476	0.802325581395349	0.794573643410853
BCAT1_25055967	BCAT1	0.334940758348045	0.0937807265439695	4.85263572780539e-10	2.55467408931895	3.54071988013558	1.7292723802337	6.27524485692831e-08	0.678571428571429	0.837209302325581	0.780454042081949
BCAT1_25055972	BCAT1	0.336756292815458	0.0895368023777238	7.18125761214776e-11	2.60493184289789	3.61538423197871	1.76632128842807	6.33936233266582e-08	0.714285714285714	0.802325581395349	0.794988925802879
BCAT1_25055974	BCAT1	0.33388018773421	0.0888181092906778	1.14767571322625e-10	2.59356027297088	3.60381164484341	1.75485914747303	7.04076892718114e-08	0.738095238095238	0.767441860465116	0.791389811738649
BCAT1_25055976	BCAT1	0.33823461334475	0.0911358154357977	4.90493160121583e-11	2.67164348722077	3.70808844557522	1.81496930659474	6.15935359893658e-08	0.738095238095238	0.790697674418605	0.797895902547065
BCAT1_25055986	BCAT1	0.340818120258455	0.11015159092797	2.04055783743508e-11	2.81001494890477	3.89384445147201	1.90758779379421	5.91076851115025e-08	0.678571428571429	0.837209302325581	0.804401993355482
BCAT1_25055996	BCAT1	0.343173426969266	0.112467078233115	1.31179777095655e-11	2.81241406488461	3.89747601711727	1.9105888848797	5.79855939624151e-08	0.75	0.790697674418605	0.807724252491694
BCAT1_25056012	BCAT1	0.314903318770347	0.0857671635459849	1.5614704936786e-10	2.75959784952721	3.84238407349019	1.86252004059108	8.15616128902522e-08	0.714285714285714	0.802325581395349	0.789036544850498
BCAT1_25056015	BCAT1	0.325573192310037	0.0968319801201183	3.32840735004104e-11	2.74993123639302	3.82596389181124	1.85738638787862	7.70376323801242e-08	0.738095238095238	0.802325581395349	0.800802879291251
BCAT1_25056019	BCAT1	0.306819787019225	0.083454293382485	1.74497222951211e-10	2.72647140519612	3.80202082410379	1.83304342990779	9.44798462110142e-08	0.702380952380952	0.802325581395349	0.788205980066445
BCAT1_25056031	BCAT1	0.335794526324444	0.100307589429978	8.1541239279614e-11	2.69146696615619	3.73678790415693	1.82300706635742	6.52311105579639e-08	0.761904761904762	0.802325581395349	0.794019933554817
BCAT1_25056043	BCAT1	0.297838825226614	0.0785437727446257	1.38147665169873e-09	2.74644401769547	3.84151665477095	1.83958564207088	1.17256139106688e-07	0.714285714285714	0.802325581395349	0.772702104097453
BCAT1_25056054	BCAT1	0.345621823820286	0.0950638196162557	4.07747634853057e-11	2.58872163416412	3.59332947659409	1.75728102810101	6.21944922223275e-08	0.761904761904762	0.767441860465116	0.799280177187154
BCAT1_25056056	BCAT1	0.335696940348382	0.090268972326111	1.23397246823367e-10	2.52735317060133	3.51590576366675	1.70708060422606	7.64751065959381e-08	0.714285714285714	0.802325581395349	0.790836101882614
BCAT1_25056058	BCAT1	0.34830484145307	0.0947753681487191	7.59448794479256e-12	2.65777497592712	3.6905664673761	1.80893523495419	5.91076851115025e-08	0.761904761904762	0.790697674418605	0.811738648947951
BCAT1_25056071	BCAT1	0.354728311619885	0.0932226288500856	3.52136769490094e-12	2.71495197401952	3.7496972038995	1.8618186452345	4.00290995219926e-08	0.773809523809524	0.790697674418605	0.817275747508306
BCAT1_25056080	BCAT1	0.336902842905969	0.0859792087250863	6.67828738823809e-11	2.5106358732808	3.4990831791523	1.6933521353135	8.62949747112022e-08	0.69047619047619	0.825581395348837	0.795542635658915
BCAT1_25056083	BCAT1	0.343485090546913	0.0843543252849982	1.52753004917666e-11	2.60559287239391	3.61941348040356	1.77066534906153	6.32482180379597e-08	0.75	0.802325581395349	0.806616832779623
CD200_112051941	CD200	0.0657461164814329	0.0263455073131866	0.393216684193039	2.6244966561254	5.47276622487473	0.720825813274043	0.025703332096785	0.517647058823529	0.569767441860465	0.461422708618331
CD200_112051955	CD200	0.0708297435653215	0.035630828098471	0.624348811519711	2.53801498170114	5.42157432074254	0.591689187917354	0.0345128647740744	0.517647058823529	0.534883720930233	0.477838577291382
CD200_112051964	CD200	0.0744984587099652	0.038634036705778	0.922431974558318	2.54677866479836	5.2488867857067	0.625778504315219	0.0278069498483432	0.423529411764706	0.674418604651163	0.495485636114911
CD200_112051982	CD200	0.0600969987578713	0.0344309387518497	0.78059865178967	1.88702369351469	4.6136546209834	0.0612626857216907	0.0916873702086325	0.447058823529412	0.674418604651163	0.512722298221614
CD200_112051991	CD200	0.0584084646984916	0.0306779088392836	0.713919219264901	1.92585703434265	4.56157188209142	0.152842349053885	0.072822079742247	0.2	0.906976744186046	0.516689466484268
CD200_112052014	CD200	0.0684736910821008	0.0365086429285918	0.976629398112281	2.00029798071825	4.34386210189292	0.310681050742326	0.044951861706655	0.223529411764706	0.872093023255814	0.501436388508892
CD200_112052022	CD200	0.0814257022060771	0.0371289377587956	0.133981562895764	2.44112035209921	4.84769933820687	0.738136288786986	0.0178049467296055	0.258823529411765	0.895348837209302	0.567305061559508
CD200_112052037	CD200	0.066057135184659	0.0293380610544426	0.52167185950762	2.09448948553054	4.54619932028256	0.432830090867017	0.0377683700135999	0.376470588235294	0.686046511627907	0.470998632010944
CD200_112052039	CD200	0.0657480404201839	0.0314014886398892	0.835675788786698	1.89128164221755	4.19907192285846	0.290332549865471	0.0493567031558132	0.576470588235294	0.488372093023256	0.490560875512996
CD200_112052041	CD200	0.0659048737298386	0.032712639656252	0.988908091014807	1.83523207458801	4.07935462279431	0.247949075883779	0.0519331954668	0.176470588235294	0.906976744186046	0.499316005471956
CD200_112052043	CD200	0.071062654251654	0.0334535012764857	0.383962789130132	2.23617467793457	4.73530794377834	0.515994155746022	0.0326132791623665	0.258823529411765	0.895348837209302	0.539398084815321
CD200_112052077	CD200	0.0761601280842743	0.0340171016916327	0.624348811519711	2.0014469593663	4.14971117259321	0.476158242122339	0.0283950131371424	0.188235294117647	0.930232558139535	0.522161422708618
CDO1_115152172	CDO1	0.235843079859714	0.0493169242212233	4.68141356814929e-10	3.31023459095886	4.79824018765713	2.11975278451593	1.5932493049119e-06	0.564705882352941	0.930232558139535	0.779890560875513
CDO1_115152190	CDO1	0.245069421641803	0.0557504505160368	6.77046757830756e-09	3.23847170521073	4.6895958866207	2.07306696402604	1.56748823857632e-06	0.670588235294118	0.813953488372093	0.75984952120383
CDO1_115152198	CDO1	0.26200047226074	0.0613890392307016	8.9312023502839e-11	3.38036977138065	4.82690865846441	2.20714984249267	5.96699762208423e-07	0.6	0.906976744186046	0.792407660738714
CDO1_115152215	CDO1	0.218935859579466	0.0463828539998274	3.31214709000752e-10	3.57934298806023	5.23923336051337	2.25434234380194	3.30156990527721e-06	0.552941176470588	0.941860465116279	0.782489740082079
CDO1_115152239	CDO1	0.262039310556216	0.0600639515260355	6.21021656718368e-10	3.25011191769405	4.65821805016741	2.11695406203718	7.06539763400921e-07	0.564705882352941	0.941860465116279	0.777838577291382
CDO1_115152244	CDO1	0.255394135686786	0.0558201074145443	1.09676721903368e-08	3.18417841564729	4.59908834093902	2.05616205514822	1.15180996688801e-06	0.658823529411765	0.86046511627907	0.75608755129959
CDO1_115152255	CDO1	0.262749445468265	0.0615239572828714	3.34742512020959e-10	3.36157749796868	4.81599076032899	2.18782290002749	7.42226967199628e-07	0.588235294117647	0.930232558139535	0.782352941176471
CDO1_115152258	CDO1	0.258928536016231	0.0590729035559783	1.34653690658707e-09	3.40017587212906	4.88260055527552	2.20960805295839	8.2480715204296e-07	0.623529411764706	0.872093023255814	0.772093023255814
CDO1_115152298	CDO1	0.277441964475577	0.0771211873438033	2.52347863906675e-10	3.53991749850819	5.03875323770021	2.34033725731147	3.74034031028641e-07	0.635294117647059	0.883720930232558	0.784610123119015
CDO1_115152309	CDO1	0.209470646096156	0.0518540280196367	2.30851808086889e-10	3.56477342015738	5.26567319962651	2.23565063696779	4.55376782770053e-06	0.682352941176471	0.802325581395349	0.785225718194254
CDO1_115152315	CDO1	0.249043590672132	0.0630560275369964	1.80723665440688e-09	3.43642431461188	5.01090732259226	2.19377157969097	2.11523361254418e-06	0.658823529411765	0.848837209302326	0.769835841313269
CDO1_115152324	CDO1	0.240918634354287	0.054218465160836	8.59752633293019e-10	3.61619013407065	5.21210779107755	2.34785992824544	9.25756650972349e-07	0.588235294117647	0.895348837209302	0.77530779753762
CDO1_115152326	CDO1	0.25121424199004	0.0553801916350436	4.33754197330798e-09	3.55518686962281	5.11846770354976	2.31092078155037	8.92662942291486e-07	0.564705882352941	0.930232558139535	0.763201094391245
CDO1_115152371	CDO1	0.151363652278774	0.0312548221476211	7.47463436328807e-08	3.69663230519437	5.79371609024756	2.12656647487327	7.78104253530168e-05	0.717647058823529	0.732558139534884	0.740902872777018
CYP2A13_41595908	CYP2A13	0.0665045508315086	0.0286979839209672	5.00286806924583e-09	14.1791428209657	22.0824050629317	8.11111579750842	8.74889974060659e-05	0.682352941176471	0.825581395348837	0.762106703146375
CYP2A13_41595911	CYP2A13	0.0800622141654037	0.0352376378772648	2.26012299346179e-08	12.393272835052	18.7441822993287	7.29362979354267	2.82975650283711e-05	0.705882352941177	0.755813953488372	0.750478796169631
CYP2A13_41595935	CYP2A13	0.0740556127058374	0.0313054138283016	9.29728167237955e-06	10.1882129609198	15.4607161526494	5.93553076095936	2.9950722092106e-05	0.576470588235294	0.813953488372093	0.698632010943912
CYP2A13_41595937	CYP2A13	0.0604223220073402	0.0220296761802246	5.71632062482139e-08	11.8885471357696	18.2104982716017	6.9171968271347	3.89255303904793e-05	0.588235294117647	0.790697674418605	0.743091655266758
CYP2A13_41595953	CYP2A13	0.0900749234638873	0.0391019540734398	9.08624770440680e-09	11.5809005899913	17.1505823204929	7.13036633104509	7.10763931274992e-06	0.564705882352941	0.895348837209302	0.757592339261286
CYP2A13_41595958	CYP2A13	0.0387970087490735	0.0225514311280195	1.16699760225877e-05	24.7601303257594	38.3436406034165	13.1989559418196	0.000151599028188558	0.6	0.767441860465116	0.696443228454172
CYP2A13_41595968	CYP2A13	0.101022304128995	0.0388350814234602	3.96374527944039e-09	10.9684989477113	15.6452990019433	7.11811327582318	6.42079311214842e-07	0.647058823529412	0.825581395348837	0.763885088919289
CYP2A13_41595975	CYP2A13	0.136750296209356	0.0546768828127843	1.82588402631947e-10	9.3263629957758	13.2087985854313	6.14988264482374	3.27206220153872e-07	0.788235294117647	0.697674418604651	0.787004103967168
CYP2A13_41595977	CYP2A13	0.134626171126212	0.0529890354393488	2.26805414194292e-10	9.67084059941173	13.6063677066922	6.42188666659622	2.07853763474606e-07	0.647058823529412	0.86046511627907	0.785362517099863
CYP2A13_41595990	CYP2A13	0.136689918025069	0.0579956962445702	2.90348005063719e-10	9.24297099471706	12.8704796830628	6.1724534096087	1.15265054933607e-07	0.6	0.895348837209302	0.783447332421341
CYP2A13_41595993	CYP2A13	0.132959438477149	0.052383028779306	2.86623453931334e-10	9.39703575670304	13.267222045702	6.18982514767875	3.010971945175e-07	0.764705882352941	0.720930232558139	0.783584131326949
CYP2A13_41596004	CYP2A13	0.154598235697694	0.0619751480436497	3.97237452956566e-12	9.48654453836702	13.1020700179949	6.46493679527656	5.0365714282434e-08	0.729411764705882	0.802325581395349	0.815321477428181
CYP2A13_41596025	CYP2A13	0.031658415050949	0.0169818761337686	0.000612726877779661	14.3434357293947	25.9209345695848	5.70686772577687	0.00632229749127592	0.741176470588235	0.488372093023256	0.653625170998632
CYP2A13_41596035	CYP2A13	0.159982219231311	0.064920964514376	2.96306695136045e-11	8.3106964747593	11.5622968902928	5.58775150197471	9.52036920395994e-08	0.576470588235294	0.918604651162791	0.800820793433653
CYP2A13_41596037	CYP2A13	0.0354373153134133	0.0199215804635593	0.000163533376852554	11.6249654149289	20.608986425367	4.61762506879567	0.00487359452302326	0.505882352941176	0.779069767441861	0.669083447332421
CYP2A13_41596043	CYP2A13	0.133408057993347	0.0523937448435006	2.56950210804642e-10	8.29440980916119	11.7591090403699	5.43656371553573	3.96681468194435e-07	0.682352941176471	0.779069767441861	0.784404924760602
CYP2A13_41596050	CYP2A13	0.146568132881462	0.055760908505116	2.27282256519049e-11	8.34599799813919	11.744452146358	5.55455349522339	1.94399033509467e-07	0.717647058823529	0.790697674418605	0.802735978112175
DMRTA2_1_50883951	DMRTA2	0.464281396895179	0.228717592104151	4.70570979541193e-11	2.09669729429714	2.84059287550492	1.42472492343978	2.16966846686615e-08	0.835294117647059	0.651162790697674	0.797332421340629
DMRTA2_1_50883978	DMRTA2	0.505703226851555	0.319572525530042	2.18445623567623e-09	2.13441133316094	2.95394580737173	1.38944835503448	1.54268929232936e-07	0.729411764705882	0.697674418604651	0.768399452804378
DMRTA2_1_50884000	DMRTA2	0.553624534449808	0.392621881092505	1.70378784887585e-07	2.13111809506845	2.98862858491737	1.3454498802441	5.5299482808837e-07	0.647058823529412	0.779069767441861	0.734268125854993
DMRTA2_1_50884012	DMRTA2	0.531421875903605	0.354399118438573	2.22210699186271e-09	2.47234748166478	3.38650376774156	1.64241726424518	6.21944922223275e-08	0.823529411764706	0.627906976744186	0.768262653898769
DMRTA2_1_50884021	DMRTA2	0.528436216885811	0.354898449155609	6.82038610004067e-09	2.39532733546069	3.29587127661683	1.57621840311644	9.2803164386847e-08	0.670588235294118	0.767441860465116	0.759781121751026
DMRTA2_1_50884068	DMRTA2	0.464061566844028	0.262812917628462	1.59194097204393e-09	2.12420868458453	2.91318520718846	1.40567307918595	7.15635773488477e-08	0.764705882352941	0.697674418604651	0.770793433652531
DMRTA2_1_50884091	DMRTA2	0.363343807099691	0.159951441733783	2.72854742854469e-11	2.50439285366729	3.384548049752	1.70935877168981	1.7679029274696e-08	0.847058823529412	0.662790697674419	0.801436388508892
DMRTA2_1_50884117	DMRTA2	0.470109856259585	0.232188378950506	1.04201578814932e-10	2.10212526788006	2.84079000642337	1.43307488209799	1.80391165496182e-08	0.858823529411765	0.593023255813954	0.79124487004104
DMRTA2_1_50884119	DMRTA2	0.462667896849516	0.215556519821127	4.94017925985026e-11	2.08839158250199	2.81315252173078	1.43201842265452	1.31313657868419e-08	0.752941176470588	0.720930232558139	0.796853625170999
DMRTA2_2_50884117	DMRTA2	0.460080557031329	0.226786382129428	4.82642901276726e-11	2.18065034639831	2.94736204051065	1.48802559342849	1.79103695157475e-08	0.858823529411765	0.604651162790698	0.797127222982216
DMRTA2_2_50884119	DMRTA2	0.451768549375555	0.212731011213822	5.57916896499474e-11	2.11600808932653	2.8561294773478	1.44527065190286	1.61438126602335e-08	0.752941176470588	0.732558139534884	0.795964432284542
DMRTA2_2_50884130	DMRTA2	0.565322140388384	0.514035032105254	4.70975023493594e-06	4.65838332187383	6.89860515807185	2.62174236656475	2.41237534147183e-05	0.741176470588235	0.627906976744186	0.705129958960328
DMRTA2_2_50884229	DMRTA2	0.0414765184905916	0.0260728055969652	0.244200577039876	1.11743272515246	3.06288350811338	-0.575087064769898	0.219077013725131	0.547619047619048	0.569767441860465	0.549418604651163
DMRTA2_2_50884242	DMRTA2	0.42723507941081	0.20060252045693	3.59868943423556e-11	2.43452237488228	3.29554742255245	1.66733265731656	1.76258095091208e-08	0.642857142857143	0.813953488372093	0.800249169435216
DMRTA2_2_50884253	DMRTA2	0.42435383216461	0.194981608901963	3.30399431462422e-10	2.05124044955941	2.80672471587647	1.37142816379113	5.20340267825495e-08	0.654761904761905	0.790697674418605	0.783361018826135
DMRTA2_2_50884260	DMRTA2	0.460105188651476	0.226077984492472	6.79163161391327e-11	2.27595366970719	3.09443813485203	1.54816998710073	2.53604581315467e-08	0.916666666666667	0.546511627906977	0.795404208194906
DMRTA2_2_50884271	DMRTA2	0.390408955994288	0.150878919470261	5.64968981007528e-11	2.19484154077263	2.99368802387601	1.48547092082606	3.3397195287249e-08	0.75	0.709302325581395	0.796580841638981
DMRTA2_2_50884279	DMRTA2	0.387383458102876	0.151155525828373	2.05876265336177e-10	2.06533841809791	2.84569001931091	1.37456037601957	7.71442637532991e-08	0.797619047619048	0.651162790697674	0.786890919158361
DMRTA2_2_50884281	DMRTA2	0.386113146786984	0.132079569613103	1.23215935786332e-11	2.23024053718817	3.02861174826896	1.52571729663107	2.05448556188075e-08	0.654761904761905	0.825581395348837	0.808001107419712
DMRTA2_2_50884313	DMRTA2	0.411191606672976	0.1724370327286	2.1524254956073e-10	2.14388244449487	2.93334739705256	1.44321116604931	4.46076988775739e-08	0.761904761904762	0.697674418604651	0.786614064230343
DMRTA2_2_50884317	DMRTA2	0.399102616269869	0.169348071624758	3.89719855373194e-10	2.06941751485032	2.83495115257199	1.38258122608968	5.59338259909113e-08	0.797619047619048	0.662790697674419	0.782045957918051
FEZF2_62356877	FEZF2	0.197451563826159	0.0874707208482049	5.24036951123546e-10	4.78446176208197	6.99442610692601	2.98975312208772	3.48849651164834e-06	0.764705882352941	0.720930232558139	0.77906976744186
FEZF2_62356886	FEZF2	0.217082854259158	0.0731217015667368	7.23812651617318e-13	4.69680837347433	6.64496395657133	3.10757332529117	2.84521939287555e-07	0.776470588235294	0.767441860465116	0.828043775649795
FEZF2_62356913	FEZF2	0.339387590741734	0.125783218627317	9.7048678823651e-14	3.63707593108525	4.99408645533447	2.50723539486384	2.80377889472449e-08	0.752941176470588	0.837209302325581	0.844596443228454
FEZF2_62356922	FEZF2	0.334426126812595	0.109164728766693	3.84243565273007e-14	3.71894242735908	5.06902912051496	2.59358790892326	1.48620841847507e-08	0.858823529411765	0.744186046511628	0.855129958960328
FEZF2_62356928	FEZF2	0.384383401199621	0.143616892377025	4.67572809421658e-14	3.43962015791729	4.61741114960364	2.43747351730293	5.47314267897654e-09	0.776470588235294	0.837209302325581	0.852257181942544
FEZF2_62356944	FEZF2	0.345498888600286	0.126481153312841	2.40918058127832e-14	3.94664693095612	5.39183201864071	2.74471174033706	1.80391165496182e-08	0.8	0.837209302325581	0.862927496580027
FEZF2_62356946	FEZF2	0.321290682602636	0.103957078481307	2.44466280961923e-14	3.850952841688	5.28989508673179	2.66517425081945	2.56955546141697e-08	0.835294117647059	0.767441860465116	0.861422708618331
FEZF2_62356954	FEZF2	0.396101080016202	0.178171355513567	2.96199716722959e-14	4.23603850630014	5.73203859462155	2.98741383409658	7.47267381846864e-09	0.788235294117647	0.837209302325581	0.858823529411765
FEZF2_62356962	FEZF2	0.336591049551283	0.120875945700534	8.68542177531837e-14	3.69676681860675	5.06611839039682	2.55734012884618	2.34337322307543e-08	0.788235294117647	0.813953488372093	0.845417236662107
FEZF2_62356971	FEZF2	0.367265897254845	0.161092824997549	6.51140865268647e-14	3.90473209254032	5.34281305765699	2.70482014711895	2.12090338375123e-08	0.752941176470588	0.837209302325581	0.848016415868673
FEZF2_62356981	FEZF2	0.370726373493416	0.149601550543493	9.99831737664352e-14	3.41461405594965	4.64418224878774	2.37345561246501	1.46638800097259e-08	0.764705882352941	0.825581395348837	0.844049247606019
FEZF2_62356989	FEZF2	0.31966959349065	0.115520664862692	3.84243565273007e-14	3.9168596862279	5.36854322993714	2.70257601992207	2.61173712393327e-08	0.811764705882353	0.813953488372093	0.855540355677155
FEZF2_62356997	FEZF2	0.363621444407955	0.150122913447833	1.82519251588969e-13	3.43627690363611	4.70986920532303	2.36546921976471	2.69190773140805e-08	0.752941176470588	0.813953488372093	0.839261285909713
FEZF2_62357038	FEZF2	0.13317280806685	0.0720264300418336	0.000310922214684046	4.4989438044575	7.37374489320028	2.28431861212812	0.000561563569945616	0.494117647058824	0.872093023255814	0.661764705882353
FNDC1_159589998	FNDC1	0.354132323779621	0.176617447189548	1.06002713120063e-08	2.28010922423471	3.17759046399168	1.47556860951035	2.45263153389858e-07	0.588235294117647	0.802325581395349	0.756361149110807
