	value	Group
541	0	HNT
542	NA	HNT
543	0.00476190476190476	HNT
544	0	HNT
545	0	HNT
546	0	HNT
547	0	HNT
548	NA	HNT
549	0	HNT
550	0	HNT
551	0	HNT
552	NA	HNT
553	0.111111111111111	HNT
554	0	HNT
555	NA	HNT
556	0	HNT
557	0	HNT
558	NA	HNT
559	NA	HNT
560	0	HNT
561	NA	HNT
562	NA	HNT
563	NA	HNT
564	0	HNT
565	0	HNT
566	0	HNT
567	0	HNT
568	0	HNT
569	0	HNT
570	0	HNT
571	0	HNT
572	0	HNT
573	0	HNT
574	0	HNT
575	0	HNT
576	0	HNT
577	0	HNT
578	0.00173611111111111	HNT
579	0	HNT
580	NA	HNT
581	NA	HNT
582	NA	HNT
583	NA	HNT
584	0	HNT
585	0	HNT
586	0	HNT
587	0	HNT
588	NA	HNT
589	NA	HNT
590	0	HNT
591	0	HNT
592	0	HNT
593	NA	HNT
594	0	HNT
595	NA	HNT
596	NA	HNT
597	0	HNT
598	0.019047619047619	HNT
599	NA	HNT
600	0	HNT
601	0	HNT
602	NA	HNT
603	NA	HNT
604	NA	HNT
605	0	HNT
606	0	HNT
607	0	HNT
608	0	HNT
609	0	HNT
610	NA	HNT
611	0	HNT
612	0	HNT
613	0	HNT
614	0	HNT
615	0	HNT
616	NA	HNT
617	NA	HNT
618	0	HNT
619	0	HNT
620	0	HNT
621	NA	HNT
622	0	HNT
623	NA	HNT
624	NA	HNT
625	0	HNT
626	0	HNT
627	NA	HNT
628	0	HNT
629	0	HNT
630	NA	HNT
631	0	HNT
632	0	HNT
633	NA	HNT
634	NA	HNT
635	NA	HNT
636	0	HNT
637	NA	HNT
638	NA	HNT
639	0.00952380952380952	HNT
640	NA	HNT
641	0	HNT
642	0	HNT
643	NA	HNT
644	NA	HNT
645	NA	HNT
646	0	HNT
647	0	HNT
648	NA	HNT
649	0	HNT
650	0	HNT
651	0	HNT
652	0	HNT
653	0	HNT
654	0	HNT
655	0	HNT
656	0	HNT
657	NA	HNT
658	NA	HNT
659	0	HNT
660	0	HNT
661	0	HNT
662	NA	HNT
663	0	HNT
664	NA	HNT
665	NA	HNT
666	0	HNT
667	0	HNT
668	NA	HNT
669	0	HNT
670	0	HNT
671	NA	HNT
672	NA	HNT
673	0	HNT
674	0	HNT
675	NA	HNT
676	NA	HNT
677	NA	HNT
678	NA	HNT
679	NA	HNT
680	0.252698412698413	HNT
681	NA	HNT
682	NA	HNT
683	0	HNT
684	NA	HNT
685	NA	HNT
686	NA	HNT
687	0.01	HNT
688	0	HNT
689	0	HNT
690	0	HNT
691	0	HNT
692	0.5	HNT
693	0	HNT
694	0	HNT
695	0	HNT
696	0	HNT
697	NA	HNT
698	0.0133333333333333	HNT
699	0	HNT
700	0	HNT
701	NA	HNT
702	0	HNT
703	NA	HNT
704	0	HNT
705	NA	HNT
706	NA	HNT
707	0	HNT
708	0.0333333333333333	HNT
709	NA	HNT
710	0	HNT
711	NA	HNT
712	0	HNT
713	0	HNT
714	0	HNT
715	0	HNT
716	NA	HNT
717	0	HNT
718	NA	HNT
719	NA	HNT
720	NA	HNT
721	0	HNT
722	NA	HNT
723	0	HNT
724	0	HNT
725	0	HNT
726	NA	HNT
727	NA	HNT
728	0.0166666666666667	HNT
729	0	HNT
730	NA	HNT
731	NA	HNT
732	0	HNT
733	0	HNT
734	0	HNT
735	NA	HNT
736	0.333333333333333	HNT
737	0	HNT
738	0	HNT
739	0	HNT
740	0	HNT
741	0	HNT
742	0	HNT
743	0	HNT
744	0	HNT
745	NA	HNT
746	NA	HNT
747	NA	HNT
748	0	HNT
749	0.0208333333333333	HNT
750	0	HNT
751	0	HNT
752	0	HNT
753	NA	HNT
754	0	HNT
755	0	HNT
756	0	HNT
757	NA	HNT
758	NA	HNT
759	0.358333333333333	HNT
760	NA	HNT
761	NA	HNT
762	0.0181818181818182	HNT
763	NA	HNT
764	NA	HNT
765	0	HNT
766	NA	HNT
767	NA	HNT
768	0	HNT
769	0	HNT
770	0	HNT
771	NA	HNT
772	0	HNT
773	0	HNT
774	NA	HNT
775	0	HNT
776	0	HNT
777	0	HNT
778	0	HNT
779	NA	HNT
780	NA	HNT
781	0	HNT
782	0	HNT
783	0	HNT
784	0.00138888888888889	HNT
785	0	HNT
786	NA	HNT
787	NA	HNT
788	0	HNT
789	0	HNT
790	0.0125	HNT
791	0	HNT
792	0	HNT
793	0	HNT
794	NA	HNT
795	0	HNT
796	0	HNT
797	0	HNT
798	0	HNT
799	NA	HNT
800	0.358333333333333	HNT
801	NA	HNT
802	0	HNT
803	0	HNT
804	NA	HNT
805	0	HNT
806	0	HNT
807	NA	HNT
808	NA	HNT
809	0	HNT
810	0	HNT
811	0	HNT
812	NA	HNT
813	0	HNT
814	0	HNT
815	NA	HNT
816	NA	HNT
817	0	HNT
818	0	HNT
819	NA	HNT
820	NA	HNT
821	NA	HNT
822	NA	HNT
823	0	HNT
824	0	HNT
825	0.000427350427350427	HNT
826	NA	HNT
827	NA	HNT
828	NA	HNT
829	0	HNT
830	0	HNT
831	0	HNT
832	NA	HNT
833	NA	HNT
834	0	HNT
835	NA	HNT
836	0	HNT
837	NA	HNT
838	0	HNT
839	NA	HNT
840	NA	HNT
841	NA	HNT
842	NA	HNT
843	0	HNT
844	0	HNT
845	NA	HNT
846	0	HNT
847	0	HNT
848	NA	HNT
849	NA	HNT
850	0	HNT
851	0	HNT
852	0	HNT
853	NA	HNT
854	0.0555555555555556	HNT
855	0	HNT
856	0	HNT
857	0	HNT
858	0	HNT
859	0	HNT
860	0	HNT
861	0	HNT
862	0	HNT
863	NA	HNT
864	0	HNT
865	0	HNT
866	0	HNT
867	0	HNT
868	0	HNT
869	NA	HNT
870	NA	HNT
871	0.00833333333333333	HNT
872	0	HNT
873	0	HNT
874	0	HNT
875	0	HNT
876	NA	HNT
877	0.0238095238095238	HNT
878	0	HNT
879	0	HNT
880	NA	HNT
881	0	HNT
882	0	HNT
883	NA	HNT
884	0.0555555555555556	HNT
885	0.00952380952380952	HNT
886	NA	HNT
887	0	HNT
888	0	HNT
889	NA	HNT
890	NA	HNT
891	0	HNT
892	0	HNT
893	0	HNT
894	0	HNT
895	0	HNT
896	0	HNT
897	0	HNT
898	0	HNT
899	0	HNT
900	0	HNT
901	0	HNT
902	NA	HNT
903	0.359952550814376	HNT
904	0.451804163624699	HNT
905	0.231339316543467	HNT
906	0.473570016736385	HNT
907	0.468180218269289	HNT
908	0.201100952241071	HNT
909	0.0376984126984127	HNT
910	0.343518518518519	HNT
911	NA	HNT
912	0.0024390243902439	HNT
913	0	HNT
914	0	HNT
915	0	HNT
916	0	HNT
917	0	HNT
918	0	HNT
919	0	HNT
920	0	HNT
921	0.000566893424036281	HNT
922	0	HNT
923	0	HNT
924	0	HNT
925	NA	HNT
926	0	HNT
927	NA	HNT
928	0	HNT
929	0.292897240196892	HNT
930	0.00757575757575758	HNT
931	0.530831763065164	HNT
932	0.107787698412698	HNT
933	0.00225988700564972	HNT
934	0	HNT
935	0.0766025641025641	HNT
936	0	HNT
937	0.00185185185185185	HNT
938	0	HNT
939	0.00354609929078014	HNT
940	0.0072463768115942	HNT
941	0.25748654393993	HNT
942	0.609649122807018	HNT
943	0	HNT
944	0.005	HNT
945	0.00476190476190476	HNT
946	0.00102040816326531	HNT
947	0.000379867046533713	HNT
948	0	HNT
949	0	HNT
950	0.0045045045045045	HNT
951	0.0555555555555556	HNT
952	NA	HNT
953	0.040750713994288	HNT
954	NA	HNT
955	NA	HNT
956	NA	HNT
957	NA	HNT
958	NA	HNT
959	NA	HNT
960	0.00793650793650794	HNT
961	NA	HNT
962	NA	HNT
963	NA	HNT
964	NA	HNT
965	NA	HNT
966	NA	HNT
967	NA	HNT
968	NA	HNT
969	NA	HNT
970	NA	HNT
971	NA	HNT
972	0	HNT
973	0	HNT
974	0.00512820512820513	HNT
975	NA	HNT
976	0	HNT
977	NA	HNT
978	0.00196078431372549	HNT
979	NA	HNT
980	NA	HNT
981	NA	HNT
982	NA	HNT
983	NA	HNT
984	NA	HNT
985	0	HNT
986	0.00694444444444444	HNT
987	0	HNT
988	0	HNT
989	0	HNT
990	0	HNT
991	0	HNT
992	0.0208333333333333	HNT
993	NA	HNT
994	0.00769230769230769	HNT
995	0.0166666666666667	HNT
996	0.0133333333333333	HNT
997	NA	HNT
998	0	HNT
999	0	HNT
1000	0	HNT
1001	0	HNT
1002	0	HNT
1003	0.00173160173160173	HNT
1004	0	HNT
1005	0	HNT
1006	0	HNT
1007	NA	HNT
1008	NA	HNT
1009	0	HNT
1010	0	HNT
1011	0	HNT
1012	0	HNT
1013	0.0021505376344086	HNT
1014	0	HNT
1015	0.012952380952381	HNT
1016	NA	HNT
1017	0.0185185185185185	HNT
1018	NA	HNT
1019	0	HNT
1020	0	HNT
1021	0	HNT
1022	0	HNT
1023	0	HNT
1024	0	HNT
1025	0	HNT
1026	0.138320413436692	HNT
1027	0.136507936507936	HNT
1028	0	HNT
1029	0.000215749730312837	HNT
1030	0.0561211687236724	HNT
1031	0.295545856415422	HNT
1032	0.0673076923076923	HNT
1033	NA	HNT
1034	NA	HNT
1035	0	HNT
1036	0.00769230769230769	HNT
1037	0.101754385964912	HNT
1038	0	HNT
1039	NA	HNT
1040	NA	HNT
1041	NA	HNT
1042	0	HNT
1043	NA	HNT
1044	NA	HNT
1045	NA	HNT
1046	NA	HNT
1047	NA	HNT
1048	NA	HNT
1049	NA	HNT
1050	0.0555555555555556	HNT
1051	0	HNT
1052	0	HNT
1053	0	HNT
1054	0.583067632850242	HNT
1055	0	HNT
1056	NA	HNT
1057	NA	HNT
1058	0	HNT
1059	0	HNT
1060	0	HNT
1061	NA	HNT
1062	NA	HNT
1063	NA	HNT
1064	NA	HNT
1065	NA	HNT
1066	NA	HNT
1067	0.00476190476190476	HNT
1068	0	HNT
1069	0	HNT
1070	0.000419287211740042	HNT
1071	0	HNT
1072	0	HNT
1073	0	HNT
1074	0	HNT
1075	NA	HNT
1076	0	HNT
1077	0.0200980392156863	HNT
1078	0.0045045045045045	HNT
1079	0	HNT
1080	0	HNT
1081	NA	HNT
1082	0.0119047619047619	HNT
1083	0.0128205128205128	HNT
1084	0.0144927536231884	HNT
1085	0.000850340136054422	HNT
1086	0.00526315789473684	HNT
1087	NA	HNT
1088	NA	HNT
1089	NA	HNT
1090	NA	HNT
1091	0	HNT
1092	0.116919482846902	HNT
1093	0	HNT
1094	0	HNT
1095	0	HNT
1096	0	HNT
1097	0.00202020202020202	HNT
1098	0	HNT
1099	0.0416666666666667	HNT
1100	0	HNT
1101	0	HNT
1102	0	HNT
1103	0	HNT
1104	0.00666666666666667	HNT
1105	0	HNT
1106	0	HNT
1107	0	HNT
1108	0.0521245421245421	HNT
1109	0	HNT
1110	0	HNT
1111	0	HNT
1112	0	HNT
1113	0	HNT
1114	0	HNT
1115	NA	HNT
1116	NA	HNT
1117	0.304843073593074	HNT
1118	0.00454545454545455	HNT
1119	0.0133333333333333	HNT
1120	0	HNT
1121	0	HNT
1122	0	HNT
1123	0	HNT
1124	0	HNT
1125	0	HNT
1126	0	HNT
1127	0	HNT
1128	NA	HNT
1129	NA	HNT
1130	0.0133333333333333	HNT
1131	0	HNT
1132	0	HNT
1133	0.0423076923076923	HNT
1134	0	HNT
1135	0.958333333333333	HNT
1136	0	HNT
1137	0	HNT
1138	0	HNT
1139	0	HNT
1140	0.0222222222222222	HNT
1141	0	HNT
1142	0	HNT
1143	0	HNT
1144	0	HNT
1145	0	HNT
1146	0.0015527950310559	HNT
1147	0.193939393939394	HNT
1148	0	HNT
1149	0.00658587987355111	HNT
1150	0.0133816684568564	HNT
1151	0.000156494522691706	HNT
1152	0.000260416666666667	HNT
1153	0.000255427841634738	HNT
1154	0.000961538461538462	HNT
1155	0.00775193798449612	HNT
1156	0.0111111111111111	HNT
1157	NA	HNT
1158	0.00125	HNT
1159	0.106604215456674	HNT
1160	0.0151515151515152	HNT
1161	0.00490196078431373	HNT
1162	0	HNT
1163	0	HNT
1164	0	HNT
1165	0.0182784978398139	HNT
1166	0	HNT
1167	0.000485908649173955	HNT
1168	0	HNT
1169	0.01	HNT
1170	0	HNT
1171	NA	HNT
1172	0.0215419501133787	HNT
1173	0	HNT
1174	0.0154950869236584	HNT
1175	0.143884864026834	HNT
1176	0.0956521739130435	HNT
1177	0.00350877192982456	HNT
1178	0.00354609929078014	HNT
1179	0.0059368978805395	HNT
1180	0	HNT
1181	0.00568181818181818	HNT
1182	0.0119047619047619	HNT
1183	0	HNT
1184	0	HNT
1185	0	HNT
1186	0.0149328023892484	HNT
1187	0.00056980056980057	HNT
1188	0	HNT
1189	0	HNT
1190	NA	HNT
1191	NA	HNT
1192	NA	HNT
1193	NA	HNT
1194	NA	HNT
1195	NA	HNT
1196	NA	HNT
1197	0	HNT
1198	NA	HNT
1199	0.00363636363636364	HNT
1200	0	HNT
1201	0.434615384615385	HNT
1202	0	HNT
1203	0.00114942528735632	HNT
1204	0.2	HNT
1205	0.00416666666666667	HNT
1206	NA	HNT
1207	0.0196078431372549	HNT
1208	0.000768049155145929	HNT
1209	0.00571428571428571	HNT
1210	0	HNT
1211	NA	HNT
1212	NA	HNT
1213	NA	HNT
1214	NA	HNT
1215	NA	HNT
1216	NA	HNT
1217	NA	HNT
1218	NA	HNT
1219	NA	HNT
1220	0	HNT
1221	0.177777777777778	HNT
1222	NA	HNT
1223	NA	HNT
1224	NA	HNT
1225	0.00775193798449612	HNT
1226	0.00505050505050505	HNT
1227	0.00241545893719807	HNT
1228	0.00033167495854063	HNT
1229	0	HNT
1230	0.00333333333333333	HNT
1231	0.0166526492851135	HNT
1232	0	HNT
1233	0	HNT
1234	0	HNT
1235	0	HNT
1236	0	HNT
1237	0.321428571428571	HNT
1238	0	HNT
1239	NA	HNT
1240	0	HNT
1241	0.0153846153846154	HNT
1242	0	HNT
1243	0	HNT
1244	0	HNT
1245	0	HNT
1246	0	HNT
1247	0.0753968253968254	HNT
1248	0	HNT
1249	0.00105820105820106	HNT
1250	0.0032258064516129	HNT
1251	NA	HNT
1252	NA	HNT
1253	NA	HNT
1254	NA	HNT
1255	NA	HNT
1256	0.00757575757575758	HNT
1257	0	HNT
1258	0	HNT
1259	0.00425531914893617	HNT
1260	0.165	HNT
1261	0	HNT
1262	0	HNT
1263	0.0341666666666667	HNT
1264	0	HNT
1265	0.00476190476190476	HNT
1266	0	HNT
1267	0	HNT
1268	0	HNT
1269	0.000888888888888889	HNT
1270	0	HNT
1271	0	HNT
1272	0.0135555555555556	HNT
1273	0	HNT
1274	0	HNT
1275	0	HNT
1276	0.000281293952180028	HNT
1277	0.00303030303030303	HNT
1278	0.108333333333333	HNT
1279	0	HNT
1280	NA	HNT
1281	0.0341666666666667	HNT
1282	0.0142857142857143	HNT
1283	0.151946818613485	HNT
1284	0	HNT
1285	0.111580086580087	HNT
1286	0	HNT
1287	0.427083333333333	HNT
1288	0	HNT
1289	0.721469232854432	HNT
1290	0.376477398837647	HNT
1291	0.0633333333333333	HNT
1292	NA	HNT
1293	NA	HNT
1294	NA	HNT
1295	0	HNT
1296	NA	HNT
1297	0.0263157894736842	HNT
1298	0	HNT
1299	0	HNT
1300	0.0018018018018018	HNT
1301	0	HNT
1302	0.31172742601314	HNT
1303	NA	HNT
1304	0.529034690799397	HNT
1305	0	HNT
1306	0.00341880341880342	HNT
1307	0.25	HNT
1308	0.0638888888888889	HNT
1309	0	HNT
1310	0	HNT
1311	0	HNT
1312	0	HNT
1313	0.0468108108108108	HNT
1314	0	HNT
1315	0.765034801799508	HNT
1316	0	HNT
1317	0.000229095074455899	HNT
1318	0	HNT
1319	0	HNT
1320	0.0277777777777778	HNT
1321	NA	HNT
1322	0.0696969696969697	HNT
1323	0	HNT
1324	0	HNT
1325	0	HNT
1326	0	HNT
1327	0	HNT
1328	0.0111111111111111	HNT
1329	0.0151515151515152	HNT
1330	0	HNT
1331	0	HNT
1332	0	HNT
1333	NA	HNT
1334	0	HNT
1335	0	HNT
1336	NA	HNT
1337	0	HNT
1338	0.0367149758454106	HNT
1339	0.236586942469295	HNT
1340	0	HNT
1341	NA	HNT
1342	0	HNT
1343	0.616500638569604	HNT
1344	NA	HNT
1345	0	HNT
1346	0.0833333333333333	HNT
1347	0	HNT
1348	0	HNT
1349	0	HNT
1350	0.446886446886447	HNT
1351	0	HNT
1352	0	HNT
1353	0	HNT
1354	0.0153296703296703	HNT
1355	0.00416666666666667	HNT
1356	0	HNT
1357	0	HNT
1358	0.000161030595813205	HNT
1359	0	HNT
1360	0	HNT
1361	0	HNT
1362	0	HNT
1363	0.003125	HNT
1364	0.0833333333333333	HNT
1365	0.0512820512820513	HNT
1366	0.125	HNT
1367	0.00333333333333333	HNT
1368	0	HNT
1369	0	HNT
1370	0	HNT
1371	0	HNT
1372	0	HNT
1373	0	HNT
1374	0	HNT
1375	NA	HNT
1376	NA	HNT
1377	NA	HNT
1378	NA	HNT
1379	0	HNT
1380	0	HNT
1381	0	HNT
1382	0	HNT
1383	0	HNT
1384	0.00317460317460317	HNT
1385	NA	HNT
1386	0	HNT
1387	0	HNT
1388	0	HNT
1389	0	HNT
1390	0	HNT
1391	0.00555555555555556	HNT
1392	0	HNT
1393	0	HNT
1394	0	HNT
1395	0.016734693877551	HNT
1396	0.0555555555555556	HNT
1397	0	HNT
1398	0.00011883541295306	HNT
1399	0.000170940170940171	HNT
1400	0	HNT
1401	0.0131578947368421	HNT
1402	0.133333333333333	HNT
1403	NA	HNT
1404	0	HNT
1405	0.015587044534413	HNT
1406	0	HNT
1407	0	HNT
1408	0.00714117923420249	HNT
1409	0	HNT
1410	0	HNT
1411	0	HNT
1412	0.00476190476190476	HNT
1413	0.000481000481000481	HNT
1414	0.00869565217391304	HNT
1415	0	HNT
1416	NA	HNT
1417	0	HNT
1418	0.0333333333333333	HNT
1419	0	HNT
1420	0	HNT
1421	0	HNT
1422	0	HNT
1423	0	HNT
1424	0.0395299145299145	HNT
1425	0.00105820105820106	HNT
1426	0	HNT
1427	0.207650273224044	HNT
1428	0	HNT
1429	0.0016260162601626	HNT
1430	0	HNT
1431	0.00641025641025641	HNT
1432	0	HNT
1433	0	HNT
1434	0.188888888888889	HNT
1435	0	HNT
1436	0.00157068062827225	HNT
1437	0.00123456790123457	HNT
