	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP
chr18:12233556-12233684	0	0.111111111111111	NA	0	NA	NA	NA	0.25	0.0208333333333333	0.25	0	0.0833333333333333	0.0208333333333333	0.0512820512820513	0	0.0512820512820513	0.0833333333333333	0.5	0.0256410256410256	0.333333333333333	0	0	0.166666666666667	0	0.521774347246045	0.0577601410934744	0.516666666666667	0.555555555555555	0.538461538461538	0.611111111111111	1	0.435185185185185	0.277777777777778	0.216450216450216	0.240740740740741	0.111111111111111	0	0	NA	NA	0.353232998885173	0.838888888888889	1	0.85	0.395833333333333	0	1	0.8	0.5	0.535714285714286	0.407407407407407	0.46031746031746	NA	NA	0
chr19:16477287-16477362	NA	NA	NA	NA	NA	NA	NA	0.125	0.111111111111111	0.125	0.111721611721612	0	0.111111111111111	0.0277777777777778	0.111721611721612	0.0277777777777778	0	0.5	0.0238095238095238	0.583333333333333	0.25	NA	0.244444444444444	0.0666666666666667	0.5703125	0.413222446236559	0.5	0.0555555555555556	0.19047619047619	0.365079365079365	0.458333333333333	0.166666666666667	0.342592592592593	0.0786713286713287	0.148148148148148	0.481481481481481	NA	NA	NA	NA	0.684341397849462	0.895833333333333	1	0.854166666666667	1	0.934523809523809	1	0.907692307692308	1	0.95	0.811111111111111	0.412698412698413	NA	NA	NA
chr1:181450579-181450803	0	NA	NA	NA	NA	NA	NA	0.5	0.166666666666667	0.5	0.0906862745098039	0.142857142857143	0.166666666666667	0.133333333333333	0.0906862745098039	0.133333333333333	0.142857142857143	0.0833333333333333	0.291666666666667	0.277777777777778	0.166666666666667	0.0833333333333333	0.05	0.0476190476190476	0.896441372247824	0.348404681738015	0.809523809523809	0.952380952380952	0.962962962962963	0.166666666666667	0.19047619047619	0.166666666666667	0.5625	0.318181818181818	0.8	0.5	NA	NA	NA	NA	0.444444444444444	0.583333333333333	1	0.206349206349206	1	0.803333333333333	1	1	0.166666666666667	0.6	0.145833333333333	1	NA	NA	NA
chr1:24195308-24195346	0	0	1	0	0	0.119444444444444	0	0.239393939393939	0.226666666666667	0.239393939393939	0.0666666666666667	0	0.226666666666667	0	0.0666666666666667	0	0	0.0125	0.025	0.111111111111111	0.126666666666667	NA	0.0833333333333333	0.09	0.206396811216996	0.0661430143341462	1	0.0733333333333333	0.222222222222222	0.65	0.116666666666667	0.15	0.98	0.777142857142857	0.90952380952381	0.358333333333333	0.141666666666667	NA	1	NA	0.394496333652146	0.797142857142857	0.622857142857143	1	0.273380566801619	0.245454545454545	0.563333333333333	0.233333333333333	1	0.02	0.135	0.185	1	1	0
chr1:25291585-25291694	0.761904761904762	0.025	NA	NA	NA	NA	NA	0.262121212121212	0.0787878787878788	0.262121212121212	0.111111111111111	0.0666666666666667	0.0787878787878788	0.0619047619047619	0.111111111111111	0.0619047619047619	0.0666666666666667	NA	0.0666666666666667	0.0666666666666667	0	0.0833333333333333	0.107142857142857	0.0333333333333333	0.827564102564103	0.258222222222222	0.406862745098039	0.241071428571429	0.0833333333333333	0.35042735042735	0.314814814814815	0.257407407407407	0.407407407407407	0.453703703703704	0.136666666666667	0.406862745098039	NA	NA	NA	NA	0.401433823529412	0.963095238095238	1	0.43459706959707	0.896969696969697	0.935	0.761904761904762	1	1	0.5	1	1	NA	NA	1
chr20:10762138-10762286	NA	NA	NA	NA	NA	NA	NA	0.080952380952381	0.0230769230769231	0.080952380952381	0.062037037037037	0.00769230769230769	0.0230769230769231	0.00757575757575758	0.062037037037037	0.00757575757575758	0.00769230769230769	0.166387559808612	0.240740740740741	0.202777777777778	0	0	0.0476190476190476	0.0972222222222222	0.520357142857143	0.475641025641026	0.138888888888889	0.266666666666667	0.420512820512821	0.320512820512821	0.204761904761905	0.157738095238095	0.35042735042735	0.314814814814815	0.224242424242424	0.418181818181818	NA	NA	NA	NA	0.708842105263158	0.216666666666667	1	0.944444444444445	0.981481481481482	0.962962962962963	0.412698412698413	0.99	0.58452380952381	0.939393939393939	0.6	0.111111111111111	NA	0	NA
chr20:55097552-55097626	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	0.0166666666666667	0.0833333333333333	0.0666666666666667	0.166666666666667	0.0166666666666667	0.0476190476190476	0.0666666666666667	0.0476190476190476	0.166666666666667	0.561111111111111	0	0.166666666666667	0.166666666666667	NA	0.133333333333333	0.0555555555555556	0.328968253968254	0.393623737373737	0.466666666666667	0.388888888888889	0.327777777777778	0.958333333333333	0.266666666666667	0.236446886446886	0.267156862745098	0.0588235294117647	0.203703703703704	0.0416666666666667	NA	NA	NA	NA	0.340133106330289	0.929292929292929	0	0.895833333333333	0.583333333333333	1	0.541666666666667	1	1	0.561111111111111	0.5	1	NA	NA	NA
chr20:59474780-59474932	NA	NA	NA	NA	NA	NA	NA	0.187675070028011	0.0277777777777778	0.187675070028011	0.446428571428571	0.355555555555556	0.0277777777777778	0.0333333333333333	0.446428571428571	0.0333333333333333	0.355555555555556	0.145833333333333	0.206349206349206	0.595959595959596	0.263888888888889	0.62962962962963	0.037037037037037	0.0555555555555556	0.555387205387205	0.280193236714976	0.611111111111111	0.694444444444444	0.5	0.916666666666667	0.916666666666667	0.422222222222222	0.759259259259259	0.766666666666667	0.5625	0.471794871794872	NA	NA	NA	NA	0.108164983164983	0	0.640873015873016	0.5	0.904761904761905	0.5	0.206349206349206	0.666666666666667	0.952380952380952	0.244444444444444	0.925925925925926	0.966666666666667	NA	0.166666666666667	1
chr20:6686262-6686365	0	0.111111111111111	NA	NA	NA	0	0	0	0	0	0.0416666666666667	0	0	0.0222222222222222	0.0416666666666667	0.0222222222222222	0	0.0666666666666667	0.0666666666666667	0.0208333333333333	0	0	0.317460317460317	0	0.186868686868687	0.29229797979798	0.6	0.5	0.666666666666667	0	0	0.365079365079365	0.111111111111111	0.0833333333333333	0.0769230769230769	0.261538461538462	0.0476190476190476	NA	NA	NA	0.0869175627240143	0.116666666666667	0.833333333333333	0.916666666666667	0.841269841269841	1	0.916666666666667	0.11965811965812	1	0.759259259259259	0.895833333333333	1	NA	NA	0
chr2:106477765-106477822	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	0.103703703703704	0.0208333333333333	0.199346405228758	0.0333333333333333	0.103703703703704	0.392857142857143	0.199346405228758	0.392857142857143	0.0333333333333333	0.0555555555555556	0.140740740740741	0.0666666666666667	0.152777777777778	0	0.0833333333333333	0.166666666666667	0.62202380952381	0.701471420486701	0.759259259259259	0	0.240740740740741	0.259259259259259	0.75	0.458333333333333	0.333333333333333	0.340277777777778	0.259615384615385	0.361111111111111	NA	NA	NA	NA	0.681944444444444	0.93015873015873	0.605555555555556	0.689473684210526	0.143939393939394	0.87962962962963	1	0.444444444444444	0.711538461538462	0.575	1	0.561111111111111	NA	NA	NA
chr2:113933178-113933295	0	0	NA	0.0833333333333333	0	0.166666666666667	0.222222222222222	0.0555555555555556	0.127272727272727	0.0555555555555556	0.361111111111111	0.166666666666667	0.127272727272727	0.130769230769231	0.361111111111111	0.130769230769231	0.166666666666667	0.6	0.0666666666666667	0.0555555555555556	0.5	0	0.0833333333333333	0.0666666666666667	0.566137566137566	0.776190476190476	0.166666666666667	0.75	0.5	0.208333333333333	0.916666666666667	0.916666666666667	0.333333333333333	0.952380952380952	0.809523809523809	0.19047619047619	0.0333333333333333	0.583333333333333	NA	NA	0.726190476190476	0.703703703703704	0.476190476190476	0.895833333333333	0.583333333333333	0.6	1	0.593434343434343	1	0.388888888888889	0.694444444444444	0.5	0	0.194444444444444	0.0833333333333333
chr2:160014049-160014053	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.23478835978836	0	0	0.0779220779220779	0.23478835978836	0.0779220779220779	0	0.0925925925925926	NA	0	0	0.0277777777777778	0	NA	0.557616323881384	0.433025284253154	0.703703703703704	0.125	0.0779220779220779	0.569444444444444	1	0.12962962962963	0.342592592592593	0.277777777777778	0.166666666666667	0.173976608187134	NA	NA	NA	NA	0.393712988055807	0.277777777777778	1	NA	1	1	0.819444444444444	0.891666666666667	NA	1	1	0.685185185185185	NA	NA	0
chr3:13455182-13455339	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	0.476190476190476	0.0833333333333333	0.365079365079365	0.0555555555555556	0.476190476190476	0.142857142857143	0.365079365079365	0.142857142857143	0.0555555555555556	0.166666666666667	0	0.0666666666666667	0.0666666666666667	0.0833333333333333	0.111111111111111	0.133333333333333	0.308641975308642	0.472857142857143	0.5	0.571428571428571	0.6	0.4	0.666666666666667	0.666666666666667	0.666666666666667	0.2	0.25	0.833333333333333	NA	NA	NA	NA	0.281609195402299	0.596078431372549	0.472222222222222	0.966666666666667	0.5	0.416666666666667	0.851851851851852	0.533333333333333	0.716666666666667	0.166666666666667	0.514705882352941	0.916666666666667	NA	0.166666666666667	NA
chr3:32413105-32413146	0.0555555555555556	NA	NA	NA	NA	NA	NA	0.12962962962963	0	0.12962962962963	0.113095238095238	0.617251461988304	0	0.334578275754746	0.113095238095238	0.334578275754746	0.617251461988304	0	0.0416666666666667	0.0618729096989966	0.638888888888889	0.0476190476190476	0	0	0.0754385964912281	0.09375	0.8	0.365079365079365	0.0476190476190476	0.976190476190476	0.0555555555555556	0.714285714285714	0.16358024691358	0.107212475633528	0.355555555555556	0.378968253968254	NA	NA	NA	NA	0.583698655614007	1	1	0.291666666666667	0.93956043956044	1	0.5	0.608585858585859	0.827546296296296	0.573717948717949	0.526984126984127	0.669871794871795	NA	NA	NA
chr4:122075192-122075389	NA	0	NA	NA	NA	NA	NA	0.0555555555555556	0	0.0555555555555556	0.0303030303030303	0	0	0.0740740740740741	0.0303030303030303	0.0740740740740741	0	0.466666666666667	0	0	0.111111111111111	0	0.0666666666666667	0.0833333333333333	0.269230769230769	0.457431457431457	0.0952380952380952	0	0.0416666666666667	0.888888888888889	0.5	0.433333333333333	0	0.317460317460317	0.0833333333333333	0	NA	NA	NA	NA	0.776315789473684	0.882539682539683	1	0.25	0.694444444444444	0.833333333333333	0.944444444444445	0.555555555555555	0.882539682539683	0.682539682539682	1	0.5	NA	NA	NA
chr4:84049814-84049906	0	0	NA	NA	NA	NA	NA	0.386446886446886	0.116666666666667	0.386446886446886	0.371428571428571	0.533333333333333	0.116666666666667	0.203703703703704	0.371428571428571	0.203703703703704	0.533333333333333	0.125	0.182539682539683	0	0.182539682539683	0.166666666666667	0.0185185185185185	1	0.393413775766717	0.120563035495716	0.5	0.755555555555556	0.652777777777778	0.652777777777778	0.476190476190476	0.75	1	0.716666666666667	0.916666666666667	0.448484848484848	NA	0	NA	NA	0.165217391304348	0.369135802469136	0.444444444444444	0.875	0.866666666666667	1	0.987179487179487	0.111111111111111	0.984848484848485	0.523809523809524	0.488888888888889	0.865079365079365	NA	0	1
chr6:149804049-149804178	0	0.0833333333333333	NA	NA	NA	NA	NA	0.133333333333333	0	0.133333333333333	0.261538461538462	0.133333333333333	0	0.148148148148148	0.261538461538462	0.148148148148148	0.133333333333333	0.5	0.166666666666667	0.5	0.133333333333333	0	NA	0.277777777777778	0.504770347855454	0.469135802469136	0.166666666666667	0.133333333333333	0.962962962962963	0.944444444444445	0.5	0.148148148148148	0.5625	0.235588972431078	0.166666666666667	0.545454545454545	0.444444444444444	0.111111111111111	1	NA	0.549325396825397	0.983333333333333	1	0.445833333333333	0.87962962962963	0.87962962962963	1	0.71031746031746	0.833333333333333	0.15	0.918181818181818	0.5	0	0.740740740740741	1
chr7:81417609-81417822	0.166666666666667	0.277777777777778	NA	NA	NA	NA	NA	0.1	0.303571428571429	0.1	0.136198444895199	0	0.303571428571429	0.0128205128205128	0.136198444895199	0.0128205128205128	0	0.111721611721612	0.0866666666666667	0.121212121212121	0.145833333333333	0.17875	NA	0	0.304725886358539	0.316982200647249	0.595238095238095	0.116161616161616	0.0627450980392157	0.0930735930735931	0.145833333333333	0.0580808080808081	0.0771929824561404	0.369107744107744	0.359848484848485	0.216666666666667	NA	NA	NA	NA	0.346583652618135	0.989197530864197	1	0.841693121693122	0.972331502156064	0.865079365079365	1	0.927462887989204	0.769675925925926	0.901818181818182	0.970238095238095	0.981481481481482	NA	0	NA
chr8:130564865-130564956	NA	NA	NA	NA	NA	NA	NA	0.235449735449735	0.0555555555555556	0.235449735449735	0.0636363636363636	0.142857142857143	0.0555555555555556	0.120588235294118	0.0636363636363636	0.120588235294118	0.142857142857143	0.2	0	0.0833333333333333	0.0833333333333333	0.25	0	0.0833333333333333	0.78965744400527	0.625568551007147	0.244444444444444	0.266666666666667	0.488888888888889	0.626262626262626	0.365079365079365	0.10515873015873	0.547619047619048	0.875	0.0939153439153439	0.491228070175439	NA	NA	NA	NA	0.155092592592593	1	1	0.833333333333333	0.981481481481482	1	0.928571428571428	0.944444444444445	0.916666666666667	0.46978021978022	1	1	NA	NA	0.166666666666667
chr8:144361072-144361127	0	0.281538461538462	0.0111111111111111	0	0	0	0.103030303030303	0.0166666666666667	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0.0285714285714286	0	0	0	NA	0.0876306497175141	0.0194081888074379	0.393518518518519	0.0104166666666667	0.146315789473684	0.17991341991342	0.410822510822511	0.485504201680672	0.30391363022942	0.115396825396825	0.00232558139534884	0.669061302681992	0.345833333333333	0.333333333333333	0.22	0	0.244722769490571	0.643166666666667	0.171153846153846	0.148295454545455	0.0555555555555556	0.0833333333333333	0.0833333333333333	0.111111111111111	0	0.440454545454545	0.436666666666667	0.961428571428571	0.186111111111111	0	1
chr8:144361195-144361212	0.25	1	0.5	0	NA	0	0.555555555555556	0.0673076923076923	0.479166666666667	0.0673076923076923	0.0185185185185185	0.351190476190476	0.479166666666667	0.0119047619047619	0.0185185185185185	0.0119047619047619	0.351190476190476	0	0.0222222222222222	0.0694444444444444	0.111111111111111	0	0	NA	0.0352513227513228	0.0227261274880322	0.425705467372134	0.0416666666666667	0.840384615384615	0.644230769230769	0.347953216374269	0.711513687600644	0.416666666666667	0.612998405103668	0.232407407407407	0.977777777777778	1	1	1	1	0.234615384615385	0.716176470588235	0.504385964912281	0.457407407407407	1	0.433333333333333	0.0238095238095238	0.972222222222222	NA	0.6	0.411111111111111	0.666666666666667	0.5	0.166666666666667	0
chr8:16940564-16940733	NA	NA	NA	NA	NA	NA	NA	0.412698412698413	0.163888888888889	0.412698412698413	0.269230769230769	0.0476190476190476	0.163888888888889	0.379901960784314	0.269230769230769	0.379901960784314	0.0476190476190476	0.56547619047619	0.183333333333333	0.239393939393939	0.0416666666666667	0.0833333333333333	0.365079365079365	0.0476190476190476	0.23887482419128	0.0747481684981685	0.142857142857143	0.916666666666667	0.6875	0.566666666666667	0.866666666666667	0.170833333333333	0.348484848484848	0.344444444444444	0.833333333333333	0.416666666666667	NA	NA	NA	NA	0.142222222222222	0.371794871794872	0.976190476190476	0.466666666666667	1	1	1	0.6	0.902777777777778	0.5	1	0.916666666666667	NA	NA	NA
chr9:5336812-5337053	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	0.037037037037037	0.111111111111111	0.0196078431372549	0	0.037037037037037	0.0378787878787879	0.0196078431372549	0.0378787878787879	0	0.388888888888889	0.0166666666666667	0.111111111111111	0.111111111111111	0.0185185185185185	0.133333333333333	0.208333333333333	0.343434343434343	0.131884057971015	0.138888888888889	0.0666666666666667	0.666666666666667	0.5	0.166666666666667	0.133333333333333	0.666666666666667	0.5	0.0555555555555556	0.666666666666667	NA	NA	NA	NA	0.222222222222222	0.9125	0.972222222222222	1	1	0.868055555555555	0.0740740740740741	0.861111111111111	1	0.151515151515152	1	0.853174603174603	NA	NA	NA
