	value	Group
282	NA	NLT
283	0	NLT
284	NA	NLT
285	NA	NLT
286	NA	NLT
287	NA	NLT
288	0	NLT
289	NA	NLT
290	NA	NLT
291	NA	NLT
292	NA	NLT
293	0	NLT
294	NA	NLT
295	NA	NLT
296	NA	NLT
297	0	NLT
298	NA	NLT
299	0	NLT
300	0	NLT
301	NA	NLT
302	NA	NLT
303	NA	NLT
304	0	NLT
305	0	NLT
306	0	NLT
307	NA	NLT
308	0	NLT
309	NA	NLT
310	0	NLT
311	0	NLT
312	NA	NLT
313	0	NLT
314	0	NLT
315	0.0555555555555556	NLT
316	NA	NLT
317	NA	NLT
318	NA	NLT
319	NA	NLT
320	0	NLT
321	NA	NLT
322	0	NLT
323	0	NLT
324	0	NLT
325	NA	NLT
326	NA	NLT
327	NA	NLT
328	NA	NLT
329	0	NLT
330	0	NLT
331	0	NLT
332	0	NLT
333	0	NLT
334	NA	NLT
335	NA	NLT
336	NA	NLT
337	NA	NLT
338	0	NLT
339	NA	NLT
340	NA	NLT
341	NA	NLT
342	0	NLT
343	NA	NLT
344	NA	NLT
345	0	NLT
346	NA	NLT
347	NA	NLT
348	0.02	NLT
349	NA	NLT
350	0.018037518037518	NLT
351	NA	NLT
352	0	NLT
353	0	NLT
354	NA	NLT
355	0	NLT
356	NA	NLT
357	NA	NLT
358	NA	NLT
359	NA	NLT
360	NA	NLT
361	0	NLT
362	NA	NLT
363	0	NLT
364	NA	NLT
365	0	NLT
366	NA	NLT
367	NA	NLT
368	NA	NLT
369	0	NLT
370	0	NLT
371	NA	NLT
372	NA	NLT
373	NA	NLT
374	0	NLT
375	NA	NLT
376	NA	NLT
377	NA	NLT
378	0	NLT
379	NA	NLT
380	NA	NLT
381	NA	NLT
382	NA	NLT
383	NA	NLT
384	NA	NLT
385	0	NLT
386	NA	NLT
387	NA	NLT
388	NA	NLT
389	NA	NLT
390	NA	NLT
391	NA	NLT
392	NA	NLT
393	NA	NLT
394	NA	NLT
395	NA	NLT
396	NA	NLT
397	NA	NLT
398	NA	NLT
399	0.00943396226415094	NLT
400	0.0256410256410256	NLT
401	0.0277777777777778	NLT
402	0	NLT
403	0	NLT
404	0.114285714285714	NLT
405	0	NLT
406	0	NLT
407	0.0515873015873016	NLT
408	0.0952380952380952	NLT
409	0.0133333333333333	NLT
410	0	NLT
411	0.00595238095238095	NLT
412	0.0111111111111111	NLT
413	0.0431818181818182	NLT
414	NA	NLT
415	NA	NLT
416	NA	NLT
417	NA	NLT
418	NA	NLT
419	NA	NLT
420	0.0808823529411765	NLT
421	0	NLT
422	0	NLT
423	0.0167901234567901	NLT
424	0.0462962962962963	NLT
425	0	NLT
426	0.0178571428571429	NLT
427	0	NLT
428	0	NLT
429	0.000643500643500644	NLT
430	0	NLT
431	0.0128205128205128	NLT
432	0.00925925925925926	NLT
433	0.00909090909090909	NLT
434	NA	NLT
435	NA	NLT
436	NA	NLT
437	NA	NLT
438	NA	NLT
439	NA	NLT
440	NA	NLT
441	NA	NLT
442	NA	NLT
443	NA	NLT
444	NA	NLT
445	NA	NLT
446	NA	NLT
447	NA	NLT
448	NA	NLT
449	0	NLT
450	NA	NLT
451	NA	NLT
452	NA	NLT
453	NA	NLT
454	NA	NLT
455	NA	NLT
456	NA	NLT
457	NA	NLT
458	NA	NLT
459	NA	NLT
460	NA	NLT
461	NA	NLT
462	NA	NLT
463	NA	NLT
464	NA	NLT
465	NA	NLT
466	NA	NLT
467	NA	NLT
468	NA	NLT
469	NA	NLT
470	NA	NLT
471	NA	NLT
472	NA	NLT
473	NA	NLT
474	NA	NLT
475	NA	NLT
476	NA	NLT
477	NA	NLT
478	NA	NLT
479	NA	NLT
480	NA	NLT
481	NA	NLT
482	NA	NLT
483	NA	NLT
484	NA	NLT
485	NA	NLT
486	NA	NLT
487	NA	NLT
488	NA	NLT
489	NA	NLT
490	NA	NLT
491	NA	NLT
492	NA	NLT
493	NA	NLT
494	0	NLT
495	0	NLT
496	0.0128205128205128	NLT
497	0.0151515151515152	NLT
498	0	NLT
499	0.00238095238095238	NLT
500	0	NLT
501	0	NLT
502	0.0416666666666667	NLT
503	0.323809523809524	NLT
504	NA	NLT
505	0.162525879917184	NLT
506	0.0221813725490196	NLT
507	0	NLT
508	0.00952380952380952	NLT
509	0.0416666666666667	NLT
510	0.0477150537634409	NLT
511	0	NLT
512	0.0319444444444444	NLT
513	0	NLT
514	0.0166666666666667	NLT
515	0.0119047619047619	NLT
516	0.00666666666666667	NLT
517	0	NLT
518	0	NLT
519	0.00641025641025641	NLT
520	0	NLT
521	0.0833333333333333	NLT
522	0	NLT
523	0.0953654188948307	NLT
524	0.000419287211740042	NLT
525	0.231956639851377	NLT
526	0.00909090909090909	NLT
527	NA	NLT
528	0.00666666666666667	NLT
529	0	NLT
530	0	NLT
531	0.00411522633744856	NLT
532	NA	NLT
533	NA	NLT
534	NA	NLT
535	NA	NLT
536	NA	NLT
537	NA	NLT
538	NA	NLT
539	NA	NLT
540	NA	NLT
541	NA	NLT
542	NA	NLT
543	NA	NLT
544	NA	NLT
545	0.0222222222222222	NLT
546	0.00571428571428571	NLT
547	0.0555555555555556	NLT
548	0	NLT
549	0	NLT
550	0	NLT
551	0.00133333333333333	NLT
552	0	NLT
553	0	NLT
554	0.0708333333333333	NLT
555	0.0906298003072197	NLT
556	0.284805834559529	NLT
557	0.00462962962962963	NLT
558	0.00925925925925926	NLT
559	0	NLT
560	0	NLT
561	0	NLT
562	0.0123456790123457	NLT
563	0.11264367816092	NLT
564	0.0185185185185185	NLT
565	0.0119047619047619	NLT
566	0.0166666666666667	NLT
567	0.005	NLT
568	0.191919191919192	NLT
569	0.027027027027027	NLT
570	0.0196078431372549	NLT
571	0.00211640211640212	NLT
572	0	NLT
573	0.00925925925925926	NLT
574	0.0666666666666667	NLT
575	0	NLT
576	0.101851851851852	NLT
577	0	NLT
578	0.0431818181818182	NLT
579	0	NLT
580	0	NLT
581	NA	NLT
582	NA	NLT
583	NA	NLT
584	NA	NLT
585	NA	NLT
586	0.0416666666666667	NLT
587	0.0036231884057971	NLT
588	0.00574712643678161	NLT
589	0	NLT
590	0.0633971291866029	NLT
591	0.0022038567493113	NLT
592	0	NLT
593	0.0263157894736842	NLT
594	0.00314465408805031	NLT
595	0.0208333333333333	NLT
596	0.166666666666667	NLT
597	0.00273224043715847	NLT
598	0.0135135135135135	NLT
599	0.0128205128205128	NLT
600	0	NLT
601	0	NLT
602	0.16741357234315	NLT
603	0.0227272727272727	NLT
604	0.00584795321637427	NLT
605	0	NLT
606	0.0121951219512195	NLT
607	0.0401635401635402	NLT
608	0.00204081632653061	NLT
609	0	NLT
610	0	NLT
611	0.0740740740740741	NLT
612	0.00416666666666667	NLT
613	0.052630682423081	NLT
614	0.00229885057471264	NLT
615	0.0769230769230769	NLT
616	0.00133333333333333	NLT
617	0	NLT
618	0	NLT
619	0.0476190476190476	NLT
620	0	NLT
621	0.00806451612903226	NLT
622	0	NLT
623	0	NLT
624	0.000342583076396026	NLT
625	0	NLT
626	0.00292397660818713	NLT
627	0	NLT
628	0.00476190476190476	NLT
629	0.0114942528735632	NLT
630	0.0109649122807018	NLT
631	0.000821018062397373	NLT
632	0.0198067632850242	NLT
633	0.0278864175169127	NLT
634	0.00966183574879227	NLT
635	0.0675291953287474	NLT
636	0.00254237288135593	NLT
637	0	NLT
638	0.0167589564902433	NLT
639	0	NLT
640	0.0040650406504065	NLT
641	0.00234741784037559	NLT
642	0	NLT
643	0.0266666666666667	NLT
644	0.0105263157894737	NLT
645	0.00238095238095238	NLT
646	0.0010840108401084	NLT
647	0.0156723963599596	NLT
648	0.0763582718651212	NLT
649	0.00506329113924051	NLT
650	0	NLT
651	0	NLT
652	0.0686192224747916	NLT
653	0	NLT
654	0.0111111111111111	NLT
655	0.0277777777777778	NLT
656	0	NLT
657	0.000634920634920635	NLT
658	0.000249687890137328	NLT
659	0.0952372994652406	NLT
660	0.130710085933967	NLT
661	0.109953703703704	NLT
662	0.0176518883415435	NLT
663	0.0574501119829624	NLT
664	0.000285714285714286	NLT
665	0	NLT
666	0.00277777777777778	NLT
667	0.156613616268789	NLT
668	0.0363636363636364	NLT
669	0.0424242424242424	NLT
670	0.0334363695871073	NLT
671	0	NLT
672	0.0972222222222222	NLT
673	0.0105820105820106	NLT
674	0	NLT
675	0	NLT
676	0.00694444444444444	NLT
677	0.00680272108843537	NLT
678	0.0762669283926482	NLT
679	0.0218555714968914	NLT
680	0	NLT
681	0.065255376344086	NLT
682	0.00673400673400673	NLT
683	0.0294973544973545	NLT
684	0	NLT
685	0.0112359550561798	NLT
686	0.0140138888888889	NLT
687	0.0358262092715874	NLT
688	NA	NLT
689	0.0081019897533659	NLT
690	0.0384615384615385	NLT
691	0.00158730158730159	NLT
692	0.00444444444444444	NLT
693	0	NLT
694	0.00703703703703704	NLT
695	0.00611387917999058	NLT
696	0.043138415784629	NLT
697	0	NLT
698	0.0447761194029851	NLT
699	0	NLT
700	0.0630846566130697	NLT
701	0.0298062015503876	NLT
702	0.00490196078431373	NLT
703	0.00411522633744856	NLT
704	0.0304347826086957	NLT
705	0.173079758219077	NLT
706	0.0087719298245614	NLT
707	0.0492898913951546	NLT
708	0	NLT
709	0.0378401360544218	NLT
710	0.00833333333333333	NLT
711	0.00151515151515152	NLT
712	0	NLT
713	0.000833333333333333	NLT
714	0.00704225352112676	NLT
715	0.00952380952380952	NLT
716	0.0952380952380952	NLT
717	0.000707213578500707	NLT
718	0.00248756218905473	NLT
719	0.000797178130511464	NLT
720	0.0162996955716566	NLT
721	0.00121212121212121	NLT
722	0	NLT
723	0.0498935473304946	NLT
724	0.0018018018018018	NLT
725	0	NLT
726	0.000753295668549906	NLT
727	0.0375586854460094	NLT
728	0.002	NLT
729	0.0037037037037037	NLT
730	0.0667958551174266	NLT
731	0	NLT
732	0.00675675675675676	NLT
733	0.00241545893719807	NLT
734	0	NLT
735	0	NLT
736	0	NLT
737	0.0495755517826825	NLT
738	0.0479646017699115	NLT
739	0.0147198480531814	NLT
740	0	NLT
741	0.00149253731343284	NLT
742	0.249265138154027	NLT
743	0.00347222222222222	NLT
744	0	NLT
745	0.0208333333333333	NLT
746	0	NLT
747	NA	NLT
748	0	NLT
749	0.108333333333333	NLT
750	0.0714285714285714	NLT
751	0	NLT
752	0.0398415140970267	NLT
753	0.0102040816326531	NLT
754	0.002	NLT
755	0.000194931773879142	NLT
756	0.00628930817610063	NLT
757	0.00840336134453781	NLT
758	0.0213675213675214	NLT
759	0.0370766488413547	NLT
760	0	NLT
761	0.115740740740741	NLT
762	0.00782414307004471	NLT
763	0.0924659518980006	NLT
764	0.112648530331457	NLT
765	0.0225225225225225	NLT
766	0.000858000858000858	NLT
767	0	NLT
768	0.00282485875706215	NLT
769	0.00925925925925926	NLT
770	0	NLT
771	0.0142857142857143	NLT
772	0	NLT
773	0	NLT
774	9.66183574879227e-05	NLT
775	0.00333333333333333	NLT
776	0.000632111251580278	NLT
777	0.00628930817610063	NLT
778	0	NLT
779	0.0185185185185185	NLT
780	0.0010752688172043	NLT
781	NA	NP-Kun
782	NA	NP-Kun
783	NA	NP-Kun
784	NA	NP-Kun
785	NA	NP-Kun
786	NA	NP-Kun
787	NA	NP-Kun
788	0	NP-Kun
789	NA	NP-Kun
790	NA	NP-Kun
791	NA	NP-Kun
792	0	NP-Kun
793	NA	NP-Kun
794	NA	NP-Kun
795	NA	NP-Kun
796	NA	NP-Kun
797	NA	NP-Kun
798	NA	NP-Kun
799	0	NP-Kun
800	NA	NP-Kun
801	NA	NP-Kun
802	NA	NP-Kun
803	NA	NP-Kun
804	0	NP-Kun
805	NA	NP-Kun
806	NA	NP-Kun
807	NA	NP-Kun
808	NA	NP-Kun
809	NA	NP-Kun
810	NA	NP-Kun
811	0	NP-Kun
812	NA	NP-Kun
813	NA	NP-Kun
814	0	NP-Kun
815	0	NP-Kun
816	NA	NP-Kun
817	NA	NP-Kun
818	NA	NP-Kun
819	0	NP-Kun
820	0	NP-Kun
821	NA	NP-Kun
822	NA	NP-Kun
823	0	NP-Kun
824	NA	NP-Kun
825	NA	NP-Kun
826	NA	NP-Kun
827	NA	NP-Kun
828	0.434300035803795	NP-Kun
829	NA	NP-Kun
830	NA	NP-Kun
831	0	NP-Kun
832	0	NP-Kun
833	0	NP-Kun
834	NA	NP-Kun
835	0	NP-Kun
836	NA	NP-Kun
837	NA	NP-Kun
838	NA	NP-Kun
839	NA	NP-Kun
840	0	NP-Kun
841	NA	NP-Kun
842	NA	NP-Kun
843	NA	NP-Kun
844	0	NP-Kun
845	NA	NP-Kun
846	NA	NP-Kun
847	0	NP-Kun
848	0	NP-Kun
849	NA	NP-Kun
850	NA	NP-Kun
851	NA	NP-Kun
852	NA	NP-Kun
853	0	NP-Kun
854	0	NP-Kun
855	0	NP-Kun
856	0	NP-Kun
857	0	NP-Kun
858	NA	NP-Kun
859	0	NP-Kun
860	NA	NP-Kun
861	NA	NP-Kun
862	NA	NP-Kun
863	NA	NP-Kun
864	0	NP-Kun
865	NA	NP-Kun
866	NA	NP-Kun
867	NA	NP-Kun
868	NA	NP-Kun
869	NA	NP-Kun
870	NA	NP-Kun
871	NA	NP-Kun
872	NA	NP-Kun
873	0	NP-Kun
874	0	NP-Kun
875	NA	NP-Kun
876	NA	NP-Kun
877	NA	NP-Kun
878	NA	NP-Kun
879	NA	NP-Kun
880	NA	NP-Kun
881	NA	NP-Kun
882	NA	NP-Kun
883	NA	NP-Kun
884	0	NP-Kun
885	NA	NP-Kun
886	NA	NP-Kun
887	NA	NP-Kun
888	NA	NP-Kun
889	0	NP-Kun
890	NA	NP-Kun
891	NA	NP-Kun
892	NA	NP-Kun
893	0	NP-Kun
894	NA	NP-Kun
895	NA	NP-Kun
896	NA	NP-Kun
897	NA	NP-Kun
898	0	NP-Kun
899	0	NP-Kun
900	0.0416666666666667	NP-Kun
901	NA	NP-Kun
902	NA	NP-Kun
903	0	NP-Kun
904	0	NP-Kun
905	NA	NP-Kun
906	NA	NP-Kun
907	0	NP-Kun
908	0	NP-Kun
909	NA	NP-Kun
910	0.0416666666666667	NP-Kun
911	NA	NP-Kun
912	NA	NP-Kun
913	NA	NP-Kun
914	0.0455853174603175	NP-Kun
915	NA	NP-Kun
916	0	NP-Kun
917	0	NP-Kun
918	0	NP-Kun
919	NA	NP-Kun
920	0	NP-Kun
921	NA	NP-Kun
922	NA	NP-Kun
923	NA	NP-Kun
924	NA	NP-Kun
925	NA	NP-Kun
926	NA	NP-Kun
927	0	NP-Kun
928	NA	NP-Kun
929	0	NP-Kun
930	0	NP-Kun
931	NA	NP-Kun
932	NA	NP-Kun
933	0	NP-Kun
934	NA	NP-Kun
935	0	NP-Kun
936	NA	NP-Kun
937	0.111111111111111	NP-Kun
938	0	NP-Kun
939	0	NP-Kun
940	NA	NP-Kun
941	1	NP-Kun
942	0.277777777777778	NP-Kun
943	0	NP-Kun
944	NA	NP-Kun
945	NA	NP-Kun
946	0	NP-Kun
947	NA	NP-Kun
948	0	NP-Kun
949	0	NP-Kun
950	0	NP-Kun
951	NA	NP-Kun
952	NA	NP-Kun
953	NA	NP-Kun
954	0	NP-Kun
955	NA	NP-Kun
956	0	NP-Kun
957	NA	NP-Kun
958	NA	NP-Kun
959	NA	NP-Kun
960	0	NP-Kun
961	NA	NP-Kun
962	NA	NP-Kun
963	NA	NP-Kun
964	NA	NP-Kun
965	0	NP-Kun
966	0	NP-Kun
967	NA	NP-Kun
968	NA	NP-Kun
969	0.0305114638447972	NP-Kun
970	NA	NP-Kun
971	NA	NP-Kun
972	NA	NP-Kun
973	NA	NP-Kun
974	NA	NP-Kun
975	NA	NP-Kun
976	NA	NP-Kun
977	NA	NP-Kun
978	NA	NP-Kun
979	NA	NP-Kun
980	0	NP-Kun
981	NA	NP-Kun
982	NA	NP-Kun
983	NA	NP-Kun
984	NA	NP-Kun
985	NA	NP-Kun
986	0	NP-Kun
987	NA	NP-Kun
988	NA	NP-Kun
989	NA	NP-Kun
990	NA	NP-Kun
991	NA	NP-Kun
992	NA	NP-Kun
993	NA	NP-Kun
994	NA	NP-Kun
995	NA	NP-Kun
996	NA	NP-Kun
997	NA	NP-Kun
998	0.0277777777777778	NP-Kun
999	0.166666666666667	NP-Kun
1000	NA	NP-Kun
1001	NA	NP-Kun
1002	NA	NP-Kun
1003	NA	NP-Kun
1004	0	NP-Kun
1005	NA	NP-Kun
1006	0	NP-Kun
1007	NA	NP-Kun
1008	0	NP-Kun
1009	0.166666666666667	NP-Kun
1010	NA	NP-Kun
1011	NA	NP-Kun
1012	0	NP-Kun
1013	NA	NP-Kun
1014	0	NP-Kun
1015	0	NP-Kun
1016	0	NP-Kun
1017	NA	NP-Kun
1018	NA	NP-Kun
1019	0	NP-Kun
1020	NA	NP-Kun
1021	NA	NP-Kun
1022	NA	NP-Kun
1023	0.092387079151785	NP-Kun
1024	NA	NP-Kun
1025	1	NP-Kun
1026	0	NP-Kun
1027	NA	NP-Kun
1028	0	NP-Kun
1029	NA	NP-Kun
1030	NA	NP-Kun
1031	NA	NP-Kun
1032	NA	NP-Kun
1033	NA	NP-Kun
1034	NA	NP-Kun
1035	NA	NP-Kun
1036	NA	NP-Kun
1037	NA	NP-Kun
1038	NA	NP-Kun
1039	0.025	NP-Kun
1040	NA	NP-Kun
1041	0	NP-Kun
1042	NA	NP-Kun
1043	NA	NP-Kun
1044	NA	NP-Kun
1045	0	NP-Kun
1046	NA	NP-Kun
1047	NA	NP-Kun
1048	NA	NP-Kun
1049	0.0141465677179963	NP-Kun
1050	0	NP-Kun
1051	0	NP-Kun
1052	0	NP-Kun
1053	NA	NP-Kun
1054	NA	NP-Kun
1055	0	NP-Kun
1056	NA	NP-Kun
1057	0	NP-Kun
1058	NA	NP-Kun
1059	0.166666666666667	NP-Kun
1060	NA	NP-Kun
1061	0	NP-Kun
1062	NA	NP-Kun
1063	0	NP-Kun
1064	NA	NP-Kun
1065	NA	NP-Kun
1066	NA	NP-Kun
1067	NA	NP-Kun
1068	0.0160714285714286	NP-Kun
1069	NA	NP-Kun
1070	0	NP-Kun
1071	NA	NP-Kun
1072	NA	NP-Kun
1073	0	NP-Kun
1074	NA	NP-Kun
1075	NA	NP-Kun
1076	NA	NP-Kun
1077	0	NP-Kun
1078	0	NP-Kun
1079	0	NP-Kun
1080	NA	NP-Kun
1081	NA	NP-Kun
1082	0	NP-Kun
1083	NA	NP-Kun
1084	0	NP-Kun
1085	0	NP-Kun
1086	NA	NP-Kun
1087	NA	NP-Kun
1088	NA	NP-Kun
1089	0	NP-Kun
1090	0	NP-Kun
1091	0	NP-Kun
1092	NA	NP-Kun
1093	NA	NP-Kun
1094	0	NP-Kun
1095	0.0833333333333333	NP-Kun
1096	0	NP-Kun
1097	NA	NP-Kun
1098	NA	NP-Kun
1099	NA	NP-Kun
1100	NA	NP-Kun
1101	NA	NP-Kun
1102	0	NP-Kun
1103	NA	NP-Kun
1104	NA	NP-Kun
1105	NA	NP-Kun
1106	NA	NP-Kun
1107	NA	NP-Kun
1108	NA	NP-Kun
1109	0	NP-Kun
1110	0	NP-Kun
1111	0	NP-Kun
1112	NA	NP-Kun
1113	NA	NP-Kun
1114	NA	NP-Kun
1115	0	NP-Kun
1116	NA	NP-Kun
1117	NA	NP-Kun
1118	0	NP-Kun
1119	0	NP-Kun
1120	NA	NP-Kun
1121	NA	NP-Kun
1122	NA	NP-Kun
1123	0	NP-Kun
1124	NA	NP-Kun
1125	0	NP-Kun
1126	0	NP-Kun
1127	NA	NP-Kun
1128	NA	NP-Kun
1129	NA	NP-Kun
1130	0.01	NP-Kun
1131	NA	NP-Kun
1132	0.166666666666667	NP-Kun
1133	0	NP-Kun
1134	NA	NP-Kun
1135	NA	NP-Kun
1136	0	NP-Kun
1137	NA	NP-Kun
1138	0	NP-Kun
1139	NA	NP-Kun
1140	NA	NP-Kun
1141	0	NP-Kun
1142	NA	NP-Kun
1143	0	NP-Kun
1144	0	NP-Kun
1145	0	NP-Kun
1146	NA	NP-Kun
1147	NA	NP-Kun
1148	0	NP-Kun
1149	0	NP-Kun
1150	NA	NP-Kun
1151	NA	NP-Kun
1152	0	NP-Kun
1153	0	NP-Kun
1154	NA	NP-Kun
1155	NA	NP-Kun
1156	NA	NP-Kun
1157	NA	NP-Kun
1158	0	NP-Kun
1159	NA	NP-Kun
1160	0	NP-Kun
1161	NA	NP-Kun
1162	0	NP-Kun
1163	NA	NP-Kun
1164	0	NP-Kun
1165	NA	NP-Kun
1166	NA	NP-Kun
1167	NA	NP-Kun
1168	0	NP-Kun
1169	NA	NP-Kun
1170	NA	NP-Kun
1171	NA	NP-Kun
1172	NA	NP-Kun
1173	NA	NP-Kun
1174	NA	NP-Kun
1175	NA	NP-Kun
1176	NA	NP-Kun
1177	NA	NP-Kun
1178	NA	NP-Kun
1179	NA	NP-Kun
1180	NA	NP-Kun
1181	NA	NP-Kun
1182	NA	NP-Kun
1183	NA	NP-Kun
1184	NA	NP-Kun
1185	NA	NP-Kun
1186	NA	NP-Kun
1187	NA	NP-Kun
1188	NA	NP-Kun
1189	NA	NP-Kun
1190	NA	NP-Kun
1191	0	NP-Kun
1192	NA	NP-Kun
1193	NA	NP-Kun
1194	0.166666666666667	NP-Kun
1195	NA	NP-Kun
1196	NA	NP-Kun
1197	NA	NP-Kun
1198	NA	NP-Kun
1199	NA	NP-Kun
1200	NA	NP-Kun
1201	0	NP-Kun
1202	NA	NP-Kun
1203	NA	NP-Kun
1204	NA	NP-Kun
1205	0	NP-Kun
1206	NA	NP-Kun
1207	0	NP-Kun
1208	NA	NP-Kun
1209	0	NP-Kun
1210	NA	NP-Kun
1211	NA	NP-Kun
1212	NA	NP-Kun
1213	NA	NP-Kun
1214	NA	NP-Kun
1215	NA	NP-Kun
1216	NA	NP-Kun
1217	NA	NP-Kun
1218	0.00178571428571429	NP-Kun
1219	NA	NP-Kun
1220	NA	NP-Kun
1221	NA	NP-Kun
1222	NA	NP-Kun
1223	NA	NP-Kun
1224	NA	NP-Kun
1225	NA	NP-Kun
1226	NA	NP-Kun
1227	NA	NP-Kun
1228	NA	NP-Kun
1229	NA	NP-Kun
1230	NA	NP-Kun
1231	NA	NP-Kun
1232	NA	NP-Kun
1233	NA	NP-Kun
1234	NA	NP-Kun
1235	NA	NP-Kun
1236	NA	NP-Kun
1237	NA	NP-Kun
1238	NA	NP-Kun
1239	NA	NP-Kun
1240	NA	NP-Kun
1241	NA	NP-Kun
1242	NA	NP-Kun
1243	NA	NP-Kun
1244	0	NP-Kun
1245	0.0185185185185185	NP-Kun
1246	NA	NP-Kun
1247	NA	NP-Kun
1248	NA	NP-Kun
1249	NA	NP-Kun
1250	0	NP-Kun
1251	NA	NP-Kun
