	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	NP-Kun	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCP	LCT	LCT	LCT	LCT	LCT	LCT	LCT	LCT	NLT	NLT	NLT	NLT	WB	WB	WB	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT	ONT
chr1:248100712-248100724	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.664788858939802	0.88639113507038	0.592652010299069	NA	0.0128205128205128	0	0.233084203581098	0	0	0.00462962962962963	0	0	0	0.0277777777777778	0.0185185185185185	0	NA	0	0	0.0388386123680241	0.0160932297447281	0.17281746031746	0.0303030303030303	0.00231481481481481	0	0	0.118421052631579	0	NA	0.253378378378378	0	NA	0	0.4004329004329	0.240740740740741	0.146550472040668	0.0797219260838664	0.213612879657656	0.257040773434216	0.164595630112872	0.0711875843454791	0.0507949561403509	0.0683727649436721	0.0109289617486339	0.361111111111111	NA	0.0246753246753247	0.743589743589744	0.657800415016035	0.781778228532792	NA	0.394105691056911	NA	0.068287037037037	0.0208333333333333	NA	NA
chr2:230784871-230785004	NA	NA	NA	0	0	0	0	0.166666666666667	NA	NA	NA	NA	0	0	0	0	0	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	NA	0	0	NA	0	NA	NA	NA	0	0	NA	0	0	0	0	NA	0	0	NA	1	NA	NA	0	NA	NA	0.5	NA	NA	NA	0.647869674185464	0.948470209339775	0.404040404040404	0	0.0111111111111111	0.0444444444444444	0.0144927536231884	0	0.0151515151515152	0.0166666666666667	0	0	0	0	0	0	0	0.0344827586206897	0.0141843971631206	0.0303030303030303	0.0380952380952381	0.0212765957446809	0.0844017094017094	0.0158730158730159	0	0.0493827160493827	NA	0.037037037037037	0.00854700854700855	0.0666666666666667	0.0303030303030303	NA	0.0666666666666667	0.299145299145299	0.0222222222222222	0.037037037037037	0.0222222222222222	0.0138888888888889	0.0533333333333333	0.0144927536231884	0.0462962962962963	0.0555555555555556	0.0648148148148148	0.0238095238095238	0	NA	0.0158730158730159	NA	NA	0.025	0.0512820512820513	NA	0.154761904761905	0.296296296296296	0.407407407407407	0.706349206349206	NA
chr14:65008757-65008774	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.0555555555555556	NA	NA	NA	0	0.025	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.905542522396455	0.771849143764037	0.807779002743588	0	0.0157596371882086	0.00185185185185185	0.0147392819067926	0.047432521395655	0.00344827586206897	0.00131578947368421	0.00454545454545455	0	NA	0.0133333333333333	0	0	0.141666666666667	0.0021978021978022	0.00227272727272727	0.00675521821631879	0.00232558139534884	0	0	0.00202702702702703	0	0.00537240537240537	0.00169491525423729	0.0741737190013052	NA	0.00172413793103448	0.00256410256410256	0.00202020202020202	0	0.0348484848484849	0.00212765957446809	0.00117647058823529	0.00440340909090909	0.000588235294117647	0.00173913043478261	0.00241935483870968	0.00434782608695652	0	0.000847457627118644	0.00348837209302326	0.0377848436671966	NA	0.060376309383076	0.47	0.411904761904762	NA	NA	0.745199362041467	0.309677789244353	NA	0.523882352941176	NA	0.372222222222222
chr10:94826155-94826160	NA	0	NA	0	NA	0	0.0277777777777778	0	NA	0	NA	NA	0	NA	NA	0	0	0	NA	NA	0	NA	0.0138888888888889	NA	NA	NA	0	0	NA	NA	0	0	0.5	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0.277777777777778	0	NA	0	0	NA	NA	NA	NA	0	0.749319727891156	0.813163656267105	0.629768270944742	0.5	0.0541666666666667	0	0.132349507308644	0.00757575757575758	0.0087719298245614	0.010752688172043	NA	0.277777777777778	NA	NA	0	0	0	0	0.00925925925925926	0	0.00396825396825397	0	0	0	0.00555555555555556	0.00222222222222222	0.0515873015873016	0.0912503412503412	NA	0	0	0.090626397918811	0	0	0	0.0258295625942685	0.00292397660818713	0.0483870967741935	0.00641025641025641	0.0065359477124183	0	0.00392156862745098	0.0112994350282486	0.00574712643678161	0.0053763440860215	0.00704225352112676	0.00427350427350427	0.142857142857143	0.605820105820106	NA	0	NA	NA	0.327777777777778	0.0666666666666667	NA	0
chr3:63953883-63953989	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.451973392461197	0.978365384615385	0.712050865800866	0.713461538461538	0.00238095238095238	0	0.0212814645308925	0.00285714285714286	0	0	0	0.365079365079365	0.193939393939394	0	0.0303030303030303	0	0.0166666666666667	0.0451335055986219	0.093432007400555	0.0150029708853238	0.117933723196881	0.0260908681961314	0.0874551971326165	0.0164634146341463	0.0231904991173166	0.00317460317460318	NA	0.00462962962962963	0.0329268292682927	0.0314995563442768	0	NA	0.0804597701149425	0.0822222222222222	0.0430065359477124	0.126713564213564	0.0315136476426799	0.122710622710623	0.0465075465075465	0.00471698113207547	0.134353741496599	0.0756004111765256	0.0379777455249153	0.0782004830917874	0.00340136054421769	NA	0	NA	NA	0.0143589743589744	NA	NA	0.380952380952381	NA	0.388888888888889	0.65	0.351851851851852
chr13:24844945-24845092	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0	NA	NA	NA	0	NA	NA	0	NA	0	0	NA	1	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	NA	NA	0	NA	NA	NA	NA	NA	0.923611111111111	0.144736842105263	0.956363636363636	0	0	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0.0584126984126984	0.0303030303030303	0.0138888888888889	0	0	0	0.0434173669467787	0.0128205128205128	0.00564971751412429	0	0	NA	0.0123456790123457	0.0238095238095238	0.0158730158730159	0.0144927536231884	0.0166666666666667	0	0.087210780574625	0.00326797385620915	0.321637426900585	0.0533333333333333	0.0660225442834139	0.00462962962962963	0.00938967136150235	0.0123456790123457	0	0	0.00854700854700855	0.0303030303030303	0.337037037037037	NA	0.467028003613369	0.388888888888889	NA	0.433333333333333	NA	0.976190476190476	1	0.142857142857143
chr7:156796467-156796474	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.734445701357466	0.277777777777778	0.944444444444445	0	0	0.00476190476190476	0.00589970501474926	0	0.0123456790123457	0	0	0	0	0	0	0	NA	0.00171821305841924	0.484126984126984	0.286243386243386	0.0045662100456621	0.0087719298245614	0	0.00171821305841924	0.00340136054421769	0.0108225108225108	0.00833333333333333	0.0045045045045045	0.10783424077435	0.0793650793650794	0.226923076923077	NA	0.00416666666666667	0.0750276854928018	0.00666666666666667	0.00938967136150235	0.00720524434761004	0.0710266715381805	0.0137012012012012	0.486740710270122	0.00490196078431373	0.0037037037037037	0	0.0102880658436214	0.0209505941213258	0.0124702255849797	0.00210970464135021	0	0.0740740740740741	NA	NA	NA	NA	NA	NA	NA	0
chr7:156815077-156815223	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0.5	NA	NA	NA	0	NA	NA	0	0	0	0	NA	0	0	0	1	NA	0.111111111111111	0.222222222222222	0	NA	NA	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	0.952173913043478	0.0625	0.785069444444444	0	0.0277777777777778	0.0434782608695652	0.0311111111111111	0.0428571428571429	0.0175438596491228	0.0133333333333333	0.0666666666666667	0	0	0.00925925925925926	0	0	0	0.0128205128205128	0.644444444444444	0.178787878787879	0.0196078431372549	0.0123456790123457	0.0158730158730159	0.0222222222222222	0.0175438596491228	0.0256410256410256	0.0416666666666667	0.171717171717172	0.270637408568443	0.120051085568327	0.473214285714286	NA	0.0434782608695652	0.0526315789473684	0.0202020202020202	0.0378787878787879	0.0146520146520147	0.50952380952381	0.0175438596491228	0.228919071873231	0.0227272727272727	0.0232558139534884	0.00529100529100529	0.0231481481481482	0.0229885057471264	0.0350877192982456	0.0242424242424242	0	0.125	NA	NA	NA	NA	NA	NA	NA	0
chr18:55114629-55114720	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	NA	0	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6875	0.553303303303303	0.562588803637397	0	0.0289855072463768	0.00555555555555556	0.0078740157480315	0.0459280303030303	0.00793650793650794	0.0101010101010101	0.716666666666667	0.0333333333333333	0	0	0.0185185185185185	0	0	0.00854700854700855	0.0185185185185185	0.274853801169591	0.0102564102564103	0.0222222222222222	0	0.0548682703321879	0.018018018018018	0.0211640211640212	0.0104166666666667	0	0.0505050505050505	0.0045045045045045	0.00476190476190476	NA	0.00555555555555556	0.333333333333333	0.0303030303030303	0.0192307692307692	0.0210648148148148	0.0348982334869432	0.0112994350282486	0.0147058823529412	0.00208333333333333	0.00273224043715847	0.0135135135135135	0.00833333333333333	0.414983164983165	NA	0.214814814814815	0.333333333333333	0.2	NA	0.0053763440860215	0	0	NA	NA	0.0303030303030303	0.5
chr4:11429309-11429419	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	NA	NA	NA	NA	0.0349206349206349	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	0.797516215788641	0.235869704066425	0.874023251381742	0	0.00167084377610693	0.00454545454545455	0.00277777777777778	0.01	0.00256410256410256	0.00769847634322374	0	0.0151515151515152	0	0	0	0.00238095238095238	0.00909090909090909	0.013807285546416	0	0.00392156862745098	0.00144927536231884	0.00294117647058824	0	0	0.017536231884058	0.0603912532755037	0.00350877192982456	0	0	0	0.00769230769230769	NA	0	0	0.00232558139534884	0.0369325149123962	0	0.00559413580246914	0	0.0176079734219269	0	0.00103092783505155	0	0.00140845070422535	0.421717171717172	0.00465116279069767	0.0218253968253968	0.0303030303030303	NA	0	0.00357142857142857	0.00476190476190476	0	NA	NA	0.0666666666666667	0
chr15:68119840-68119854	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	NA	0.0555555555555556	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.669832381788903	0.378947368421053	0.923520923520924	0.0185185185185185	0.00793650793650794	0	0.0126582278481013	0.0208333333333333	0.0400641025641026	0.019047619047619	0	0	0	0	0	0	NA	0	0	0	0	0.0128205128205128	0	0.00709219858156028	0	0.00340136054421769	0	0	0.037037037037037	0.0087719298245614	0	0	0	0	0	0.00854700854700855	0.00264550264550265	0.00157232704402516	0	0.0114942528735632	0	0	0	0.0193121693121693	0	0.00546448087431694	0	NA	0	NA	0.0138888888888889	NA	0.0166666666666667	NA	0	NA	NA
chr6:26184036-26184087	NA	NA	0	NA	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.630043190287029	0.304995032154829	0.921138792479668	0	0	0.000744047619047619	0.00140723100238147	0	0.000587889476778366	0.000566893424036281	0	0.00264550264550265	0	0	NA	0	0	0.00109051254089422	0	0	0.00703193031659821	0	0	0	0	0	NA	0	0	0	0.000933706816059757	0	0	0	0.000850340136054422	0	0	0.00112550107924761	0.0142870142870143	0.00155728169912567	0.000228937728937729	0	0	0	0	0	0	NA	NA	0.00170068027210884	NA	0	0	NA	0	NA	NA
chr6:26614349-26614354	NA	0	0	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0.0555555555555556	NA	NA	0	NA	0	NA	NA	0	0	0	0	NA	0	0	0	NA	0	0	0.277777777777778	NA	0	0	0	NA	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	1	NA	0.603603603603604	0.352642025587231	0.823894557823129	0	0.123456790123457	0	0.0185308161780982	0.00806451612903226	0	0.00555555555555556	0	0	0	0	0	0	0	0	0	0.0142857142857143	0.00444444444444444	0	0	0.0346878269968608	0	0.00189393939393939	NA	0	0.0227272727272727	0	0	0	0	0.0353535353535354	0.00617283950617284	0.143417874396135	0.000992063492063492	0.06930256869773	0.0156966490299824	0.00574712643678161	0	0.00526315789473684	0	0	0.0072463768115942	0.0493298253880992	0.0206207482993197	NA	NA	0	NA	0	0	NA	0	NA	NA
chr1:29586409-29586417	0	NA	0	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	NA	NA	0.0416666666666667	NA	NA	1	0.555555555555556	0.259259259259259	0.759259259259259	NA	0.00617283950617284	0	0.0163398692810458	0	0.00505050505050505	0	NA	0	0	0	0	0	0	0.0125	0	0	0	0	0	0	0	0	0	0.0128205128205128	NA	0	0	NA	0	0	0	0.0708874458874459	0.00168350168350168	0	0	0	0	0.00617283950617284	0.00273224043715847	0	0	NA	0	0.0138888888888889	0	0	NA	0.0087719298245614	NA	0	NA	NA	NA
chr14:57283852-57283858	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	0	NA	0	NA	0	NA	NA	0	0	NA	0.141666666666667	NA	NA	NA	0	0	0	NA	NA	0	NA	0	NA	NA	0.025	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	0.839725179298187	0.137367028923006	1	0	0.00350877192982456	0.0122710622710623	0.00294117647058824	0.00984848484848485	0.00416666666666667	0.0177083333333333	0.179166666666667	NA	NA	0	0.494444444444444	0	0.0125	0	0.00217391304347826	0.00256410256410256	0	0	0.00232558139534884	0.000746268656716418	0.0027027027027027	0.00365853658536585	0.00227272727272727	0	NA	0.005	0.00789473684210526	0.00166666666666667	0	0.021978021978022	0.0107885824866957	0.00580095051719318	0	0.0128480291638186	0.000892857142857143	0.0021978021978022	0	0	0	0.00125	0	NA	0.0062699633266296	0	0	NA	NA	0	0	NA	0	NA	NA
chr22:19511787-19511800	NA	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.0166666666666667	NA	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	0	NA	NA	0	0	NA	0.141666666666667	NA	1	NA	0.863352499352499	0.209971405228758	1	0.0125	0	0	0	0.00645161290322581	0.0182194616977226	0.00588983050847458	0	0.0555555555555556	0	0.005	0.179166666666667	0	0	0	0	0	0.00161290322580645	0	0	0.00087719298245614	0	0.00149253731343284	NA	0	0.00714285714285714	0	0	NA	0	0.00869565217391304	0	0	0.000657894736842105	0.0024	0	0.00965116279069768	0.00416666666666667	0	0	0	0.00769230769230769	0.00108695652173913	0.00519480519480519	NA	0.0416666666666667	0.0025	NA	0.0117647058823529	0	0	NA	NA	NA
chr10:77155183-77155193	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	NA	0	NA	NA	0	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.780092592592593	0.487158190646563	1	0	0	0	0.0437833911770542	0.0161290322580645	0	0.00952380952380952	0	0	0	0	0.0256410256410256	0	NA	0	0	0	0.00378787878787879	0	0	0.032403316423935	0	0.00264550264550265	0.222222222222222	0.249732620320856	NA	0	0	0.0844277673545966	0.0087719298245614	0	0	0.174918300653595	0.0710259008131349	0.00602409638554217	0	0.00617283950617284	0.00228310502283105	0.0575502928444105	0	0.00347222222222222	0	0.00273224043715847	0.018018018018018	0	0.0833333333333333	NA	0	NA	NA	0	0	NA	NA
chr6:10421562-10421572	NA	0	NA	0	0	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	0	0	0	NA	NA	NA	0	NA	NA	NA	0	0	0	NA	0	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	0	0	0	0	NA	0	NA	0	0	0	0	0	0	NA	0.466666666666667	NA	NA	NA	0.524691358024691	0.382334373143197	0.916300688039818	0	0.0829579579579579	0	0.00608272506082725	0.00347222222222222	0.0028735632183908	0.00416666666666667	0	NA	0	0	0	0	0	0.00256410256410256	0	0.145833333333333	0.00234741784037559	0	0.00694444444444444	0.00152905198776758	0.00476190476190476	0.00297619047619048	NA	0	0.327777777777778	0	0.0036231884057971	0.00222222222222222	0	0	0	0.0072463768115942	0.0188441786528645	0.326798218377267	0.00314465408805031	0.00203252032520325	0.0562927674550229	0.00238095238095238	0.0622200263504611	0.098234642694287	0	0.0013550135501355	0	NA	NA	0	NA	0	0	NA	0	NA	NA
chr6:10390948-10390967	NA	0	NA	0	0	0	0	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	1	NA	0	NA	NA	NA	NA	NA	0	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0.485870158210584	0.433710025815289	0.938744058229352	0	0.0053763440860215	0.00505050505050505	0.0170494864612512	0.0102040816326531	0	0	0	0	0	0.0166666666666667	0	0.0166666666666667	0.0208333333333333	0	0	0.0036231884057971	0.0072463768115942	0	0.00427350427350427	0	0	0.00225225225225225	NA	0	0.234593837535014	0	0.0407925407925408	0	0	0.00574712643678161	0.00555555555555556	0.0261054421768707	0.00816473440933545	0.370273966273966	0.0121212121212121	0.0118135376756066	0.00409836065573771	0.00292397660818713	0.0472999222999223	0.0368606561116941	0	0.0157894736842105	0	NA	NA	0	NA	0	0	NA	0	NA	NA
chr6:10887325-10887330	NA	0.037037037037037	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	0	1	0.0138888888888889	0	NA	0.0396825396825397	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	0	NA	NA	NA	0	NA	0.0555555555555556	0	0	NA	NA	0	0	0	0.0555555555555556	NA	NA	NA	NA	NA	NA	1	0.149879554351099	1	0	0.0128205128205128	0	0.00490196078431373	0.0769230769230769	0.0043859649122807	0.00900900900900901	NA	0	0	0.00694444444444444	0	0	NA	0.00340136054421769	0	0	0	0.00757575757575758	0	0.00152905198776758	0	0.00245098039215686	NA	0	0.0217391304347826	0	0.0158730158730159	0.00308641975308642	0	0	0	0.00277777777777778	0.00776680819138234	0.00825082508250825	0.00308641975308642	0.00277777777777778	0.00740740740740741	0.0028735632183908	0	0.00282485875706215	0.131944444444444	0.00574712643678161	0	NA	NA	0	NA	0	0	NA	0	NA	NA
chr7:64541587-64541635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	NA	0	0	0	0.000850340136054422	0	0	0	0	NA	0	NA	0	0.0555555555555556	0	0	0	NA	0.0523809523809524	0	0	NA	NA	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0.25	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778
chr20:21492659-21492667	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.0555555555555556	0	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	0	NA	NA	NA	1	0.556128830519074	1	0.263888888888889	0.143650793650794	0.0185185185185185	0.0140562248995984	0.0437606837606838	0.00925925925925926	0	0	0	0.0277777777777778	0	0	0	NA	0.0130718954248366	0.228070175438597	0	0.00564971751412429	0.0128205128205128	0.00574712643678161	0.0160665892373209	0	0.0301912568306011	0.051207729468599	0	0.166666666666667	0.021505376344086	0.00925925925925926	0.0424453136317543	0.173976608187134	0.169871794871795	0.0801282051282051	0.0130208333333333	0.0296817625458996	0.042110177404295	0.0858189974102849	0.0785473785473785	0.00431034482758621	0.0342261904761905	0.0509189640768588	0.00714285714285714	0.0138888888888889	0.152426321138211	0.00574712643678161	NA	0	NA	NA	0.00520833333333333	0	0	NA	NA	NA
chr6:105389112-105389117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.0555555555555556	0	NA	NA	NA	NA	NA	NA	NA	1	0.41358024691358	0.911719317356572	NA	0.00952380952380952	0	0.0138820705831015	0.00641025641025641	0	0.00416666666666667	0	0	NA	0.0555555555555556	0	0	0	0.00245098039215686	0	0	0.0037037037037037	0	0	0.0197897340754484	0	0.00277777777777778	NA	0	0	0	0	0	0	0.0694444444444444	0	0	0.00396825396825397	0.0463203463203463	0.00462962962962963	0.0274086378737542	0	0	0	0	0.058974358974359	0	0.186868686868687	NA	NA	0	NA	0	0	NA	NA	NA	NA
chr11:15136321-15136346	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	1	0.521265284423179	0.815458937198068	0	0	0	0	0.0292712066905615	0.0101010101010101	0	0	0	NA	0	0.0555555555555556	0	0	0	0	0	0	0	0	0.00354609929078014	0	0.0171629445822994	0.00595238095238095	0	0.0208333333333333	0	0.0119047619047619	0	0.00925925925925926	0	0	0	0	0.00292397660818713	0.00813008130081301	0	0.00238095238095238	0.00793650793650794	0.0261206605999326	0	0.0580808080808081	0	0.00980392156862745	NA	NA	0	NA	0	0.0111111111111111	NA	0	1	NA
chr3:181422128-181422139	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0.315640096618357	0.610015360983103	0.737173658348925	0	0.025974025974026	0	0.0752726410621147	0.0225011307100859	0.0181878306878307	0.00340136054421769	NA	0	0	0	0	0.0238095238095238	0	0.014327485380117	0	0.285535803526808	0	0.0104166666666667	0	0.00841750841750842	0	0	NA	0	0.58982683982684	0.125	0.629807692307692	NA	0.00378787878787879	0	0.0192307692307692	0.10096251266464	0.00256410256410256	0.358826005149534	0.0209505941213258	0.492851307189542	0.00157232704402516	0.00252525252525253	0.00833333333333333	0.00595238095238095	0.158424908424908	NA	0.0166369578134284	NA	NA	0.0452380952380952	NA	NA	0.369949494949495	NA	0	0.5	NA
chr7:156796837-156796926	0.00222222222222222	0	0	0	0.00222222222222222	0	0	0	NA	0	0	NA	0	0	0	0.000766283524904215	0	0	0	0	0	0.00222222222222222	0	0.0270987654320988	0	0	0	0	0	0	NA	0	0	0.00934744268077601	0	0.277777777777778	0	0.000716845878136201	0.00290123456790123	0	0	0	0	NA	0	0	0.00101010101010101	0.166666666666667	0	0.000740740740740741	0	0.00101010101010101	0	0.000966183574879227	0.00191713048855906	0	0.667777777777778	0.760987631180329	0.202799823633157	0.000838574423480084	0.999537037037037	0.733556366828256	0.697229704850768	0	0.00679747207524985	0	0.00426649323573231	0.00240665154950869	0.00106739032112166	0.000183654729109275	0	0	0	0.00396825396825397	0.00102880658436214	0.00357142857142857	NA	0.0002002002002002	0.0862744392012685	0.122391914717496	0.000213675213675214	0	0	0.00185160962139379	0.00184506851173518	0.00120434367576025	0.00162949835080983	0	0.344812207884103	0.360340552681561	0.583299518637864	NA	0	0.00213675213675214	0.00337437300501596	0.000868055555555556	0.000399680255795364	0.0826899669294129	0.000315208825847124	0.532581537239922	0.000859347115833402	0.000226757369614512	0.000217864923747277	0.000233918128654971	0.31336678358629	0.00212797756476683	0.00050125313283208	0	0.0142857142857143	NA	NA	NA	NA	NA	NA	NA	0
