ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-425393	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	75/5101	108/10619	4.96195475168061e-06	0.000632423687441474	0.000526109652139915	SLC9A1/SLC1A7/SLC6A12/SLC7A8/SLC12A6/SLC24A1/SLC12A4/SLC4A1/SLC25A10/SLC1A6/CALM3/SLC4A3/SLC24A3/SLC4A7/SLC6A18/SLC12A2/SLC36A1/SLC34A1/SLC4A2/SLC7A2/SLC38A5/SLC26A9/SLC17A6/SLC5A12/SLC1A2/SLC43A1/SLC36A4/SLC38A1/SLC38A4/SLC4A8/SLC6A15/SLC8B1/SLC15A4/SLC7A1/SLC7A7/SLC8A3/SLC24A4/SLC25A29/SLC12A1/SLC12A3/SLC7A5/SLC43A2/CTNS/SLC26A11/SLC5A5/SLC7A9/SLC7A10/SLC8A1/SLC3A1/SLC1A4/SLC4A5/SLC9A2/SLC9A8/SLC25A18/SLC25A26/SLC15A2/SLC9A9/SLC26A1/SLC4A4/SLC7A11/SLC9A3/SLC12A7/SLC1A3/SLC17A1/SLC17A5/SLC16A10/AHCYL2/SLC20A2/SLC26A7/SLC1A1/SLC9A6/SLC1A5/CALM2/SLC6A20/SLC38A3	75
R-HSA-6811440	R-HSA-6811440	Retrograde transport at the Trans-Golgi-Network	39/5101	49/10619	5.5397151854893e-06	0.000647223390837999	0.000538421440835276	VTI1A/TGOLN2/SYS1/STX16/GCC1/STX6/COG2/USP6NL/RAB6A/COG3/COG7/COG8/COG4/VPS53/NSF/COG1/NAPG/PLIN3/STX10/NAPA/VPS54/GCC2/NAPB/GOLGA4/TMF1/RAB43/RAB6B/SCOC/RHOBTB3/IGF2R/COG5/RIC1/NAA35/GOLGA1/RAB9B/VAMP3/VPS51/ARFRP1/ARFIP2	39
R-HSA-112043	R-HSA-112043	PLC beta mediated events	42/5101	54/10619	7.13491877492445e-06	0.000769473547880314	0.000640120647985125	PLCB3/ADCY9/GNAO1/PRKACA/CALM3/PLCB1/ITPR1/ADCY5/CAMK2A/ITPR3/CAMK2B/ADCY1/PRKACG/PRKACB/AHCYL1/CAMK2G/ITPR2/PDE1B/ADCY4/ADCY7/CAMKK1/PRKCA/KPNA2/PRKAR1A/ADCY3/PDE1A/PLCB4/MAPK1/GNAZ/PRKAR2A/GNAI2/PRKCD/CAMK2D/ADCY2/CAMK4/PRKAR1B/PDE1C/GNAI1/PRKAR2B/ADCY8/PLCB2/CALM2	42
R-HSA-2028269	R-HSA-2028269	Signaling by Hippo	19/5101	20/10619	9.53545702695188e-06	0.000954907910841895	0.000794382435027269	AMOTL1/LATS2/DVL2/YWHAB/AMOTL2/NPHP4/YAP1/SAV1/TJP1/YWHAE/MOB1A/STK4/WWTR1/MOB1B/CASP3/WWC1/LATS1/STK3/TJP2	19
R-HSA-3000157	R-HSA-3000157	Laminin interactions	26/5101	30/10619	1.18044362331359e-05	0.000976728103815139	0.000812534528888936	LAMB3/ITGA7/COL4A1/LAMA1/LAMA5/COL7A1/LAMC3/HSPG2/LAMC1/LAMC2/NID1/ITGB1/COL4A2/NID2/ITGA3/LAMA3/ITGA6/COL4A4/COL4A3/COL18A1/LAMB2/ITGA1/LAMA4/LAMA2/LAMB1/ITGA2	26
R-HSA-5576891	R-HSA-5576891	Cardiac conduction	93/5101	141/10619	1.18864078463657e-05	0.000976728103815139	0.000812534528888936	HIPK1/ATP1A1/ATP1A2/KCNJ11/SCN2B/CACNA1C/CACNG5/PRKACA/KCNK6/RYR1/DMPK/CALM3/SCN3A/SCN9A/ITPR1/ATP2B2/SCN10A/CACNA1D/CAMK2A/ITPR3/CAMK2B/AKAP9/ORAI2/AHCYL1/KCND3/CASQ2/ATP1A4/CACNA1S/ATP2B4/KCNK2/KCNK1/RYR2/CACNB2/CAMK2G/KCNIP2/KCNQ1/STIM1/KCNE3/SCN4B/SCN3B/CACNA2D4/ABCC9/ITPR2/CACNB3/SCN8A/ATP2B1/ATP2A2/NOS1/FGF14/SLC8A3/KCNK10/RYR3/KCNJ12/CACNG4/CACNG7/FKBP1B/SLC8A1/KCNIP3/CACNB4/SCN7A/KCNE1/CACNG2/KAT2B/SCN5A/SCN11A/CACNA2D2/CACNA2D3/ATP1B3/TRPC1/WWTR1/FGF12/KCNIP4/CORIN/CAMK2D/KCNIP1/KCNK5/KCNK17/TRDN/CACNA2D1/KCND2/HIPK2/GATA4/ASPH/KCNK9/NPR2/FGF13/ATP2B3/NPPA/FXYD2/ORAI1/ATP1A3/CALM2/KCNK15	93
R-HSA-163685	R-HSA-163685	Integration of energy metabolism	74/5101	108/10619	1.22769991946805e-05	0.000976728103815139	0.000812534528888936	PKLR/CACNA1E/KCNJ11/PLCB3/CACNA1C/ADCY9/FASN/GNA15/CACNA1A/PRKACA/FFAR1/PPP2R1A/SYT5/PLCB1/GNAS/ITPR1/CACNA1D/ADCY5/ITPR3/ADCY1/STX1A/PRKAG2/PRKACG/GNAQ/GNB1/SLC2A1/PRKAA2/GNG12/PRKACB/AHCYL1/RAP1A/PRKAB2/GNG4/CHRM3/CACNB2/ABCC8/ADIPOR2/ITPR2/CACNB3/KCNC2/ACACB/ADCY4/GNG2/IQGAP1/ADCY7/ACACA/PRKCA/PRKAR1A/KCNG2/STK11/GNG7/GNA11/ADCY3/RAPGEF4/ACSL3/KCNB1/PRKAR2A/GNAI2/CACNA2D2/SLC2A2/ADCY2/PRKAR1B/MLXIPL/GNAI1/CD36/GNGT1/PRKAR2B/PPP2CB/ADCY8/GNA14/STXBP1/GNG3/GNB3/PLCB2	74
R-HSA-2871809	R-HSA-2871809	FCERI mediated Ca+2 mobilization	28/5101	33/10619	1.25400184512643e-05	0.000976728103815139	0.000812534528888936	PPP3CB/NFATC1/CALM3/PLCG1/NFATC2/ITPR1/ITPR3/VAV2/VAV3/AHCYL1/ITPR2/NFATC3/PLCG2/GRB2/VAV1/SOS1/PPP3R1/GRAP2/TXK/TEC/PPP3CA/ITK/LYN/SYK/BTK/FCER1G/CALM2/LCP2	28
R-HSA-422356	R-HSA-422356	Regulation of insulin secretion	56/5101	78/10619	1.66240790661682e-05	0.00117082237833499	0.00097400044687677	CACNA1E/KCNJ11/PLCB3/CACNA1C/GNA15/CACNA1A/PRKACA/FFAR1/SYT5/PLCB1/GNAS/ITPR1/CACNA1D/ADCY5/ITPR3/STX1A/PRKACG/GNAQ/GNB1/SLC2A1/GNG12/PRKACB/AHCYL1/RAP1A/GNG4/CHRM3/CACNB2/ABCC8/ITPR2/CACNB3/KCNC2/GNG2/IQGAP1/PRKCA/PRKAR1A/KCNG2/GNG7/GNA11/RAPGEF4/ACSL3/KCNB1/PRKAR2A/GNAI2/CACNA2D2/SLC2A2/PRKAR1B/GNAI1/CD36/GNGT1/PRKAR2B/ADCY8/GNA14/STXBP1/GNG3/GNB3/PLCB2	56
R-HSA-373760	R-HSA-373760	L1CAM interactions	80/5101	119/10619	1.67021737280313e-05	0.00117082237833499	0.00097400044687677	EPHB2/LYPLA2/NFASC/ANK3/SPTBN2/RDX/SCN2B/SPTB/SPTBN5/TUBB3/CNTNAP1/LAMA1/TUBB6/NCAN/AP2A1/SPTBN1/TUBA3D/SCN3A/SCN9A/NRP2/KCNQ2/SCN10A/ANK2/EGFR/FGFR1/ANK1/SPTAN1/VAV2/DNM3/LAMC1/ITGB1/SHTN1/AP2A2/PAK1/NCAM1/SCN4B/SCN3B/CNTN1/TUBA1C/SCN8A/NUMB/RPS6KA5/CSNK2A2/AP2B1/CLTC/DNM2/SPTBN4/SCN7A/CSNK2A1/SRC/TUBA8/MAPK1/CHL1/CNTN6/ITGA9/SCN5A/SCN11A/ALCAM/GAP43/DLG1/ITGA1/RANBP9/EZR/RPS6KA2/RAC1/LAMB1/NRCAM/DPYSL2/SDCBP/KCNQ3/SH3GL2/CLTA/DNM1/RPS6KA3/KIF4A/RPS6KA6/TUBA3C/ITGA10/TUBA1B/ITGA2	80
R-HSA-8875878	R-HSA-8875878	MET promotes cell motility	33/5101	41/10619	1.92944664698152e-05	0.00128813533288957	0.00107159242348648	LAMB3/LAMA1/FN1/LAMA5/TNS3/COL27A1/LAMC3/RAPGEF1/COL5A1/DOCK7/COL24A1/COL11A1/RAP1A/LAMC1/LAMC2/ITGB1/RAP1B/CRK/TNS4/ITGA3/GRB2/LAMA3/COL5A3/SRC/LAMB2/GAB1/LAMA4/LAMA2/COL11A2/RAC1/LAMB1/PTK2/ITGA2	33
