ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-1474290	R-HSA-1474290	Collagen formation	55/4139	90/10619	1.65945206525181e-05	0.00211052130844298	0.00182936725279434	COL16A1/LAMC2/COLGALT2/ADAMTS14/P4HA3/COL2A1/COL5A3/COL4A4/COL6A3/CRTAP/DST/BMP1/PLEC/COL15A1/COL9A2/COL24A1/COL11A1/COL13A1/P4HA1/TLL2/COL17A1/P3H3/COL4A1/COL4A2/LOXL1/ITGB4/LAMA3/COLGALT1/PXDN/ITGA6/COL4A3/COL18A1/COL8A1/COL6A5/COL6A6/PCOLCE2/PLOD2/P3H2/COL25A1/TLL1/COL23A1/ADAMTS2/COL21A1/COL19A1/COL9A1/COL12A1/COL28A1/COL26A1/LOXL2/COL14A1/COL22A1/CTSL/COL27A1/COL5A1/PLOD1	55
R-HSA-193648	R-HSA-193648	NRAGE signals death through JNK	39/4139	59/10619	2.17151753006157e-05	0.00247925037610945	0.00214897591006966	PLEKHG5/ARHGEF19/ARHGEF2/ARHGEF11/ARHGEF7/ARHGEF40/AKAP13/ABR/TIAM1/ITSN1/KALRN/ARHGEF16/ARHGEF10L/VAV3/NGF/NET1/MAPK8/ARHGEF12/FGD4/SOS2/AATF/GNA13/ARHGEF1/ARHGEF33/SOS1/ARHGEF4/NGEF/PREX1/ARHGEF3/TRIO/RASGRF2/TIAM2/ARHGEF5/ARHGEF10/VAV2/FGD1/ARHGEF6/MCF2/VAV1	39
R-HSA-5663202	R-HSA-5663202	Diseases of signal transduction	191/4139	389/10619	2.30380663970142e-05	0.00247925037610945	0.00214897591006966	CLCN6/PSMB2/ABCA4/PSMB4/NCSTN/RASAL2/CAMK2G/VCL/PIK3AP1/FGFR2/CTBP2/MAP3K11/ARRB1/HDAC7/MDM2/FOXO1/CSK/POLR2C/POLR2A/NCOR1/MPRIP/NF1/STAT5B/ITGB3/RNF43/PSMD12/SMAD2/SPRED3/PPP2R1A/LRRFIP1/PSMA7/POLR2F/PRR5/TRAK1/KLB/APC/FYN/HGF/NAPEPLD/SND1/KDM7A/NRG1/VCP/TBL1X/OPN1MW/PIK3CD/MTOR/LCK/HEYL/PIK3R3/ZFYVE9/PSMA5/RAP1A/LMNA/HHAT/AKT3/APBB1IP/NRG3/PTEN/TNKS2/NEURL1/TCF7L2/PSMA1/LRP5/GAB2/MAML2/CBL/VWF/LRP6/OS9/RAP1B/FRS2/KITLG/BRAP/KSR2/NCOR2/ZMYM2/FGF9/CDK8/KL/GTF2F2/RASA3/PSMA3/PPP2R5E/ESR2/PSEN1/PSMC1/PPP2R5C/HSP90AA1/MARK3/SPRED1/ADAM10/MAP2K1/SMAD3/IQGAP1/PDPK1/CREBBP/KSR1/STAT3/HDAC5/ITGA2B/GRB2/MIB1/SMAD4/AKT2/ADAM17/STRN/SOS1/ERLEC1/PSME4/SPRED2/PSMD14/CREB1/ERBB4/IRS1/PSMD1/HDAC4/SRC/MAPK1/EP300/ATG7/HDAC11/TGFBR2/CD80/GSK3B/CD86/PIK3CB/RASA2/TBL1XR1/PIK3CA/FXR1/RBPJ/PDGFRA/KIT/AREG/BTC/DKK2/EGF/CAMK2D/MAML3/GAB1/FBXW7/RICTOR/FGF10/AGGF1/AP3B1/RASA1/NRG2/FGF1/CSNK1A1/NEURL1B/MAML1/SYNGAP1/PPP2R5D/FOXO3/ESR1/FGFR1OP/PDGFA/HDAC9/EGFR/AKAP9/CUX1/RASA4/MET/TRIM24/KIAA1549/ZC3HAV1/BRAF/AGK/TNKS/ERLIN2/BAG4/FGFR1/ESRP1/JAK2/NCBP1/TGFBR1/CNTRL/DAB2IP/PSMB7/MAPKAP1/HDAC8/VAV1/PORCN/CNKSR1/RPS6KB2/FGF4/PSMC6/CALM1/RBX1/HDAC2	191
R-HSA-6802957	R-HSA-6802957	Oncogenic MAPK signaling	51/4139	83/10619	2.6988932448547e-05	0.00269696546396551	0.00233768798351324	CLCN6/RASAL2/CAMK2G/VCL/MAP3K11/ARRB1/CSK/MPRIP/NF1/ITGB3/SPRED3/TRAK1/SND1/KDM7A/RAP1A/LMNA/APBB1IP/VWF/RAP1B/BRAP/KSR2/RASA3/MARK3/SPRED1/MAP2K1/IQGAP1/KSR1/ITGA2B/SPRED2/SRC/MAPK1/ATG7/RASA2/FXR1/CAMK2D/AGGF1/AP3B1/RASA1/SYNGAP1/AKAP9/RASA4/TRIM24/KIAA1549/ZC3HAV1/BRAF/AGK/ESRP1/JAK2/DAB2IP/CNKSR1/CALM1	51
R-HSA-8948216	R-HSA-8948216	Collagen chain trimerization	30/4139	44/10619	8.11457297573174e-05	0.00756819172869913	0.00655999162669682	COL16A1/COL2A1/COL5A3/COL4A4/COL6A3/COL15A1/COL9A2/COL24A1/COL11A1/COL13A1/COL17A1/COL4A1/COL4A2/COL4A3/COL18A1/COL8A1/COL6A5/COL6A6/COL25A1/COL23A1/COL21A1/COL19A1/COL9A1/COL12A1/COL28A1/COL26A1/COL14A1/COL22A1/COL27A1/COL5A1	30
R-HSA-1660661	R-HSA-1660661	Sphingolipid de novo biosynthesis	29/4139	43/10619	0.000144112858168403	0.012396142305078	0.010744784572025	SGMS1/SGPL1/OSBP/ACER3/FA2H/ACER2/PLPP3/SAMD8/PRKD1/SPTSSA/SGPP1/SPTLC2/CERS3/ALDH3A2/VAPA/KDSR/ACER1/CERS4/PRKD3/CERS6/ORMDL1/SGPP2/SPTLC3/VAPB/PPM1L/PLPP1/COL4A3BP/SPTLC1/CERS2	29
R-HSA-1368082	R-HSA-1368082	RORA activates gene expression	15/4139	18/10619	0.000150632179547052	0.012396142305078	0.010744784572025	NCOA1/NCOA6/HELZ2/RXRA/TBL1X/RORA/CREBBP/CHD9/MED1/CARM1/EP300/PPARA/TBL1XR1/SMARCD3/NCOA2	15
R-HSA-375165	R-HSA-375165	NCAM signaling for neurite out-growth	39/4139	63/10619	0.000186587755417159	0.0142720179614454	0.0123707645999662	CACNB2/NCAM1/CACNA1C/COL2A1/SPTB/SPTBN5/CACNA1G/COL5A3/SPTBN4/COL4A4/COL6A3/PTPRA/CACNA1D/FYN/COL9A2/CACNA1S/GFRA1/COL4A1/COL4A2/RPS6KA5/ST8SIA2/GRB2/SOS1/SPTBN1/CACNB4/CREB1/COL4A3/SRC/MAPK1/CACNA1I/COL6A5/COL6A6/ST8SIA4/COL9A1/GFRA2/FGFR1/PTK2/SPTAN1/COL5A1	39
R-HSA-5620912	R-HSA-5620912	Anchoring of the basal body to the plasma membrane	56/4139	98/10619	0.000193830122421345	0.0142720179614454	0.0123707645999662	C2CD3/CEP164/CENPJ/TTBK2/NDE1/PPP2R1A/CC2D2A/CEP41/TUBB4B/NPHP4/SDCCAG8/CKAP5/CEP290/CEP83/DYNC1H1/HSP90AA1/HAUS2/CEP152/RAB11A/CCP110/RPGRIP1L/YWHAE/PAFAH1B1/FBF1/CEP192/HAUS1/PRKACA/ALMS1/NPHP1/CLASP1/DYNC1I2/SEPTIN2/NINL/CEP250/PCNT/SFI1/CSNK1E/CEP97/PLK4/SCLT1/CEP72/CEP162/AHI1/FGFR1OP/YWHAG/AKAP9/PCM1/KIF24/CEP78/CDK5RAP2/CNTRL/HAUS7/HAUS3/TUBA1A/CEP135/DCTN3	56
R-HSA-1169408	R-HSA-1169408	ISG15 antiviral mechanism	43/4139	72/10619	0.000282117035614227	0.0195343956819691	0.0169321122799205	SEH1L/EIF4E2/KPNA4/EIF4G1/NUP214/EIF4G3/NDC1/JAK1/NUP133/NUP98/NUP160/UBE2L6/NUP107/NUP37/NUP58/KPNA3/NEDD4/NUP88/TRIM25/EIF2AK2/PPM1B/RANBP2/NUP35/MX2/MX1/USP18/NUP50/NUP210/UBE2E1/FLNB/EIF4E3/KPNA1/NUP54/HERC5/EIF4E/NUP155/NUP153/KPNA5/NUP42/NUP205/DDX58/NUP188/RAE1	43
R-HSA-168271	R-HSA-168271	Transport of Ribonucleoproteins into the Host Nucleus	22/4139	31/10619	0.000303567944575747	0.0195343956819691	0.0169321122799205	SEH1L/NUP214/NDC1/NUP133/NUP98/NUP160/NUP107/NUP37/NUP58/NUP88/RANBP2/NUP35/NUP50/NUP210/KPNA1/NUP54/NUP155/NUP153/NUP42/NUP205/NUP188/RAE1	22
R-HSA-112315	R-HSA-112315	Transmission across Chemical Synapses	134/4139	272/10619	0.000307188495356197	0.0195343956819691	0.0169321122799205	CHRNB2/KCNJ10/CACNA1E/CACNB2/CAMK2G/GRIK4/MDM2/PRKAB1/ARHGEF7/ADCY9/ABAT/AP2B1/KCNJ2/CACNA1A/SLC1A6/GRIK5/PLCB1/SNAP25/KCNJ15/COMT/CACNA2D3/CAMK4/GLRA1/PRKAG2/NRG1/UNC13B/APBA1/TUBB4B/PRKX/GNB1/KIF17/GRIK3/SLC1A7/PRKAA2/LRRC7/PRKACB/ACTN2/LIN7C/SLC1A2/DLG2/GRIA4/HTR3B/KCNJ5/SLC6A12/SLC6A13/GRIN2B/SLC38A1/GRIP1/SYT1/ALDH2/CAMKK2/GNG2/GABRB3/GABRG3/CHRFAM7A/CHRNA7/GNB5/NPTN/RASGRF1/PDPK1/GRIN2A/PRKCB/MAPT/NSF/PPM1E/PRKCA/CACNG4/KCNJ16/GNAL/TUBB6/GNG7/PRKACA/GRIN2D/CACNG8/CACNB4/KCNJ3/CREB1/ERBB4/EPB41L1/SRC/DNAJC5/GRIK1/KCNJ6/MAPK1/SYN3/CACNG2/SLC6A11/SYN2/GRIP2/PRKAR2A/GABRR3/ADCY5/BCHE/GNB4/DLG1/GABRA2/GABRB1/CAMK2D/GLRB/GRIA2/GLRA3/ADCY2/SLC1A3/PRKAA1/RASGRF2/GRIA1/GABRB2/GABRA1/ALDH5A1/RIMS1/MYO6/GABRR1/GABRR2/GRIK2/RPS6KA2/ADCY1/GNAI1/CACNA2D1/GNGT1/GNG11/NCALD/ADCY8/GABBR2/STXBP1/CACNA1B/CASK/GRIA3/MAOA/GNB3/TUBA1A/CALM1/SLC6A4/GNG8/GNG10	134
R-HSA-428540	R-HSA-428540	Activation of RAC1	12/4139	14/10619	0.000455880433686416	0.027016437998085	0.023417430927199	ROBO1/PAK1/SOS2/PAK6/PAK4/SOS1/NCK2/PAK5/NCK1/PAK2/SLIT2/PAK3	12
R-HSA-112314	R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	104/4139	206/10619	0.000465838399328593	0.027016437998085	0.023417430927199	CHRNB2/KCNJ10/CAMK2G/GRIK4/MDM2/PRKAB1/ARHGEF7/ADCY9/AP2B1/KCNJ2/GRIK5/PLCB1/KCNJ15/CAMK4/GLRA1/PRKAG2/NRG1/APBA1/TUBB4B/PRKX/GNB1/KIF17/GRIK3/PRKAA2/LRRC7/PRKACB/ACTN2/LIN7C/DLG2/GRIA4/HTR3B/KCNJ5/GRIN2B/GRIP1/CAMKK2/GNG2/GABRB3/GABRG3/CHRFAM7A/CHRNA7/GNB5/NPTN/RASGRF1/PDPK1/GRIN2A/PRKCB/MAPT/NSF/PPM1E/PRKCA/CACNG4/KCNJ16/GNAL/TUBB6/GNG7/PRKACA/GRIN2D/CACNG8/KCNJ3/CREB1/ERBB4/EPB41L1/SRC/GRIK1/KCNJ6/MAPK1/CACNG2/GRIP2/PRKAR2A/GABRR3/ADCY5/GNB4/DLG1/GABRA2/GABRB1/CAMK2D/GLRB/GRIA2/GLRA3/ADCY2/PRKAA1/RASGRF2/GRIA1/GABRB2/GABRA1/MYO6/GABRR1/GABRR2/GRIK2/RPS6KA2/ADCY1/GNAI1/GNGT1/GNG11/NCALD/ADCY8/GABBR2/CASK/GRIA3/GNB3/TUBA1A/CALM1/GNG8/GNG10	104
R-HSA-194138	R-HSA-194138	Signaling by VEGF	59/4139	107/10619	0.000482781236563348	0.027016437998085	0.023417430927199	NCF2/DOCK1/CDH5/ITGB3/ROCK2/NRP2/PRR5/ITPR1/FYN/ELMO1/PRKCZ/MTOR/PRKACB/VAV3/AHCYL1/AKT3/ABI1/NRP1/PAK1/ITPR2/WASF3/FLT1/HSP90AA1/PDPK1/PRKCB/BCAR1/JUP/PRKCA/BAIAP2/ROCK1/PRKACA/AKT2/AXL/NCK2/NCKAP1/ITGAV/ABI2/SRC/ELMO2/NCK1/PIK3CB/PIK3CA/PAK2/VEGFC/RICTOR/RASA1/CTNNA1/CYFIP2/MAPK14/MAPK13/CAV1/PTK2B/PTK2/MAPKAP1/VAV2/VEGFD/PAK3/VAV1/CALM1	59
R-HSA-6807004	R-HSA-6807004	Negative regulation of MET activity	16/4139	21/10619	0.000588087824491263	0.0307417710106365	0.0266464920087681	PTPRJ/HGF/EPS15/STAM/CBL/USP8/SH3GL3/GRB2/PTPN2/SH3GL1/STAM2/PTPN1/LRIG1/MET/SH3GL2/SH3KBP1	16
