Var1	Freq
43	洛索洛芬钠;甲氨蝶呤;	8
44	洛索洛芬钠片;甲氨蝶呤;	8
45	甲基泼尼松龙;甲氨蝶呤;	8
46	甲氨蝶呤;白芍总甙;美洛昔康;	8
47	甲氨蝶呤;美洛昔康;艾拉莫德;	8
48	羟基氯喹;	8
49	青霉胺;	8
50	双氯芬酸钠;来氟米特;	7
51	塞来昔布;	7
52	来氟米特片;甲氨蝶呤片;	7
53	正清风痛片;甲氨蝶呤;	7
54	甲基泼尼松龙;甲氨蝶呤;美洛昔康;	7
55	甲氨蝶呤;白芍总甙;	7
56	甲氨蝶呤;益赛普;	7
57	甲氨蝶呤;艾拉莫德;青霉胺;	7
58	LEF;甲氨蝶呤;美洛昔康;	6
59	乌梢祛风片;	6
60	尼美舒利;强的松;甲氨蝶呤;	6
61	尼美舒利;甲氨喋呤;	6
62	尼美舒利;甲氨蝶呤;羟基氯喹;	6
63	来氟米特;甲基泼尼松龙;甲氨蝶呤;	6
64	来氟米特;甲基泼尼龙;甲氨蝶呤;美洛昔康;	6
65	来氟米特片;正清风痛宁缓释片;甲氨蝶呤片;益肾蠲痹丸;醋酸泼尼松片;	6
66	柳氮磺胺吡啶;甲氨蝶呤;美洛昔康;	6
67	甲氨喋呤;	6
68	甲氨蝶呤;祖师麻;	6
69	甲氨蝶呤;雷公藤多甙片;	6
70	白芍总甙;美洛昔康;	6
71	益赛普;	6
72	乌梢祛风片;尼美舒利;	5
73	乌梢祛风片;来氟米特;甲氨蝶呤;	5
74	双氯芬酸钠;甲氨蝶呤;	5
75	塞来昔布;强的松;来氟米特;甲氨蝶呤;	5
76	尼美舒利;强的松;	5
77	尼美舒利;强的松;来氟米特;甲氨蝶呤;	5
78	尼美舒利;来氟米特;甲基泼尼龙;甲氨蝶呤;	5
79	尼美舒利;正清风痛宁;甲氨喋呤;	5
80	尼美舒利;甲氨蝶呤;雷公藤多甙;	5
81	洛索洛芬钠;	5
82	甲氨蝶呤;萘丁美酮;	5
83	艾拉莫德;	5
84	HCQ;甲氨蝶呤;美洛昔康;	4
85	乌梢祛风口服液;尼美舒利;甲氨蝶呤;	4
86	乌梢祛风片;甲氨蝶呤;美洛昔康;	4
87	双氯芬酸钠;甲氨蝶呤;白芍总甙;	4
88	塞来昔布;甲基泼尼松龙;	4
89	塞来昔布;甲氨蝶呤;青霉胺;	4
90	尼美舒利;强的松;来氟米特;	4
91	尼美舒利;来氟米特;沙利度胺;甲氨蝶呤;	4
92	尼美舒利;来氟米特;甲氨蝶呤;白芍总甙;	4
93	尼美舒利;甲氨蝶呤;艾拉莫德;青霉胺;	4
94	尼美舒利;甲氨蝶呤;雷公藤多甙片;	4
95	尼美舒利;白芍总甙;	4
96	帕夫林;甲氨蝶呤;	4
97	强的松;来氟米特;	4
98	强的松;来氟米特;甲氨喋呤;美洛昔康;	4
99	强的松;美洛昔康;	4
100	强的松;美洛昔康;羟基氯喹;	4
101	来氟米特;甲氨蝶呤;羟基氯喹;	4
102	柳氮磺嘧啶;甲氨蝶呤;	4
103	洛索洛芬钠片;	4
104	甲氨喋呤;美洛昔康;	4
105	甲氨蝶呤;美卓乐;	4
106	甲氨蝶呤;艾拉莫德;	4
107	甲氨蝶呤;金乌骨通胶囊;青霉胺;	4
108	美卓乐;	4
109	HCQ;甲氨蝶呤;	3
110	LEF;强的松;	3
111	LEF;强的松;甲氨蝶呤;	3
112	M7X;尼美舒利;来氟米特;	3
113	乌梢祛风片;尼美舒利;来氟米特;甲氨蝶呤;	3
114	乌梢祛风片;来氟米特;甲氨蝶呤;美洛昔康;	3
115	乌梢祛风片;美洛昔康;	3
116	双氯芬酸钠;	3
117	双氯芬酸钠;强的松;甲氨蝶呤;	3
118	双氯芬酸钠;来氟米特;甲基泼尼松龙;甲氨蝶呤;	3
119	双氯芬酸钠;甲氨蝶呤;青霉胺;	3
120	塞来昔布;正清风痛宁;甲氨蝶呤;	3
121	塞来昔布;青霉胺;	3
122	尼美舒利;昆仙胶囊;甲氨蝶呤;	3
123	尼美舒利;来氟米特;	3
124	尼美舒利;来氟米特;甲氨喋呤;	3
125	尼美舒利;来氟米特;甲氨蝶呤;雷公藤多甙;	3
126	尼美舒利;正清风痛宁;	3
127	尼美舒利;甲氨蝶呤;白芍总甙;	3
128	尼美舒利;甲氨蝶呤;雷公藤总甙;	3
129	帕夫林;美卓乐;	3
130	强的松;来氟米特;洛索洛芬钠;甲氨蝶呤;	3
131	强的松;柳氮磺胺吡啶;甲氨蝶呤;	3
132	强的松;洛索洛芬钠;甲氨蝶呤;青霉胺;	3
133	强的松;甲氨蝶呤;美洛昔康;羟基氯喹;	3
134	强的松;甲氨蝶呤;羟基氯喹;	3
135	强的松;雷公藤多苷;	3
136	昆仙胶囊;甲基泼尼松龙;甲氨蝶呤;美洛昔康;	3
137	昆仙胶囊;美洛昔康;	3
138	来氟米特;正清风痛宁;甲氨蝶呤;	3
139	来氟米特;洛索洛芬钠片;甲氨蝶呤;痹祺胶囊;	3
140	来氟米特;洛索洛芬钠片;甲氨蝶呤;青霉胺;	3
141	来氟米特;洛索洛芬钠片;雷公藤多甙;	3
142	来氟米特;甲基泼尼松龙;	3
143	来氟米特;甲氨蝶呤;白芍总甙;美洛昔康;	3
144	来氟米特;甲氨蝶呤;美卓乐;美洛昔康;	3
145	来氟米特;甲氨蝶呤;美洛昔康;羟基氯喹;	3
146	来氟米特;甲氨蝶呤;美洛昔康;青霉胺;	3
147	来氟米特;硫酸羟氯喹;	3
148	来氟米特;美洛昔康;羟基氯喹;	3
149	来氟米特;艾拉莫德;	3
150	来氟米特片;正清风痛宁缓释片;洛索洛芬钠片;甲氨蝶呤片;益肾蠲痹丸;硫酸羟氯喹片;	3
151	来氟米特片;正清风痛宁缓释片;甲氨蝶呤片;益肾蠲痹丸;	3
152	柳氮磺嘧啶;甲氨蝶呤;羟基氯喹;	3
153	柳氮磺胺吡啶;甲氨蝶呤;美洛昔康;羟基氯喹;	3
154	柳氮磺胺吡啶;甲氨蝶呤;青霉胺;	3
155	正清风痛宁;火把花根;甲氨蝶呤;甲泼尼龙;	3
156	正清风痛宁;美洛昔康;	3
157	氨糖美辛;甲氨蝶呤;	3
158	洛索洛芬钠片;甲氨蝶呤;羟基氯喹;	3
159	洛索洛芬钠片;甲氨蝶呤;青霉胺;	3
160	甲基泼尼松龙;	3
161	甲基泼尼松龙;白芍总甙;	3
162	甲基泼尼龙;甲氨蝶呤;	3
163	甲基泼尼龙;甲氨蝶呤;羟基氯喹;	3
164	甲氨喋呤;雷公藤多苷;	3
165	甲氨蝶呤;美洛昔康;醋酸泼尼松;青霉胺;	3
166	甲氨蝶呤;美洛昔康;雷公藤多甙片;	3
167	甲氨蝶呤;雷公藤多甙;	3
168	甲氨蝶呤;雷公藤多甙;青霉胺;	3
169	白芍总甙;美洛昔康;羟基氯喹;	3
170	硫酸羟氯喹;	3
171	美卓乐;艾得辛;	3
172	美洛昔康;青霉胺;	3
173	HCQ;LEF;甲氨蝶呤;	2
174	LEF;	2
175	LEF;强的松;甲氨蝶呤;西乐葆;	2
176	LEF;洛索洛芬钠;甲氨蝶呤;	2
177	LEF;甲基泼尼龙;甲氨蝶呤;美洛昔康;	2
178	LEF;美洛昔康;	2
179	pred;甲氨蝶呤;	2
180	T2;甲氨蝶呤;	2
181	乌梢祛风片;尼美舒利;甲氨喋呤;	2
182	乌梢祛风片;尼美舒利;甲氨蝶呤;青霉胺;	2
183	乌梢祛风片;洛索洛芬钠片;甲氨蝶呤;	2
184	乌梢祛风片;甲氨蝶呤;	2
185	乌梢祛风片;甲氨蝶呤;艾拉莫德;	2
186	乌梢祛风片;甲氨蝶呤;青霉胺;	2
187	依托考昔片;来氟米特片;甲氨蝶呤片;	2
188	依那西普;	2
189	双氯芬酸钠;来氟米特;甲基泼尼松龙;甲氨喋呤;	2
190	双氯芬酸钠;来氟米特;甲基泼尼松龙;青霉胺;	2
191	双氯芬酸钠;来氟米特;甲氨喋呤;	2
192	双氯芬酸钠;来氟米特;甲氨蝶呤;羟基氯喹;	2
193	双氯芬酸钠;柳氮磺胺吡啶;甲氨蝶呤;美卓乐;	2
194	双氯芬酸钠;甲氨蝶呤;羟基氯喹;	2
195	双氯芬酸钠;甲氨蝶呤;艾拉莫德;	2
196	双氯芬酸钠;羟基氯喹;	2
197	塞来昔布;强的松;甲氨蝶呤;	2
198	塞来昔布;强的松;甲氨蝶呤;羟基氯喹;	2
199	塞来昔布;昆仙胶囊;	2
200	塞来昔布;来氟米特;	2
201	塞来昔布;来氟米特;甲基泼尼松龙;甲氨蝶呤;羟基氯喹;	2
202	塞来昔布;正清风痛宁;甲氨蝶呤;羟基氯喹;	2
203	塞来昔布;甲氨喋呤;	2
204	塞来昔布;甲氨蝶呤;羟基氯喹;	2
205	塞来西布;甲基泼尼松龙;甲氨蝶呤;	2
206	复方雷公藤逐痛颗粒;	2
207	复方雷公藤逐痛颗粒;尼美舒利;来氟米特;	2
208	复方雷公藤颗粒;尼美舒利;来氟米特;甲氨蝶呤;	2
209	大活络胶囊;	2
210	奈丁美酮;正清风痛宁;甲氨蝶呤;	2
211	尪痹片;来氟米特;甲氨蝶呤;醋氯芬酸;	2
212	尪痹片;正清风痛宁注射液;甲泼尼龙片;祖师麻片;醋氯芬酸分散片;	2
213	尼美舒利;帕夫林胶囊;来氟米特;青霉胺;	2
214	尼美舒利;强的松;昆仙胶囊;来氟米特;甲氨蝶呤;	2
215	尼美舒利;强的松;来氟米特;甲氨蝶呤;青霉胺;	2
216	尼美舒利;强的松;甲氨蝶呤;艾拉莫德;	2
217	尼美舒利;强的松;甲氨蝶呤;雷公藤多甙;	2
218	尼美舒利;强的松;甲氨蝶呤;雷公藤多甙片;青霉胺;	2
219	尼美舒利;强的松;甲氨蝶呤;青霉胺;	2
220	尼美舒利;强的松;羟基氯喹;	2
221	尼美舒利;昆仙胶囊;	2
222	尼美舒利;昆仙胶囊;甲基泼尼龙;甲氨蝶呤;	2
223	尼美舒利;来氟米特;沙利度胺;甲氨蝶呤;醋酸泼尼松;	2
224	尼美舒利;来氟米特;甲基泼尼龙;甲氨蝶呤;青霉胺;	2
225	尼美舒利;来氟米特;甲氨蝶呤;美卓乐;	2
226	尼美舒利;来氟米特;甲氨蝶呤;雷公藤多甙片;	2
227	尼美舒利;来氟米特;白芍总甙;	2
228	尼美舒利;正清风痛宁缓释片;甲氨蝶呤;	2
229	尼美舒利;甲基泼尼龙;甲氨蝶呤;	2
230	尼美舒利;甲氨蝶呤;艾拉莫德;	2
231	尼美舒利;甲氨蝶呤;蛇片;	2
232	尼美舒利;羟基氯喹;	2
233	尼美舒利;问荆合剂;	2
234	尼美舒利;青霉胺;	2
235	尼美舒利分散片;来氟米特;甲氨喋呤;	2
236	尼美舒利分散片;甲氨喋呤;雷公藤多甙片;	2
237	尼美舒利分散片;甲氨喋呤片;艾拉莫德;	2
238	帕夫林;强的松龙;	2
239	强的松;来氟米特;柳氮磺胺吡啶;甲氨蝶呤;美洛昔康;	2
240	强的松;来氟米特;正清风痛宁;甲氨蝶呤;	2
241	强的松;来氟米特;洛索洛芬钠;	2
242	强的松;来氟米特;洛索洛芬钠片;甲氨蝶呤;	2
243	强的松;来氟米特;甲氨喋呤;	2
244	强的松;来氟米特;甲氨蝶呤;美洛昔康;羟基氯喹;	2
245	强的松;来氟米特;雷公藤多甙片;	2
246	强的松;甲氨蝶呤;美洛昔康;雷公藤多甙片;	2
247	强的松;甲氨蝶呤;艾得辛;	2
248	强的松;甲氨蝶呤;雷公藤多甙片;	2
249	强的松;艾拉莫德;青霉胺;	2
250	强的松;雷公藤多苷片;	2
251	强的松龙;硫酸羟氯喹;	2
252	强骨胶囊;甲氨蝶呤;青霉胺;	2
253	扎冲十三味丸;洛芬待因缓释片;甲氨蝶呤;	2
254	新癀片;甲氨喋呤;	2
255	无梢祛风片;	2
256	昆仙胶囊;	2
257	昆仙胶囊;来氟米特;	2
258	昆仙胶囊;甲基泼尼龙;甲氨蝶呤;美洛昔康;	2
259	昆仙胶囊;甲氨蝶呤;	2
260	昆仙胶囊;甲氨蝶呤;美洛昔康;	2
261	来氟米特;氨糖美辛;甲氨蝶呤;金乌骨通胶囊;	2
262	来氟米特;注射用甲泼尼龙琥珀酸钠;美洛昔康;金天格胶囊;	2
263	来氟米特;洛索洛芬钠;	2
264	来氟米特;洛索洛芬钠;甲基泼尼松龙;甲氨蝶呤;	2
265	来氟米特;洛索洛芬钠;甲氨蝶呤;青霉胺;	2
266	来氟米特;洛索洛芬钠片;青霉胺;	2
267	来氟米特;洛芬待因;甲强龙;甲氨蝶呤;痹祺胶囊;	2
268	来氟米特;洛芬待因;甲氨蝶呤;	2
269	来氟米特;甲基泼尼松龙;甲氨蝶呤;美洛昔康;青霉胺;	2
270	来氟米特;甲基泼尼松龙;美洛昔康;	2
271	来氟米特;甲基泼尼龙;甲氨蝶呤;	2
272	来氟米特;甲氨喋呤;美洛昔康;	2
273	来氟米特;甲氨蝶呤;甲泼尼龙松;痹祺胶囊;	2
274	来氟米特;甲氨蝶呤;痹祺胶囊;美洛昔康;	2
275	来氟米特;甲氨蝶呤;白芍总苷;美洛昔康;	2
276	来氟米特;甲氨蝶呤;益赛普;	2
277	来氟米特;甲氨蝶呤;美卓乐;	2
278	来氟米特;甲氨蝶呤;美洛昔康;醋酸泼尼松;	2
279	来氟米特;甲氨蝶呤;舒筋合剂;	2
280	来氟米特;甲氨蝶呤;萘丁美酮;	2
281	来氟米特;甲氨蝶呤;醋氯芬酸;	2
282	来氟米特;甲氨蝶呤;金乌骨通胶囊;	2
283	来氟米特;痹祺胶囊;	2
284	来氟米特;白芍总甙;	2
285	来氟米特;雷公藤多甙片;	2
286	来氟米特;雷公藤多苷;	2
287	来氟米特片;正清风痛宁缓释片;洛索洛芬钠片;	2
288	来氟米特片;正清风痛宁缓释片;洛索洛芬钠片;甲氨蝶呤片;益肾蠲痹丸;	2
289	来氟米特片;正清风痛宁缓释片;甲氨蝶呤片;醋氯芬酸钠片;	2
290	来氟米特片;正清风痛宁缓释片;硫酸羟氯喹片;醋酸泼尼松片;	2
291	来氟米特片;洛索洛芬钠片;甲泼尼龙片;	2
292	来氟米特片;甲氨蝶呤片;硫酸羟氯喹片;醋酸泼尼松片;	2
293	来氟米特片;甲氨蝶呤片;醋氯芬酸片;	2
294	柳氮磺嘧啶;洛索洛芬钠;甲氨蝶呤;	2
295	柳氮磺嘧啶;甲氨蝶呤;美洛昔康;	2
296	柳氮磺胺吡啶;甲氨蝶呤;羟基氯喹;	2
297	正清风痛宁;洛索洛芬钠;	2
298	正清风痛宁;洛索洛芬钠片;甲氨蝶呤;	2
299	正清风痛宁;羟基氯喹;	2
300	正清风痛宁片;洛索洛芬钠;甲氨蝶呤;	2
301	正清风痛宁片;甲氨蝶呤;	2
302	正清风痛宁缓释片;洛索洛芬钠片;益肾蠲痹丸;	2
303	正清风痛宁缓释片;甲氨蝶呤片;硫酸羟氯喹片;醋酸泼尼松片;	2
304	正清风痛片;洛索洛芬钠;甲氨蝶呤;	2
305	沙利度胺;甲氨蝶呤;	2
306	泼尼松;洛芬待因缓释片;甲氨蝶呤;	2
307	洛索洛芬钠;甲氨蝶呤;醋酸泼尼松;	2
308	洛芬待因缓释片;火把花根;甲氨蝶呤;	2
309	洛芬待因缓释片;甲氨蝶呤;甲泼尼龙;	2
310	爱若华;	2
311	甲基泼尼松;甲氨蝶呤;	2
312	甲基泼尼松;美洛昔康;	2
313	甲基泼尼松龙;甲氨蝶呤;白芍总甙;	2
314	甲基泼尼松龙;甲氨蝶呤;美洛昔康;羟基氯喹;	2
315	甲基泼尼松龙;甲氨蝶呤;美洛昔康;艾拉莫德;	2
316	甲基泼尼松龙;甲氨蝶呤;美洛昔康;雷公藤;	2
317	甲基泼尼松龙;甲氨蝶呤;美洛昔康;青霉胺;	2
318	甲基泼尼松龙;甲氨蝶呤;羟基氯喹;	2
319	甲基泼尼松龙;甲氨蝶呤;青霉胺;	2
320	甲基泼尼松龙;羟基氯喹;	2
321	甲基泼尼龙;	2
322	甲基泼尼龙;美洛昔康;	2
323	甲氨喋呤;白芍总甙;	2
324	甲氨喋呤;青霉胺;	2
325	甲氨喋呤片;青霉胺片;	2
326	甲氨蝶呤;甲泼尼龙;美洛昔康;	2
327	甲氨蝶呤;痹祺胶囊;	2
328	甲氨蝶呤;白芍总甙;美洛昔康;青霉胺;	2
329	甲氨蝶呤;白芍总甙;青霉胺;	2
330	甲氨蝶呤;白芍总苷;羟基氯喹;	2
331	甲氨蝶呤;硫酸羟氯喹;	2
332	甲氨蝶呤;祖师麻;青霉胺;	2
333	甲氨蝶呤;祖师麻片;	2
334	甲氨蝶呤;美卓乐;美洛昔康;	2
335	甲氨蝶呤;美卓乐;美洛昔康;羟基氯喹;	2
336	甲氨蝶呤;美卓乐;雷公藤多甙;	2
337	甲氨蝶呤;美洛昔康;艾拉莫德;青霉胺;	2
338	甲氨蝶呤;美洛昔康;雷公藤多甙;	2
339	甲氨蝶呤;美洛昔康;雷公藤多甙片;青霉胺;	2
340	甲氨蝶呤;羟氯喹;	2
341	甲氨蝶呤;艾拉莫德;雷公藤多甙片;骨康胶囊;	2
342	甲氨蝶呤;萘丁美酮;青霉胺;	2
343	甲氨蝶呤;萘丁美酮胶囊;金乌骨通胶囊;雷公藤多甙片;	2
344	甲氨蝶呤;问荆合剂;	2
345	甲氨蝶呤;青霉胺片;	2
346	白芍总甙;羟基氯喹;	2
347	白芍总甙胶囊;	2
348	益赛普;美卓乐;	2
349	盘龙七片;美洛昔康;	2
350	纷乐;美卓乐;	2
351	美洛昔康;羟基氯喹;	2
352	美洛昔康胶囊;	2
353	舒筋合剂;	2
354	金乌骨通胶囊;	2
355	雷公藤多甙片;	2
356	雷公藤多甙片;青霉胺;	2
357	504蛇片;正清风痛宁;洛索洛芬钠片;雷公藤多甙片;	1
358	504蛇片;甲氨蝶呤;	1
359	504蛇片;甲氨蝶呤;羟基氯喹;	1
360	CEF;双氯芬酸钠;甲氨喋呤;	1
361	CEF;尼美舒利;甲氨蝶呤;	1
362	CELEBREX;HCQ;柳氮磺胺吡啶;甲氨蝶呤;	1
363	celebrex;来氟米特;甲氨蝶呤;雷公藤多苷;	1
364	celebrex;甲氨蝶呤;	1
365	HCQ;celebrex;帕夫林;甲氨蝶呤;	1
366	HCQ;celebrex;强的松;柳氮磺胺吡啶;雷公藤多苷;	1
367	HCQ;pred;甲氨蝶呤;	1
368	HCQ;pred;甲氨蝶呤;英太青;	1
369	hcq;乌梢祛风片;尼美舒利;醋酸泼尼松;问荆合剂;青霉胺;	1
370	HCQ;强的松;柳氮磺胺吡啶;甲氨蝶呤;	1
371	HCQ;强的松;甲氨蝶呤;美洛西康分散片;	1
372	HCQ;柳氮磺胺吡啶;氨糖美锌;甲氨蝶呤;	1
373	HCQ;柳氮磺胺吡啶;甲氨蝶呤;	1
374	HCQ;柳氮磺胺吡啶;甲氨蝶呤;美卓乐;	1
375	HCQ;柳氮磺胺吡啶;甲氨蝶呤;美卓乐;英太青;	1
376	HCQ;洛索洛芬钠片;白芍总甙;	1
377	HCQ;甲基泼尼松龙;艾拉莫德;	1
378	HCQ;甲基泼尼龙;	1
379	HCQ;甲氨蝶呤;西乐葆;	1
380	HCQ;美洛昔康;雷公藤多甙;	1
381	LEF;MAX;	1
382	LEF;乌梢祛风片;尼美舒利;甲氨蝶呤;	1
383	LEF;乌梢祛风片;甲氨蝶呤;羟基氯喹;	1
384	LEF;双氯芬酸钠;甲氨蝶呤;	1
385	LEF;塞来昔布;甲氨蝶呤;	1
386	LEF;尼美舒利;帕夫林;昆仙胶囊;	1
387	LEF;尼美舒利;强的松;甲氨蝶呤;	1
388	LEF;尼美舒利;甲基泼尼龙;甲氨蝶呤;	1
389	LEF;尼美舒利;甲基泼尼龙;雷公藤多甙片;青霉胺;	1
390	LEF;尼美舒利;甲氨蝶呤;盘龙七片;美卓乐;	1
391	LEF;尼美舒利;甲氨蝶呤;青霉胺;	1
392	LEF;尼美舒利;白芍总甙;雷公藤多甙;	1
393	LEF;尼美舒利;白芍总甙;青霉胺;	1
394	LEF;尼美舒利;硫唑嘌呤;	1
395	LEF;布洛芬缓释胶囊;甲氨蝶呤;痹祺胶囊;	1
396	LEF;强的松;昆仙胶囊;甲氨蝶呤;美洛昔康;	1
397	LEF;强的松;沙利度胺;甲氨蝶呤;	1
398	LEF;强的松;甲氨蝶呤;羟基氯喹;	1
399	LEF;强的松;甲氨蝶呤;雷公藤;	1
400	LEF;强的松;甲氨蝶呤;雷公藤多甙;	1
401	LEF;强的松;雷公藤;	1
402	LEF;柳氮磺嘧啶;甲基泼尼龙;甲氨蝶呤;	1
403	LEF;柳氮磺胺吡啶;甲氨蝶呤;美洛昔康;	1
404	LEF;柳氮磺胺吡啶;美洛昔康;	1
405	LEF;正清风痛宁;白芍总甙;美洛昔康;	1
406	LEF;氨糖美锌肠溶片;甲氨蝶呤;青霉胺;	1
407	LEF;洛索洛芬钠片;甲氨蝶呤;	1
408	LEF;洛芬待因;甲氨蝶呤;	1
409	LEF;洛芬待因缓释片;火把花根;甲强龙;甲氨蝶呤;	1
410	LEF;甲氨喋呤;萘丁美酮;	1
411	LEF;甲氨蝶呤;美卓乐;	1
412	LEF;甲氨蝶呤;美洛昔康;蛇片;	1
413	LEF;甲氨蝶呤;艾瑞昔布;	1
414	LEF;甲氨蝶呤;雷公藤多甙;	1
415	LEF;美卓乐;	1
416	LEF;美洛昔康;雷公藤多片;	1
417	LEF;西乐葆;	1
418	l来氟米特;尼美舒利;强的松;甲氨蝶呤;金骨莲胶囊;	1
419	l来氟米特;强的松;美洛昔康;	1
420	l来氟米特;洛索洛芬钠片;甲基泼尼松;甲氨蝶呤;青霉胺;	1
421	l来氟米特;甲氨蝶呤;美洛昔康;青霉胺;	1
422	l雷公藤多苷;强的松;柳氮磺胺吡啶;甲氨蝶呤;	1
423	M7X;乌梢祛风片;来氟米特;问荆合剂;	1
424	M7X;尼美舒利;问荆合剂;	1
425	M7X;尼美舒利;雷公藤多甙片;青霉胺;	1
426	M7X;强的松;	1
427	M7X;白芍总甙;	1
428	M7X;美洛昔康;青霉胺;	1
429	pred;	1
430	pred;双氯芬酸钠;甲氨蝶呤;	1
431	pred;双氯芬酸钠胶囊;	1
432	pred;来氟米特;甲氨蝶呤;	1
433	pred;柳氮磺胺吡啶;甲氨蝶呤;	1
434	pred;甲氨蝶呤;英太青;	1
435	T2;celebrex;hcq;pred;柳氮磺胺吡啶;	1
436	三乌胶丸;云克注射液;依托考昔片;	1
437	中后头林;双乌风湿合剂;柳氮磺;甲氨蝶呤;	1
438	中药饮片;柳氮磺吡啶片;注射用血栓通;甲泼尼龙片;美洛昔康胶囊;	1
439	丹红注射液;云克;来氟米特片;注射用甲氨蝶呤;注射用甲泼尼龙琥珀酸钠;雷公藤多苷片;雷公藤多苷片;	1
440	丹红注射液;来氟米特片;注射用甲氨蝶呤;醋酸泼尼松片;	1
441	乌梢去风片;尼美舒利;来氟米特;甲氨蝶呤;	1
442	乌梢祛风;双氯芬酸钠;正清风痛宁;甲基泼尼松龙;甲氨蝶呤;白芍;雷公藤;	1
443	乌梢祛风;塞来昔布;	1
444	乌梢祛风;塞来昔布;甲基泼尼松龙;羟基氯喹;舒筋合剂;青霉胺;	1
445	乌梢祛风;尼美舒利;甲氨蝶呤;	1
446	乌梢祛风;强的松;来氟米特;甲氨蝶呤;青霉胺;	1
447	乌梢祛风;来氟米特;	1
448	乌梢祛风;来氟米特;甲基泼尼松龙;甲氨蝶呤;美洛昔康;	1
449	乌梢祛风;来氟米特;甲基泼尼松龙;甲氨蝶呤;西乐葆;	1
450	乌梢祛风;正清风痛宁;氨糖美辛;	1
451	乌梢祛风;洛索洛芬钠片;甲基泼尼松龙;	1
452	乌梢祛风;甲基泼尼松龙;甲氨蝶呤;白芍总苷;西乐葆;雷公藤;	1
453	乌梢祛风口服液;尼美舒利;正清风痛宁;甲氨蝶呤;	1
454	乌梢祛风口服液;尼美舒利;甲氨喋呤;	1
455	乌梢祛风片;乐松;	1
456	乌梢祛风片;乐松片;来氟米特;甲氨蝶呤;雷公藤多甙;	1
457	乌梢祛风片;双乌风湿合剂;塞来昔布胶囊;来氟米特;甲氨喋呤;雷公藤多疳片;	1
458	乌梢祛风片;双乌风湿合剂;尼美舒利;强的松;艾拉莫德;青霉胺;	1
459	乌梢祛风片;双氯芬酸钠;强的松;来氟米特;甲氨蝶呤;	1
460	乌梢祛风片;双氯芬酸钠;来氟米特;	1
461	乌梢祛风片;双氯芬酸钠;柳氮磺吡啶;甲氨蝶呤;	1
462	乌梢祛风片;双氯芬酸钠;柳氮磺砒啶;正清风痛宁;甲氨蝶呤;	1
463	乌梢祛风片;双氯芬酸钠;甲氨蝶呤;白芍总甙;	1
464	乌梢祛风片;双氯芬酸钠;甲氨蝶呤;白芍总甙胶囊;雷公藤多甙;	1
465	乌梢祛风片;双氯芬酸钠乳胶剂;甲氨蝶呤;	1
466	乌梢祛风片;双氯芬酸钠片;甲氨喋呤;	1
467	乌梢祛风片;双氯酚酸钠;正清风痛宁;甲氨喋呤;	1
468	乌梢祛风片;塞来昔布;	1
469	乌梢祛风片;塞来昔布;甲基泼尼松龙;甲氨蝶呤;	1
470	乌梢祛风片;塞来昔布;甲氨蝶呤;羟基氯喹;	1
471	乌梢祛风片;塞来昔布;问荆合剂;	1
