Var1	Freq
528	雷公藤多甙剂	1
529	雷公藤多甙吗	1
530	雷公藤多碱	1
531	雷多藤多甙	1
532	青美胺	1
533	青酶胺	1
534	青霉胺·	1
535	风湿液	1
536	风湿骨痛	1
537	骁悉	1
538	骨基泼尼龙	1
539	骨痹合剂	1
