chr2	120124938	120125095	chr2	120124623	120130127	DBI	NM_001282636	157
chr2	120124938	120125095	chr2	120124499	120130127	DBI	NM_001178041	157
chr2	120124938	120125095	chr2	120124499	120130127	DBI	NM_001282634	157
chr2	120124938	120125095	chr2	120124499	120130127	DBI	NM_001178042	157
chr2	120124938	120125095	chr2	120124623	120130127	DBI	NR_104221	157
chr2	120124938	120125095	chr2	120124499	120130127	DBI	NM_001178043	157
chr2	120124938	120125095	chr2	120124499	120130127	DBI	NM_001282633	157
chr2	120124938	120125095	chr2	120124499	120130127	DBI	NM_001079862	157
chr1	2457161	2457516	chr1	2439969	2458067	PANK4	NM_018216	355
chr5	122435379	122435493	chr5	122424840	122523745	PRDM6	NM_001136239	114
chr1	1564650	1564683	chr1	1551244	1565990	MIB2	NM_001170689	33
chr1	1564650	1564683	chr1	1550794	1565990	MIB2	NM_001170687	33
chr1	1564650	1564683	chr1	1550794	1565990	MIB2	NM_001170686	33
chr1	1564650	1564683	chr1	1550794	1565990	MIB2	NM_001170688	33
chr1	1564650	1564683	chr1	1550794	1565990	MIB2	NM_080875	33
chr1	1564650	1564683	chr1	1550794	1565990	MIB2	NR_033183	33
chr15	80696386	80696579	.	-1	-1	.	-1	0
chr11	64815056	64815205	chr11	64812294	64826009	NAALADL1	NM_005468	149
chr20	57464118	57464220	chr20	57428035	57486250	GNAS	NM_001077490	102
chr20	57464118	57464220	chr20	57414794	57486250	GNAS	NM_016592	102
chr20	57464118	57464220	chr20	57464179	57486247	GNAS	NR_003259	41
chr20	57464118	57464220	chr20	57428035	57486250	GNAS	NM_080425	102
chr9	969595	969623	.	-1	-1	.	-1	0
chr5	36744888	36745540	.	-1	-1	.	-1	0
chr3	2141202	2141233	chr3	2140549	3099645	CNTN4	NM_175607	31
chr11	124492710	124493055	chr11	124492741	124505822	TBRG1	NM_032811	314
chr11	124492710	124493055	chr11	124492741	124505822	TBRG1	NR_016021	314
chr11	57243852	57243960	chr11	57228009	57245012	RTN4RL2	NM_178570	108
chr2	32853110	32853439	chr2	32853086	33046118	TTC27	NM_017735	329
chr2	32853110	32853439	chr2	32853086	33046118	TTC27	NM_001193509	329
chr17	26220044	26220230	chr17	26205339	26220409	LYRM9	NM_001076680	186
chr20	62088451	62088460	chr20	62037541	62103993	KCNQ2	NM_004518	9
chr20	62088451	62088460	chr20	62065031	62103993	KCNQ2	NM_172109	9
chr20	62088451	62088460	chr20	62037541	62103993	KCNQ2	NM_172108	9
chr20	62088451	62088460	chr20	62037541	62103993	KCNQ2	NM_172107	9
chr20	62088451	62088460	chr20	62037541	62103993	KCNQ2	NM_172106	9
chr17	40935983	40936006	chr17	40932648	40949084	WNK4	NM_032387	23
chr10	128594995	128595018	chr10	128593977	129250781	DOCK1	NM_001290223	23
chr10	128594995	128595018	chr10	128593977	129250781	DOCK1	NM_001380	23
chr9	37576023	37576042	chr9	37510888	37576250	FBXO10	NM_012166	19
chr18	74843612	74844076	chr18	74690788	74844774	MBP	NM_001025101	464
chr18	74843612	74844076	chr18	74724738	74844774	MBP	NM_001025100	464
chr17	15313075	15313112	.	-1	-1	.	-1	0
chr1	91316222	91316598	.	-1	-1	.	-1	0
chr2	68546466	68546626	chr2	68511302	68547183	CNRIP1	NM_001111101	160
chr2	68546466	68546626	chr2	68520141	68547183	CNRIP1	NM_015463	160
chr11	74394420	74394489	.	-1	-1	.	-1	0
chr13	112721682	112721711	chr13	112626623	112762329	LINC00403	NR_120392	29
chr5	176935391	176935412	chr5	176928905	176937427	DOK3	NM_001144876	21
chr5	176935391	176935412	chr5	176928905	176937427	DOK3	NM_001144875	21
chr5	176935391	176935412	chr5	176930750	176936858	DOK3	NM_001308236	21
chr5	176935391	176935412	chr5	176930750	176936858	DOK3	NM_024872	21
chr5	176935391	176935412	chr5	176930750	176937427	DOK3	NM_001308235	21
chr20	20033097	20033544	chr20	20015004	20036690	CRNKL1	NM_016652	447
chr20	20033097	20033544	chr20	20015004	20033136	CRNKL1	NM_001278628	39
chr20	20033097	20033544	chr20	20015004	20036690	CRNKL1	NM_001278627	447
chr20	20033097	20033544	chr20	20015004	20036690	CRNKL1	NM_001278626	447
chr20	20033097	20033544	chr20	20015004	20036690	CRNKL1	NM_001278625	447
chr20	20033097	20033544	chr20	20033157	20341346	CFAP61	NM_015585	387
chr1	204120784	204121027	chr1	204100188	204121310	ETNK2	NM_001297760	243
chr1	204120784	204121027	chr1	204100188	204121310	ETNK2	NM_001297761	243
chr1	204120784	204121027	chr1	204100188	204121310	ETNK2	NM_001297762	243
chr1	204120784	204121027	chr1	204100188	204121310	ETNK2	NM_018208	243
chr5	3595033	3595057	.	-1	-1	.	-1	0
chr1	113498667	113498720	chr1	113454469	113498975	SLC16A1	NM_003051	53
chr1	113498667	113498720	chr1	113454469	113498685	SLC16A1	NM_001166496	18
chr2	220313251	220313329	chr2	220299699	220358354	SPEG	NM_005876	78
chr12	13197128	13197500	chr12	13197314	13236383	KIAA1467	NM_020853	186
chr2	127955506	127955532	chr2	127941411	127963343	CYP27C1	NM_001001665	26
chr1	1285045	1285176	.	-1	-1	.	-1	0
chr2	220349464	220349550	chr2	220299699	220358354	SPEG	NM_005876	86
chr12	104697885	104697978	chr12	104697509	104698982	EID3	NM_001008394	93
chr12	104697885	104697978	chr12	104680459	104744085	TXNRD1	NM_182743	93
chr12	104697885	104697978	chr12	104680459	104744085	TXNRD1	NM_182742	93
chr12	104697885	104697978	chr12	104609556	104744085	TXNRD1	NM_001093771	93
chr12	104697885	104697978	chr12	104680459	104744085	TXNRD1	NM_001261446	93
chr12	104697885	104697978	chr12	104680459	104744085	TXNRD1	NM_001261445	93
chr12	104697885	104697978	chr12	104680459	104744085	TXNRD1	NM_003330	93
chr12	104697885	104697978	chr12	104680459	104744085	TXNRD1	NM_182729	93
chr6	151562205	151562581	chr6	151561133	151679694	AKAP12	NM_005100	376
chr1	227923013	227923068	chr1	227918889	227923112	JMJD4	NM_001161465	55
chr1	227923013	227923068	chr1	227918889	227923112	JMJD4	NM_023007	55
chr1	227923013	227923068	chr1	227922696	227968932	SNAP47	NM_053052	55
chr19	17246430	17246459	chr19	17186590	17324104	MYO9B	NM_004145	29
chr19	17246430	17246459	chr19	17186590	17324104	MYO9B	NM_001130065	29
chr17	33913984	33914529	chr17	33914281	34053436	AP2B1	NM_001282	248
chr17	33913984	33914529	chr17	33914281	34053436	AP2B1	NM_001030006	248
chr17	36718158	36718178	chr17	36686258	36762183	SRCIN1	NM_025248	20
chr16	14458346	14458452	chr16	14456965	14464123	LOC105447648	NR_131191	106
chr19	57683709	57683750	.	-1	-1	.	-1	0
chr6	132722020	132722282	chr6	132617193	132722673	MOXD1	NM_015529	262
chr2	115420074	115420106	chr2	115219179	116602326	DPP10	NM_001178036	32
chr2	115420074	115420106	chr2	115199898	116602326	DPP10	NM_020868	32
chr7	130130772	130130817	chr7	130126897	130131013	MESTIT1	NR_004382	45
chr7	130130772	130130817	chr7	130126015	130146138	MEST	NM_177524	45
chr7	130130772	130130817	chr7	130126187	130146138	MEST	NM_001253902	45
chr7	130130772	130130817	chr7	130126015	130146138	MEST	NM_001253901	45
chr6	13327970	13328711	chr6	13305183	13328815	TBC1D7	NM_001143964	741
chr6	13327970	13328711	chr6	13305183	13328815	TBC1D7	NM_001143966	741
chr6	13327970	13328711	chr6	13305183	13328815	TBC1D7	NM_001143965	741
chr6	13327970	13328711	chr6	13305183	13328815	TBC1D7	NM_016495	741
chr6	13327970	13328711	chr6	13305183	13328815	TBC1D7	NM_001258457	741
chr17	43663207	43663711	.	-1	-1	.	-1	0
chr2	219738422	219738572	chr2	219724545	219738954	WNT6	NM_006522	150
chr7	24325010	24325066	chr7	24323806	24331484	NPY	NM_000905	56
chr17	18908094	18908182	chr17	18855477	18924004	SLC5A10	NM_152351	88
chr17	18908094	18908182	chr17	18853988	18924004	SLC5A10	NM_001282417	88
chr17	18908094	18908182	chr17	18855477	18924004	SLC5A10	NM_001042450	88
chr17	18908094	18908182	chr17	18855477	18924004	SLC5A10	NM_001270649	88
chr17	18908094	18908182	chr17	18855477	18924004	SLC5A10	NM_001270648	88
chr9	140189905	140189991	.	-1	-1	.	-1	0
chr1	48190889	48190949	.	-1	-1	.	-1	0
chr6	167412759	167413098	chr6	167412804	167455906	FGFR1OP	NM_007045	294
chr6	167412759	167413098	chr6	167412804	167455906	FGFR1OP	NM_001278690	294
chr6	167412759	167413098	chr6	167412804	167455906	FGFR1OP	NM_194429	294
chr17	43045265	43045277	chr17	43037060	43045644	C1QL1	NM_006688	12
chr19	1383954	1384017	chr19	1383882	1395588	NDUFS7	NM_024407	63
chr22	22862981	22863160	chr22	22838770	22863505	ZNF280B	NM_080764	179
chr22	22862981	22863160	chr22	22838770	22863505	ZNF280B	NR_130643	179
chr22	22862981	22863160	chr22	22838770	22863505	ZNF280B	NR_130642	179
chr8	55379837	55379883	.	-1	-1	.	-1	0
chr9	139506197	139506267	.	-1	-1	.	-1	0
chr7	150812376	150812465	chr7	150782917	150841523	AGAP3	NM_001281300	89
chr7	150812376	150812465	chr7	150783508	150820725	AGAP3	NM_001042535	89
chr7	150812376	150812465	chr7	150783508	150820725	AGAP3	NM_001308304	89
chr7	150812376	150812465	chr7	150783508	150841523	AGAP3	NM_031946	89
chr7	150812376	150812465	chr7	150811764	150820725	AGAP3	NM_001308305	89
chr1	178512466	178512494	chr1	178511930	178518024	C1orf220	NR_033186	28
chr21	9825701	9825778	.	-1	-1	.	-1	0
chr13	21900425	21900451	chr13	21877650	21918998	LINC00539	NR_103841	26
chr13	21900425	21900451	chr13	21877650	21918925	LINC00539	NR_103840	26
chr13	21900425	21900451	chr13	21872263	21967061	MIPEPP3	NR_046461	26
chr13	21900425	21900451	chr13	21872263	21906210	MIPEPP3	NR_038939	26
chr14	24616841	24617086	chr14	24616658	24629870	RNF31	NM_017999	245
chr6	80656816	80656865	chr6	80624528	80657315	ELOVL4	NM_022726	49
chr4	139937188	139937318	chr4	139936912	139967093	CCRN4L	NM_012118	130
chr13	24153849	24153879	chr13	24153498	24243412	TNFRSF19	NM_018647	30
chr13	24153849	24153879	chr13	24144508	24250244	TNFRSF19	NM_001204459	30
chr13	24153849	24153879	chr13	24153498	24250244	TNFRSF19	NM_001204458	30
chr13	24153849	24153879	chr13	24144508	24250244	TNFRSF19	NM_148957	30
chr11	113906881	113907032	.	-1	-1	.	-1	0
chr18	60903967	60904039	chr18	60790578	60986613	BCL2	NM_000633	72
chr3	180397441	180397765	.	-1	-1	.	-1	0
chr1	15753621	15753660	chr1	15736390	15756839	EFHD2	NM_024329	39
chr1	2144001	2144055	chr1	2120987	2144159	C1orf86	NM_001282670	54
chr22	44258178	44258201	chr22	44220386	44258378	SULT4A1	NM_014351	23
chr1	162039930	162040177	chr1	162039580	162339813	NOS1AP	NM_014697	247
chr1	162039930	162040177	chr1	162039580	162339813	NOS1AP	NM_001164757	247
chr1	59280298	59280357	chr1	59250822	59365384	LINC01135	NR_034015	59
chr1	59280298	59280357	chr1	59250822	59365384	LINC01135	NR_034014	59
chr1	59280298	59280357	chr1	59250822	59365384	LINC01135	NR_108106	59
chr20	17511877	17512293	chr20	17474549	17512014	BFSP1	NM_001195	137
chr20	17511877	17512293	chr20	17474549	17539605	BFSP1	NM_001161705	416
chr20	17511877	17512293	chr20	17474549	17549865	BFSP1	NM_001278608	416
chr20	17511877	17512293	chr20	17474549	17539605	BFSP1	NM_001278607	416
chr20	17511877	17512293	chr20	17474549	17539605	BFSP1	NM_001278606	416
chr7	127743835	127743853	.	-1	-1	.	-1	0
chr5	101631442	101631956	chr5	101569691	101632253	SLCO4C1	NM_180991	514
chr6	13615419	13615866	chr6	13615558	13621127	NOL7	NM_016167	308
chr4	151000002	151000046	chr4	150999425	151178608	DCLK2	NM_001040261	44
chr4	151000002	151000046	chr4	150999425	151178608	DCLK2	NM_001040260	44
chr4	151000002	151000046	chr4	150999425	151178608	DCLK2	NR_036614	44
chr3	48694169	48694195	chr3	48673895	48700348	CELSR3	NM_001407	26
chr19	55593866	55593894	chr19	55591759	55599291	EPS8L1	NM_017729	28
chr19	55593866	55593894	chr19	55587220	55599291	EPS8L1	NM_133180	28
chr9	140772880	140773266	chr9	140772240	141019076	CACNA1B	NM_001243812	386
chr9	140772880	140773266	chr9	140772240	141019076	CACNA1B	NM_000718	386
chr9	140772880	140773266	chr9	140762376	140787022	LOC100133077	NR_121583	386
chr6	30434141	30434235	.	-1	-1	.	-1	0
chr11	34379060	34379160	chr11	34172533	34379555	ABTB2	NM_145804	100
chr12	48577361	48577462	chr12	48577365	48579709	CCDC184	NM_001013635	97
chr6	20212375	20212690	chr6	20099915	20212695	MBOAT1	NR_073465	315
chr6	20212375	20212690	chr6	20099915	20212695	MBOAT1	NM_001080480	315
chr2	9613840	9613918	.	-1	-1	.	-1	0
chr6	28891164	28891516	chr6	28870778	28891768	TRIM27	NM_006510	352
chr20	57431103	57431140	chr20	57428035	57486250	GNAS	NM_001077490	37
chr20	57431103	57431140	chr20	57414794	57486250	GNAS	NM_016592	37
chr20	57431103	57431140	chr20	57428035	57486250	GNAS	NM_080425	37
chr10	92980626	92980665	chr10	92980358	92987717	PCGF5	NR_046310	39
chr10	92980626	92980665	chr10	92980358	93044088	PCGF5	NM_032373	39
chr10	92980626	92980665	chr10	92979907	93044088	PCGF5	NM_001256549	39
chr10	92980626	92980665	chr10	92922768	92987717	PCGF5	NR_046435	39
chr10	92980626	92980665	chr10	92922768	93044088	PCGF5	NM_001257101	39
chr2	233414900	233415470	chr2	233412679	233415300	TIGD1	NM_145702	400
chr2	233414900	233415470	chr2	233415183	233415283	MIR5001	NR_049797	100
chr2	233414900	233415470	chr2	233415296	233433921	EIF4E2	NM_004846	174
chr2	233414900	233415470	chr2	233415296	233448355	EIF4E2	NM_001276337	174
chr2	233414900	233415470	chr2	233415296	233448355	EIF4E2	NM_001276336	174
chr2	233414900	233415470	chr2	233415296	233448355	EIF4E2	NM_001282958	174
chr6	36737506	36737561	chr6	36708554	36807220	CPNE5	NM_020939	55
chr22	50689700	50689774	chr22	50683612	50689834	HDAC10	NM_001159286	74
chr22	50689700	50689774	chr22	50683612	50689834	HDAC10	NM_032019	74
chr11	125439313	125439498	chr11	125439282	125454584	EI24	NR_110770	185
chr11	125439313	125439498	chr11	125439282	125454584	EI24	NR_110769	185
chr11	125439313	125439498	chr11	125439282	125454584	EI24	NM_001290135	185
chr11	125439313	125439498	chr11	125439282	125454584	EI24	NM_004879	185
chr19	12912311	12912496	chr19	12907633	12912724	PRDX2	NM_005809	185
chr20	56592348	56592424	.	-1	-1	.	-1	0
chr16	31084189	31084432	chr16	31072168	31084823	ZNF668	NM_001172668	243
chr16	31084189	31084432	chr16	31072163	31085641	ZNF668	NM_024706	243
chr17	73584562	73584599	chr17	73584138	73622927	MYO15B	NR_003587	37
chr9	128170770	128170968	.	-1	-1	.	-1	0
chr4	110354980	110355029	chr4	110354927	110461615	SEC24B	NM_001300813	49
chr4	110354980	110355029	chr4	110354927	110461615	SEC24B	NM_001042734	49
chr4	110354980	110355029	chr4	110354927	110461615	SEC24B	NM_006323	49
chr7	39793908	39793948	chr7	39773166	39834222	LINC00265	NR_026999	40
chr6	84417840	84417916	chr6	84262604	84419127	SNAP91	NM_001242794	76
chr6	84417840	84417916	chr6	84262604	84418520	SNAP91	NM_001256718	76
chr6	84417840	84417916	chr6	84262604	84419127	SNAP91	NM_001256717	76
chr6	84417840	84417916	chr6	84262604	84418847	SNAP91	NM_001242792	76
chr6	84417840	84417916	chr6	84262604	84419127	SNAP91	NM_014841	76
chr6	84417840	84417916	chr6	84262604	84419127	SNAP91	NM_001242793	76
chr16	86541919	86541953	chr16	86521270	86542466	FENDRR	NR_036444	34
chr16	86541919	86541953	chr16	86508130	86542466	FENDRR	NR_033925	34
chr22	46692863	46693063	chr22	46692637	46726707	GTSE1	NM_016426	200
chr10	129535457	129535497	.	-1	-1	.	-1	0
chr2	160568509	160569276	chr2	160568967	160625094	MARCH7	NM_001282805	309
chr2	160568509	160569276	chr2	160568967	160625094	MARCH7	NM_022826	309
chr2	160568509	160569276	chr2	160568967	160625094	MARCH7	NM_001282806	309
chr2	160568509	160569276	chr2	160549706	160568946	BAZ2B	NR_110586	437
chr16	46918024	46918574	chr16	46918291	46965209	GPT2	NM_133443	283
chr2	74881333	74881594	chr2	74881354	74910981	SEMA4F	NM_004263	240
chr2	74881333	74881594	chr2	74881354	74910981	SEMA4F	NM_001271661	240
chr2	74881333	74881594	chr2	74881354	74910981	SEMA4F	NR_073399	240
chr2	74881333	74881594	chr2	74881354	74910981	SEMA4F	NR_073398	240
chr2	74881333	74881594	chr2	74881354	74910981	SEMA4F	NM_001271662	240
chr10	76995666	76995856	chr10	76993728	76995770	COMTD1	NM_144589	104
chr7	6308046	6308091	chr7	6201411	6312242	CYTH3	NM_004227	45
chr15	45670188	45670561	chr15	45653321	45670980	GATM	NM_001482	373
chr8	54163420	54163548	chr8	54138275	54164257	OPRK1	NM_001282904	128
chr8	54163420	54163548	chr8	54138275	54164194	OPRK1	NM_000912	128
chr16	14641826	14641896	chr16	14529556	14724128	PARN	NM_001242992	70
chr16	14641826	14641896	chr16	14529556	14724128	PARN	NM_001134477	70
chr16	14641826	14641896	chr16	14529556	14724128	PARN	NM_002582	70
chr17	55740529	55740562	chr17	55333930	55757299	MSI2	NM_138962	33
