	6-P-10	6-P-1	6-P-2	6-P-3	6-P-4	6-P-5	6-P-6	6-P-7	6-P-8	6-P-9	6-T-1_1	6-T-1_2	6-T-2_1	6-T-2_2	6-T-3_1	6-T-3_2	6-T-4_1	6-T-4_2	6-T-5_1	6-T-5_2	7-P-10	7-P-1	7-P-2	7-P-3	7-P-4	7-P-5	7-P-6	7-P-7	7-P-8	7-P-9	7-T-1_1	7-T-1_2	7-T-2_1	7-T-2_2	7-T-3_1	7-T-3_2	7-T-4_1	7-T-4_2	7-T-5_1	7-T-5_2	CTT-FFPE-100ng_1	CTT-FFPE-100ng_2	CTT-FFPE-5ng_1	CTT-FFPE-5ng_2	CTT-frozen-100ng_1	CTT-frozen-100ng_2	CTT-frozen-5ng_1	CTT-frozen-5ng_2	NC-P-1	NC-P-2	NC-P-3	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	PC-P-10	PC-P-1	PC-P-2	PC-P-3	PC-P-4	PC-P-5	PC-P-6	PC-P-7	PC-P-8	PC-P-9	PC-T-1_1	PC-T-1_2	PC-T-2_1	PC-T-2_2	PC-T-4_1	PC-T-4_2	PC-T-6_1	PC-T-6_2	PC-T-7_1	PC-T-7_2
6-T-1_1	0.376409363495249	0.370749443039291	0.360830776380105	0.39772520139651	0.379912039266385	0.371727241080946	0.320877869511632	0.368369704703485	0.344896873729037	0.38423273945884	1	0.728597468587089	0.349053140116798	0.392480318720993	0.544116929362853	0.536081197916646	0.555343978761919	0.507222544087614	0.47124430349238	0.462574569787387	0.373876009053936	0.390181775877533	0.354384129486136	0.374189872873724	0.380419128815373	0.349806969854363	0.360767605146324	0.376643510471058	0.370342009766856	0.370884350421151	0.442761298126283	0.417533493790959	0.506561332334301	0.496668811541285	0.458037556089344	0.450257944973258	0.49364286708218	0.479444869766175	0.455696823838206	0.441607012237681	0.547374793609362	0.550132875458718	0.444710964001702	0.482160258213235	0.601113135424673	0.596405210314926	0.514962540504524	0.570055879139202	0.395985971720707	0.407133286881126	0.396589861403818	0.372502805815588	0.378869873965521	0.377359479989025	0.373809608261015	0.385916819575926	0.397208438782611	0.375137944796658	0.384771599750235	0.3491876499933	0.372613968462783	0.358018651181909	0.3752152089754	0.373013623682555	0.364102831972809	0.360980801608021	0.477712891199637	0.444807155456051	0.54257435588119	0.52725854827304	0.492565300833179	0.512908352594876	0.495109076185018	0.494229365960157	0.512580635366758	0.525194334116603
6-T-1_2	0.388051916321135	0.394130658044436	0.379158375781255	0.413257559437027	0.392625852633941	0.384325755155838	0.341454788086683	0.388228646925473	0.359390046937337	0.401719464313095	0.728597468587089	1	0.354262166893773	0.40854948276918	0.56187280574535	0.549125961180131	0.55381559057807	0.515489582299591	0.484583688007776	0.486148996156347	0.392552793162928	0.405650547289158	0.374990953506934	0.392634642555278	0.403972299838734	0.367880129880335	0.376683414398444	0.396470201860873	0.390527233454204	0.377363918773643	0.46946987683288	0.43929112863707	0.514663097180391	0.513911937910006	0.482085578140425	0.45607312947253	0.507817468722397	0.48897531907078	0.481653176424989	0.475603884756266	0.552178994027198	0.560692872754836	0.454312711690297	0.490142470898498	0.606846081477853	0.601682411126071	0.517411115444342	0.571284724426117	0.417208566457646	0.42459793561882	0.413907913517936	0.387718333614472	0.398931779645682	0.391495734607647	0.377953402995839	0.399606051336345	0.416977836348788	0.388940001296999	0.407357500338968	0.365952053903736	0.395143119654188	0.37857474020787	0.384711470852102	0.395699507557042	0.384180209888581	0.376595548611098	0.505184944186716	0.465120995892117	0.568694137991047	0.541027913109697	0.502262236641719	0.521004718682995	0.524892719007406	0.521423076193085	0.530593130132514	0.546114438962718
6-T-2_1	0.403025269855704	0.391488199309543	0.404975083987266	0.414032785491332	0.409216443748487	0.404126801015446	0.368737818108354	0.392963614495779	0.390809921718334	0.398037081546591	0.349053140116798	0.354262166893773	1	0.705129124564223	0.391721857953342	0.393432247331035	0.287401093728298	0.270315746648728	0.477653359128985	0.478592766861695	0.405025770799166	0.412097424082173	0.398317749267547	0.406511491665741	0.387500823272037	0.389853196701671	0.38616684614814	0.400165282783511	0.399515681025081	0.393180960563036	0.527894814476112	0.50638995147431	0.370399968552108	0.356967545165924	0.405741658815057	0.408108514241358	0.414515833124157	0.409907833316434	0.45547088185412	0.451382189320655	0.214619464715749	0.219805871296269	0.164791499897151	0.192073818273178	0.26201864556209	0.263146899747024	0.242957233410155	0.260756721841601	0.418896974189263	0.417584742792891	0.425859592707532	0.376004953586587	0.403061414708494	0.39743071210982	0.392778919799201	0.415148472057528	0.400338718872956	0.389605490951753	0.423459700255213	0.38909659231652	0.396065231109385	0.396185987483307	0.393831150485198	0.395790999225253	0.405146311429484	0.380680123975548	0.520308081095951	0.515764477373048	0.411399628421585	0.410334590522688	0.445634535895923	0.44785635885234	0.476739161866298	0.474114161671364	0.46909521374683	0.461896801670431
6-T-2_2	0.444463536022826	0.444742199810998	0.45113990109616	0.465219699594246	0.46569813738899	0.460708627592816	0.397375143874493	0.444750006435491	0.414778432217067	0.448389598207048	0.392480318720993	0.40854948276918	0.705129124564223	1	0.448378678197519	0.433779835526154	0.319706798039531	0.276698422708786	0.546992665182819	0.55848356045629	0.453991794358512	0.46456292460861	0.436467388862808	0.457635415805802	0.444611847440096	0.423405509443834	0.426551783190336	0.447010843083469	0.452121485977979	0.447228434261207	0.612919652636322	0.574254653458814	0.421707334139456	0.418989174468981	0.467456325498399	0.440719481059358	0.473356720127384	0.457862083837537	0.536209668558696	0.534742932155132	0.233259480805466	0.242574805266093	0.17093122137585	0.19493252470909	0.293212283678343	0.294128382075222	0.239305320656543	0.267801201059166	0.480980433853879	0.475797638729965	0.483073622920064	0.421975639317279	0.462999515162467	0.440576012497179	0.433365701485966	0.451609859840827	0.458482687756868	0.446278190057986	0.470545913799207	0.43783520949369	0.443112116357037	0.441892194234446	0.446317329258613	0.455720199262702	0.446463601056892	0.428915922932757	0.59036847031597	0.540916390309905	0.479240006868672	0.456863484738902	0.506840477308265	0.48369151378557	0.55529322807164	0.552848942243174	0.518882066366546	0.527106698624803
6-T-3_1	0.566491576579227	0.555291391645575	0.540953103090846	0.613897462555839	0.553489632539747	0.567736505095368	0.505582798320293	0.545242994230941	0.533995637406508	0.574278791059221	0.544116929362853	0.56187280574535	0.391721857953342	0.448378678197519	1	0.678889680829661	0.436854095507376	0.390158006133908	0.602872316116712	0.617696700940564	0.565780277458496	0.600676878807057	0.539769195660679	0.565201792689053	0.560593732871678	0.544238975144299	0.554442787498675	0.579050198727908	0.559679071781846	0.553027165957035	0.559467189590172	0.514900687762176	0.538763256765818	0.530919265469368	0.544647201618772	0.507300577362241	0.565301667663107	0.540676372734276	0.594095076218295	0.569433065987469	0.425365202803821	0.445206006169502	0.340960039419916	0.375645913563763	0.493373989024187	0.493460811621959	0.411834434844531	0.461119832797857	0.604096481910906	0.612104181444143	0.618132703285171	0.562568991645246	0.570258112868118	0.562344641261251	0.560652799732337	0.5851852882126	0.566793824530513	0.549637100982055	0.576202591113489	0.544175542894749	0.523948760004781	0.531552544632939	0.562211456799215	0.559812507927987	0.513930099137936	0.535419398165387	0.566405596628769	0.528182812768423	0.535712145433395	0.499808065954635	0.518366060812813	0.516783175914758	0.558419299913334	0.562803340341864	0.517627036393046	0.525377075350229
6-T-3_2	0.554845997268741	0.5357398998151	0.535651883570255	0.591023070812612	0.537092241423634	0.550181915695112	0.492497141950732	0.527392074767291	0.526198725330508	0.558942411407484	0.536081197916646	0.549125961180131	0.393432247331035	0.433779835526154	0.678889680829661	1	0.432754579650826	0.399315906575599	0.595043977559621	0.582501911724317	0.554304876003476	0.583275014181489	0.529030906753495	0.555163562478437	0.545616693926193	0.538867932322154	0.540935472743769	0.55837032684412	0.544452025883271	0.529843666725925	0.534563645870209	0.513637793722208	0.522535849096339	0.523560974965918	0.523422284272492	0.517361853282816	0.549227919464156	0.542717177426748	0.564953596608191	0.548274965963828	0.430642955306551	0.445676638617366	0.341848273548587	0.383915802003191	0.48748225297533	0.492318333131676	0.417957080894754	0.468552585140206	0.591868791154315	0.590825341053883	0.596292780226625	0.545568595212369	0.564653029935541	0.556600820581006	0.55303801045879	0.573027246530968	0.563115866811832	0.543048463921152	0.566063074114555	0.530163633940431	0.516920078908132	0.51993540989376	0.553647339406045	0.547460987894393	0.50758987453198	0.528648744329111	0.557490485163268	0.544440834901591	0.524895729369936	0.507741383133578	0.534016657816504	0.518620626648557	0.541106634361638	0.549473716014178	0.510156054640653	0.51496165728434
6-T-4_1	0.259560489657805	0.249204615486373	0.255715447824235	0.270757035289872	0.2770922924675	0.250309597651656	0.223125193509963	0.262504291278383	0.241494274072399	0.257424109858448	0.555343978761919	0.55381559057807	0.287401093728298	0.319706798039531	0.436854095507376	0.432754579650826	1	0.656494238788394	0.35572574737823	0.35211263709917	0.259289488928818	0.258556630826258	0.252207899196629	0.260421391167033	0.273756989386659	0.24340446522229	0.25093333636146	0.252913187541559	0.257494618577217	0.251739305446992	0.346263444878663	0.335693922585992	0.442845617976067	0.437106631762806	0.395979998248328	0.385048228145379	0.423904617218343	0.414892937440868	0.35212696509496	0.353744856687608	0.55002082896477	0.553404662442142	0.462832762040056	0.489108895950784	0.5798692204799	0.575320656584502	0.50636198113532	0.556234201505629	0.277501951166157	0.280084271002768	0.268146415109676	0.262935615021475	0.260397226389264	0.257620956373263	0.252645690358823	0.260980738043582	0.2865149739212	0.256867524312263	0.281764203828081	0.252987081711807	0.275288273848947	0.263164883641296	0.257960771302388	0.267322430525474	0.263418860331361	0.259748267178879	0.378867634134757	0.356588778308096	0.504896980916691	0.489595722351364	0.462357592954653	0.471237582438087	0.416713939177803	0.414066295595569	0.453246181955733	0.464959535178103
6-T-4_2	0.246020459165715	0.222832241965803	0.239437781398211	0.249163809929955	0.250927405219174	0.228828870359215	0.212016672928097	0.252749516666189	0.229465644739578	0.239930506620232	0.507222544087614	0.515489582299591	0.270315746648728	0.276698422708786	0.390158006133908	0.399315906575599	0.656494238788394	1	0.322655897756571	0.314214240939137	0.23715142565682	0.235053257606617	0.232765645051355	0.240656222919686	0.257448723437347	0.2325995872948	0.234896371178257	0.227377358291209	0.23482043490106	0.228808021478348	0.302369128432544	0.29959238658829	0.404929114465333	0.401589985951728	0.358564737445609	0.374007921416923	0.393824991957861	0.393260793483788	0.308932879475035	0.305846073952379	0.541961398202383	0.539544847343398	0.479849028565412	0.510770606878007	0.558320935531071	0.556200663656991	0.534592869871234	0.558064765969076	0.248928675109177	0.246745999370994	0.239628956026303	0.243260396126345	0.234159350761413	0.241564690139718	0.227896375386783	0.244335201148245	0.265859143707128	0.238014186225409	0.246575062531304	0.221706769146425	0.253403067804612	0.236707279992766	0.2420313963794	0.240717504154131	0.241784999665787	0.236549312429856	0.334158481526973	0.342382158426326	0.450406382873021	0.470042026100925	0.44029637621038	0.461192056214295	0.369062041608717	0.370308221306487	0.426327174090124	0.41597301245832
6-T-5_1	0.668792863826192	0.658481479001896	0.659303634408	0.7104828290003	0.642097281714414	0.682889491029486	0.591361292385259	0.642566282264814	0.638092714586137	0.665713829630318	0.47124430349238	0.484583688007776	0.477653359128985	0.546992665182819	0.602872316116712	0.595043977559621	0.35572574737823	0.322655897756571	1	0.742146749606562	0.67135188422884	0.709699532334981	0.631845472247212	0.675029235582765	0.647481800238894	0.646609341087841	0.64660441249192	0.680639249049313	0.671964800491786	0.629713167648603	0.651809925565469	0.614724843250574	0.50469858602918	0.50576816844998	0.583188353486493	0.547355068507798	0.59437705243621	0.571284082352115	0.694456663213878	0.664542552314001	0.312904558091967	0.314195820553973	0.235538195253762	0.261698434388264	0.377026664413204	0.38234362747099	0.31571381287719	0.360240822836746	0.725663247871174	0.727860220307171	0.727942584757997	0.660359349561051	0.671980493268226	0.681189427562233	0.664393921281609	0.680302405194857	0.67419884479347	0.656472239888848	0.662599752257664	0.633212742031853	0.603860658386617	0.612892500403866	0.656780975222104	0.665235253799081	0.594073005227333	0.618847327350311	0.645832248644257	0.613768234250962	0.514176406157422	0.489511919953896	0.562541955407093	0.554159715752132	0.593832541977089	0.603255268180658	0.540098625458994	0.549259143674864
6-T-5_2	0.663488805547187	0.654872109658622	0.639778389509623	0.706512249964902	0.643891818081379	0.679231314617893	0.603203033761671	0.634699251244085	0.620444948989301	0.66849015497596	0.462574569787387	0.486148996156347	0.478592766861695	0.55848356045629	0.617696700940564	0.582501911724317	0.35211263709917	0.314214240939137	0.742146749606562	1	0.669846582879616	0.713602489600015	0.624736445733529	0.666724918596541	0.636343554211906	0.632035800745756	0.646370647606812	0.67336716072631	0.657846540025403	0.635314246167043	0.659099095514395	0.616642693080207	0.507894670433652	0.502525001799123	0.578143757786706	0.534858891867795	0.597010370851637	0.567924298098266	0.686563530663051	0.675000382902681	0.301589062996791	0.312152027939312	0.232098707027024	0.258006982525354	0.369654048322083	0.379123174326498	0.314001226991991	0.343180184888167	0.728351944523358	0.725436113386926	0.733175690993378	0.659019189800926	0.680685387294543	0.68087561835188	0.666342086704081	0.682850185357498	0.674886864266554	0.647527349303107	0.662071940036236	0.632027254150332	0.597595307911724	0.602786412520024	0.653519145562369	0.668104693905485	0.59257271475824	0.6194578672717	0.643108535162704	0.606651338835582	0.525359333010414	0.482662650346132	0.55154666539015	0.54417271086574	0.601134359478984	0.607116664707789	0.525512423194535	0.550052593366198
