	Brain	Brain	Heart	Heart	Heart	Heart	Heart	Heart	muscle	muscle	muscle	muscle	Vessel	Vessel	Spleen	Spleen	Kidney	Kidney	Ovary	Esophagus	Esophagus	Thymus	Lung	Lung	Lung	Liver	Pancreas	Pancreas	Pancreas	Stomach	Stomach	Gastric	Gastric	Intestine	Intestine	Intestine	Intestine	Colon	Colon	Colon	Bladder
chr16:85482325-85482347	1	1	0.888888888888889	0.419791666666667	0.675	0.430208333333333	0.311309523809524	0.574074074074074	0.025	0.527777777777778	0.679166666666667	0.436458333333333	1	0.688440860215054	0.0516666666666667	0.146428571428571	0.125	0.568518518518519	0.421331071913161	0.5	0.575117401154579	0.165299855494006	0.670833333333333	0.157153949461824	0.0671221166892809	0.025	0.600050505050505	0.54799953630024	0.483333333333333	0.609096921596922	0.00833333333333333	0.215	0.156481481481481	0.75	0.133796296296296	0.00625	0.296428571428571	0.524117746288799	0.217231919422668	0.0107142857142857	0.426923076923077
chr1:116381811-116382095	0.38078748869244	0.93908581614464	0.00347461804855612	0.00263157894736842	0.00611670514577523	0.00196078431372549	0.00066006600660066	0.00128205128205128	0.00312719177320196	0.00185437996127006	0.000925925925925926	0.00218579234972678	0.00442768826280502	0.00311526479750779	0.00333333333333333	0.00128205128205128	0.00536093564430091	0.00493827160493827	0.00222222222222222	0.00345992554753219	0.00671056057731652	0.00224719101123595	0.287386329388761	0.00130718954248366	0.00261437908496732	0.0021505376344086	0.00392156862745098	0.00776662950575994	0.000529100529100529	1	0.00125786163522013	0.00182886904651289	0.000740740740740741	0.093696042519572	0.00119047619047619	0.0144168250824901	0.0324549500007488	0.0929524802606338	0.00124610591900312	0.00149812734082397	0.000833333333333333
chr17:8601976-8601988	1	1	0.228818906315673	0.418219191969001	0.5933338153075	0.278896598015693	0.184987336282418	0.155744301682565	0.15986842770984	0.266603045493168	0.586060093763505	0.331487329874427	0.00459770114942529	0.0447844620606576	0.165555555555556	0.395593295593296	0.242395250222136	0.0829394309532254	0.000623052959501558	0.309834697785517	0.427351905107214	0.722130052469405	0.458967852180858	0.215480287256603	0.394008395883343	0.682611709953455	0.333888888888889	0.129535670710543	0.410162959630683	0.577083333333334	0.449696998907525	0.265852665852666	0.305456188548294	0.493333333333333	0.578083223592855	0.733555555555556	0.763154269819605	0.556211407483131	0.371458290555898	0.669263713199753	0.151504327499321
chr18:74499713-74499725	1	1	0.575431847571203	0.22875	0.333333333333333	0.457843137254902	0.492222222222222	0.352777777777778	0.389962840701217	0.278333333333333	0.249074074074074	0.490333333333333	0.108333333333333	0.408564814814815	0.411666666666667	0.240833333333333	0.613194444444444	0.543981481481482	0.446428571428571	0.516666666666667	0.520987654320988	0.253125	0.283589632495082	0.309615384615385	0.376149425287356	0.529709467891292	0.72660919327586	0.504166666666667	0.422395833333333	0.583333333333333	0.0277777777777778	0.338888888888889	0.383888888888889	0.50530216352211	0.257258064516129	0.6	0.814166666666667	0.336560278796255	0.277477477477477	0.383333333333333	0.341
chr6:3849800-3849817	1	1	0.5	0.571296296296296	0.389583333333333	0.644047619047619	0.363636363636364	0.448284724337496	0.0708333333333333	0.333333333333333	0.166666666666667	0.465384615384615	0.666666666666667	0.386538461538462	0.471666666666667	0.333333333333333	0.666666666666667	0.418518518518519	0.542307692307692	0.420833333333333	0.0807692307692308	0.455952380952381	0.5	0.362162655397191	0.3453125	0.452430939504463	0.906190476190476	0.333333333333333	0.1525	0.475333333333333	0.571428571428571	0.0354166666666667	0.223214285714286	0.561787193401774	0.497101449275362	0.6	0.285714285714286	0.236712315108491	0.434782608695652	0.509803921568627	0.297619047619048
chr9:137185650-137185719	1	0.669903999509263	0.0412698412698413	0.5046993226973	0.314409250879839	0.36986568986569	0.303139329805996	0.300427160783949	0.163463961910637	0.397800969850306	0.3375	0.0776353332030487	0.0161030595813204	0.101835296835297	0.0583778966131907	0.113139801375095	0.0694708994708995	0.43822548350238	0.00416666666666667	0.200078568288337	0.0195069337442219	0.308987399938179	0.144233283056812	0.0341269841269841	0.224077696343466	0.395555555555555	0.590555555555556	0.304761904761905	0.3241452441792	1	0.0866666666666667	0.128135723925198	0.284577569426944	0.339259259259259	0.254529088731987	0.5	0.468218694885362	0.186666666666667	0.132371086814316	0.112730141852949	0.168833506179241
chr1:95113861-95113943	1	1	0.705846560846561	0.655016233766234	0.275566590272473	0.449490705373058	0.454867724867725	0.308804645646751	0.0299755227715754	0.18991341991342	0.715455002513826	0.410985227509885	0.00289855072463768	0.193231093607033	1	0.380555555555556	0.267699494949495	0.365194136276037	0.175324091113565	0.127830687830688	0.180401893042694	0.707106060606061	0.0266666666666667	0.877787833081951	0.129409090909091	0.141666666666667	0.470007976772683	0.288466566113625	0.423817375541513	0.5	0.181693121693122	0.439267399267399	0.11026455026455	1	0.549220779220779	0.437936507936508	0.587693369325465	0.714583333333333	0.887407407407407	0.764674051438757	0.0841341991341991
chr3:122641209-122641233	1	1	1	1	0.38135758951154	0.552222222222222	0.388095238095238	0.8375	0.450001295551829	0.341666666666667	0.285416666666667	0.190277777777778	0.540679159646104	0.821428571428571	0.227993379203424	0.095	0.191666666666667	0.329940178384696	0.461666666666667	0.428409614421623	0.0116666666666667	0.0107142857142857	0.025	0.0472222222222222	0.606944444444445	0.665968261528633	1	1	0.290639150470848	0.599305555555556	0.00833333333333333	0.353013547237499	0.113888888888889	0.525695734434125	0.2	0.119444444444444	0.325074528411109	0.302515897373707	0.199242424242424	0.00416666666666667	0.315625
chr14:70038539-70038603	0.189299589299589	1	0.00392156862745098	0.0105718305196955	0.00178406854212505	0.00242424242424242	0.00148148148148148	0.00173160173160173	0.00183933933933934	0.00191463818512999	0.00344798137761128	0.0159827887474702	0.00112547414327778	0.010106615285806	0.00552706552706553	0.00447490807302037	0.0066358024691358	0.00634920634920635	0.00128205128205128	0.00515314493893813	0.0139680466675373	0.00136054421768707	0.0111111111111111	0.00533333333333333	0.00756104736687261	0.00172694688823721	0.00121212121212121	0.0126050420168067	0.00536768652710682	0.468593328866361	0.00133333333333333	0.00121212121212121	0.00458817374693991	0.028034188034188	0.0024024024024024	0.00386324872625459	0.00229885057471264	0.00701292414662616	0.00303030303030303	0.00141843971631206	0.00277777777777778
chr8:103807496-103807555	1	1	0.634015151515152	0.25	0.325734223237092	0.279166666666667	0.116666666666667	0.530952380952381	0.22694889934054	0.283543083900227	0.242382755589869	0.142857142857143	0.499457738753241	0.871666666666667	0.202224968005653	0.00416666666666667	0.005	0.01	0.25	0.666666666666667	0.623333333333333	0.341666666666667	0.428700538009749	0.00833333333333333	0.0202380952380952	0.523663532234961	0.653333333333333	0.601760670111775	0.380555555555556	0.025	0.525	0.5	1	0.391468975468976	0.0283333333333333	0.519367487280153	0.666666666666667	0.502862528675029	0.523611111111111	1	0.35
chr11:63342075-63342104	1	0.75	1	0.0988095238095238	0.243228255314721	0.00833333333333333	0.0601231512759421	0.165883991355067	0.00625	0.015	0.00625	0.121322965733026	0.681666666666667	0.751234567901234	0.012962962962963	0.0958333333333333	0.669791666666667	0.266176470588235	0.0597222222222222	0.25	0.064477676827316	0.00454545454545455	0.128079204745871	0.100084029266384	0.0904166375207763	0.268528138528139	1	0.860714285714286	0.586007424582818	0.141666666666667	0.361544814016955	0.166666666666667	0.241665707582969	0.0708333333333333	0.00769230769230769	0.0233333333333333	0.134103901830092	0.621376031376031	0.0714285714285714	0.240700220859205	0.0325757575757576
chr22:32599436-32599448	1	0.51865957117578	1	0.111111111111111	0.170833333333333	0.138636363636364	0.238095238095238	0.29375	0.189381590958942	0.134358620618529	0.2	0.147777777777778	0.237633435637991	0.300396825396825	0.005	0.00625	0.133248888974076	0.222222222222222	0.00277777777777778	0.273820283682078	0.324166666666667	0.0638888888888889	0.0217777777777778	0.025	0.0125	0.252905427905428	1	0.00833333333333333	0.169791666666667	0.427574096832409	0.0997444346246152	0.0166666666666667	0.23452380952381	0.339434037760014	0.00416666666666667	0.119444444444444	0.133608171071795	0.666666666666667	0.0475	0.0678571428571429	0.0177083333333333
chr7:644261-644331	1	1	1	0.371851851851852	0.240044166359956	0.159111111111111	0.147391756248566	0.144283435862383	1	0.507407407407407	0.40316686218647	0.281428571428571	0.402890214685904	0.000459770114942529	0.0743585426538068	0.239371310076242	0.491471734892788	0.416548266548267	0.584148406788681	0.666666666666667	0.271317226431195	0.00123456790123457	0.371215432006147	0.26003995492899	0.171705415957947	0.551406989471415	1	0.606945646945647	0.620493496567224	0.5	0.744338624338624	0.339414751914752	0.344242099116241	0.841255411255411	0.223746665451735	0.5	0.703508976403713	0.561349326055208	0.273666666666667	0.533270074182767	0.121230764165688
chr16:31488890-31488911	1	1	0.366666666666667	0.664166666666667	1	0.6	0.4375	0.685185185185185	0.708333333333333	0.679166666666667	0.388888888888889	0.529166666666667	1	0.645833333333333	0.30505290347424	0.00625	0.0785714285714286	0.605	0.614393939393939	0.0354166666666667	0.0833333333333333	0.0025	1	0.0125	0.15297619047619	0.253125	1	0.535416666666667	0.333333333333333	1	0.365944664902998	0.324661157204635	0.0895833333333333	0.5	0.0833333333333333	0.135347879244938	0.153218023752563	0.763333333333333	0.203508771929825	0.05125	0.428125
chr17:81147353-81147365	1	1	0.679166666666667	0.0865384615384615	0.025	0.393859649122807	0.255357142857143	0.233854166666667	0.025	0.215	0.139814814814815	0.186274509803922	1	0.82843137254902	0.166666666666667	0.142857142857143	0.633854166666667	0.36875	0.76078431372549	0.316666666666667	0.234	0.0666666666666667	0.477829780251867	0.25625	0.312254901960784	0.655889704321077	0.141666666666667	0.732291666666667	0.369336084021005	0.136666666666667	0.205555555555556	0.380952380952381	0.184782608695652	0.0861111111111111	0.284	0.0472222222222222	0.358333333333333	1	0.255952380952381	0.316666666666667	0.538461538461539
chr5:115177686-115177719	1	0.398006271099545	0.05	0.0789251629947003	0.00833333333333333	0.0616520565210645	0.0613257838727529	0.00714285714285714	0.123418481582513	0.311034071087916	0.159546673269468	0.162037037037037	0.0538768976238274	0.00256410256410256	0.271666666666667	0.333333333333333	0.205	0.134210405646992	0.0233333333333333	0.333333333333333	0.00972222222222222	0.0322916666666667	0.5	0.0301340847470564	0.0875	0.345606972720679	0.442910270517911	0.0460756503272791	0.0479166666666667	0.0143518518518519	0.0211956251798487	0.020460358056266	0.0584507032966043	0.116666666666667	0.0037037037037037	0.0381818181818182	0.452777777777778	0.5	0.0909090909090909	0.121921073645793	0.166666666666667
chr6:3023477-3023675	1	0.840726421608775	0.640132275132275	0.427292675412395	0.483161170146389	0.386420244794704	0.306579350284171	0.348060241675942	0.47893819735252	0.533143935637973	0.235649350649351	0.20658003615199	0.29683378145398	0.383963129462311	0.37377207153565	0.00104166666666667	0.265745513745514	0.391300842672903	0.161049025817451	0.309237635150679	0.332539566530766	0.0482636561074592	0.276313664548959	0.145759534132047	0.0825855078455397	0.74952380952381	0.815951529201022	0.0903418458565517	0.432935159955698	0.429691052731824	0.309368864997505	0.522822617502161	0.242585995664019	0.467976827094474	0.37940742208333	0.0533235207890551	0.309780441780442	0.5	0.422018267072372	0.280259552295869	0.509930321028402
chr16:1583882-1584049	0.827407407407407	1	0.219478729804817	0.317909981086452	0.22	0.410440630913924	0.317352076609071	0.206418349713432	0.455262732909792	0.259435516389949	0.756796140549001	0.381732107012062	0.349030027345168	0.203962453198334	0.0467148572771941	0.00289855072463768	0.293394340444237	0.125859608228029	0.0972582972582973	0.318968253968254	0.338825368948815	0.208964530497621	0.591023025150845	0.187049768297251	0.293111111111111	0.334497354497355	0.871666666666666	0.908562232860549	0.662486978198935	0.270753968253969	0.35233874694659	0.764254060209943	0.445805542399381	0.66964146964147	0.374123688672406	0.202314114960949	0.509995556990077	0.0763828763828764	0.255551454448538	0.552691116707759	0.20336664095382
chr14:95331011-95331047	0.734980185973594	1	0.0708333333333333	0.0021505376344086	0.149227614490772	0.128328707639052	0.193124098124098	0.29369604566973	0.408281659719493	0.186292232640272	0.334432410935161	0.0760382101558572	0.535416666666666	0.187725374041163	0.0148148148148148	0.163526518743117	0.841255411255411	0.635547201336675	0.00289855072463768	0.5	0.190325692768589	0.0870521958272201	0.00666666666666667	0.184322344322344	0.0633044733044733	0.488032338032338	0.914779541446208	0.425961199294533	0.560551948051948	0.585956360585516	0.024	0.156138204569577	0.41040293040293	0.108579903109978	0.239169719169719	0.316394595590932	0.0206349206349206	0.270202821869489	0.0623625520177244	0.191632185797684	0.313712121212121
chr17:72353085-72353465	0.723500024375243	0.390062987231845	0.00290163611275379	0.0031733746130031	0.00148148148148148	0.00390818767519335	0.0211087377534746	0.00368502956738251	0.00124610591900312	0.000497512437810945	0.00322375127420999	0.00316057638723032	0.00111543307806308	0.00452506671208766	0.00403635901347572	0.00493392759402612	0.00149812734082397	0.0245634543778174	0.000966183574879227	0.00217391304347826	0.00684236071340441	0.0019723865877712	0.00439995056235323	0.00278335197587084	0.0030812324929972	0.00246913580246914	0.00515852974186307	0.00122324159021407	0.013245664644426	0.288777888777889	0.00371760265104132	0.000701754385964912	0.00365369502872947	0.0019047619047619	0.0123058894317379	0.0021680216802168	0.00332301341589267	0.00187793427230047	0.0116506777509101	0.00723532834684066	0.00118343195266272
chr10:12490843-12490883	1	1	0.642006802721088	0.551984126984127	0.892708333333333	0.522619047619048	0.451388888888889	0.705882352941176	0.116666666666667	0.495833333333333	0.436111111111111	0.542424242424242	0.155769230769231	0.225520833333333	0.354411764705882	0.342777777777778	0.694230769230769	0.579710144927536	0.079320987654321	0.234615384615385	0.428623188405797	0.0769230769230769	0.558333333333333	0.00555555555555555	0.282371794871795	0.333333333333333	0.679166666666667	1	0.712745098039216	1	0.583333333333333	0.549358974358974	0.321014492753623	0.666666666666667	0.146875	0.25	0.392708333333333	0.666666666666667	0.164047619047619	0.554861111111111	0.379012345679012
chr8:49427437-49427744	0.881587410561041	0.6	0.501149425287356	0.142860195360195	0.11520869544399	0.293429648166929	0.266615281532384	0.411001731054363	0.19984497915848	0.00256410256410256	0.00158730158730159	0.0956421356421356	0.271110773291742	0.127945726841377	0.004	0.00155038759689922	0.137649592501114	0.339277970533822	0.106930716482101	0.202504861603914	0.372192748671318	0.00151515151515152	0.0102564102564103	0.152309657518486	0.100448344547965	0.476064676064676	1	0.0018018018018018	0.162380952380952	0.427574096832409	0.0745491451014793	0.134596447483052	0.149158955080008	0.231474665685192	0.270452848442089	0.0569773363891011	0.13649245598151	0.41246941946942	0.042408386187456	0.100988473348479	0.0310932761238211
chr6:80247153-80247465	0.30640776873173	0.80931436210848	0.00336851725280015	0.0010752688172043	0.0162315592903828	0.00476190476190476	0.00134680134680135	0.00182648401826484	0.00355230508031866	0.00101010101010101	0.00217223378946366	0.00116959064327485	0.00130718954248366	0.00299625468164794	0.00330579191146644	0.00524002704530088	0.000701754385964912	0.0016260162601626	0.00128205128205128	0.00365296803652968	0.00780625227190113	0.00173160173160173	0.334630456182313	0.00114942528735632	0.00350877192982456	0.00510883924677028	0.00392156862745098	0.00125786163522013	0.00285714285714286	0.125948673259018	0.00599531615925059	0.000966183574879227	0.00300751879699248	0.00341880341880342	0.021683986694621	0.00822222222222222	0.0105678504031566	0.114699600542665	0.0464474317105896	0.0310338012991191	0.000980392156862745
chr1:236686577-236686597	1	0.666666666666667	0.102222222222222	0.211842105263158	0.202428887506233	0.195833333333333	0.0255952380952381	0.208333333333333	0.397222222222222	0.119444444444444	0.440833333333333	0.523958333333333	0.0239583333333333	0.13132183908046	0.366666666666667	0.4	0.143181818181818	0.57156862745098	0.0327380952380952	0.170833333333333	0.288333333333333	0.395588235294118	0.339183802308802	0.470833333333333	0.240789473684211	0.341818394024276	0.0583333333333333	0.316646555843537	0.245292417444392	1	0.5	0.120217711878595	0.146428571428571	0.181236772486773	0.290196078431373	0.142857142857143	0.25	0.288733377733378	0.221212121212121	0.041	0.0408730158730159
chr8:61835775-61835794	1	0.612619047619048	0.0145833333333333	0.0691666666666667	0.166666666666667	0.0525	0.128125	0.3375	0.286805555555555	1	0.75625	0.455952380952381	0.130895467836257	0.0502916725067756	0.141666666666667	0.380555555555556	0.333333333333333	0.119444444444444	0.142857142857143	0.00833333333333333	0.430555555555556	0.535416666666667	0.253030303030303	0.116666666666667	0.259375	0.143405994876583	0.025	0.358333333333333	0.02	0.5125	0.00625	0.196808889612223	0.148898195259472	0.644728800611154	0.012962962962963	0.333333333333333	0.372222222222222	0.158833777333777	0.267261904761905	0.14207620861566	0.110618289148717
chr17:65578886-65579016	1	1	1	0.873410305839973	0.902073088202121	0.556159084580137	0.775772488407268	0.736923076923077	0.00740740740740741	0.00444444444444444	0.0753775376693538	0.036356628121334	0.0236154649947753	0.0465057754912827	0.603858363858364	0.689332280622603	0.0960985419808949	0.386598768018123	0.0153279292557111	0.640050896471949	0.321980034260736	0.894984126984127	0.12	0.74139768728004	0.322001220098781	1	0.0133333333333333	0.00459770114942529	0.0721067821067821	0.0583333333333333	0.148591749644381	0.0696336801599959	0.156475388778479	0.184322344322344	0.323081848158383	0.0448320644872369	0.00476190476190476	0.455792207792208	0.381341090282267	0.152186147186147	0.177582070707071
chr22:19711593-19711626	0.628094729344729	1	0.562192622192622	0.00680388793596341	0.147146904249394	0.129131163005671	0.135798757273271	0.1303215793827	0.23061615708969	0.0777777777777778	0.120568842921784	0.0445482474514733	0.877301347889583	0.740563680033853	0.0474074074074074	0.245581869111281	0.420277777777778	0.534496980263571	0.584199233261018	0.0727207824659099	0.20796922702638	0.0223798627002288	0.160260317460317	0.112007533630804	0.104381709854293	0.00952380952380952	0.00512820512820513	0.221070356738437	0.0181851245681033	0.579727648894316	0.00512820512820513	0.00277777777777778	0.0226727642276423	0.276584896584897	0.0951284395248777	0.00303030303030303	0.0470211640211639	0.506589178017749	0.0805820105820106	0.0563794236655961	0.157923171907634
chr4:174443587-174443730	0.11201597689818	1	0.00285180763684092	0.00333333333333333	0.00980247876201698	0.00303030303030303	0.00679636747981527	0.00324942463648812	0.00246913580246914	0.00333333333333333	0.00701754385964912	0.00416666666666667	0.00435211615361946	0.00803904679873672	0.00634920634920635	0.00579710144927536	0.0019047619047619	0.00317460317460317	0.00176757826696032	0.0017237624602476	0.0177777777777778	0.00555555555555555	0.194430176801706	0.00786111516491688	0.00833333333333333	0.0030137414252625	0.0019047619047619	0.00416666666666667	0.0207896051974013	0.420627705627706	0.00289855072463768	0.0125730994152047	0.011969111969112	0.02	0.0196996996996997	0.0208757591570168	0.00289855072463768	0.113590953092554	0.0298119004144567	0.00459770114942529	0.00512820512820513
chr6:28863534-28863682	1	1	0.58275841037999	0.682226399331663	0.379177505264462	0.815677655677656	0.463341044919992	0.744338624338624	0.382771598884709	0.541018526015359	0.158744588744589	0.298455228981545	0.352955218701144	0.314727272727273	0.415345314789042	0.744338624338624	0.163506493506493	0.0583333333333333	0.5	0.508885550859466	0.380894697060111	0.227408799777221	0.366741037839595	0.5	0.355776387355335	0.588552106409497	0.618952380952381	0.144233283056812	0.0338624338624339	1	0.333333333333333	0.5	0.447842067154966	0.593387450292212	0.420627705627706	1	0.432652547876867	0.5	0.312638178518396	0.184322344322344	0.501807995925643
chr17:80806032-80806099	1	1	0.329631333578702	0.400822510822511	0.716	1	0.496995161701044	0.758827838827839	0.71	0.317773600668337	1	0.220649350649351	0.405111664419334	0.667255879095824	0.184322344322344	0.4	1	0.5	0.242064368380158	0.185151515151515	0.463052503052503	0.696913580246914	0.751887125220459	0.584134199134199	0.245957317536265	0.332163808685868	0.785608465608466	1	0.462764771460424	0.116666666666667	0.479979233864468	0.115160628844839	0.134575833523202	0.815677655677656	0.390777029280331	0.281382783882784	0.15048226627174	0.485920811644496	0.318893939393939	0.148030848656631	0.283824713298397
chr2:97204346-97204368	1	0.555333333333333	0.285877394129501	0.202294447465756	1	0.11761496236009	0.116768050904471	0.215143130651045	0.184933735854789	0.379845568176564	0.267905875800613	0.189922784088282	0.0444995633021949	0.00114942528735632	0.0749646464646465	0.242064368380158	0.287619047619048	0.399873895918521	0.00229885057471264	0.0861111111111111	0.0957704595079456	0.397926364947873	0.575290477150731	0.0229946524064171	0.0291005291005291	0.18292830626164	0.173333333333333	0.579372294372294	0.5	1	0.294973595602934	0.0360119412750992	0.0469217474223732	0.503703703703704	0.133057986430547	0.00476190476190476	0.476184343434343	0.214652176527176	0.00715470267709074	0.0973556998556999	0.132817170058549
