""	"phen"	"cg06830064"	"cg08165221"	"cg08432727"	"cg08526991"	"cg11716272"	"cg12312988"	"cg14776201"	"cg15989068"	"cg16330247"	"cg18863333"	"cg18897632"	"cg19958021"	"cg20008332"	"cg20401252"	"cg20927661"	"cg26659079"
"jhu-usc.edu_ESCA.HumanMethylation450.1.lvl-3.TCGA-L5-A43M-01A-11D-A249-05.gdc_hg38.txt"	1	0.950713778980416	0.299774438121261	0.207168283910231	0.605152771232056	0.423067878197271	0.0717091358195772	0.112528229164129	0.479204137459374	0.598813299904629	0.309550259435545	0.392590998511787	0.832690987443506	0.43892457413973	0.451367041956473	0.689300457465752	0.476158245032865
"jhu-usc.edu_ESCA.HumanMethylation450.5.lvl-3.TCGA-R6-A6Y2-01B-11D-A33F-05.gdc_hg38.txt"	1	0.533649060712434	0.469833362667708	0.470750790732301	0.728255738491749	0.544800407969855	0.426854271671645	0.595528802318616	0.53420309934939	0.270350270425545	0.315824650168863	0.719511327962706	0.415794365726516	0.374986486236801	0.299886272369582	0.716854864052952	0.558194363879013
"jhu-usc.edu_ESCA.HumanMethylation450.8.lvl-3.TCGA-JY-A93F-01A-21D-A37D-05.gdc_hg38.txt"	1	0.525817024878102	0.435518179777641	0.530346056241571	0.807620057038431	0.588409110002866	0.0811299331175231	0.784441167945981	0.511909186895132	0.524207207581625	0.315082028358296	0.790946738520454	0.457135445692656	0.463709265144802	0.243093625254044	0.766735266557064	0.553828359864057
"jhu-usc.edu_ESCA.HumanMethylation450.9.lvl-3.TCGA-JY-A93D-01A-11D-A388-05.gdc_hg38.txt"	1	0.731136577897523	0.3916237431479	0.500870474749429	0.587663429517173	0.40442651275353	0.0609131120775728	0.452531097373729	0.44786880989606	0.45194335440353	0.160502931982622	0.642638573018591	0.779610432693691	0.368429142164605	0.326221541046909	0.53461176444596	0.473368902272249
"jhu-usc.edu_ESCA.HumanMethylation450.1.lvl-3.TCGA-L5-A43C-01A-11D-A249-05.gdc_hg38.txt"	1	0.681243819389345	0.402886592823494	0.415438537156911	0.645521058998115	0.420117237207306	0.213808437502442	0.553573179723093	0.451988697574784	0.355869802377154	0.279301340995127	0.684736101160906	0.581280821211274	0.3590979651772	0.306564588642133	0.64042054808776	0.471211411591469
"jhu-usc.edu_ESCA.HumanMethylation450.8.lvl-3.TCGA-2H-A9GO-01A-11D-A37D-05.gdc_hg38.txt"	1	0.651469156897451	0.34326783876713	0.472987005174056	0.64258390550492	0.313990635036749	0.0558647845374144	0.058966570112797	0.434418463515059	0.113836400685128	0.347685314724722	0.222485603510539	0.436578546854604	0.280727073586906	0.0793116261403328	0.611310934344518	0.410681327775049
"jhu-usc.edu_ESCA.HumanMethylation450.9.lvl-3.TCGA-IG-A97H-01A-11D-A388-05.gdc_hg38.txt"	1	0.875400420558963	0.0521164278256998	0.0524653738275291	0.160265459007	0.173962051076648	0.0520547004242744	0.0820291421372546	0.149264473706353	0.531287605049263	0.0216170605509276	0.0443660594661016	0.864812211324352	0.0237214897900776	0.462614336831996	0.0286836525041605	0.117919278721217
"jhu-usc.edu_ESCA.HumanMethylation450.8.lvl-3.TCGA-L5-A8NS-01A-12D-A37D-05.gdc_hg38.txt"	1	0.620324571911516	0.465206492051173	0.512878613280407	0.656385300963611	0.519461179751942	0.394854502587906	0.666138127244348	0.508122629094847	0.552421911295691	0.279506489040134	0.698837233517044	0.807087055134427	0.278978935573413	0.560525013967385	0.559647059738243	0.543728673497088
"jhu-usc.edu_ESCA.HumanMethylation450.8.lvl-3.TCGA-VR-AA4G-01A-11D-A37D-05.gdc_hg38.txt"	1	0.805681900983708	0.395892440739346	0.442177514988589	0.708569499300065	0.0750510127452555	0.345780651147321	0.163466883658872	0.170475409037183	0.434061827638746	0.265965633253678	0.465055612324307	0.589681288311606	0.393126135096135	0.434761323014689	0.0312366768495983	0.36205805122524
"jhu-usc.edu_ESCA.HumanMethylation450.5.lvl-3.TCGA-R6-A6L6-01B-11D-A33F-05.gdc_hg38.txt"	1	0.78761101946875	0.389129143565593	0.341025630215765	0.598741235576362	0.452838418576722	0.142862850418479	0.597295343143514	0.461691578704912	0.401310537344955	0.205976009400965	0.647069055629449	0.603561550967309	0.223198988975117	0.351828368446098	0.55332460513741	0.426855314621738
"jhu-usc.edu_ESCA.HumanMethylation450.7.lvl-3.TCGA-L5-A893-01A-11D-A36K-05.gdc_hg38.txt"	1	0.77520152496832	0.483143813827548	0.562833631149619	0.814498636023035	0.583223234728784	0.150518237456627	0.779170780241511	0.530558673196474	0.659746592743248	0.329944416640564	0.736278009942042	0.845801164442791	0.424713549415098	0.568121026570338	0.731008835873253	0.541083168690117
"jhu-usc.edu_ESCA.HumanMethylation450.3.lvl-3.TCGA-IG-A5S3-01A-11D-A28C-05.gdc_hg38.txt"	1	0.874809400226354	0.520218671775858	0.419197754116008	0.649678716819442	0.46802790576913	0.414465789378382	0.616323761535669	0.481907962188404	0.148242103424271	0.466818765543097	0.660437153262239	0.837114840983158	0.570880905589253	0.613176009927277	0.636303313882829	0.487370385415971
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-L5-A4OP-01A-11D-A265-05.gdc_hg38.txt"	1	0.738958730199014	0.503299350431632	0.505345691063494	0.823800117857931	0.559895851181314	0.0745696063579902	0.66316797337563	0.526402304200017	0.642088418789281	0.426741798623982	0.786280726044922	0.773221849083171	0.525173143455025	0.563412490977711	0.806022185830562	0.625206565804794
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-L5-A4OI-11A-11D-A265-05.gdc_hg38.txt"	0	0.935568006153796	0.13003810103007	0.105695028642963	0.240776817289757	0.105961416241312	0.0422793301724048	0.0552585073818633	0.210680868505324	0.402684721434137	0.0313420748186346	0.0901631812184323	0.857432690829566	0.0694981770874065	0.12371361705534	0.0488995994747938	0.181912819980052
"jhu-usc.edu_ESCA.HumanMethylation450.8.lvl-3.TCGA-L5-A8NG-01A-11D-A37D-05.gdc_hg38.txt"	1	0.779295904439282	0.376481159057463	0.444833397966089	0.717490157100493	0.43878504551391	0.298867545182477	0.631844850298234	0.427145033451414	0.522466665409535	0.238352866222505	0.676360513309871	0.720912433143482	0.370577313839066	0.449494601471489	0.605102455381083	0.466449617262895
"jhu-usc.edu_ESCA.HumanMethylation450.5.lvl-3.TCGA-LN-A7HX-01A-11D-A33F-05.gdc_hg38.txt"	1	0.456814284703195	0.495306590800001	0.0694326094990929	0.530693671498359	0.294820985260558	0.0592026322301111	0.0662621760989831	0.427230134416247	0.217926285600234	0.446508620377329	0.047346184417866	0.288449877359333	0.425142396466712	0.331824710870969	0.456964215346685	0.126119988318605
"jhu-usc.edu_ESCA.HumanMethylation450.8.lvl-3.TCGA-R6-A8W8-01B-11D-A37D-05.gdc_hg38.txt"	1	0.384304000077058	0.567583248108333	0.678252485097322	0.860476811028147	0.666179990351821	0.725602606146171	0.578410524896917	0.566166103801384	0.726942012329998	0.345966114483958	0.790740393819314	0.881313154331408	0.494877799975997	0.411432896282908	0.777390644839996	0.658353039236417
"jhu-usc.edu_ESCA.HumanMethylation450.7.lvl-3.TCGA-VR-A8ER-01A-11D-A36K-05.gdc_hg38.txt"	1	0.877707823318722	0.546441136171033	0.489205868026401	0.807927270187812	0.108750488117624	0.468798682368538	0.0789915601603927	0.222710861013289	0.474350532763576	0.431409589027416	0.0550455090153044	0.720310348005588	0.445473298077426	0.558001061448794	0.058428168698645	0.184318467959726
"jhu-usc.edu_ESCA.HumanMethylation450.7.lvl-3.TCGA-VR-A8EZ-01A-11D-A36K-05.gdc_hg38.txt"	1	0.582159919261654	0.352506821718532	0.117679036347425	0.245708134820898	0.442739374996333	0.0529682616218947	0.301579938318762	0.487719909962674	0.502948743752822	0.347078853609461	0.151985933613179	0.663518309488808	0.440919710834931	0.434943089373856	0.535473006808388	0.438289646988211
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-LN-A4A8-01A-32D-A265-05.gdc_hg38.txt"	1	0.747488830088312	0.35814530314863	0.1171857797385	0.223332461572774	0.0919445311656924	0.0348382267797168	0.0472237749749835	0.181576921688061	0.541188900389935	0.455249487297112	0.0409022530523078	0.538129688211362	0.487897158522409	0.30632902622369	0.0393712734804716	0.135201460984885
"jhu-usc.edu_ESCA.HumanMethylation450.7.lvl-3.TCGA-VR-A8EY-01A-11D-A36K-05.gdc_hg38.txt"	1	0.339083186920435	0.486932836166752	0.71950110073254	0.876459165034126	0.614220203813929	0.0684735973654279	0.278616653132967	0.649800379950511	0.43769134712228	0.577920029777535	0.678493320763534	0.416433752803005	0.564344765757232	0.411884803379749	0.849344678569845	0.602242470277404
"jhu-usc.edu_ESCA.HumanMethylation450.1.lvl-3.TCGA-LN-A49R-01A-11D-A249-05.gdc_hg38.txt"	1	0.284432451860813	0.222273020183162	0.260621827338324	0.458391276989485	0.472629924414016	0.0813491233623867	0.151193320028599	0.296061089556608	0.104610180086601	0.306378299148506	0.280335953407239	0.197562819456468	0.400630951869614	0.361891110569705	0.647243523544996	0.369165022700448
"jhu-usc.edu_ESCA.HumanMethylation450.6.lvl-3.TCGA-LN-A7HZ-01A-31D-A357-05.gdc_hg38.txt"	1	0.594266042176914	0.485613463564599	0.458958025948786	0.785780835275271	0.461705213499019	0.0573357585440037	0.544483601890383	0.453448837706483	0.481079150133268	0.164987448970348	0.618878660780381	0.556205965975949	0.213202472389901	0.506236045695092	0.504089270466779	0.455227772321869
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-IG-A4QS-01A-11D-A265-05.gdc_hg38.txt"	1	0.310019509122228	0.578437192949331	0.632176175634994	0.84739470390355	0.65181908077176	0.427967987968463	0.618940924700261	0.577503433197422	0.610834149831381	0.50620329391313	0.788072407180089	0.459236976172442	0.556228757344209	0.372437698865846	0.80351904632996	0.653644889883669
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-L5-A4OH-11A-11D-A265-05.gdc_hg38.txt"	0	0.910854619475885	0.119545815983197	0.0909456047642717	0.21159779942001	0.0997187017101632	0.0468676588594636	0.0549763093061956	0.222254878064521	0.334479412129169	0.023120695629116	0.0390183692330133	0.866955428938249	0.0241856972397883	0.0855060078944488	0.0321970693478332	0.183554439399175
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-LN-A4A1-01A-21D-A265-05.gdc_hg38.txt"	1	0.514501052289789	0.315940489816255	0.35853326166393	0.714879573867674	0.275069880377084	0.0406418236960817	0.0503388383591082	0.452663763940422	0.296711650859657	0.38781805823654	0.0495397961786068	0.321066862473786	0.503420762605216	0.363519578626357	0.485244788741249	0.386800657071288
"jhu-usc.edu_ESCA.HumanMethylation450.6.lvl-3.TCGA-L5-A88Y-01A-11D-A357-05.gdc_hg38.txt"	1	0.492408548129689	0.423476427665464	0.44792471058587	0.67189645905102	0.448974720378243	0.0604539265791814	0.569559197373695	0.513402020420621	0.5354645628015	0.23791489356798	0.673674237023655	0.685642610061211	0.263360674353995	0.443114295097739	0.578155768109162	0.487103347546763
"jhu-usc.edu_ESCA.HumanMethylation450.8.lvl-3.TCGA-2H-A9GM-01A-11D-A37D-05.gdc_hg38.txt"	1	0.5126995107322	0.506939166837037	0.537722144724987	0.855551999358832	0.582104977077233	0.28410044425436	0.234138418166186	0.491204835958132	0.357060222152298	0.361333358613019	0.65960285150963	0.457206245563033	0.482947436576223	0.484675438057853	0.779199983006258	0.574825771703176
"jhu-usc.edu_ESCA.HumanMethylation450.3.lvl-3.TCGA-IG-A5B8-01A-11D-A28C-05.gdc_hg38.txt"	1	0.902393638337428	0.230252261419963	0.0812638564803223	0.491893364198353	0.0719790162009725	0.0454110359498893	0.0461497580569774	0.0974469189020018	0.112941798632199	0.258276670209593	0.0360824926287037	0.625250506783365	0.234569900148532	0.280558668478596	0.0271396436925258	0.127709795195724
"jhu-usc.edu_ESCA.HumanMethylation450.10.lvl-3.TCGA-V5-A7RC-01B-11D-A409-05.gdc_hg38.txt"	1	0.823925722129293	0.0691806695269661	0.0428778571708664	0.144873553240285	0.309890435383022	0.0349111649623042	0.263361672093778	0.337222264455215	0.232393754184629	0.0173187505464958	0.425039447051469	0.860570514970305	0.0160106423878129	0.21247381564027	0.34850339231181	0.26504683426559
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-LN-A49X-01A-31D-A265-05.gdc_hg38.txt"	1	0.785432820455768	0.330104167093878	0.350345680151981	0.542671864981133	0.359165649091502	0.0479512610058717	0.112127069899604	0.434223784220411	0.150359615697145	0.156467599132949	0.41900055151207	0.662399117247591	0.235845111656651	0.308628665682097	0.524267007808273	0.387452786677731
"jhu-usc.edu_ESCA.HumanMethylation450.9.lvl-3.TCGA-V5-AASX-11A-11D-A388-05.gdc_hg38.txt"	0	0.289053048782778	0.637988757675902	0.722086987881383	0.90787658860683	0.77669064855903	0.490424785032561	0.882282950267325	0.631746230344369	0.841262863714424	0.56827814211818	0.904360447874187	0.886784921871674	0.616712825531355	0.73743466877051	0.917277082219807	0.753011722139155
"jhu-usc.edu_ESCA.HumanMethylation450.5.lvl-3.TCGA-IG-A7DP-01A-31D-A33F-05.gdc_hg38.txt"	1	0.841479610745518	0.264229626831415	0.312948397286819	0.513434457726498	0.255743607219307	0.118879451400007	0.259403058277068	0.385195090258377	0.281952167281243	0.136240154106057	0.472429460727803	0.715469202963473	0.216333185373659	0.251365029373121	0.364545511710278	0.325840414459583
"jhu-usc.edu_ESCA.HumanMethylation450.8.lvl-3.TCGA-R6-A8WC-01A-11D-A37D-05.gdc_hg38.txt"	1	0.155136381790007	0.722476560128146	0.803176096707972	0.952668447804149	0.759475562828635	0.0938473937998776	0.859294007148208	0.685427221294015	0.853247373892376	0.72710912352759	0.938579280707121	0.593443547135773	0.786217622939436	0.803231529004694	0.936645065495695	0.809164206412863
"jhu-usc.edu_ESCA.HumanMethylation450.3.lvl-3.TCGA-LN-A5U6-01A-11D-A28C-05.gdc_hg38.txt"	1	0.806840446954754	0.537039246073905	0.037629305995715	0.196446321155866	0.283158775568403	0.055082757580672	0.38609891226097	0.386831233288373	0.722175480704196	0.374075280329098	0.549569819886521	0.859496252469639	0.489921176359216	0.566609817141107	0.401066513671856	0.323433558509456
"jhu-usc.edu_ESCA.HumanMethylation450.5.lvl-3.TCGA-JY-A6FH-01A-11D-A33F-05.gdc_hg38.txt"	1	0.274941594413676	0.638238485311644	0.711352935051026	0.796431876092419	0.61112246339387	0.0488678845068924	0.397760088678381	0.677882364716333	0.382692278767001	0.616267468905127	0.688098149413728	0.417546711440497	0.631043450921187	0.25489400726167	0.870414034724501	0.704732523136381
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-L5-A4OJ-11A-12D-A265-05.gdc_hg38.txt"	0	0.911931224970616	0.102221269560802	0.101672361043342	0.220875263801645	0.0998281122493591	0.057541668264408	0.0378184473342915	0.182717398380503	0.335535647628163	0.0324412689352938	0.04901294918566	0.897402263637112	0.0361045903301956	0.106727759448339	0.0450156218696233	0.171532112101749
"jhu-usc.edu_ESCA.HumanMethylation450.8.lvl-3.TCGA-L5-A8NT-01A-11D-A37D-05.gdc_hg38.txt"	1	0.523839653306641	0.447657374724326	0.553778908454934	0.760279854489025	0.536785847884036	0.312938606808553	0.589211276577186	0.500212486424132	0.429511983997775	0.299602248090825	0.733467381781228	0.424796851890031	0.411651864560649	0.433203439861023	0.706157122787333	0.536257449134499
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-L5-A4OG-01A-11D-A265-05.gdc_hg38.txt"	1	0.660392201014551	0.443453980514953	0.433172027486814	0.704597062780302	0.471051924608662	0.353877883079071	0.610318629624962	0.492677154434526	0.538122045245032	0.247762030204454	0.665150879396811	0.684258237385597	0.390679231479465	0.426863992575824	0.612617667676036	0.512041591529726
"jhu-usc.edu_ESCA.HumanMethylation450.7.lvl-3.TCGA-XP-A8T8-01A-11D-A36K-05.gdc_hg38.txt"	1	0.398882206969438	0.552414100730206	0.600331827376599	0.845962453970127	0.660435611479213	0.0663555246394847	0.482646516651026	0.647696273447286	0.654108579254634	0.461631006844873	0.765689397381055	0.426297452841625	0.517770306641218	0.524110024605192	0.793456274073475	0.61465284403136
"jhu-usc.edu_ESCA.HumanMethylation450.6.lvl-3.TCGA-L5-A88T-01A-11D-A357-05.gdc_hg38.txt"	1	0.884940162454703	0.217673665753385	0.209069338196724	0.420778200607267	0.17064575010771	0.0964652581235611	0.168707075650381	0.300835355587713	0.405596814220743	0.132869050457265	0.319864470187311	0.837804082448745	0.14961214338126	0.28247473167811	0.25436889708476	0.280155681456158
"jhu-usc.edu_ESCA.HumanMethylation450.4.lvl-3.TCGA-IG-A625-01A-11D-A31V-05.gdc_hg38.txt"	1	0.373170602232326	0.284700538024445	0.186942588786518	0.862393399402413	0.294892154640839	0.0275176380508999	0.0624550603043052	0.181605704567952	0.376139212453346	0.074744080842854	0.0505744532883197	0.26655287740302	0.210947726564714	0.128155258056598	0.489583230716062	0.43477670395449
"jhu-usc.edu_ESCA.HumanMethylation450.5.lvl-3.TCGA-JY-A6FG-01A-11D-A33F-05.gdc_hg38.txt"	1	0.385115613945003	0.566887351586502	0.601737725727858	0.821735096039631	0.664944311828263	0.0550475497664232	0.684075157944153	0.607966509016069	0.38224729866987	0.432132596409879	0.813476611419706	0.41446909643454	0.552192170143177	0.18655460829307	0.809522264607171	0.638250594277101
"jhu-usc.edu_ESCA.HumanMethylation450.5.lvl-3.TCGA-R6-A6XG-01B-11D-A33F-05.gdc_hg38.txt"	1	0.389314771075603	0.427289177550067	0.622602989753144	0.898822149199917	0.710123188324537	0.232331164768816	0.370257186685303	0.669051909612595	0.366103164921759	0.615105039690706	0.874752866142965	0.273562100944148	0.559640367210036	0.247610145404439	0.869704825603444	0.567224322993036
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-L5-A4OJ-01A-11D-A265-05.gdc_hg38.txt"	1	0.428320250023729	0.512889013497895	0.604071859427434	0.856818386730594	0.594024535959853	0.63148128967365	0.789092930458655	0.537556322175121	0.697680517645722	0.463090103072519	0.80879016580221	0.512175925316492	0.506504513032362	0.585232762916536	0.766029985317239	0.606054593679007
"jhu-usc.edu_ESCA.HumanMethylation450.8.lvl-3.TCGA-L5-A8NH-01A-11D-A37D-05.gdc_hg38.txt"	1	0.439468220565489	0.497055016037201	0.603297842630907	0.839935726150051	0.566107237429548	0.183714009027455	0.451763451065628	0.531355662359722	0.343436136409737	0.474239442751645	0.809084183472911	0.237873320751394	0.555489875458472	0.39517380595827	0.759978373753884	0.616113346637029
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-L5-A4OG-11A-12D-A265-05.gdc_hg38.txt"	0	0.906161655779204	0.123766245852156	0.10908559983611	0.255211209081621	0.102139632145368	0.0477825916217937	0.0465553669151808	0.233984185275797	0.350309580879357	0.038395327753967	0.0382934172974011	0.826512155611963	0.0386231365882615	0.124529275929837	0.0852351833947901	0.188688771957861
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-L5-A4ON-11A-21D-A265-05.gdc_hg38.txt"	0	0.91285059898093	0.0827658773175767	0.0674906165344955	0.176240625714951	0.0757275068315091	0.0398727249368925	0.0506185075491631	0.0992103276365037	0.157183782387676	0.0180830833960983	0.0296265617846687	0.800402030676702	0.019263139676318	0.0481706326870249	0.0176935190567493	0.114617079810662
"jhu-usc.edu_ESCA.HumanMethylation450.7.lvl-3.TCGA-L5-A8NU-01A-11D-A36K-05.gdc_hg38.txt"	1	0.807686785073676	0.285868468714625	0.381323332414089	0.582953076961515	0.377389697726498	0.0634638723063201	0.447829288953365	0.428979797002277	0.258983694610938	0.16431369125387	0.57659736849371	0.524183830141168	0.269229754536342	0.327189412187986	0.500983809727397	0.40508612396292
"jhu-usc.edu_ESCA.HumanMethylation450.1.lvl-3.TCGA-LN-A49V-01A-11D-A249-05.gdc_hg38.txt"	1	0.544058826560521	0.788727616049268	0.816682341216239	0.941905036743841	0.790906552776154	0.852818954922387	0.913012561949287	0.726256819599615	0.81592499479514	0.740064438294931	0.933237267296518	0.833157181455396	0.783486712353109	0.737729488480381	0.949405118042726	0.798048116594615
"jhu-usc.edu_ESCA.HumanMethylation450.8.lvl-3.TCGA-L5-A8NM-01A-11D-A37D-05.gdc_hg38.txt"	1	0.822097695892699	0.421355641421848	0.527473141836616	0.754663030823783	0.459863928323391	0.482483469567099	0.709723965874168	0.445240147867316	0.565087258439845	0.271825171090586	0.747432622559823	0.850292653874938	0.384289094615464	0.482266920433743	0.673768786187022	0.495792205032932
"jhu-usc.edu_ESCA.HumanMethylation450.4.lvl-3.TCGA-Q9-A6FW-01A-31D-A31V-05.gdc_hg38.txt"	1	0.687549552393179	0.443358761398968	0.591716684874003	0.756921430128247	0.495298835661983	0.411290380031256	0.515371345468769	0.457140617090419	0.538764725576612	0.299324845040857	0.747287878556295	0.679873753813607	0.43548912161879	0.503670835094563	0.662578969175604	0.517053457788087
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-LN-A49U-01A-31D-A265-05.gdc_hg38.txt"	1	0.389440360140863	0.0800376876925495	0.0997813663005961	0.831184388485799	0.0854360834399717	0.0453996180972165	0.0631689974046076	0.0919278376371487	0.108434426799905	0.466864234982205	0.0366037178200027	0.281045965112869	0.420454103310748	0.503869597117967	0.0343032752592411	0.314410643050103
"jhu-usc.edu_ESCA.HumanMethylation450.6.lvl-3.TCGA-V5-A7RE-01A-11D-A357-05.gdc_hg38.txt"	1	0.353528906273101	0.604576187036725	0.656700775524268	0.87357408930192	0.72867246727681	0.300461838542797	0.84466625109649	0.638841391076821	0.713038684414999	0.452549110921836	0.836439879476875	0.497088583356048	0.532999026631183	0.630436378839181	0.862328800828335	0.707269322825996
"jhu-usc.edu_ESCA.HumanMethylation450.8.lvl-3.TCGA-2H-A9GR-01A-12D-A37D-05.gdc_hg38.txt"	1	0.810829027076081	0.464160123703962	0.497848962944708	0.758928944273165	0.517738546681811	0.507523538471108	0.712029426960648	0.458874321337829	0.596823052496744	0.282172999906152	0.719212900571429	0.880129379142535	0.469915263539022	0.528662147376796	0.709553689084761	0.538869452653768
"jhu-usc.edu_ESCA.HumanMethylation450.7.lvl-3.TCGA-VR-A8EO-01A-11D-A36K-05.gdc_hg38.txt"	1	0.893925817640466	0.360798154055096	0.548104905626498	0.691810466864748	0.304630452485836	0.435967492708985	0.438477325845856	0.413719444228487	0.0396968531185405	0.181538447287435	0.504647835572866	0.733794631537219	0.311215223330518	0.444892422682728	0.422481111448482	0.359021802009365
"jhu-usc.edu_ESCA.HumanMethylation450.2.lvl-3.TCGA-L5-A4OR-01A-11D-A265-05.gdc_hg38.txt"	1	0.294695843301556	0.546212006636513	0.515530735676602	0.854670566035306	0.593827676448995	0.50882633735892	0.544957765258993	0.549904596062684	0.503123898973515	0.502889372328058	0.819083020095695	0.36999265413978	0.586275700182227	0.454703141286666	0.835784920889939	0.669634919875989
"jhu-usc.edu_ESCA.HumanMethylation450.10.lvl-3.TCGA-VR-AA7I-01A-11D-A409-05.gdc_hg38.txt"	1	0.706911958061662	0.403288646351831	0.416498576397712	0.651735033847933	0.45412425964102	0.157857884635841	0.445105638128812	0.461826791258638	0.5189902247834	0.202617956024816	0.652765766385682	0.425191449349437	0.251809895444434	0.377332496415309	0.58229459719419	0.49250235029288
