	Symbol	cor	pval	absCOR
7631	MIR4674	0.0415045683478384	2.11630943485801e-05	0.0415045683478384
7652	MIR3170	0.00969964970860233	0.320539466881364	0.00969964970860233
7675	MIR4312	0.022998100247129	0.0184971812611693	0.022998100247129
7783	MIR5585	0.0349654092459848	0.000341169491080429	0.0349654092459848
7797	MIR320B1	0.0117175265974425	0.230133333947146	0.0117175265974425
7847	MIR4527	0.0090659389032385	0.353175102919529	0.0090659389032385
7896	MIR5693	0.028134088245335	0.00395485873778721	0.028134088245335
8041	MIR497HG	0.205086007142894	5.20181334438552e-100	0.205086007142894
8118	MIR514B	-0.0466435023813208	1.75913496575838e-06	0.0466435023813208
8133	MIR4508	0.0639177551966049	5.66114207438188e-11	0.0639177551966049
8245	MIR3118-5	-0.0133194387717548	0.172541069171564	0.0133194387717548
8267	MIR329-2	0.0455238578304199	3.09446626350479e-06	0.0455238578304199
8298	MIR509-3	-0.0358756291140654	0.000237707661440866	0.0358756291140654
8327	MIR525	-0.00632118131243069	0.517406006878	0.00632118131243069
8362	MIR502	0.000490276913774295	0.959956218728472	0.000490276913774295
8419	MIR1233-1	0.00832504669212227	0.393897648709579	0.00832504669212227
8542	MIR339	0.0169163827201275	0.0831836404449242	0.0169163827201275
8551	MIR4499	-0.00291079788806518	0.765633661072652	0.00291079788806518
8587	MIR139	3.49862032464274e-05	0.99714127793103	3.49862032464274e-05
8725	MIR877	0.0055495341868627	0.569815104722494	0.0055495341868627
8815	MIR4306	0.00413919980332017	0.671645277952556	0.00413919980332017
8825	MIR4514	0.0135556469734797	0.165052653414322	0.0135556469734797
8850	MIR320C2	0.0333682866237882	0.000630488509284419	0.0333682866237882
8872	MIR10B	0.0562344213764572	8.24149976983381e-09	0.0562344213764572
8896	MIR4451	0.0169236466855383	0.083051364908312	0.0169236466855383
8897	MIR340	0.0102840129504499	0.2922501885177	0.0102840129504499
8927	MIR5092	0.0166111265644375	0.0888983329356063	0.0166111265644375
9175	MIR4493	0.0022300070134824	0.819357095684062	0.0022300070134824
9223	MIR221	-0.0609151491984354	4.26445002401933e-10	0.0609151491984354
9327	MIR4265	0.0301978167663566	0.00197998384778438	0.0301978167663566
9347	MIR4752	-0.0035672753810352	0.714872201371386	0.0035672753810352
9495	MIR324	-0.0271044406730413	0.00549924438450373	0.0271044406730413
9539	MIR3686	0.00940639454541517	0.335388953405837	0.00940639454541517
9559	MIR515-2	-0.00130982191625629	0.893294281980489	0.00130982191625629
9591	MIR541	0.0300285243251352	0.00209889628570819	0.0300285243251352
9595	MIR4310	-0.011555134235587	0.236657225504825	0.011555134235587
9606	MIR491	-0.0018054370044065	0.853313558775608	0.0018054370044065
9614	MIR4535	0.0199837580363793	0.0406864719943307	0.0199837580363793
9624	MIR3200	0.00179410941454186	0.854223551434973	0.00179410941454186
9661	MIR876	0.0154121024910277	0.114468241533648	0.0154121024910277
9670	MIR152	0.0038859141086789	0.690665479050864	0.0038859141086789
9690	MIR105-1	-0.00912948572604424	0.349810778110415	0.00912948572604424
9962	MIR412	0.0371393746863168	0.000141976145221304	0.0371393746863168
9982	MIR5687	3.69426128199706e-05	0.996981420480607	3.69426128199706e-05
9986	MIR3188	0.00674294344874868	0.489853064392314	0.00674294344874868
10007	MIR3151	0.245593871602477	6.55546499753215e-144	0.245593871602477
10165	MIR519A1	0.0158409939514673	0.104727540852998	0.0158409939514673
10218	MIR5197	-0.000428317679740754	0.965013312637158	0.000428317679740754
10247	MIR610	-0.00984331616965031	0.313423920419599	0.00984331616965031
10255	MIR4448	0.072892246776705	7.73627100842339e-14	0.072892246776705
10277	MIR5701-2	-0.00577172062057496	0.554468059522705	0.00577172062057496
10298	MIR548X2	0.0193152034114798	0.0479032781368004	0.0193152034114798
10305	MIR181D	0.171822252923596	2.54715858553856e-70	0.171822252923596
10310	MIR4311	0.0491167210223484	4.82845100986548e-07	0.0491167210223484
10327	MIR550A1	-0.00338248521041386	0.729044970543788	0.00338248521041386
10348	MIR623	0.0107878457817273	0.269246605417696	0.0107878457817273
10360	MIR520E	-0.00413553200550227	0.671919248435735	0.00413553200550227
10431	MIR181A1	0.0276388615216633	0.00464034445740433	0.0276388615216633
10434	MIR769	-0.00222180739326755	0.820009907413628	0.00222180739326755
10474	MIR4438	0.0084113634268772	0.389012098015967	0.0084113634268772
10477	MIR1276	0.0758855232894816	7.10796689995213e-15	0.0758855232894816
10518	MIR4289	0.00331983992196392	0.733871025051808	0.00331983992196392
10597	MIR149	-0.00230401803955251	0.813470433153952	0.00230401803955251
10616	MIR548AJ2	-0.00396592014048788	0.684635686162208	0.00396592014048788
10626	MIR3146	0.0059519087423221	0.542172253247944	0.0059519087423221
10640	MIR191	-0.0218480344261629	0.0252411855500917	0.0218480344261629
10677	MIR634	0.00578575039961227	0.553505809920582	0.00578575039961227
10682	MIR183	0.00317185543808704	0.745312946179805	0.00317185543808704
10721	MIR551A	0.0233464221752942	0.0167934996672578	0.0233464221752942
10751	MIR3142HG	-0.0471205619370096	1.37753521731532e-06	0.0471205619370096
10770	MIR3616	-0.0178242788963279	0.0679252195153919	0.0178242788963279
10818	MIR4465	0.0289931571556933	0.00298022914525953	0.0289931571556933
10915	MIR4755	-0.00320064297102447	0.743082644275921	0.00320064297102447
10916	MIR425	0.00588505991019252	0.546718028233734	0.00588505991019252
10962	MIR449C	-0.00606016335644669	0.534851051521581	0.00606016335644669
11059	MIRLET7I	0.0463034615852556	2.09112362243591e-06	0.0463034615852556
11103	MIR4673	0.023275930853961	0.017126718730992	0.023275930853961
11247	MIR4495	-0.00856447031026907	0.380437426723614	0.00856447031026907
11318	MIR199B	0.0258240883676661	0.00816795422862625	0.0258240883676661
11348	MIR4663	0.00963862661283936	0.323593529565816	0.00963862661283936
11378	MIR181A2	0.0131657986844187	0.177546457092623	0.0131657986844187
11414	MIR548K	-0.00430513797516056	0.659296436515871	0.00430513797516056
11433	MIR4650-1	0.0200757826763962	0.0397692253336434	0.0200757826763962
11443	MIR323B	0.0170529809972896	0.0807246076426927	0.0170529809972896
11514	MIR609	-0.00639167175349668	0.512745819653094	0.00639167175349668
11527	MIR4257	0.0115770781682958	0.235768097836106	0.0115770781682958
11565	MIR320D1	0.00689511098342626	0.480109574517645	0.00689511098342626
11578	MIR526A1	-0.0069150284661131	0.478842097031096	0.0069150284661131
11581	MIR4472-2	-0.00396611297854387	0.684621176649392	0.00396611297854387
11586	MIR499A	0.0136253625785868	0.162889930295556	0.0136253625785868
11642	MIR3142	0.00835088196058313	0.392431485626181	0.00835088196058313
11656	MIR4254	0.0279560274665417	0.004189963038968	0.0279560274665417
11868	MIR98	0.0557628154953285	1.0968284067492e-08	0.0557628154953285
11918	MIR3131	-0.0768488144961532	3.23141795270737e-15	0.0768488144961532
11939	MIR3193	0.0484959101105508	6.71891438671107e-07	0.0484959101105508
11963	MIR323A	0.0123166660691015	0.207172299771275	0.0123166660691015
11987	MIR4277	-0.0041584467449694	0.670208320582927	0.0041584467449694
12073	MIR5008	-0.00459247143933122	0.638133145434209	0.00459247143933122
12188	MIR548AD	0.00221067182652283	0.820896663775653	0.00221067182652283
12191	MIR3197	-0.0403920841587946	3.50069737403665e-05	0.0403920841587946
12196	MIR1180	0.0289904335160473	0.00298293772928273	0.0289904335160473
12203	MIR320E	-0.0318502417033106	0.00110409624349537	0.0318502417033106
12226	MIR3155A	-0.00360704268096483	0.711834802319365	0.00360704268096483
12276	MIR3174	-0.00636950858773319	0.514208685811281	0.00636950858773319
12397	MIR2116	0.018448976329944	0.0588258384966881	0.018448976329944
12401	MIR548V	-0.000899711116704775	0.926588333046812	0.000899711116704775
12505	MIR4798	0.0226453198002854	0.0203749539351184	0.0226453198002854
12571	MIR548F4	0.000849021800735415	0.930713591718469	0.000849021800735415
12664	MIR575	0.0797242798737103	2.89885381811474e-16	0.0797242798737103
12691	MIR107	-0.0134988734294268	0.16682979702985	0.0134988734294268
12709	MIR16-2	0.0163097800747254	0.0948459565174724	0.0163097800747254
12764	MIR4299	-0.00677913162561635	0.48752628829691	0.00677913162561635
12779	MIR3152	0.0151170181470695	0.12157426062049	0.0151170181470695
12806	MIR4666B	-0.00912218230868221	0.350196401427121	0.00912218230868221
12810	MIR582	-0.00815602271570699	0.403571385032786	0.00815602271570699
12835	MIR4506	-0.0334952456415027	0.000601005057251072	0.0334952456415027
12902	MIR4731	0.0255795883434196	0.00879308430714441	0.0255795883434196
12906	MIR210	-0.0423669671778328	1.42038411244298e-05	0.0423669671778328
12946	MIR4431	0.00866868807703024	0.374667719509948	0.00866868807703024
13043	MIR550A3	0.00111502643254747	0.909088593690151	0.00111502643254747
13112	MIR1245A	0.0107824003977265	0.269488390983976	0.0107824003977265
13137	MIR550A2	0.0154048617703484	0.114638607917453	0.0154048617703484
13258	MIR4305	0.0127259748547693	0.192472117819236	0.0127259748547693
13268	MIR361	0.0352642405508319	0.000303280940319291	0.0352642405508319
13321	MIR3619	0.0184832154027705	0.0583578720765423	0.0184832154027705
13335	MIR4670	0.00982756017877902	0.314199172643784	0.00982756017877902
13364	MIR548P	-0.0114146530418444	0.242405433054803	0.0114146530418444
13365	MIR4802	-0.010037698193252	0.303963249354373	0.010037698193252
13370	MIR25	0.0889571347014873	6.97333461074015e-20	0.0889571347014873
13409	MIR4762	0.0136484660443952	0.162177947494303	0.0136484660443952
13467	MIR4500	0.0513806048568804	1.39969597143433e-07	0.0513806048568804
13473	MIR579	0.00604059418235628	0.536170803822675	0.00604059418235628
13495	MIR521-2	0.000595607188159041	0.951362998625592	0.000595607188159041
13516	MIR4475	0.0119670468544562	0.220360100690427	0.0119670468544562
13562	MIR3689D2	0.0081781043288237	0.402299571786496	0.0081781043288237
13654	MIR5582	-0.00159641158396382	0.870135627421289	0.00159641158396382
13660	MIR1197	0.0133941191477991	0.170146533610623	0.0133941191477991
13718	MIR593	-0.00364933398167431	0.708609631938459	0.00364933398167431
13770	MIR1913	0.0334710148875422	0.000606531111593897	0.0334710148875422
13790	MIR600HG	0.171199212120777	8.11150262949854e-70	0.171199212120777
13842	MIR548I3	-0.0055927386549563	0.566815039724942	0.0055927386549563
13878	MIR888	0.0264532800094112	0.00673817133551922	0.0264532800094112
14041	MIR5701-1	0.00562548326786047	0.564546349510281	0.00562548326786047
14044	MIR642A	-0.0491351207860488	4.78111169681776e-07	0.0491351207860488
14099	MIR488	0.0106445810502089	0.275657461986868	0.0106445810502089
14254	MIR3927	0.00148065816134661	0.87947714697179	0.00148065816134661
14415	MIR374A	0.0261008721863608	0.00750852102738598	0.0261008721863608
14452	MIR4470	-0.0318735699443067	0.00109481915672051	0.0318735699443067
14465	MIR552	-0.00309850874227073	0.751005066222385	0.00309850874227073
14517	MIR520B	-0.000109243637816425	0.991073871299267	0.000109243637816425
14614	MIR764	0.00179422129211108	0.854214562891779	0.00179422129211108
14618	MIR216A	-0.00292565113147849	0.764472998005164	0.00292565113147849
14668	MIR375	-0.0336703787220565	0.000562436016901643	0.0336703787220565
14694	MIR3128	-0.00460523292185034	0.637199849785567	0.00460523292185034
14776	MIR548G	-0.00404949328232602	0.678358445699592	0.00404949328232602
14789	MIR4790	-0.00547953664725019	0.574691660054009	0.00547953664725019
14867	MIR4460	0.000444945143508432	0.963656037473749	0.000444945143508432
14888	MIR4796	0.000533298002661838	0.956445785726328	0.000533298002661838
14905	MIR1252	0.00245696965353546	0.801338704860496	0.00245696965353546
14924	MIR663B	0.00375621870139445	0.700481877180412	0.00375621870139445
14925	MIR4422	0.0191901753968125	0.0493658818902843	0.0191901753968125
14936	MIR4695	0.006780285935906	0.487452168387389	0.006780285935906
14987	MIR3122	0.0558481435327483	1.04172510348535e-08	0.0558481435327483
15114	MIR544A	0.0280865181371487	0.00401646667467889	0.0280865181371487
15170	MIR3973	0.0101761168537355	0.29734315977854	0.0101761168537355
15234	MIR643	0.00491196607014414	0.614943116239393	0.00491196607014414
15240	MIR4633	0.00673576817921146	0.490315118430455	0.00673576817921146
15247	MIR591	0.0161323622321254	0.0984941010403139	0.0161323622321254
15256	MIR4632	-0.0198257020821659	0.042303722388886	0.0198257020821659
15298	MIR199A2	0.0957596444196238	8.42897483942467e-23	0.0957596444196238
15299	MIR3163	0.0196927151106387	0.0437062740704556	0.0196927151106387
15307	MIR595	-0.00699205373369468	0.473957723591424	0.00699205373369468
15330	MIR4261	0.012589145587559	0.197298485343449	0.012589145587559
15409	MIR4300	0.00501180202298288	0.607773426411016	0.00501180202298288
15444	MIR4440	0.00672638923204544	0.490919432248947	0.00672638923204544
15450	MIR873	0.0353169435194221	0.000297021897270034	0.0353169435194221
15458	MIR4773-1	-0.00364541634801331	0.708908175610242	0.00364541634801331
15524	MIR211	-0.0258923649483405	0.00800064162075995	0.0258923649483405
15559	MIR4497	-0.0381312589974523	9.36870231471677e-05	0.0381312589974523
15569	MIR196A2	0.0184992245406619	0.0581401285632097	0.0184992245406619
15764	MIR1227	-0.0187326179490737	0.0550416182598405	0.0187326179490737
15769	MIR598	-0.00368997302694079	0.705515376986428	0.00368997302694079
15888	MIR597	0.0208056768802216	0.0330966637522467	0.0208056768802216
15907	MIR3160-2	0.0100197681670113	0.304827887657537	0.0100197681670113
16048	MIR4297	0.0544381289933158	2.41816376558366e-08	0.0544381289933158
16205	MIR548Q	0.00793514245785315	0.416425181579847	0.00793514245785315
16240	MIR16-1	-0.0142713962092834	0.143854516235129	0.0142713962092834
16350	MIR1272	0.0108614070923232	0.265994927347033	0.0108614070923232
16473	MIRLET7D	-0.0177769710105836	0.0686590555122134	0.0177769710105836
16484	MIR215	-0.0159283919678732	0.102825738128013	0.0159283919678732
16502	MIR4482-1	0.00287429237836351	0.768488508228869	0.00287429237836351
16538	MIR3189	-0.0940963017252682	4.56013151267856e-22	0.0940963017252682
16656	MIR3153	0.03502306739188	0.000333530756120926	0.03502306739188
16661	MIR4639	-0.0233817573561093	0.0166286183246423	0.0233817573561093
16795	MIR297	-0.00568580832611136	0.560378240086046	0.00568580832611136
16952	MIR5707	-0.0201372729402453	0.0391661552258228	0.0201372729402453
16968	MIR2278	0.00761217705388555	0.435648203358233	0.00761217705388555
17080	MIR548I2	-0.0106204845470516	0.276745886463012	0.0106204845470516
17095	MIR608	-0.0119032097751815	0.222831671233138	0.0119032097751815
17103	MIR585	0.0534522894748208	4.30440595546702e-08	0.0534522894748208
17172	MIR320D2	-0.00700756302629349	0.472977561056034	0.00700756302629349
17195	MIR302D	0.0436313333833093	7.80924405658382e-06	0.0436313333833093
17212	MIR337	0.0491004989209444	4.87056224228172e-07	0.0491004989209444
17367	MIR3921	0.0149579476953951	0.125545480347116	0.0149579476953951
17401	MIR4444-1	0.0170357730108808	0.0810310969423421	0.0170357730108808
17412	MIR3680-2	-0.00198269691239466	0.839099697244964	0.00198269691239466
17428	MIR103A2	-0.027112851155956	0.00548468447158791	0.027112851155956
17471	MIR4675	0.0463531401453376	2.03911935899108e-06	0.0463531401453376
17486	MIR1275	0.0132200158568137	0.175767933588223	0.0132200158568137
17626	MIR3147	0.0273314635807996	0.00511822915607318	0.0273314635807996
17719	MIR1266	-0.00516393155333027	0.596920617669615	0.00516393155333027
17803	MIR380	0.04583170140406	2.65275444653796e-06	0.04583170140406
17832	MIR5188	-0.0419448876659254	1.72810045254932e-05	0.0419448876659254
17841	MIR508	-0.0108184460527928	0.26789066337081	0.0108184460527928
17876	MIR299	0.0331532526540084	0.000683513244342278	0.0331532526540084
17963	MIR3611	0.00323743835532596	0.740235075662178	0.00323743835532596
17974	MIR185	-0.0136972070631447	0.160683594887613	0.0136972070631447
17992	MIR1179	-0.00411331217424171	0.673579915507939	0.00411331217424171
18121	MIR517C	-0.00443716476443021	0.64953691831963	0.00443716476443021
18145	MIR125B2	0.144911762474292	2.47946630601987e-50	0.144911762474292
18155	MIR4487	0.0235391964938527	0.0159111283696114	0.0235391964938527
18160	MIR548H1	-0.0076367563930453	0.434167478642834	0.0076367563930453
18193	MIR509-2	-0.0342268253047475	0.000454647647179979	0.0342268253047475
18222	MIR572	0.00493536236033104	0.613259581609664	0.00493536236033104
18286	MIR200C	-0.0382587027344817	8.87508743943057e-05	0.0382587027344817
18441	MIR219-1	0.173253864992758	1.74929758266516e-71	0.173253864992758
18481	MIR554	2.57361942533944e-05	0.997897093943386	2.57361942533944e-05
18508	MIR548AE1	0.0287797102545571	0.00319943227762909	0.0287797102545571
18548	MIR3127	-0.011450732533121	0.24091984741089	0.011450732533121
18554	MIR4743	0.0243489321107307	0.0126345564876569	0.0243489321107307
18555	MIR548AL	0.00733410137161004	0.452601869686534	0.00733410137161004
18577	MIR892A	0.0420265040538084	1.66403402364586e-05	0.0420265040538084
18596	MIR151B	-0.00652225764651798	0.504170808698836	0.00652225764651798
18673	MIR3130-1	-0.0013093353879064	0.893333680430838	0.0013093353879064
18738	MIR22HG	-0.133864519653304	3.81522767842193e-43	0.133864519653304
18867	MIR448	9.3581589346453e-06	0.999235343474762	9.3581589346453e-06
18924	MIR3177	0.0110864312327013	0.256216288708279	0.0110864312327013
18979	MIR485	0.0452881913391793	3.47943609980918e-06	0.0452881913391793
19034	MIR3922	0.0139449639953375	0.153248049264619	0.0139449639953375
19037	MIR320A	0.00786090799579747	0.420798790199278	0.00786090799579747
19141	MIR4525	-0.00850964238754727	0.383494602659864	0.00850964238754727
19166	MIR514A3	-0.0105132013852914	0.281627321008111	0.0105132013852914
19182	MIR3648	0.0266160840306837	0.00640689302758082	0.0266160840306837
19214	MIR3657	0.0150019967690803	0.124435802712469	0.0150019967690803
19247	MIR548AA1	-0.0085986906427586	0.378536929210795	0.0085986906427586
19250	MIR920	0.00284180080209486	0.771032097624944	0.00284180080209486
19254	MIR1207	0.017243359411887	0.0773962204957416	0.017243359411887
19257	MIR4484	0.0173185883095922	0.0761121924601973	0.0173185883095922
19475	MIR1270-1	-0.0181400391689379	0.0631907478304798	0.0181400391689379
19623	MIR7-2	-0.0110312640727411	0.258590209800126	0.0110312640727411
19647	MIR5690	-0.00658554459541094	0.500042406126932	0.00658554459541094
19667	MIR4789	0.0184377772699307	0.0589795774024476	0.0184377772699307
19682	MIR3157	0.025415755066722	0.00923554392851992	0.025415755066722
19944	MIR15B	0.00326176575844187	0.738354345076733	0.00326176575844187
20113	MIR1183	0.0140351976451471	0.150605995838273	0.0140351976451471
20235	MIR3137	0.0155863918393652	0.110427208543132	0.0155863918393652
20241	MIR3929	0.00310517388623611	0.750487247867693	0.00310517388623611
20307	MIR1202	-0.00385733044411109	0.692824527963105	0.00385733044411109
20355	MIR30D	0.0130390928369681	0.181755066975465	0.0130390928369681
20358	MIR140	-0.0217220042153683	0.0260959936185526	0.0217220042153683
20369	MIR3198-1	0.0515233975119564	1.29225847413662e-07	0.0515233975119564
20424	MIR548L	0.0157049236466243	0.107743926408658	0.0157049236466243
20432	MIR5706	0.00105762640036992	0.91374982289822	0.00105762640036992
20460	MIR3689F	-0.00122610640728292	0.900077251139364	0.00122610640728292
20546	MIR548T	-0.00247617539053194	0.799818669610251	0.00247617539053194
20653	MIR126	-0.012920830814705	0.185749567148549	0.012920830814705
20719	MIR216B	0.00632592137802817	0.517091950763628	0.00632592137802817
20851	MIR548AS	-0.00566135923053168	0.562065732340421	0.00566135923053168
