	idx	beta	pval	cilb	ciub	i2	tau2	V1	V2
ENSG00000150625	3534	-3.89956121249532	8.76224286854856e-16	-4.84982138378667	-2.94930104120396	98.9012610827899	5.16057656546919	GPM6A	107
ENSG00000130844	22333	-0.884625520607372	5.92840940564993e-17	-1.09185733700418	-0.677393704210566	91.5678796316903	0.195572158719505	ZNF331	107
ENSG00000166275	28116	-0.723547490283393	3.31067659197591e-11	-0.937377014510925	-0.509717966055862	97.9197132602793	0.259353125630923	BORCS7	108
ENSG00000254245	16561	-1.62299596571011	6.67540714545878e-13	-2.06566882857966	-1.18032310284057	95.958329067964	1.02005929858251	PCDHGA3	109
ENSG00000156256	24008	-0.267307288203347	8.18538763351423e-11	-0.347944547118775	-0.18667002928792	91.4984682666442	0.0301523648001361	USP16	109
ENSG00000168216	25368	-0.637457401109107	4.60430778402821e-15	-0.79687424268891	-0.478040559529304	97.2813615369372	0.136424229828278	LMBRD1	109
ENSG00000164188	10182	-2.96281530142085	9.73382426100683e-16	-3.68596459757674	-2.23966600526496	97.9282491489763	2.86396851572327	RANBP3L	110
ENSG00000179636	28648	-3.70849292058062	8.24408048529735e-18	-4.55404812299023	-2.86293771817102	96.5302233079539	3.81342780737483	TPPP2	112
ENSG00000113638	2397	-0.42147659292604	4.94186414323149e-11	-0.547160384073584	-0.295792801778497	92.3944167761243	0.0765975333631052	TTC33	113
ENSG00000163145	5793	-2.92152006746974	1.69988320246385e-17	-3.59417400596838	-2.24886612897109	98.4780591441468	2.5423783197647	C1QTNF7	114
ENSG00000077009	17203	-4.01652650049257	1.67789544258818e-12	-5.13174470859702	-2.90130829238811	94.8046786525272	6.64269565109043	NMRK2	114
ENSG00000119147	27397	-3.7502656205231	6.80989351551451e-13	-4.77354030515719	-2.72699093588901	98.9402844525389	5.95412413904301	C2orf40	114
ENSG00000114784	8024	-0.459011055731441	4.27671978413223e-15	-0.57366606596711	-0.344356045495772	94.4806954502006	0.0660300167757473	EIF1B	115
ENSG00000116194	22739	-3.47531504904539	3.46236358961559e-16	-4.31046378240408	-2.64016631568669	98.9678966605801	3.94019841825672	ANGPTL1	116
ENSG00000266964	12056	-3.10796522028394	1.31888759283935e-14	-3.89866003417973	-2.31727040638814	98.9581417219928	3.56461918829471	FXYD1	117
ENSG00000261701	17762	-3.79229768657883	7.11321259492802e-15	-4.74736515953479	-2.83723021362286	96.4398441114076	4.98099118352545	HPR	119
ENSG00000166091	17665	-4.166785531495	3.11042757325261e-16	-5.16651415928782	-3.16705690370218	98.2277586886679	5.53896232262287	CMTM5	120
ENSG00000123358	24449	-1.7576862581311	5.38704752271373e-11	-2.28285286783676	-1.23251964842545	95.0522646685059	1.46302077519152	NR4A1	121
ENSG00000161594	716	-1.71926914962999	3.63381377505037e-12	-2.20406743103344	-1.23447086822653	93.8591991701659	1.07209992464058	KLHL10	125
ENSG00000175764	26090	-0.525407144648591	8.92480196922808e-16	-0.653476249581927	-0.397338039715254	93.0317538086322	0.0734565178977482	TTLL11	125
ENSG00000137077	7752	-3.03561343753222	6.85763807385672e-16	-3.77259758698558	-2.29862928807886	97.0689488334025	2.89733702683816	CCL21	127
ENSG00000171772	16637	-2.43772901229326	4.35625899276203e-11	-3.16258916332818	-1.71286886125835	91.5283832835363	2.67807822674024	SYCE1	127
ENSG00000119414	6512	-0.23263938414384	1.56198698674611e-11	-0.300269672873381	-0.165009095414298	93.4930828935717	0.0231624210454847	PPP6C	128
ENSG00000113594	23238	-2.06665859326466	6.97529738109168e-13	-2.63081212734491	-1.5025050591844	98.8997531798727	1.78078228167821	LIFR	128
ENSG00000142784	28281	-0.402535325238962	3.63497465105741e-13	-0.511079672929238	-0.293990977548686	94.7190312129749	0.0617058436754307	WDTC1	128
ENSG00000147576	24725	-1.66627402728385	9.90504304095609e-15	-2.08819121442315	-1.24435684014455	98.1933461849644	0.984813419434756	ADHFE1	129
ENSG00000165795	5497	-1.511818651364	1.46592438495488e-17	-1.85920168214638	-1.16443562058163	98.4585777238195	0.680418393505351	NDRG2	130
ENSG00000172059	24597	-0.687056806535816	1.45862772257532e-12	-0.877299351391285	-0.496814261680348	95.5737800163738	0.185530389815901	KLF11	130
ENSG00000065809	11407	-0.82280114092988	1.6455660636805e-11	-1.06226564834317	-0.583336633516594	96.2969682728087	0.284908649973424	FAM107B	131
ENSG00000148488	30676	-2.29441126695672	1.36822822297723e-11	-2.95952128948024	-1.62930124443321	96.5414073292103	2.26984130598372	ST8SIA6	131
ENSG00000005882	8293	-0.76611431954605	6.74675868626143e-17	-0.945911637359186	-0.586317001732915	95.2315380260598	0.167288487006707	PDK2	132
ENSG00000006128	30201	-3.93976054039411	1.40304343086756e-17	-4.84449397331749	-3.03502710747073	94.1227233577336	4.24188712796976	TAC1	132
ENSG00000168300	182	-0.437811291533993	2.82928458686555e-17	-0.539320018041112	-0.336302565026874	92.4785111185037	0.0516556241530139	PCMTD1	133
ENSG00000036473	29030	-4.6789335396168	4.28520374606543e-12	-6.00273274326761	-3.355134335966	98.2590346438539	10.0490946708104	OTC	133
ENSG00000094963	5152	-2.8060396839751	1.65838575329245e-13	-3.55188859669694	-2.06019077125326	98.2888648646273	2.97717571775297	FMO2	134
ENSG00000205269	3764	-0.923683026494119	4.73630987965904e-11	-1.19885952366354	-0.648506529324701	97.2277077199587	0.422520891422278	TMEM170B	135
ENSG00000144230	4597	-1.999809008223	3.19312486639887e-11	-2.59033643506445	-1.40928158138154	96.7828861963946	1.86918347399865	GPR17	139
ENSG00000009307	16566	-0.39964677575478	7.91269558037149e-16	-0.496883339273251	-0.30241021223631	94.6581291281462	0.0464605125030341	CSDE1	139
ENSG00000063127	21310	-1.10856456619404	9.69203866527772e-12	-1.42756993418682	-0.789559198201259	96.463204519407	0.5423614250652	SLC6A16	139
ENSG00000175611	27729	-0.515757064330533	2.55291838623593e-16	-0.639142178192848	-0.392371950468217	88.8702810281253	0.0655383049606664	LINC00476	139
ENSG00000036672	2274	-1.69318954311943	3.78598890681503e-14	-2.13168426924562	-1.25469481699323	96.7125932891444	1.02136298804392	USP2	140
ENSG00000004776	11380	-3.00963182311759	4.01849080093325e-13	-3.82270160559728	-2.1965620406379	98.6277311713338	3.59559062715606	HSPB6	140
ENSG00000101204	17592	-3.79415205613122	3.56827984885926e-11	-4.91730945171306	-2.67099466054938	96.5635246425749	6.52178463771042	CHRNA4	140
ENSG00000198597	27571	-2.7113294239043	1.56103849690816e-11	-3.49952611221605	-1.92313273559255	97.472814533953	3.45201001669852	ZNF536	141
ENSG00000164128	26514	-2.73029416004783	3.49514241902442e-24	-3.25778423060181	-2.20280408949385	96.8839103103588	1.42992061887934	NPY1R	144
ENSG00000223609	29037	-2.92682018909711	5.14929972283473e-12	-3.75802302737406	-2.09561735082016	88.5598297473391	2.80565988628489	HBD	144
ENSG00000186642	25867	-2.33186788583441	5.65331120204275e-17	-2.87776444651696	-1.78597132515185	98.5250224088221	1.61998811125192	PDE2A	147
ENSG00000131471	30349	-2.17375577709849	5.39449526201165e-12	-2.79168378966443	-1.55582776453256	98.6250141351368	2.04824607325379	AOC3	147
ENSG00000170271	22782	-1.70084372543005	1.13995377332792e-13	-2.14989822272182	-1.25178922813828	98.3486568171054	1.09322085636389	FAXDC2	149
ENSG00000128016	24826	-1.33436771076054	5.18625101208700e-11	-1.73271013458241	-0.936025286938669	94.4791740668228	0.80679768851729	ZFP36	151
ENSG00000112320	11229	-1.34894380385251	2.97508231689625e-11	-1.74665156844133	-0.951236039263687	97.8599793774876	0.857557377979847	SOBP	152
ENSG00000161649	22055	-4.52249772686823	6.4764742043886e-21	-5.46728364850428	-3.57771180523218	98.3021109289485	5.02476577551484	CD300LG	153
ENSG00000138356	16756	-3.10777532160707	2.29444657712495e-13	-3.93871455506787	-2.27683608814626	98.6516766408976	3.82190797736268	AOX1	154
ENSG00000146151	23705	-3.44985293360788	9.14163082148637e-13	-4.39647631765417	-2.5032295495616	98.6798394158637	5.0639732044078	HMGCLL1	154
ENSG00000171862	20786	-0.466678317294879	3.64959577315363e-11	-0.604895511621617	-0.328461122968142	96.5062451008222	0.105877250289566	PTEN	156
ENSG00000123091	20185	-0.570360022394617	2.7614004995885e-16	-0.706965432360406	-0.433754612428827	96.3046660341605	0.0996257869071989	RNF11	157
ENSG00000141338	15962	-3.50846539576127	6.42430688739014e-18	-4.30576159334343	-2.71116919817911	98.9556109116425	3.61306393113169	ABCA8	159
ENSG00000163687	5546	-2.80292707702086	2.0456989384062e-20	-3.39619692262825	-2.20965723141347	97.507381486475	1.84298157519202	DNASE1L3	160
ENSG00000138767	21316	-0.297193681294035	8.59811536897448e-11	-0.386948951117871	-0.207438411470199	90.4425517903042	0.0368103392622083	CNOT6L	161
ENSG00000110429	21849	-0.366884986049718	4.3978727091644e-15	-0.458569061088498	-0.275200911010937	93.5274604475034	0.0419193519396757	FBXO3	161
ENSG00000163815	20222	-2.88093589993374	8.20316590796549e-15	-3.60816910782049	-2.153702692047	98.9276394891287	3.00673239363598	CLEC3B	163
ENSG00000248874	25246	-3.43790051188357	6.70702176562259e-22	-4.13847276108079	-2.73732826268635	85.5543891394339	2.16435795666551	C5orf17	164
ENSG00000121871	12351	-4.84486733104653	1.84398156501921e-11	-6.25837538057676	-3.43135928151631	98.0016724152198	11.1271986012355	SLITRK3	165
ENSG00000144712	24019	-1.25224284043897	2.93076111109097e-11	-1.62131768754678	-0.883167993331169	97.9181575043447	0.746238572313078	CAND2	166
ENSG00000179564	9095	-2.50887038481764	2.1223101508455e-22	-3.01394620657404	-2.00379456306125	91.0269519319338	1.24895694193287	LSMEM2	167
ENSG00000175287	17837	-1.79298350475692	2.36390634878409e-13	-2.27264279141896	-1.31332421809487	98.2840557284218	1.29765383607796	PHYHD1	167
ENSG00000129244	8637	-1.87631295752479	1.19359962560452e-12	-2.39382622704592	-1.35879968800366	98.1426906196646	1.43741940543203	ATP1B2	169
ENSG00000163632	6818	-1.07162389602134	4.28351122134894e-11	-1.39015111129556	-0.753096680747118	92.872985621629	0.483035509470081	C3orf49	171
ENSG00000180875	15265	-3.97551787414273	9.05875294342746e-18	-4.88309918722937	-3.06793656105608	98.5411663592483	4.57080690026624	GREM2	171
ENSG00000165269	20944	-2.34336033847357	4.37279405961987e-12	-3.00663575697919	-1.68008491996794	98.1750272087239	2.32904185995695	AQP7	172
ENSG00000181778	20879	-4.33166120855466	5.17604296106041e-15	-5.4169710945744	-3.24635132253493	97.9265468900728	6.47295134867625	TMEM252	173
ENSG00000248144	28644	-3.76839880181031	4.56724275750005e-15	-4.71068674940045	-2.82611085422017	98.3696335239636	4.7890171086243	ADH1C	173
ENSG00000162616	15826	-0.975993204520686	1.18351753862315e-15	-1.21492335653525	-0.737063052506117	96.3986214579628	0.298269628442201	DNAJB4	175
ENSG00000162772	27198	-1.34159264234805	5.95469932603827e-11	-1.74335357745303	-0.939831707243069	92.5660441374307	0.832562059224573	ATF3	178
ENSG00000074527	10493	-1.38985222516497	8.58878484245195e-20	-1.68901943845217	-1.09068501187777	96.4584086336955	0.453368448037622	NTN4	179
ENSG00000170345	19740	-1.83474934105362	8.71020101232819e-14	-2.31684943493642	-1.35264924717082	94.5362332705794	1.19616597586911	FOS	179
ENSG00000117400	2576	-1.03732734902829	1.61453764218766e-17	-1.27599537316708	-0.798659324889494	89.7061663471761	0.241270531612098	MPL	180
ENSG00000184601	28556	-5.97571700226966	2.80319194478523e-30	-6.99997923389062	-4.9514547706487	96.7268549982841	5.77495743185301	C14orf180	180
ENSG00000104332	28895	-3.64882927426255	5.86488156252992e-13	-4.64160883375243	-2.65604971477267	98.996089374609	5.60559712763378	SFRP1	181
ENSG00000118526	5908	-3.32293085749045	4.21487765987808e-12	-4.26276189637181	-2.38309981860909	99.2318701815421	5.09287256334515	TCF21	182
ENSG00000147027	16265	-1.42163659739921	5.45060657400233e-11	-1.84651061625264	-0.996762578545782	98.3664868382571	0.988407689126793	TMEM47	185
ENSG00000160801	12124	-2.54607601891554	3.05293943912964e-17	-3.13701742718039	-1.95513461065069	98.3448343208087	1.87309581224405	PTH1R	186
ENSG00000196569	17642	-1.52840374978156	7.25317308106346e-12	-1.96555559147668	-1.09125190808644	96.7490786676093	0.976515959351373	LAMA2	188
ENSG00000151090	22486	-1.63748164270963	4.44992899266288e-11	-2.12462120978395	-1.1503420756353	99.0632071933055	1.34923085711828	THRB	190
ENSG00000102547	7658	-1.17475833251599	4.89072120636346e-11	-1.52498729552807	-0.824529369503914	98.3939105019167	0.67859292754214	CAB39L	192
ENSG00000134201	16182	-2.95093230441581	5.56888097354487e-22	-3.5510779864988	-2.35078662233283	98.0905022555576	1.95018054872537	GSTM5	193
ENSG00000091704	13728	-3.19023040840401	7.4220828254343e-12	-4.10313418670954	-2.27732663009849	95.1322690217228	4.27058269933857	CPA1	195
ENSG00000164303	13401	-2.45463714552126	5.61333100352568e-13	-3.12194568679791	-1.78732860424462	97.2621595507024	2.38667504467961	ENPP6	198
ENSG00000107317	23154	-2.51190837016631	1.95750641443812e-23	-3.0054584664495	-2.01835827388311	96.311355356503	1.30397466155224	PTGDS	199
ENSG00000166856	28698	-2.51695062969737	1.24312011403982e-14	-3.15665876862476	-1.87724249076997	97.0392336251063	2.11819058490717	GPR182	200
ENSG00000179915	23278	-3.71187013917719	6.42622183716204e-12	-4.7708619360165	-2.65287834233788	98.5614807865078	6.48056831057358	NRXN1	202
ENSG00000129596	921	-2.95227125150327	3.57105068484277e-11	-3.82622746063007	-2.07831504237647	98.8990002648078	4.27352049421057	CDO1	204
ENSG00000143196	20658	-3.93806573369163	6.38646812293667e-20	-4.78276049244208	-3.09337097494119	97.9785063981435	3.88155804217753	DPT	205
ENSG00000111404	28265	-4.2153651170685	3.36090686904848e-13	-5.35039283918946	-3.08033739494754	98.9937785219867	7.38682523193163	RERGL	208
ENSG00000154330	16004	-2.91164032084208	1.61588146512956e-11	-3.75869872094297	-2.06458192074119	99.3138509548611	4.00878781829002	PGM5	209
ENSG00000013297	5918	-1.72863805383622	6.26389463873207e-13	-2.19955554745089	-1.25772056022154	96.6752137042283	1.12244072703553	CLDN11	211
ENSG00000114698	2461	-1.50852547557186	4.35043487560851e-12	-1.93546067550424	-1.08159027563948	98.6744753133649	1.02042959268391	PLSCR4	212
ENSG00000117758	13331	-0.606149937672616	2.38868347423914e-12	-0.775634493000975	-0.436665382344256	97.513236960335	0.155206023914066	STX12	219
ENSG00000163512	29755	-0.33020367945321	7.27369322548401e-11	-0.429543205758816	-0.230864153147605	91.5067431287313	0.0472996085545697	AZI2	219
ENSG00000162999	30820	-0.697855869018538	5.14743928336677e-19	-0.851382144135668	-0.544329593901408	91.4327324749251	0.112674658576443	DUSP19	221
ENSG00000140876	2807	-0.886245234768543	6.40510361367792e-11	-1.15208822811473	-0.620402241422355	97.77342057314	0.401652784173577	NUDT7	227
ENSG00000136143	19563	-0.446351119668533	1.84486480844502e-11	-0.576577070727572	-0.316125168609495	95.0613104929645	0.0873720803447609	SUCLA2	228
ENSG00000127951	14319	-1.67425600636434	2.26674620634927e-12	-2.14190303068288	-1.2066089820458	98.0031336138115	1.18750529865038	FGL2	229
ENSG00000184905	18253	-4.40074681790581	1.12031159144869e-13	-5.5622661772668	-3.23922745854482	98.9790887785818	7.77293236535117	TCEAL2	231
ENSG00000147853	22923	-0.731728965013153	2.78041702106879e-12	-0.936949433860851	-0.526508496165455	98.2000722984653	0.241852707940083	AK3	231
ENSG00000080503	13120	-0.78759679313505	3.81474152470316e-22	-0.947132435151589	-0.628061151118512	96.1865950930154	0.133108250172073	SMARCA2	232
ENSG00000113851	25004	-0.467802928606291	5.61417060006856e-13	-0.59497845527521	-0.340627401937372	95.5019728735502	0.0851418572060316	CRBN	232
ENSG00000104804	559	-1.72686131595268	1.23420705214347e-18	-2.11096896072655	-1.34275367117881	89.5176574874161	0.626904317573857	TULP2	234
ENSG00000170153	28985	-2.00354519464476	5.02145040011647e-11	-2.60121612838399	-1.40587426090552	98.5536175193315	1.98891331278244	RNF150	234
ENSG00000141639	731	-3.28154994804589	5.76097690922345e-12	-4.21565452860814	-2.34744536748364	98.6108411099987	5.01744399514825	MAPK4	237
ENSG00000125740	22300	-2.85215054449452	4.06417637567733e-23	-3.41667170685682	-2.28762938213222	92.9209260611633	1.60253440999852	FOSB	241
ENSG00000178343	4266	-2.70067995240876	5.1052568498725e-11	-3.50661320526411	-1.89474669955341	97.7097046399396	3.47220726044896	SHISA3	242
ENSG00000145708	16064	-3.80079031027259	1.17439155119566e-18	-4.64567053728454	-2.95591008326065	98.1250401351004	3.86424606367707	CRHBP	242
ENSG00000171357	16658	-1.1568798714706	1.5954343227618e-13	-1.4641651983992	-0.849594544542008	95.9458615010793	0.495207660789627	LURAP1	243
ENSG00000258289	22802	-0.457441729372792	2.6673844449497e-11	-0.591983889758776	-0.322899568986808	93.8035567764173	0.0896865215209663	CHURC1	244
ENSG00000151240	28278	-0.686742079080075	8.06216020464579e-12	-0.883597921274372	-0.489886236885779	94.8681636840146	0.197338551496014	DIP2C	244
ENSG00000134463	657	-1.44148818952007	1.32791172875078e-13	-1.82310798957564	-1.0598683894645	96.7466027812948	0.739099619497797	ECHDC3	246
ENSG00000005812	6080	-0.614197217763939	3.0600315194567e-18	-0.752419237010321	-0.475975198517556	96.3265622613464	0.105377800593555	FBXL3	246
ENSG00000122035	10864	-1.28036428173142	6.20705815928192e-17	-1.58049590336846	-0.980232660094373	95.6442560103672	0.452749362324312	RASL11A	247
ENSG00000185432	5190	-1.55580812265179	2.39344643386448e-13	-1.9721128327547	-1.13950341254889	98.908255244224	0.964146472761872	METTL7A	249
ENSG00000119138	20968	-1.4443505109309	4.44670820913214e-13	-1.83528953896244	-1.05341148289935	98.0648924114217	0.868075438678274	KLF9	249
